,complaintid,buildingid,boroughid,borough,housenumber,streetname,zip,block,lot,apartment,communityboard,receiveddate,statusid,status,statusdate
739,7420102,771,1,MANHATTAN,117,2 AVENUE,10003,462,23,BLDG,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-05T00:00:00.000
740,7420103,430608,4,QUEENS,41-08,42 STREET,11104,184,23,BLDG,2,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
741,7420104,37712,1,MANHATTAN,9,WEST 107 STREET,10025,1843,26,1,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
742,7420106,84284,2,BRONX,3004,HEATH AVENUE,10463,3256,172,23,8,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
743,7420107,8090,1,MANHATTAN,3612,BROADWAY,10031,2080,59,BLDG,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-08T00:00:00.000
744,7420108,21859,1,MANHATTAN,80,FT WASHINGTON AVENUE,10032,2137,40,47,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-13T00:00:00.000
745,7420109,8090,1,MANHATTAN,3612,BROADWAY,10031,2080,59,BLDG,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-08T00:00:00.000
746,7420110,8090,1,MANHATTAN,3612,BROADWAY,10031,2080,59,BLDG,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-08T00:00:00.000
747,7420111,28338,1,MANHATTAN,66,ST NICHOLAS PLACE,10032,2054,82,5B,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-08T00:00:00.000
748,7420112,21859,1,MANHATTAN,80,FT WASHINGTON AVENUE,10032,2137,40,48,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-13T00:00:00.000
749,7420113,320012,3,BROOKLYN,284,KINGS HIGHWAY,11223,6650,72,2,11,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
750,7420114,681087,4,QUEENS,204-19,MURDOCK AVENUE,11412,10999,77,2FLR,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-14T00:00:00.000
751,7420115,21859,1,MANHATTAN,80,FT WASHINGTON AVENUE,10032,2137,40,BLDG,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-13T00:00:00.000
752,7420116,60444,2,BRONX,1815,DAVIDSON AVENUE,10453,2867,139,4D,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
753,7420117,60444,2,BRONX,1815,DAVIDSON AVENUE,10453,2867,139,4D,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
754,7420118,362959,3,BROOKLYN,166,ROCKAWAY PARKWAY,11212,4632,6,23A,17,2015-04-01T00:00:00.000,2,CLOSE,2015-04-14T00:00:00.000
755,7420119,112487,2,BRONX,1513,TAYLOR AVENUE,10460,3920,21,3,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-15T00:00:00.000
756,7420120,930132,4,QUEENS,98-10,64 AVENUE,11374,2101,1,5D,6,2015-04-01T00:00:00.000,2,CLOSE,2015-04-09T00:00:00.000
757,7420121,51777,2,BRONX,3750,BRONX BOULEVARD,10467,4649,21,4E,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-19T00:00:00.000
758,7420122,110045,2,BRONX,1357,SOUTHERN BOULEVARD,10459,2976,82,1E,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-16T00:00:00.000
759,8320278,49284,2,BRONX,850,BECK STREET,10459,2709,14,1S,2,2016-12-28T00:00:00.000,2,CLOSE,2017-01-02T00:00:00.000
760,7420125,805950,1,MANHATTAN,614,WEST 135 STREET,10031,2001,38,4B,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-10T00:00:00.000
761,7420126,299140,3,BROOKLYN,141,GATES AVENUE,11238,1965,76,2,2,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
762,7420127,60381,2,BRONX,2132,DALY AVENUE,10460,3129,1,1A,6,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
763,7420128,370489,3,BROOKLYN,9511,SHORE ROAD,11209,6120,7502,BLDG,10,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
764,7420129,370489,3,BROOKLYN,9511,SHORE ROAD,11209,6120,7502,BLDG,10,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
765,7420130,21935,1,MANHATTAN,36,GRAMERCY PARK,10003,876,7503,12E,6,2015-04-01T00:00:00.000,2,CLOSE,2015-04-09T00:00:00.000
766,7420131,62827,2,BRONX,534,EAST 138 STREET,10454,2265,37,307,1,2015-04-01T00:00:00.000,2,CLOSE,2015-04-06T00:00:00.000
767,7420132,10882,1,MANHATTAN,715,EAST 5 STREET,10009,375,62,4C,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
768,7420133,361587,3,BROOKLYN,67,RICHMOND STREET,11208,4115,19,2,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-21T00:00:00.000
769,7420134,62827,2,BRONX,534,EAST 138 STREET,10454,2265,37,307,1,2015-04-01T00:00:00.000,2,CLOSE,2015-04-06T00:00:00.000
770,7420135,297399,3,BROOKLYN,1355,FULTON STREET,11216,1850,44,2NDFL,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-18T00:00:00.000
771,7420136,929455,2,BRONX,361,EAST 161 STREET,10451,2408,1,8C,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-09T00:00:00.000
772,7420137,90952,2,BRONX,1275,LAFAYETTE AVENUE,10474,2740,39,2I,2,2015-04-01T00:00:00.000,2,CLOSE,2015-04-05T00:00:00.000
773,7420138,398805,3,BROOKLYN,561,WYONA STREET,11207,3826,18,BLDG,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
774,7420140,297399,3,BROOKLYN,1355,FULTON STREET,11216,1850,44,2NDFL,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-18T00:00:00.000
775,7420141,20629,1,MANHATTAN,107,EAST 126 STREET,10035,1775,6,BLDG,11,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
776,7420142,20629,1,MANHATTAN,107,EAST 126 STREET,10035,1775,6,BLDG,11,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
777,7420143,80068,2,BRONX,1075,GERARD AVENUE,10452,2487,20,403,4,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
778,7420144,582004,4,QUEENS,145-56,183 STREET,11413,13337,40,2,13,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
779,7420146,34598,1,MANHATTAN,110,WEST 69 STREET,10023,1140,37,2D,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-24T00:00:00.000
780,7420147,85558,2,BRONX,1685,HOE AVENUE,10460,2983,38,2B,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-08T00:00:00.000
781,7420148,58326,2,BRONX,349,CONCORD AVENUE,10454,2573,24,3,1,2015-04-01T00:00:00.000,2,CLOSE,2015-04-08T00:00:00.000
782,7420149,52885,2,BRONX,2001,BRUCKNER BOULEVARD,10472,3797,1,BLDG,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
783,7420139,377835,3,BROOKLYN,257,MOTHER GASTON BOULEVARD,11212,3675,4,4A,16,2015-04-01T00:00:00.000,2,CLOSE,2015-07-21T00:00:00.000
784,7420150,569938,4,QUEENS,59-40,164 STREET,11365,6741,53,2,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-24T00:00:00.000
785,7420151,930132,4,QUEENS,98-10,64 AVENUE,11374,2101,1,5D,6,2015-04-01T00:00:00.000,2,CLOSE,2015-04-09T00:00:00.000
786,7420152,362293,3,BROOKLYN,114,RIVERDALE AVENUE,11212,3598,31,2R,16,2015-04-01T00:00:00.000,2,CLOSE,2015-04-14T00:00:00.000
787,7420154,46080,2,BRONX,805,ARNOW AVENUE,10467,4550,6,BLDG,11,2015-04-01T00:00:00.000,2,CLOSE,2015-04-11T00:00:00.000
788,7420155,363197,3,BROOKLYN,426,ROCKAWAY PARKWAY,11212,4693,45,E1,17,2015-04-01T00:00:00.000,2,CLOSE,2015-04-14T00:00:00.000
789,7420156,805249,1,MANHATTAN,63,POST AVENUE,10034,2218,5,BASE,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-08T00:00:00.000
790,7420157,79053,2,BRONX,1120,FOX STREET,10459,2719,38,2A,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
791,7420158,8195,1,MANHATTAN,4081,BROADWAY,10032,2142,100,31,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-07T00:00:00.000
792,7420159,92396,2,BRONX,1145,LONGFELLOW AVENUE,10459,2754,44,12,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
793,7420160,257633,3,BROOKLYN,325,EAST 32 STREET,11226,4949,78,2,17,2015-04-01T00:00:00.000,2,CLOSE,2015-04-07T00:00:00.000
794,7420162,8863,1,MANHATTAN,257,CANAL STREET,10013,209,26,2FL,2,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
795,7420163,395984,3,BROOKLYN,92,WILLIAMS AVENUE,11207,3682,52,1FL,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-08T00:00:00.000
796,7420164,104258,2,BRONX,1095,PROSPECT AVENUE,10459,2680,77,5B,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-09T00:00:00.000
797,7420166,79053,2,BRONX,1120,FOX STREET,10459,2719,38,3C,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-10T00:00:00.000
798,7420167,120425,2,BRONX,2856,WEBB AVENUE,10468,3250,71,1C,8,2015-04-01T00:00:00.000,2,CLOSE,2015-04-07T00:00:00.000
799,7420169,35264,1,MANHATTAN,8,WEST 74 STREET,10023,1126,38,4D,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-10T00:00:00.000
800,7420170,69315,2,BRONX,864,EAST 221 STREET,10467,4679,73,1F,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
801,7420171,934207,2,BRONX,678,EAST 232 STREET,10466,4834,83,4B,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-06T00:00:00.000
802,7420172,120425,2,BRONX,2856,WEBB AVENUE,10468,3250,71,BLDG,8,2015-04-01T00:00:00.000,2,CLOSE,2015-04-07T00:00:00.000
803,7420173,69315,2,BRONX,864,EAST 221 STREET,10467,4679,73,1F,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
804,7420174,257633,3,BROOKLYN,325,EAST 32 STREET,11226,4949,78,BLDG,17,2015-04-01T00:00:00.000,2,CLOSE,2015-04-07T00:00:00.000
805,7420175,6126,1,MANHATTAN,23,ARDEN STREET,10040,2174,189,BLDG,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
806,7420177,370489,3,BROOKLYN,9511,SHORE ROAD,11209,6120,7502,BLDG,10,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
807,7420178,660100,4,QUEENS,75-10,GRAND CENTRAL PARKWAY,11375,2265,86,5B,6,2015-04-01T00:00:00.000,2,CLOSE,2015-04-25T00:00:00.000
808,7420179,934207,2,BRONX,678,EAST 232 STREET,10466,4834,83,4B,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-06T00:00:00.000
809,7420180,13883,1,MANHATTAN,317,EAST 48 STREET,10017,1341,7502,14A,6,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
810,7420181,863548,4,QUEENS,98-17,QUEENS BOULEVARD,11374,2103,1,5D,6,2015-04-01T00:00:00.000,2,CLOSE,2015-04-08T00:00:00.000
811,7420182,81857,2,BRONX,2625,GRAND CONCOURSE,10468,3168,49,2F,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
812,7420183,324060,3,BROOKLYN,116,LENOX ROAD,11226,5084,24,E5,17,2015-04-01T00:00:00.000,2,CLOSE,2015-04-14T00:00:00.000
813,7420184,934207,2,BRONX,678,EAST 232 STREET,10466,4834,83,4B,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-06T00:00:00.000
814,7420185,324060,3,BROOKLYN,116,LENOX ROAD,11226,5084,24,E5,17,2015-04-01T00:00:00.000,2,CLOSE,2015-04-12T00:00:00.000
815,7420186,363824,3,BROOKLYN,433,ROGERS AVENUE,11225,1329,6,BLDG,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
816,7420187,43323,1,MANHATTAN,608,WEST 177 STREET,10033,2144,21,BLDG,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
817,7420188,107073,2,BRONX,3145,ROCHAMBEAU AVENUE,10467,3335,12,H,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
818,7420189,259057,3,BROOKLYN,1145,EAST 35 STREET,11210,7617,25,3A,18,2015-04-01T00:00:00.000,2,CLOSE,2015-04-05T00:00:00.000
819,8320282,307429,3,BROOKLYN,823,HANCOCK STREET,11233,1487,69,1A,3,2016-12-28T00:00:00.000,2,CLOSE,2017-01-03T00:00:00.000
820,7420191,810652,4,QUEENS,213-01,75 AVENUE,11364,7732,2,2D,11,2015-04-01T00:00:00.000,2,CLOSE,2015-04-25T00:00:00.000
821,7420192,339764,3,BROOKLYN,236,MONTGOMERY STREET,11225,1304,18,BLDG,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
822,7420193,43323,1,MANHATTAN,608,WEST 177 STREET,10033,2144,21,BLDG,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
823,7420194,653167,4,QUEENS,12-26,ESTATES LANE,11360,5843,7501,2,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-16T00:00:00.000
824,7420195,768231,5,STATEN ISLAND,220,OSGOOD AVENUE,10304,2867,266,2G,1,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
825,7420196,362347,3,BROOKLYN,574,RIVERDALE AVENUE,11207,3838,40,2,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-05T00:00:00.000
826,7420197,303732,3,BROOKLYN,1073,GREENE AVENUE,11221,3283,40,BLDG,4,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
827,7420198,362347,3,BROOKLYN,574,RIVERDALE AVENUE,11207,3838,40,2,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-17T00:00:00.000
828,7420199,934207,2,BRONX,678,EAST 232 STREET,10466,4834,83,4B,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-06T00:00:00.000
829,7420153,305591,3,BROOKLYN,1229,HALSEY STREET,11237,3406,57,3L,4,2015-04-01T00:00:00.000,2,CLOSE,2015-07-28T00:00:00.000
830,7420200,398805,3,BROOKLYN,561,WYONA STREET,11207,3826,18,BLDG,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
831,7420201,709560,5,STATEN ISLAND,628,ANNADALE ROAD,10312,5694,95,LLBASE,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-08T00:00:00.000
832,7420202,934207,2,BRONX,678,EAST 232 STREET,10466,4834,83,4B,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-08T00:00:00.000
833,7420203,94381,2,BRONX,2644,MARION AVENUE,10458,3282,13,6B,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
834,7420204,346417,3,BROOKLYN,2054,NOSTRAND AVENUE,11210,5252,51,4A,14,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
835,7420205,43694,1,MANHATTAN,512,WEST 207 STREET,10034,2222,25,523,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-28T00:00:00.000
836,7420206,947013,4,QUEENS,33-17,84 STREET,11372,1432,56,C1,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-09T00:00:00.000
837,8320283,74826,2,BRONX,3437,EASTCHESTER ROAD,10469,4722,12,3A,12,2016-12-28T00:00:00.000,2,CLOSE,2017-01-04T00:00:00.000
838,7420208,115685,2,BRONX,1763,TOWNSEND AVENUE,10453,2850,30,BLDG,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
839,8320287,396049,3,BROOKLYN,1091,WILLMOHR STREET,11212,4670,7,1STFL,17,2016-12-28T00:00:00.000,2,CLOSE,2017-01-16T00:00:00.000
840,7420210,80046,2,BRONX,3424,GATES PLACE,10467,3324,45,3E,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-08T00:00:00.000
841,7420211,221357,3,BROOKLYN,184,CLARKSON AVENUE,11226,5065,48,4I,17,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
842,7420212,152723,3,BROOKLYN,880,47 STREET,11220,769,36,C8,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
843,7420213,108597,2,BRONX,3605,SEDGWICK AVENUE,10463,3258,190,F22,8,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
844,7420214,56107,2,BRONX,2129,CHATTERTON AVENUE,10472,3807,74,2R,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-17T00:00:00.000
845,7420215,60487,2,BRONX,2119,DAVIDSON AVENUE,10453,3194,31,7B,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
846,7420216,41124,1,MANHATTAN,137,WEST 138 STREET,10030,2007,9,2B,10,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
847,7420217,67285,2,BRONX,214,EAST 203 STREET,10458,3308,8,BLDG,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
848,7420218,167095,3,BROOKLYN,452,68 STREET,11220,5864,28,3F,10,2015-04-01T00:00:00.000,2,CLOSE,2015-04-08T00:00:00.000
849,7420219,60890,2,BRONX,3006,DECATUR AVENUE,10458,3281,68,BLDG,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
850,7420220,219696,3,BROOKLYN,198,CHESTNUT STREET,11208,4127,50,1STFL,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-07T00:00:00.000
851,7420221,667904,4,QUEENS,173-10,JAMAICA AVENUE,11432,10214,5,2FT,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-05T00:00:00.000
852,7420222,473604,4,QUEENS,91-14,75 STREET,11421,8942,27,3,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
853,7420223,80312,2,BRONX,3435,GILES PLACE,10463,3258,228,6B,8,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
854,7420224,226330,3,BROOKLYN,407,CORNELIA STREET,11237,3379,71,2F,4,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
855,7420226,66741,2,BRONX,636,EAST 187 STREET,10458,3074,28,4N,6,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
856,7420227,20484,1,MANHATTAN,13,EAST 124 STREET,10035,1749,9,1D,11,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
857,7420228,495152,4,QUEENS,100-17,88 AVENUE,11418,9287,25,1FLR,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-15T00:00:00.000
858,7420229,5622,1,MANHATTAN,1697,AMSTERDAM AVENUE,10031,2059,32,31,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
859,7420230,102592,2,BRONX,735,PELHAM PARKWAY NORTH,10467,4344,1,5P,11,2015-04-01T00:00:00.000,2,CLOSE,2015-04-18T00:00:00.000
860,7420232,102863,2,BRONX,2968,PERRY AVENUE,10458,3292,19,BLDG,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
861,7420233,116695,2,BRONX,2725,UNIVERSITY AVENUE,10468,3248,100,1C,8,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
862,7420234,51116,2,BRONX,801,BOYNTON AVENUE,10473,3623,1,1L,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
863,7420235,116695,2,BRONX,2725,UNIVERSITY AVENUE,10468,3248,100,6H,8,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
864,7420236,810789,4,QUEENS,42-18,104 STREET,11368,1977,32,BLDG,4,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
865,7420237,43721,1,MANHATTAN,509,WEST 212 STREET,10034,2230,27,BLDG,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
866,7420238,808250,3,BROOKLYN,770,ELDERT LANE,11208,4271,9001,BLDG,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-21T00:00:00.000
867,7420240,28417,1,MANHATTAN,200,STANTON STREET,10002,345,29,6,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
868,7420241,154548,3,BROOKLYN,856,50 STREET,11220,5644,29,3A,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
869,7420242,810789,4,QUEENS,42-18,104 STREET,11368,1977,32,2A,4,2015-04-01T00:00:00.000,2,CLOSE,2015-04-16T00:00:00.000
870,7420243,682212,4,QUEENS,72-30,MYRTLE AVENUE,11385,3711,23,1,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-11T00:00:00.000
871,7420244,42807,1,MANHATTAN,504,WEST 159 STREET,10032,2117,32,2A,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-14T00:00:00.000
872,7420245,443029,4,QUEENS,41-22,54 STREET,11377,1316,64,2,2,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
873,7420225,41124,1,MANHATTAN,137,WEST 138 STREET,10030,2007,9,2B,10,2015-04-01T00:00:00.000,2,CLOSE,2015-06-24T00:00:00.000
874,7420231,15983,1,MANHATTAN,509,EAST 73 STREET,10021,1485,8,10,8,2015-04-01T00:00:00.000,2,CLOSE,2015-06-15T00:00:00.000
875,7420239,897491,3,BROOKLYN,23,STUYVESANT AVENUE,11221,1593,107,BLDG,3,2015-04-01T00:00:00.000,2,CLOSE,2015-09-05T00:00:00.000
876,7420246,409436,4,QUEENS,24-05,27 STREET,11102,851,32,2A,1,2015-04-01T00:00:00.000,2,CLOSE,2015-04-17T00:00:00.000
877,7420247,695124,4,QUEENS,47-09,SKILLMAN AVENUE,11104,148,1,A2,2,2015-04-01T00:00:00.000,2,CLOSE,2015-04-05T00:00:00.000
878,7420248,6126,1,MANHATTAN,23,ARDEN STREET,10040,2174,189,BLDG,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
879,7420250,357412,3,BROOKLYN,152,PULASKI STREET,11206,1776,11,3L,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-10T00:00:00.000
880,7420251,42779,1,MANHATTAN,533,WEST 158 STREET,10032,2117,56,34,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
881,7420252,336720,3,BROOKLYN,953,METROPOLITAN AVENUE,11211,2913,60,2R,1,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
882,7420253,17124,1,MANHATTAN,335,EAST 82 STREET,10028,1545,16,3,8,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
883,7420254,64662,2,BRONX,186,EAST 164 STREET,10456,2461,70,3D,4,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
884,7420255,911505,3,BROOKLYN,533,LOGAN STREET,11208,4246,11,BLDG,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-21T00:00:00.000
885,7420257,310574,3,BROOKLYN,680,HENDRIX STREET,11207,4088,46,1F,5,2015-04-01T00:00:00.000,2,CLOSE,2015-04-10T00:00:00.000
886,7420258,630712,4,QUEENS,622,BAY 32 STREET,11691,15787,5,2,14,2015-04-01T00:00:00.000,2,CLOSE,2015-04-07T00:00:00.000
887,7420259,804791,1,MANHATTAN,1295,FIFTH AVENUE,10029,1616,1,23F,11,2015-04-01T00:00:00.000,2,CLOSE,2015-04-02T00:00:00.000
888,8320288,5817,1,MANHATTAN,2200,AMSTERDAM AVENUE,10032,2126,46,4A,12,2016-12-28T00:00:00.000,2,CLOSE,2017-01-04T00:00:00.000
889,7420262,50500,2,BRONX,2324,BOSTON ROAD,10467,4347,7,3H,11,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
890,7420263,949244,3,BROOKLYN,34,HUNTERFLY PLACE,11233,1708,1,1B,3,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
891,7420265,371579,3,BROOKLYN,5101,SNYDER AVENUE,11203,4699,42,3D,17,2015-04-01T00:00:00.000,2,CLOSE,2015-04-07T00:00:00.000
892,7420266,810047,3,BROOKLYN,5209,6 AVENUE,11220,809,4,1B,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-17T00:00:00.000
893,7420267,357891,3,BROOKLYN,1416,PUTNAM AVENUE,11237,3378,20,3R,4,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
894,8320289,108426,2,BRONX,1750,SEDGWICK AVENUE,10453,2880,153,18F,5,2016-12-28T00:00:00.000,2,CLOSE,2017-01-02T00:00:00.000
895,7420270,6216,1,MANHATTAN,29,AUDUBON AVENUE,10032,2123,54,14,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
896,7420271,49315,2,BRONX,266,BEDFORD PARK BOULEVARD,10458,3297,11,BLDG,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
897,7420272,79837,2,BRONX,4360,FURMAN AVENUE,10466,5047,6,3H,12,2015-04-01T00:00:00.000,2,CLOSE,2015-04-16T00:00:00.000
898,7420273,49315,2,BRONX,266,BEDFORD PARK BOULEVARD,10458,3297,11,BLDG,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
899,7420276,308822,3,BROOKLYN,912,HART STREET,11237,3237,14,BLDG,4,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
900,7420279,42563,1,MANHATTAN,530,WEST 152 STREET,10031,2083,51,APT31,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-10T00:00:00.000
901,7420281,102863,2,BRONX,2968,PERRY AVENUE,10458,3292,19,BLDG,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
902,7420284,366355,3,BROOKLYN,339,SARATOGA AVENUE,11233,1453,11,BLDG,16,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
903,7420289,693440,4,QUEENS,136-05,SANFORD AVENUE,11355,5043,7501,4N,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
904,7420292,158869,3,BROOKLYN,623,56 STREET,11220,833,67,3,7,2015-04-01T00:00:00.000,2,CLOSE,2015-04-08T00:00:00.000
905,7420293,308822,3,BROOKLYN,912,HART STREET,11237,3237,14,BLDG,4,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
906,7420300,377017,3,BROOKLYN,137,STERLING STREET,11225,1314,83,BLDG,9,2015-04-01T00:00:00.000,2,CLOSE,2015-04-03T00:00:00.000
907,7420307,308822,3,BROOKLYN,912,HART STREET,11237,3237,14,1L,4,2015-04-01T00:00:00.000,2,CLOSE,2015-04-04T00:00:00.000
