school_year,location_name,location_code,borough,geographical_district_code,register,schools,nypd_site_code,nypd_site_name,schools_in_building,major_n,oth_n,nocrim_n,prop_n,vio_n,engroupa,rangea,avgofmajor_n,avgofoth_n,avgofnocrim_n,avgofprop_n,avgofvio_n,geocode,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,postcode,latitude,longitude,community_board,council_district,census_tract,bin,bbl,nta,building_name
2016 - 17,High School for Health Professions and Human Servi,M420,M,2,1553,5,539,GEORGE WASHINGTON HS ,The Urban Assembly School for Green Careers|The Global Learning Collaborative|Innovation Diploma Plus|FRANK McCOURT HIGH SCHOOL|Success Academy Charter School - Upper West|145 WEST  84 STREET CONSOLIDATED LOCATION,3,9,30,7,3,7C,1251-1500,0.64,3.02,5.77,1.72,1.54,"{'latitude': '26.176701', 'longitude': '-98.153506', 'human_address': '{""address"": ""345 EAST 15TH STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",19497.0,,,,,10003.0,40.732447,-73.983031,6.0,2.0,48.0,1020419.0,1009220008.0,Gramercy                                                                   ,145 WEST  84 STREET CONSOLIDATED LOCATION
2016 - 17,P.S. 132 The Conselyea School,K132,K,14,1040,1,230,PS 130K,P.S. 131 Brooklyn,0,0,0,0,0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,"{'latitude': '40.803556', 'longitude': '-73.957905', 'human_address': '{""address"": ""320 MANHATTAN AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",12423.0,18.0,4.0,36.0,18.0,11211.0,40.71466,-73.946108,1.0,34.0,497.0,3068728.0,3027590001.0,East Williamsburg                                                          ,
2016 - 17,P.S. 044 Thomas C. Brown,R044,R,31,449,3,973,IS 034R,Marsh Avenue School for Expeditionary Learning |  Gaynor McCown Expeditionary Learning School |  100 ESSEX DRIVE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'latitude': '41.009317', 'longitude': '-74.667408', 'human_address': '{""address"": ""80 MAPLE PARKWAY"", ""city"": """", ""state"": """", ""zip"": """"}'}",27300.0,,,,,10303.0,40.63179,-74.156439,1.0,49.0,231.0,5027641.0,5012180001.0,Mariner's Harbor-Arlington-Port Ivory-Graniteville                         ,100 ESSEX DRIVE CONSOLIDATED LOCATION
2016 - 17,141 MACON STREET CONSOLIDATED LOCATION,K258,K,13,293,2,284,PS 254K,P.S. K140|Leadership Prep Bedford Stuyvesant Charter School|141 MACON STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'latitude': '35.200279', 'longitude': '-83.820244', 'human_address': '{""address"": ""141 MACON STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",18193.0,,,,,11216.0,40.681572,-73.945446,3.0,36.0,269.0,3053075.0,3018450001.0,Bedford                                                                    ,141 MACON STREET CONSOLIDATED LOCATION
2016 - 17,P.S. R037,R037,R,31,532,1,1020,STATEN ISLAND TECH HS,South Richmond High School I.S./P.S. 25|6581 HYLAN BOULEVARD  CONSOLIDATED LOCATION,0,4,7,1,3,4C,501-750,0.28,1.11,1.74,0.75,0.53,"{'latitude': '42.39201', 'longitude': '-71.126495', 'human_address': '{""address"": ""15 FAIRFIELD STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",16548.0,,,,,10308.0,40.56397,-74.150885,3.0,51.0,14605.0,5061911.0,5045860001.0,Great Kills                                                                ,6581 HYLAN BOULEVARD  CONSOLIDATED LOCATION
2016 - 17,333 EAST 151 STREET CONSOLIDATED LOCATION,X600,X,7,,4,448,JOHN F. KENNEDY HS,Bronx Haven High School |  Bronx Design and Construction Academy |  Alfred E. Smith Campus YABC |  Alfred E. Smith Career and Technical Education Hig |  333 EAST 151 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A,"{'latitude': '41.735727', 'longitude': '-92.717697', 'human_address': '{""address"": ""333 EAST 151 STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",32716.0,,,,,10451.0,40.818232,-73.919867,1.0,17.0,67.0,2001874.0,2024110022.0,Melrose South-Mott Haven North                                             ,333 EAST 151 STREET CONSOLIDATED LOCATION
2016 - 17,Â P.S. 93 - BRONX,X093,X,8,756,1,411,PS/MS 083X,P.S. 091 Bronx,0,1,1,0,1,5C,751-1000,0.38,1.71,2.38,0.98,0.82,"{'latitude': '40.821749', 'longitude': '-73.877066', 'human_address': '{""address"": ""1535 STORY AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",11611.0,58.0,5.0,43.0,26.0,10473.0,40.821776,-73.876918,9.0,17.0,28.0,2097341.0,2036520001.0,Soundview-Castle Hill-Clason Point-Harding Park                            ,
2016 - 17,P.S. 066 School of Higher Expectations,X066,X,12,410,3,482,PS 058X,P.S. 064 Pura Belpre |  The Walton Avenue School |  Lucero Elementary School |  1425 WALTON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'latitude': '26.577028', 'longitude': '-80.060039', 'human_address': '{""address"": ""1001 JENNINGS STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",15797.0,,,,,10460.0,40.831165,-73.887094,3.0,17.0,157.0,2010916.0,2030080001.0,Crotona Park East                                                          ,1425 WALTON AVENUE CONSOLIDATED LOCATION
2016 - 17,P.S. 101 School in the Gardens,Q101,Q,28,229,1,784,PS 091Q,P.S. 098 The Douglaston School,0,0,0,0,0,2C,1-250,0.24,0.71,1.71,0.51,0.32,"{'latitude': '40.715715', 'longitude': '-73.843813', 'human_address': '{""address"": ""2 RUSSELL PLACE"", ""city"": """", ""state"": """", ""zip"": """"}'}",14786.0,40.0,3.0,28.0,70.0,11375.0,40.715585,-73.843898,6.0,29.0,723.0,4078312.0,4032700001.0,Forest Hills                                                               ,
2016 - 17,"City Polytechnic High School of Engineering, Archi",K674,K,13,690,2,148,EDWARD R. MURROW HS,"George Westinghouse Career and Technical Education|City Polytechnic High School of Engineering, Archi|105 TECH PLACE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,"{'latitude': '40.694892', 'longitude': '-73.985278', 'human_address': '{""address"": ""105 TECH PLACE"", ""city"": """", ""state"": """", ""zip"": """"}'}",16865.0,68.0,2.0,38.0,54.0,11201.0,40.694926,-73.986015,2.0,33.0,13.0,3348041.0,3001310001.0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,105 TECH PLACE CONSOLIDATED LOCATION
2016 - 17,P.S. 020 John Bowne,Q020,Q,25,370,2,723,IS 010Q,P.S. 017 Henry David Thoreau|  The 30th Avenue School (G&T Citywide)|  28-37 29 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'latitude': '40.758756', 'longitude': '-73.824588', 'human_address': '{""address"": ""142 30 BARCLAY AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",14190.0,22.0,3.0,3.0,67.0,11355.0,40.758689,-73.824832,7.0,20.0,855.0,4114657.0,4050470001.0,Flushing                                                                   ,28-37 29 STREET CONSOLIDATED LOCATION
2016 - 17,P.S. / I.S. 208,Q208,Q,26,323,1,861,JHS 202Q,P.S. 205 Alexander Graham Bell,0,0,1,0,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,"{'latitude': '40.744652', 'longitude': '-73.726719', 'human_address': '{""address"": ""74 30 COMMONWEALTH BLVD"", ""city"": """", ""state"": """", ""zip"": """"}'}",24335.0,63.0,3.0,16.0,63.0,11426.0,40.745948,-73.727456,13.0,23.0,1567.0,4529898.0,4078700070.0,Bellerose                                                                  ,
2016 - 17,P.S./M.S. 031 The William Lloyd Garrison,X031,X,7,697,2,446,JHS 145X,South Bronx Preparatory: A College Board School |  M.S. 223 The Laboratory School of Finance and Tech |  360 EAST 145 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,"{'latitude': '35.720139', 'longitude': '-79.173005', 'human_address': '{""address"": ""250 EAST 156 STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",790.0,,,,,10451.0,40.82316,-73.921631,4.0,17.0,61.0,2002458.0,2024430190.0,East Concourse-Concourse Village                                           ,360 EAST 145 STREET CONSOLIDATED LOCATION
2016 - 17,Icahn Charter School 6,X133,X,9,891,2,1027,P721ROTC,Eximius College Preparatory Academy: A College Boa |  Bronx Center for Science and Mathematics |  1363 FULTON AVENUE CONSOLIDATED LOCATION,0,8,4,5,2,5C,751-1000,0.38,1.71,2.38,0.98,0.82,"{'latitude': '39.693637', 'longitude': '-91.345842', 'human_address': '{""address"": ""1701 FULTON AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",14519.0,,,,,10457.0,40.840891,-73.898166,3.0,15.0,165.0,2009659.0,2029300001.0,Claremont-Bathgate                                                         ,1363 FULTON AVENUE CONSOLIDATED LOCATION
2016 - 17,EBC High School for Public Service - Bushwick,K545,K,32,262,1,1120,EBC-HS FOR PUB SERVICE-EAST NY,ACORN Community High School,0,0,9,0,0,3C,251-500,0.27,0.9,1.67,0.63,0.44,"{'latitude': '40.69459', 'longitude': '-73.929061', 'human_address': '{""address"": ""1155 DEKALB AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",18181.0,42.0,2.0,30.0,53.0,11221.0,40.694507,-73.929107,4.0,34.0,393.0,3073462.0,3032300027.0,Bushwick South                                                             ,
2016 - 17,P.S./ I.S. 155 Nicholas Herkimer,K155,K,23,530,1,235,PS 153K,The Windsor Terrace School,0,0,0,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,"{'latitude': '29.795259', 'longitude': '-95.406268', 'human_address': '{""address"": ""1355 HERKIMER STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",12266.0,,,,,11233.0,40.677415,-73.908734,16.0,37.0,369.0,3042263.0,3015520043.0,Ocean Hill                                                                 ,
2016 - 17,SUCCESS ACADEMY CHARTER SCHOOL - BED-STUY 1(BN),K367,K,14,560,2,205,PS 032K,Foundations Academy|  The Urban Assembly School for the Urban Environmen|  P.S. 368|  Success Academy Charter School - Bed-Stuy 1|  70 TOMPKINS AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,"{'latitude': '41.510368', 'longitude': '-73.981065', 'human_address': '{""address"": ""70 TOMPKINS AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",19404.0,,,,,11206.0,40.697152,-73.946641,3.0,36.0,257.0,3048517.0,3017430018.0,Bedford                                                                    ,70 TOMPKINS AVENUE CONSOLIDATED LOCATION
2016 - 17,Frederick Douglass Academy VII High School,K514,K,23,516,2,1141,PS 174K,Frederick Douglass Academy VII High School |  Teachers Preparatory High School |  226 BRISTOL STREET CONSOLIDATED LOCATION,0,2,6,1,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,"{'latitude': '42.881722', 'longitude': '-78.848003', 'human_address': '{""address"": ""226 BRISTOL STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",2231.0,,,,,11212.0,40.665878,-73.911705,16.0,41.0,924.0,3081419.0,3035410001.0,Brownsville                                                                ,226 BRISTOL STREET CONSOLIDATED LOCATION
2016 - 17,Christopher Avenue Community School,K401,K,23,802,1,1100,PS 327K,PS/IS 30 Mary White Ovington,0,1,2,0,1,5C,751-1000,0.38,1.71,2.38,0.98,0.82,"{'latitude': '41.71862', 'longitude': '-73.956572', 'human_address': '{""address"": ""51 CHRISTOPHER AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",19779.0,,,,,11212.0,40.672462,-73.906552,16.0,37.0,908.0,3083608.0,3036930001.0,Brownsville                                                                ,
2016 - 17,345 EAST  15TH STREET CONSOLIDATED LOCATION,M475,M,2,268,3,562,LOUIS D. BRANDEIS HS,P.S. M226 |  Institute for Collaborative Education |  High School for Health Professions and Human Servi |  345 EAST  15TH STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'latitude': '26.176701', 'longitude': '-98.153506', 'human_address': '{""address"": ""345 EAST 15TH STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",19497.0,,,,,10003.0,40.732447,-73.983031,6.0,2.0,48.0,1020419.0,1009220008.0,Gramercy                                                                   ,345 EAST  15TH STREET CONSOLIDATED LOCATION
2016 - 17,200 WOODBINE STREET CONSOLIDATED LOCATION,K377,K,32,303,2,195,P 370K,P.S. 377 Alejandrina B. De Gautier|ACHIEVEMENT FIRST NORTH BROOKLYN PREP CHARTER SCHOOL(BN)|200 WOODBINE STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'latitude': '34.504111', 'longitude': '-93.057642', 'human_address': '{""address"": ""200 WOODBINE STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",27928.0,,,,,11221.0,40.694018,-73.915263,4.0,37.0,415.0,3076784.0,3033600001.0,Bushwick South                                                             ,200 WOODBINE STREET CONSOLIDATED LOCATION
2016 - 17,P.S. 203 Floyd Bennett School,K203,K,22,480,1,255,PS 198K,P.S. 202 Ernest S. Jenkyns,1,2,2,1,2,3C,251-500,0.27,0.9,1.67,0.63,0.44,"{'latitude': '29.288983', 'longitude': '-94.823137', 'human_address': '{""address"": ""5101 AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",11356.0,,,,,11234.0,40.621436,-73.925989,18.0,46.0,680.0,3218626.0,3078490001.0,Flatlands                                                                  ,
2016 - 17,ACHIEVEMENT FIRST BROOKLYN ACADEMY CHARTER SCHOOL @ JHS 166,K788,K,19,#N/A,3,22,IS 166K,Van Siclen Community Middle School | Achivement First Brooklyn Academy Charter School |UFT Charter School |800 VAN SICLEN AVE CONSOLIDATED LOCATION,2,5,10,6,1,5C,751-1000,0.38,1.71,2.38,0.98,0.82,"{'latitude': '40.660276', 'longitude': '-73.885481', 'human_address': '{""address"": ""800 VAN SICLEN AVE"", ""city"": """", ""state"": """", ""zip"": """"}'}",17214.0,45.0,2.0,25.0,47.0,11207.0,40.66011,-73.885387,5.0,42.0,1104.0,3097675.0,3043490050.0,East New York                                                              ,800 VAN SICLEN AVE CONSOLIDATED LOCATION
2016 - 17,Frank Sinatra School of the Arts High School,Q501,Q,30,530,2,1059,CAMPUS MAGNET HS (A.J. HS),Middle College High School at LaGuardia Community |  International High School at LaGuardia Community C |  45-35 VAN DAM STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,"{'latitude': '30.393305', 'longitude': '-89.104158', 'human_address': '{""address"": ""35 12 35TH AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",11420.0,,,,,11106.0,40.756534,-73.925121,1.0,26.0,57.0,4009594.0,4006390016.0,Astoria                                                                    ,45-35 VAN DAM STREET CONSOLIDATED LOCATION
2016 - 17,1300 GREENE AVENUE CONSOLIDATED LOCATION,K383,K,32,1064,2,133,PS 376K,J.H.S. 383 Philippa Schuyler| Achievement First Bushwick Charter School| 1300 GREENE AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,6C,1001-1250,N/A,N/A,N/A,N/A,N/A,"{'latitude': '40.698104', 'longitude': '-73.91946', 'human_address': '{""address"": ""1300 GREENE AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",13828.0,42.0,2.0,37.0,53.0,11237.0,40.697781,-73.919777,4.0,37.0,431.0,3075413.0,3032980001.0,Bushwick North                                                             ,1300 GREENE AVENUE CONSOLIDATED LOCATION
2016 - 17,The Brooklyn Academy of Global Finance,K688,K,16,112,3,72,PS 056K,J.H.S. 057 Whitelaw Reid |  Fredrick Douglass Academy IV Secondary School |  The Brooklyn Academy of Global Finance |  125 STUYVESANT AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"{'latitude': '40.951427', 'longitude': '-73.690991', 'human_address': '{""address"": ""125 STUYVESANT AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",24907.0,,,,,11221.0,40.691274,-73.933697,3.0,36.0,291.0,3043822.0,3016160001.0,Stuyvesant Heights                                                         ,125 STUYVESANT AVENUE CONSOLIDATED LOCATION
2016 - 17,J.H.S. 062 Ditmas,K062,K,20,1191,1,189,MS 061K,J.H.S. 062 Ditmas,0,0,2,0,0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,"{'latitude': '40.63867', 'longitude': '-73.971815', 'human_address': '{""address"": ""700 CORTELYOU ROAD"", ""city"": """", ""state"": """", ""zip"": """"}'}",17620.0,2.0,2.0,27.0,39.0,11218.0,40.638686,-73.971651,12.0,40.0,490.0,3126842.0,3053910001.0,Kensington-Ocean Parkway                                                   ,
2016 - 17,701 ST. ANNS AVENUE CONSOLIDATED LOCATION,X470,X,7,526,1,321,ADLAI E. STEVENSON HS,Eagle Academy for Young Men,1,0,4,0,1,4C,501-750,0.28,1.11,1.74,0.75,0.53,"{'latitude': '40.817928', 'longitude': '-73.911156', 'human_address': '{""address"": ""701 ST ANNS AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",10933.0,49.0,5.0,43.0,23.0,10455.0,40.81825,-73.91103,1.0,17.0,71.0,2001153.0,2023590240.0,Melrose South-Mott Haven North                                             ,
2016 - 17,P.S. 112 Lefferts Park,K112,K,20,655,1,43,MS 347K,P.S. 112 Lefferts Park,0,0,0,0,0,4C,501-750,0.28,1.11,1.74,0.75,0.53,"{'latitude': '41.985477', 'longitude': '-92.201906', 'human_address': '{""address"": ""7115 15 AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",23302.0,,,,,11228.0,40.61978,-74.000792,11.0,43.0,190.0,3157760.0,3061800001.0,Bensonhurst West                                                           ,
2016 - 17,Bedford Stuyvesant Preparatory High School,K575,K,13,135,4,5,BOYS AND GIRLS HS,Brooklyn Academy High School|Bedford Stuyvesant Preparatory High School|Bedford Stuyvesant Collegiate -Uncommon Collegiate Charter High School|Brownsville Collegiate Charter School|832 MARCY AVENUE CONSOLIDATED LOCATION ,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"{'latitude': '40.685105', 'longitude': '-73.947157', 'human_address': '{""address"": ""832 MARCY AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",17618.0,69.0,2.0,49.0,51.0,11216.0,40.685004,-73.947152,3.0,36.0,249.0,3051641.0,3018230038.0,Bedford                                                                    ,832 MARCY AVENUE CONSOLIDATED LOCATION 
2016 - 17,J.H.S. 202 Robert H. Goddard,Q202,Q,27,976,1,818,PS 193Q,P.S. 199 Maurice A. Fitzgerald,0,0,0,0,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,"{'latitude': '42.995734', 'longitude': '-71.487571', 'human_address': '{""address"": ""138 30 LAFAYETTE STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",13085.0,,,,,11417.0,40.67124,-73.845141,10.0,32.0,58.0,4245993.0,4114030001.0,Ozone Park                                                                 ,
2016 - 17,M.S. 158 Marie Curie,Q158,Q,26,232,2,804,PS 150Q,P.S. 156 Laurelton |  Queens United Middle School |  229-02 137 AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"{'latitude': '40.695502', 'longitude': '-74.151298', 'human_address': '{""address"": ""46 35 OCEANIA STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",17000.0,,,,,11361.0,40.756139,-73.772862,11.0,19.0,1447.0,4438325.0,4073120001.0,Bayside-Bayside Hills                                                      ,229-02 137 AVENUE CONSOLIDATED LOCATION
2016 - 17,Mott Haven Community High School,X557,X,7,864,2,448,JOHN F. KENNEDY HS,School for Tourism and Hospitality |New Visions Charter HS for Advanced Match and Science II |900 TINTON AVENUE CONSOLIDATED LOCATION ,1,6,22,4,3,5C,751-1000,0.38,1.71,2.38,0.98,0.82,"{'latitude': '40.808756', 'longitude': '-73.907659', 'human_address': '{""address"": ""455 SOUTHERN BLVD"", ""city"": """", ""state"": """", ""zip"": """"}'}",10932.0,49.0,5.0,35.0,23.0,10455.0,40.810803,-73.907015,1.0,8.0,35.0,2003883.0,2025760026.0,Mott Haven-Port Morris                                                     ,900 TINTON AVENUE CONSOLIDATED LOCATION 
2016 - 17,Community Action School - MS 258,M258,M,3,149,3,692,PS 116M,M.S. 256 Academic & Athletic Excellence |  Community Action School - MS 258 |  P.S. 333 Manhattan School for Children |  154 WEST  93 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"{'latitude': '33.951918', 'longitude': '-118.276016', 'human_address': '{""address"": ""154 WEST 93 STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",22352.0,,,,,10025.0,40.791728,-73.970845,7.0,6.0,177.0,1032522.0,1012230005.0,Upper West Side                                                            ,154 WEST  93 STREET CONSOLIDATED LOCATION
2016 - 17,P.S. 106 Parkchester,X106,X,11,1194,2,1318,METROPOLITAN HIGH SCHOOL,P.S. 103 Hector Fontanez | 4125 Carpenter Avenue,0,0,1,0,0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,"{'latitude': '40.837568', 'longitude': '-73.854529', 'human_address': '{""address"": ""2120 ST RAYMOND\'S AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",11271.0,58.0,5.0,31.0,26.0,10462.0,40.837524,-73.8548,9.0,18.0,222.0,2041211.0,2039460007.0,Parkchester                                                                ,
2016 - 17,P.S. 206 Jose Celso Barbosa,M206,M,4,884,1,560,JHS 195M,P.S. 199 Jessie Isador Straus,0,0,0,0,0,5C,751-1000,0.38,1.71,2.38,0.98,0.82,"{'latitude': '42.161967', 'longitude': '-72.467479', 'human_address': '{""address"": ""508 EAST 120 STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",11092.0,,,,,10035.0,40.797467,-73.930868,11.0,8.0,192.0,1084005.0,1018160001.0,East Harlem North                                                          ,
2016 - 17,1980 LAFAYETTE AVENUE CONSOLIDATED LOCATION,X450,X,8,296,8,527,THEODORE ROOSEVELT HS,Pablo Neruda Academy|Millennium Art Academy|Antonia Pantoja Preparatory Academy: A College Boa|Bronx Community High School|BRONX BRIDGES HIGH SCHOOL|Bronx Guild|Stevenson Yabc|Bronx Compass High School|1980 LAFAYETTE AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'latitude': '37.665046', 'longitude': '-120.962673', 'human_address': '{""address"": ""1980 LAFAYETTE AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",13664.0,,,,,10473.0,40.82229,-73.856167,9.0,18.0,16.0,2022205.0,2036040039.0,Soundview-Castle Hill-Clason Point-Harding Park                            ,1980 LAFAYETTE AVENUE CONSOLIDATED LOCATION
2016 - 17,School of the Future Brooklyn,K663,K,19,335,2,23,IS 171K, Brooklyn Gardens Elementary School |  School of the Future Brooklyn |  574 DUMONT AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'latitude': '45.453421', 'longitude': '-99.653763', 'human_address': '{""address"": ""574 DUMONT AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",27211.0,,,,,11207.0,40.665798,-73.897723,5.0,42.0,1130.0,3084617.0,3038020015.0,East New York (Pennsylvania Ave)                                           ,574 DUMONT AVENUE CONSOLIDATED LOCATION
2016 - 17,Middle School 322,M322,M,6,124,1,634,PS 200M,P.S. 208 Alain L. Locke,0,4,1,4,0,2C,1-250,0.24,0.71,1.71,0.51,0.32,"{'latitude': '37.706452', 'longitude': '-121.084239', 'human_address': '{""address"": ""4600 BROADWAY"", ""city"": """", ""state"": """", ""zip"": """"}'}",25768.0,,,,,10040.0,40.86079,-73.930672,12.0,10.0,285.0,1076756.0,1021720016.0,Washington Heights North                                                   ,
2016 - 17,425 WEST 123 STREET CONSOLIDATED LOCATION,M125,M,5,687,3,580,PS 038M,P.S. 125 Ralph Bunche|Columbia Secondary School|KIPP STAR College Prep Charter School|425 WEST 123 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,"{'latitude': '41.0348', 'longitude': '-81.736966', 'human_address': '{""address"": ""433 WEST 123 STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",14267.0,,,,,10027.0,40.810511,-73.955997,9.0,7.0,20901.0,1059526.0,1019640012.0,Morningside Heights                                                        ,425 WEST 123 STREET CONSOLIDATED LOCATION
2016 - 17,Bronx River High School,X349,X,8,454,7,1272,MS/HS 368 INFO & NETWORK TECH,Renaissance High School for Musical Theater & Tech |  Pelham Lab High School |  Schuylerville Preparatory High School |  Bronx River High School |  Herbert H. Lehman High School. |  Herbert H. Lehman Yabc |  Westchester Square Academy |  3000 EAST TREMONT AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'latitude': '40.840314', 'longitude': '-73.837651', 'human_address': '{""address"": ""3000 EAST TREMONT AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",11270.0,43.0,5.0,12.0,28.0,10461.0,40.840702,-73.838545,10.0,13.0,194.0,2074045.0,2053680001.0,Schuylerville-Throgs Neck-Edgewater Park                                   ,3000 EAST TREMONT AVENUE CONSOLIDATED LOCATION
2016 - 17,P.S. 155,Q155,Q,27,1205,1,930,PS 146Q,P.S. 152 Gwendoline N. Alleyne School,0,0,1,0,0,6C,1001-1250,0.57,2.12,3.64,1.39,1.05,"{'latitude': '40.60773', 'longitude': '-73.98301', 'human_address': '{""address"": ""130 02 115 AVENUE"", ""city"": """", ""state"": """", ""zip"": """"}'}",16867.0,1.0,2.0,18.0,37.0,11420.0,40.67956,-73.8106,10.0,28.0,176.0,4252357.0,4116730001.0,South Ozone Park                                                           ,
2016 - 17,Stuyvesant High School,M475,M,2,486,3,562,LOUIS D. BRANDEIS HS,P.S. M226 |  Institute for Collaborative Education |  High School for Health Professions and Human Servi |  345 EAST  15TH STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'latitude': '40.717716', 'longitude': '-74.014039', 'human_address': '{""address"": ""345 CHAMBERS STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",10368.0,56.0,4.0,32.0,1.0,10282.0,40.71759,-74.013748,1.0,1.0,31703.0,1084587.0,1000160215.0,Battery Park City-Lower Manhattan                                          ,345 EAST  15TH STREET CONSOLIDATED LOCATION
2016 - 17,P.S. 102 The Bayview,K102,K,20,1428,1,218,PS 101K,P.S. 102 The Bayview,0,2,2,1,0,7C,1251-1500,0.64,3.02,5.77,1.72,1.54,"{'latitude': '27.516336', 'longitude': '-82.723136', 'human_address': '{""address"": ""211 72 STREET"", ""city"": """", ""state"": """", ""zip"": """"}'}",3683.0,,,,,,,,,,,,,,
