,borough,geographical,admin_district,ats_code,location_name,grade_level,building_code,building_name,address,building_ownership,room_no,area,function,is_school_co_located,inside_v_outside,is_the_space_shared,space_used_for_any
187,M,2,2,02M234,P.S. 234 Independence School,Elementary,M843,P.S. 234 Annex - Manhattan,200 Chambers Street,Tax Levy Lease,430,377.0,Dance Room,false,Inside,false,False
188,M,2,2,02M255,M.S. 255 Salk School of Science,Junior High-Intermediate-Middle,M040,P.S. 40 - Manhattan,319 East 19 Street,DOE Owned,1ST FL,4503.0,Gymnasium,true,Inside,true,False
189,M,2,2,02M255,M.S. 255 Salk School of Science,Junior High-Intermediate-Middle,M040,P.S. 40 - Manhattan,319 East 19 Street,DOE Owned,3 FL,2652.0,Gymnasium,true,Inside,true,False
190,M,3,3,03M334,The Anderson School,K-8,M044,I.S. 44 - Manhattan,100 West 77 Street,DOE Owned,GYM,6222.0,Gymnasium,true,Inside,true,False
191,M,2,2,02M255,M.S. 255 Salk School of Science,Junior High-Intermediate-Middle,M040,P.S. 40 - Manhattan,319 East 19 Street,DOE Owned,Outdoor Yard 1,7980.0,Outdoor Yard,true,Outdoor,true,False
192,M,2,2,02M260,M.S. 260 Clinton School Writers & Artists,Secondary School,M868,The Clinton School - Manhattan,10 East 15Th Street,DOE Owned,B6,6936.0,Gymnasium/Auditorium,false,Inside,false,True
193,M,2,2,02M267,"East Side Elementary School, PS 267",Elementary,M267,P.S. 59 - (Meeth) -Manhattan,213 East 63Rd Street,DOE Owned,503,561.0,Dance Room,false,Inside,false,False
194,M,2,2,02M267,"East Side Elementary School, PS 267",Elementary,M267,P.S. 59 - (Meeth) -Manhattan,213 East 63Rd Street,DOE Owned,602,3344.0,Gymnasium,false,Inside,false,False
195,M,2,2,02M267,"East Side Elementary School, PS 267",Elementary,M267,P.S. 59 - (Meeth) -Manhattan,213 East 63Rd Street,DOE Owned,Outdoor Yard 1,1382.0,Outdoor Yard,false,Outdoor,false,False
196,M,2,2,02M276,Battery Park City School,K-8,M276,P.S./I.S. 276 - Manhattan,55 Battery Place,Tax Levy Lease,108,5040.0,Gymnasium,true,Inside,true,False
197,M,2,2,02M276,Battery Park City School,K-8,M276,P.S./I.S. 276 - Manhattan,55 Battery Place,Tax Levy Lease,113,950.0,Dance Room,true,Inside,true,False
198,M,2,2,02M280,Manhattan Early College School for Advertising,High school,M520,Murry Bergtraum Hs (Ecf) - M,411 Pearl Street,DOE Owned,250,6882.0,Gymnasium/Auditorium/Cafeteria,true,Inside,true,True
199,M,2,2,02M280,Manhattan Early College School for Advertising,High school,M520,Murry Bergtraum Hs (Ecf) - M,411 Pearl Street,DOE Owned,GYM #1,5106.0,Gymnasium,true,Inside,true,False
200,M,2,2,02M280,Manhattan Early College School for Advertising,High school,M520,Murry Bergtraum Hs (Ecf) - M,411 Pearl Street,DOE Owned,GYM #2,11840.0,Gymnasium,true,Inside,true,False
201,M,2,2,02M281,The River School,Elementary,M281,P.S. 281 - Manhattan,425 East 35Th Street,DOE Owned,201,2832.0,Gymnasium,true,Inside,true,False
202,M,2,2,02M281,The River School,Elementary,M281,P.S. 281 - Manhattan,425 East 35Th Street,DOE Owned,403,5192.0,Gymnasium,true,Inside,true,False
203,M,2,2,02M281,The River School,Elementary,M281,P.S. 281 - Manhattan,425 East 35Th Street,DOE Owned,Outdoor Yard 1,8000.0,Outdoor Yard,true,Outdoor,true,False
204,M,2,2,02M282,Urban Assembly Maker Academy,High school,M520,Murry Bergtraum Hs (Ecf) - M,411 Pearl Street,DOE Owned,250,6882.0,Gymnasium/Auditorium/Cafeteria,true,Inside,true,True
205,M,2,2,02M282,Urban Assembly Maker Academy,High school,M520,Murry Bergtraum Hs (Ecf) - M,411 Pearl Street,DOE Owned,GYM #1,5106.0,Gymnasium,true,Inside,true,False
206,M,2,2,02M282,Urban Assembly Maker Academy,High school,M520,Murry Bergtraum Hs (Ecf) - M,411 Pearl Street,DOE Owned,GYM #2,11840.0,Gymnasium,true,Inside,true,False
207,M,2,2,02M288,Food and Finance High School,High school,M535,Park West Hs (Ecf) - Manhattan,525 West 50Th Street,DOE Owned,513,1242.0,Dance Room,true,Inside,true,False
208,M,2,2,02M288,Food and Finance High School,High school,M535,Park West Hs (Ecf) - Manhattan,525 West 50Th Street,DOE Owned,569-GYM,4756.0,Gymnasium,true,Inside,true,False
209,M,2,2,02M288,Food and Finance High School,High school,M535,Park West Hs (Ecf) - Manhattan,525 West 50Th Street,DOE Owned,580-GYM,9804.0,Gymnasium,true,Inside,true,False
210,M,2,2,02M289,I.S. 289,Junior High-Intermediate-Middle,M089,P.S./I.S. 89 - Manhattan,201 Warren Street,DOE Owned,127,688.0,Dance Room,true,Inside,true,False
211,M,2,2,02M289,I.S. 289,Junior High-Intermediate-Middle,M089,P.S./I.S. 89 - Manhattan,201 Warren Street,DOE Owned,315,4845.0,Gymnasium,true,Inside,true,False
212,M,2,2,02M289,I.S. 289,Junior High-Intermediate-Middle,M089,P.S./I.S. 89 - Manhattan,201 Warren Street,DOE Owned,Outdoor Yard 1,8600.0,Outdoor Yard,true,Outdoor,true,False
213,M,2,2,02M290,P.S. 290 Manhattan New School,Elementary,M190,P.S. 290 - Manhattan,311 East 82 Street,DOE Owned,Outdoor Yard 1,2207.0,Outdoor Yard,false,Outdoor,false,False
214,M,2,2,02M290,P.S. 290 Manhattan New School,Elementary,M190,P.S. 290 - Manhattan,311 East 82 Street,DOE Owned,Outdoor Yard 2,1907.0,Outdoor Yard,false,Outdoor,false,False
215,M,2,2,02M290,P.S. 290 Manhattan New School,Elementary,M190,P.S. 290 - Manhattan,311 East 82 Street,DOE Owned,1 FLOOR,7784.0,Gymnasium/Cafeteria,false,Inside,false,True
216,M,2,2,02M294,Essex Street Academy,High school,M445,Seward Park Hs - Manhattan,350 Grand Street,DOE Owned,098B,760.0,Dance Room,true,Inside,true,False
217,M,2,2,02M294,Essex Street Academy,High school,M445,Seward Park Hs - Manhattan,350 Grand Street,DOE Owned,600B,3025.0,Weight Room,true,Inside,true,False
218,M,2,2,02M294,Essex Street Academy,High school,M445,Seward Park Hs - Manhattan,350 Grand Street,DOE Owned,GYM1,4620.0,Gymnasium,true,Inside,true,False
219,M,2,2,02M294,Essex Street Academy,High school,M445,Seward Park Hs - Manhattan,350 Grand Street,DOE Owned,GYM2,4620.0,Gymnasium,true,Inside,true,False
220,M,2,2,02M294,Essex Street Academy,High school,M445,Seward Park Hs - Manhattan,350 Grand Street,DOE Owned,POOL,5472.0,Swimming Pool,true,Inside,true,False
221,M,2,2,02M296,High School of Hospitality Management,High school,M535,Park West Hs (Ecf) - Manhattan,525 West 50Th Street,DOE Owned,513,1242.0,Dance Room,true,Inside,true,False
222,M,2,2,02M296,High School of Hospitality Management,High school,M535,Park West Hs (Ecf) - Manhattan,525 West 50Th Street,DOE Owned,569-GYM,4756.0,Gymnasium,true,Inside,true,False
223,M,2,2,02M296,High School of Hospitality Management,High school,M535,Park West Hs (Ecf) - Manhattan,525 West 50Th Street,DOE Owned,580-GYM,9804.0,Gymnasium,true,Inside,true,False
224,M,2,2,02M298,Pace High School,High school,M131,I.S. 131 - Manhattan,100 Hester Street,DOE Owned,106,1720.0,Dance Room,true,Inside,true,False
225,M,2,2,02M298,Pace High School,High school,M131,I.S. 131 - Manhattan,100 Hester Street,DOE Owned,C40,984.0,Dance Room,true,Inside,true,False
226,M,2,2,02M298,Pace High School,High school,M131,I.S. 131 - Manhattan,100 Hester Street,DOE Owned,GYM,5220.0,Gymnasium,true,Inside,true,False
227,M,2,2,02M298,Pace High School,High school,M131,I.S. 131 - Manhattan,100 Hester Street,DOE Owned,Outdoor Yard 1,7998.0,Outdoor Yard,true,Outdoor,true,False
228,M,2,2,02M300,"Urban Assembly School of Design and Construction, The",High school,M535,Park West Hs (Ecf) - Manhattan,525 West 50Th Street,DOE Owned,513,1242.0,Dance Room,true,Inside,true,False
229,M,2,2,02M300,"Urban Assembly School of Design and Construction, The",High school,M535,Park West Hs (Ecf) - Manhattan,525 West 50Th Street,DOE Owned,569-GYM,4756.0,Gymnasium,true,Inside,true,False
230,M,2,2,02M300,"Urban Assembly School of Design and Construction, The",High school,M535,Park West Hs (Ecf) - Manhattan,525 West 50Th Street,DOE Owned,580-GYM,9804.0,Gymnasium,true,Inside,true,False
231,M,2,2,02M303,"Facing History School, The",High school,M535,Park West Hs (Ecf) - Manhattan,525 West 50Th Street,DOE Owned,513,1242.0,Dance Room,true,Inside,true,False
232,M,2,2,02M303,"Facing History School, The",High school,M535,Park West Hs (Ecf) - Manhattan,525 West 50Th Street,DOE Owned,569-GYM,4756.0,Gymnasium,true,Inside,true,False
233,M,2,2,02M303,"Facing History School, The",High school,M535,Park West Hs (Ecf) - Manhattan,525 West 50Th Street,DOE Owned,580-GYM,9804.0,Gymnasium,true,Inside,true,False
234,M,2,2,02M305,"Urban Assembly Academy of Government and Law, The",High school,M445,Seward Park Hs - Manhattan,350 Grand Street,DOE Owned,098B,760.0,Dance Room,true,Inside,true,False
235,M,2,2,02M305,"Urban Assembly Academy of Government and Law, The",High school,M445,Seward Park Hs - Manhattan,350 Grand Street,DOE Owned,600B,3025.0,Weight Room,true,Inside,true,False
236,M,2,2,02M305,"Urban Assembly Academy of Government and Law, The",High school,M445,Seward Park Hs - Manhattan,350 Grand Street,DOE Owned,GYM1,4620.0,Gymnasium,true,Inside,true,False
237,M,2,2,02M305,"Urban Assembly Academy of Government and Law, The",High school,M445,Seward Park Hs - Manhattan,350 Grand Street,DOE Owned,GYM2,4620.0,Gymnasium,true,Inside,true,False
238,M,2,2,02M305,"Urban Assembly Academy of Government and Law, The",High school,M445,Seward Park Hs - Manhattan,350 Grand Street,DOE Owned,POOL,5472.0,Swimming Pool,true,Inside,true,False
239,M,2,2,02M308,Lower Manhattan Arts Academy,High school,M445,Seward Park Hs - Manhattan,350 Grand Street,DOE Owned,098B,760.0,Dance Room,true,Inside,true,False
240,M,2,2,02M308,Lower Manhattan Arts Academy,High school,M445,Seward Park Hs - Manhattan,350 Grand Street,DOE Owned,600B,3025.0,Weight Room,true,Inside,true,False
241,M,2,2,02M308,Lower Manhattan Arts Academy,High school,M445,Seward Park Hs - Manhattan,350 Grand Street,DOE Owned,GYM1,4620.0,Gymnasium,true,Inside,true,False
242,M,2,2,02M308,Lower Manhattan Arts Academy,High school,M445,Seward Park Hs - Manhattan,350 Grand Street,DOE Owned,GYM2,4620.0,Gymnasium,true,Inside,true,False
243,M,2,2,02M308,Lower Manhattan Arts Academy,High school,M445,Seward Park Hs - Manhattan,350 Grand Street,DOE Owned,POOL,5472.0,Swimming Pool,true,Inside,true,False
244,M,2,2,02M312,New York City Lab Middle School for Collaborative Studies,Junior High-Intermediate-Middle,M070,I.S. 70 - Manhattan,333 West 17 Street,DOE Owned,116,286.0,Weight Room,true,Inside,true,False
245,M,2,2,02M312,New York City Lab Middle School for Collaborative Studies,Junior High-Intermediate-Middle,M070,I.S. 70 - Manhattan,333 West 17 Street,DOE Owned,GYM.,6500.0,Gymnasium,true,Inside,true,False
246,M,2,2,02M312,New York City Lab Middle School for Collaborative Studies,Junior High-Intermediate-Middle,M070,I.S. 70 - Manhattan,333 West 17 Street,DOE Owned,Outdoor Yard 1,7464.0,Outdoor Yard,true,Outdoor,true,False
247,M,2,2,02M312,New York City Lab Middle School for Collaborative Studies,Junior High-Intermediate-Middle,M070,I.S. 70 - Manhattan,333 West 17 Street,DOE Owned,Outdoor Yard 2,5000.0,Outdoor Yard,true,Outdoor,true,False
248,M,2,2,02M313,"James Baldwin School, The: A School for Expeditionary Learning",High school,M440,Bayard Rustin Educational Comp-M,351 West 18 Street,DOE Owned,606,1420.0,Auxiliary Exercise Room,true,Inside,true,False
249,M,2,2,02M313,"James Baldwin School, The: A School for Expeditionary Learning",High school,M440,Bayard Rustin Educational Comp-M,351 West 18 Street,DOE Owned,608,594.0,Weight Room,true,Inside,true,False
250,M,2,2,02M313,"James Baldwin School, The: A School for Expeditionary Learning",High school,M440,Bayard Rustin Educational Comp-M,351 West 18 Street,DOE Owned,618,777.0,Dance Room,true,Inside,true,False
251,M,2,2,02M313,"James Baldwin School, The: A School for Expeditionary Learning",High school,M440,Bayard Rustin Educational Comp-M,351 West 18 Street,DOE Owned,622,861.0,Auxiliary Exercise Room,true,Inside,true,False
252,M,2,2,02M313,"James Baldwin School, The: A School for Expeditionary Learning",High school,M440,Bayard Rustin Educational Comp-M,351 West 18 Street,DOE Owned,GYME,7260.0,Gymnasium,true,Inside,true,False
253,M,2,2,02M313,"James Baldwin School, The: A School for Expeditionary Learning",High school,M440,Bayard Rustin Educational Comp-M,351 West 18 Street,DOE Owned,GYMW,5940.0,Gymnasium,true,Inside,true,False
254,M,2,2,02M316,"Urban Assembly School of Business for Young Women, the",High school,M282,Broadway Education Campus - M,26 Broadway,Tax Levy Lease,150,3168.0,Gymnasium,true,Inside,true,False
255,M,2,2,02M316,"Urban Assembly School of Business for Young Women, the",High school,M282,Broadway Education Campus - M,26 Broadway,Tax Levy Lease,150A,1350.0,Weight Room,true,Inside,true,False
256,M,2,2,02M316,"Urban Assembly School of Business for Young Women, the",High school,M282,Broadway Education Campus - M,26 Broadway,Tax Levy Lease,631,1014.0,Dance Room,true,Inside,true,False
257,M,2,2,02M316,"Urban Assembly School of Business for Young Women, the",High school,M282,Broadway Education Campus - M,26 Broadway,Tax Levy Lease,727,940.0,Dance Room,true,Inside,true,False
258,M,2,2,02M340,Sixth Avenue Elementary School,Elementary,M340,The Sixth Avenue Educational Campus - Manhattan,590 Sixth Avenue,DOE Owned,102,1344.0,Dance Room,true,Inside,true,False
259,M,2,2,02M340,Sixth Avenue Elementary School,Elementary,M340,The Sixth Avenue Educational Campus - Manhattan,590 Sixth Avenue,DOE Owned,611,1560.0,Gymnasium,true,Inside,true,False
260,M,2,2,02M343,The Peck Slip School,Elementary,M343,The Peck Slip School - Manhattan,1 Peck Slip,DOE Owned,126,1332.0,Auxiliary Exercise Room,true,Inside,true,False
261,M,2,2,02M343,The Peck Slip School,Elementary,M343,The Peck Slip School - Manhattan,1 Peck Slip,DOE Owned,517,2760.0,Gymnasium/Auditorium,true,Inside,true,True
262,M,2,2,02M347,The 47 American Sign Language & English Lower School,K-8,M047,J.H.S. 47 (Sch For The Deaf) - M,223 East 23 Street,DOE Owned,508,740.0,Weight Room,true,Inside,true,False
263,M,2,2,02M347,The 47 American Sign Language & English Lower School,K-8,M047,J.H.S. 47 (Sch For The Deaf) - M,223 East 23 Street,DOE Owned,GYM,5184.0,Gymnasium,true,Inside,true,False
264,M,2,2,02M347,The 47 American Sign Language & English Lower School,K-8,M047,J.H.S. 47 (Sch For The Deaf) - M,223 East 23 Street,DOE Owned,Outdoor Yard 1,10087.0,Outdoor Yard,true,Outdoor,true,False
265,M,2,2,02M374,Gramercy Arts High School,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,1046,3800.0,Gymnasium,true,Inside,true,False
266,M,2,2,02M374,Gramercy Arts High School,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,1148,989.0,Dance Room,true,Inside,true,False
267,M,2,2,02M374,Gramercy Arts High School,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,804,1320.0,Gymnasium,true,Inside,true,False
268,M,2,2,02M374,Gramercy Arts High School,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,804A,1173.0,Weight Room,true,Inside,true,False
269,M,2,2,02M374,Gramercy Arts High School,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,826,3060.0,Gymnasium,true,Inside,true,False
270,M,2,2,02M374,Gramercy Arts High School,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,838,575.0,Weight Room,true,Inside,true,False
271,M,2,2,02M374,Gramercy Arts High School,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,B. GYM,598.0,Gymnasium,true,Inside,true,False
272,M,2,2,02M374,Gramercy Arts High School,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,B53,888.0,Dance Room,true,Inside,true,False
273,M,2,2,02M374,Gramercy Arts High School,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,B54,3975.0,Weight Room,true,Inside,true,False
274,M,2,2,02M376,NYC iSchool,High school,M615,Chelsea Voc Hs - Manhattan,131 Avenue Of The Americas,DOE Owned,102,1081.0,Weight Room,true,Inside,true,False
275,M,4,4,04M007,P.S. 007 Samuel Stern,K-8,M007,P.S. 7 - Manhattan,160 East 120 Street,DOE Owned,GYM,3723.0,Gymnasium,true,Inside,true,False
276,M,2,2,02M392,MANHATTAN BUSINESS ACADEMY,High school,M440,Bayard Rustin Educational Comp-M,351 West 18 Street,DOE Owned,606,1420.0,Auxiliary Exercise Room,true,Inside,true,False
277,M,2,2,02M392,MANHATTAN BUSINESS ACADEMY,High school,M440,Bayard Rustin Educational Comp-M,351 West 18 Street,DOE Owned,608,594.0,Weight Room,true,Inside,true,False
278,M,2,2,02M392,MANHATTAN BUSINESS ACADEMY,High school,M440,Bayard Rustin Educational Comp-M,351 West 18 Street,DOE Owned,618,777.0,Dance Room,true,Inside,true,False
279,M,2,2,02M392,MANHATTAN BUSINESS ACADEMY,High school,M440,Bayard Rustin Educational Comp-M,351 West 18 Street,DOE Owned,622,861.0,Auxiliary Exercise Room,true,Inside,true,False
280,M,2,2,02M392,MANHATTAN BUSINESS ACADEMY,High school,M440,Bayard Rustin Educational Comp-M,351 West 18 Street,DOE Owned,GYME,7260.0,Gymnasium,true,Inside,true,False
281,M,2,2,02M392,MANHATTAN BUSINESS ACADEMY,High school,M440,Bayard Rustin Educational Comp-M,351 West 18 Street,DOE Owned,GYMW,5940.0,Gymnasium,true,Inside,true,False
282,M,2,2,02M393,Business Of Sports School,High school,M625,Hs Of Graphic Communication Arts-M,439 West 49Th Street,DOE Owned,247B,816.0,Dance Room,true,Inside,true,False
283,M,2,2,02M393,Business Of Sports School,High school,M625,Hs Of Graphic Communication Arts-M,439 West 49Th Street,DOE Owned,644,640.0,Weight Room,true,Inside,true,False
284,M,2,2,02M393,Business Of Sports School,High school,M625,Hs Of Graphic Communication Arts-M,439 West 49Th Street,DOE Owned,B18,6016.0,Gymnasium,true,Inside,true,False
285,M,2,2,02M394,Emma Lazarus High School,High school,M131,I.S. 131 - Manhattan,100 Hester Street,DOE Owned,106,1720.0,Dance Room,true,Inside,true,False
286,M,2,2,02M394,Emma Lazarus High School,High school,M131,I.S. 131 - Manhattan,100 Hester Street,DOE Owned,C40,984.0,Dance Room,true,Inside,true,False
287,M,2,2,02M394,Emma Lazarus High School,High school,M131,I.S. 131 - Manhattan,100 Hester Street,DOE Owned,GYM,5220.0,Gymnasium,true,Inside,true,False
288,M,2,2,02M394,Emma Lazarus High School,High school,M131,I.S. 131 - Manhattan,100 Hester Street,DOE Owned,Outdoor Yard 1,7998.0,Outdoor Yard,true,Outdoor,true,False
289,M,2,2,02M397,Spruce Street School,K-8,M971,The Spruce Street Educational Campus,12 Spruce Street,DOE Owned,345,5046.0,Gymnasium,true,Inside,true,False
290,M,2,2,02M397,Spruce Street School,K-8,M971,The Spruce Street Educational Campus,12 Spruce Street,DOE Owned,Outdoor Yard 1,5000.0,Outdoor Yard,true,Outdoor,true,False
291,M,2,2,02M399,The High School For Language And Diplomacy,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,1046,3800.0,Gymnasium,true,Inside,true,False
292,M,2,2,02M399,The High School For Language And Diplomacy,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,1148,989.0,Dance Room,true,Inside,true,False
293,M,2,2,02M399,The High School For Language And Diplomacy,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,804,1320.0,Gymnasium,true,Inside,true,False
294,M,2,2,02M399,The High School For Language And Diplomacy,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,804A,1173.0,Weight Room,true,Inside,true,False
295,M,2,2,02M399,The High School For Language And Diplomacy,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,826,3060.0,Gymnasium,true,Inside,true,False
296,M,2,2,02M399,The High School For Language And Diplomacy,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,838,575.0,Weight Room,true,Inside,true,False
297,M,2,2,02M399,The High School For Language And Diplomacy,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,B. GYM,598.0,Gymnasium,true,Inside,true,False
298,M,2,2,02M399,The High School For Language And Diplomacy,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,B53,888.0,Dance Room,true,Inside,true,False
299,M,2,2,02M399,The High School For Language And Diplomacy,High school,M460,Washington Irving Hs - Manhattan,40 Irving Place,DOE Owned,B54,3975.0,Weight Room,true,Inside,true,False
300,M,2,2,02M400,High School for Environmental Studies,High school,M834,Hs For Environmental Studies - M,444 West 56 Street,Tax Levy Lease,3062,10400.0,Gymnasium,true,Inside,true,False
301,M,2,2,02M400,High School for Environmental Studies,High school,M834,Hs For Environmental Studies - M,444 West 56 Street,Tax Levy Lease,3082,1296.0,Weight Room,true,Inside,true,False
302,M,2,2,02M400,High School for Environmental Studies,High school,M834,Hs For Environmental Studies - M,444 West 56 Street,Tax Levy Lease,3089,1804.0,Dance Room,true,Inside,true,False
303,M,2,2,02M407,Institute for Collaborative Education,Secondary School,M475,Health Professions Hs (Ol Sty) - M,345 East 15Th Street,DOE Owned,116,2756.0,Gymnasium,true,Inside,true,False
304,M,2,2,02M407,Institute for Collaborative Education,Secondary School,M475,Health Professions Hs (Ol Sty) - M,345 East 15Th Street,DOE Owned,122,1683.0,Weight Room,true,Inside,true,False
305,M,2,2,02M407,Institute for Collaborative Education,Secondary School,M475,Health Professions Hs (Ol Sty) - M,345 East 15Th Street,DOE Owned,322,1248.0,Dance Room,true,Inside,true,False
306,M,2,2,02M407,Institute for Collaborative Education,Secondary School,M475,Health Professions Hs (Ol Sty) - M,345 East 15Th Street,DOE Owned,GYM,9400.0,Gymnasium,true,Inside,true,False
307,M,2,2,02M408,Professional Performing Arts High School,Secondary School,M017,I.S. 17 - Manhattan,328 West 48 Street,DOE Owned,5A,2146.0,Dance Room,true,Inside,true,False
308,M,2,2,02M408,Professional Performing Arts High School,Secondary School,M017,I.S. 17 - Manhattan,328 West 48 Street,DOE Owned,5B,2166.0,Gymnasium,true,Inside,true,False
309,M,2,2,02M408,Professional Performing Arts High School,Secondary School,M017,I.S. 17 - Manhattan,328 West 48 Street,DOE Owned,Outdoor Yard 1,8034.0,Outdoor Yard,true,Outdoor,true,False
310,M,2,2,02M411,Baruch College Campus High School,High school,M874,Baruch College Campus Hs - M,55 East 25 Street,Tax Levy Lease,109,2520.0,Gymnasium,false,Inside,false,False
311,M,2,2,02M412,N.Y.C. Lab School for Collaborative Studies,High school,M070,I.S. 70 - Manhattan,333 West 17 Street,DOE Owned,116,286.0,Weight Room,true,Inside,true,False
312,M,2,2,02M412,N.Y.C. Lab School for Collaborative Studies,High school,M070,I.S. 70 - Manhattan,333 West 17 Street,DOE Owned,GYM.,6500.0,Gymnasium,true,Inside,true,False
313,M,2,2,02M412,N.Y.C. Lab School for Collaborative Studies,High school,M070,I.S. 70 - Manhattan,333 West 17 Street,DOE Owned,Outdoor Yard 1,7464.0,Outdoor Yard,true,Outdoor,true,False
314,M,2,2,02M412,N.Y.C. Lab School for Collaborative Studies,High school,M070,I.S. 70 - Manhattan,333 West 17 Street,DOE Owned,Outdoor Yard 2,5000.0,Outdoor Yard,true,Outdoor,true,False
315,M,2,2,02M413,School of the Future High School,Secondary School,M660,Schl Of The Future (Old Bacon) - M,127 East 22 Street,DOE Owned,GYM,3072.0,Gymnasium,true,Inside,true,False
316,M,2,2,02M414,N.Y.C. Museum School,High school,M070,I.S. 70 - Manhattan,333 West 17 Street,DOE Owned,116,286.0,Weight Room,true,Inside,true,False
317,M,2,2,02M414,N.Y.C. Museum School,High school,M070,I.S. 70 - Manhattan,333 West 17 Street,DOE Owned,GYM.,6500.0,Gymnasium,true,Inside,true,False
318,M,2,2,02M414,N.Y.C. Museum School,High school,M070,I.S. 70 - Manhattan,333 West 17 Street,DOE Owned,Outdoor Yard 1,7464.0,Outdoor Yard,true,Outdoor,true,False
319,M,2,2,02M414,N.Y.C. Museum School,High school,M070,I.S. 70 - Manhattan,333 West 17 Street,DOE Owned,Outdoor Yard 2,5000.0,Outdoor Yard,true,Outdoor,true,False
320,M,2,2,02M416,Eleanor Roosevelt High School,High school,M855,Eleanor Roosevelt Hs - Manhattan,411 East 76 Street,Tax Levy Lease,218S,2350.0,Gymnasium,false,Inside,false,False
321,M,2,2,02M418,Millennium High School,High school,M824,Millennium Hs - Manhattan,75 Broad Street,Tax Levy Lease,1208,1938.0,Gymnasium,true,Inside,true,False
322,M,2,2,02M419,Landmark High School,High school,M440,Bayard Rustin Educational Comp-M,351 West 18 Street,DOE Owned,606,1420.0,Auxiliary Exercise Room,true,Inside,true,False
323,M,2,2,02M419,Landmark High School,High school,M440,Bayard Rustin Educational Comp-M,351 West 18 Street,DOE Owned,608,594.0,Weight Room,true,Inside,true,False
324,M,2,2,02M419,Landmark High School,High school,M440,Bayard Rustin Educational Comp-M,351 West 18 Street,DOE Owned,618,777.0,Dance Room,true,Inside,true,False
325,M,2,2,02M419,Landmark High School,High school,M440,Bayard Rustin Educational Comp-M,351 West 18 Street,DOE Owned,622,861.0,Auxiliary Exercise Room,true,Inside,true,False
326,M,2,2,02M419,Landmark High School,High school,M440,Bayard Rustin Educational Comp-M,351 West 18 Street,DOE Owned,GYME,7260.0,Gymnasium,true,Inside,true,False
327,M,2,2,02M419,Landmark High School,High school,M440,Bayard Rustin Educational Comp-M,351 West 18 Street,DOE Owned,GYMW,5940.0,Gymnasium,true,Inside,true,False
328,M,2,2,02M420,High School for Health Professions and Human Services,High school,M475,Health Professions Hs (Ol Sty) - M,345 East 15Th Street,DOE Owned,116,2756.0,Gymnasium,true,Inside,true,False
329,M,2,2,02M420,High School for Health Professions and Human Services,High school,M475,Health Professions Hs (Ol Sty) - M,345 East 15Th Street,DOE Owned,122,1683.0,Weight Room,true,Inside,true,False
330,M,2,2,02M420,High School for Health Professions and Human Services,High school,M475,Health Professions Hs (Ol Sty) - M,345 East 15Th Street,DOE Owned,322,1248.0,Dance Room,true,Inside,true,False
331,M,2,2,02M420,High School for Health Professions and Human Services,High school,M475,Health Professions Hs (Ol Sty) - M,345 East 15Th Street,DOE Owned,GYM,9400.0,Gymnasium,true,Inside,true,False
332,M,2,2,02M422,Quest to Learn,Secondary School,M440,Bayard Rustin Educational Comp-M,351 West 18 Street,DOE Owned,606,1420.0,Auxiliary Exercise Room,true,Inside,true,False
333,M,2,2,02M422,Quest to Learn,Secondary School,M440,Bayard Rustin Educational Comp-M,351 West 18 Street,DOE Owned,608,594.0,Weight Room,true,Inside,true,False
334,M,2,2,02M422,Quest to Learn,Secondary School,M440,Bayard Rustin Educational Comp-M,351 West 18 Street,DOE Owned,618,777.0,Dance Room,true,Inside,true,False
335,M,2,2,02M422,Quest to Learn,Secondary School,M440,Bayard Rustin Educational Comp-M,351 West 18 Street,DOE Owned,622,861.0,Auxiliary Exercise Room,true,Inside,true,False
336,M,2,2,02M422,Quest to Learn,Secondary School,M440,Bayard Rustin Educational Comp-M,351 West 18 Street,DOE Owned,GYME,7260.0,Gymnasium,true,Inside,true,False
337,M,2,2,02M422,Quest to Learn,Secondary School,M440,Bayard Rustin Educational Comp-M,351 West 18 Street,DOE Owned,GYMW,5940.0,Gymnasium,true,Inside,true,False
