zip_code,building_type_service_class,_consumption_therms_,_consumption_gj_,utility_data_source
"
,  10018
(40.756840774582, -73.996691499813)",Commercial,2082396.0,219704.0,ConEd
"
,  11434
(40.676945262114, -73.775306901692)",Commercial,,,ConEd
"
,  10026
(40.803058121635, -73.953342776048)",Residential,148829.0,15702.0,ConEd
"
,  10465
(40.827628067581, -73.822413141353)",Commercial,3489361.0,368147.0,ConEd
"
,  10457
(40.845798371298, -73.898324186812)",Large Residential,182574.0,19263.0,ConEd
"
,  10303
(40.633032309993, -74.16834884982)",Large residential,1519719.0,160339.0,National Grid
"
,  11695
(40.597608000209, -73.820967000027)",Commercial,29091.0,3069.0,National Grid
"
,  11414
(40.658170228174, -73.844962639814)",Industrial,4334.0,457.0,National Grid
"
,  11218
(40.64322700852, -73.976448622106)",Institutional,342884.0,36176.0,National Grid
"
,  11228
(40.616540714083, -74.013277847395)",Small residential,9926950.0,1047349.0,National Grid
"
,  10017
(40.752456527447, -73.97297648088)",Commercial,3708661.0,391284.0,ConEd
"
,  11373
(40.738710402563, -73.878351155182)",Institutional,2030783.0,214259.0,National Grid
"
,  11415
(40.708286075142, -73.828556121568)",Commercial,462.0,49.0,ConEd
"
,  10465
(40.827628067581, -73.822413141353)",Residential,315919.0,33331.0,ConEd
"
,  10016
(40.745242969987, -73.978232985864)",Residential,111236.0,11736.0,ConEd
"
,  10128
(40.781770000585, -73.95062814907)",Commercial,2051345.0,216428.0,ConEd
"
,  11416
(40.684578097002, -73.849601668482)",Institutional,277779.0,29307.0,National Grid
"
,  10454
(40.805846930092, -73.916285046518)",Large Residential,,,ConEd
"
,  10464
(40.875709096797, -73.812297250418)",Commercial,312764.0,32998.0,ConEd
"
,  11432
(40.71311535449, -73.792820999789)",Commercial,1277032.0,134734.0,ConEd
"
,  10016
(40.745242969987, -73.978232985864)",Residential,1501042.0,158368.0,ConEd
"
,  11362
(40.759074216602, -73.734300177111)",Commercial,2594439.0,273728.0,ConEd
"
,  10466
(40.890809730185, -73.846009063068)",Commercial,6931173.0,731278.0,ConEd
"
,  10309
(40.530393118348, -74.218938614326)",Industrial,1230604.0,129836.0,National Grid
"
,  10128
(40.781770000585, -73.95062814907)",Residential,2367827.0,249819.0,ConEd
"
,  11207
(40.670802431187, -73.893841150049)",Institutional,3278246.0,345873.0,National Grid
"
,  10460
(40.843090348041, -73.87860282506)",Residential,469613.0,49547.0,ConEd
"
,  11233
(40.678130438169, -73.919776475504)",Small residential,8291426.0,874792.0,National Grid
"
,  11692
(40.59313388562, -73.795402084638)",Large residential,983881.0,103805.0,National Grid
"
,  10307
(40.508004527487, -74.242114281948)",Large residential,21125.0,2229.0,National Grid
"
,  11106
(40.761699790013, -73.931663252957)",Commercial,4841650.0,510821.0,ConEd
"
,  11362
(40.759074216602, -73.734300177111)",Small residential,336.0,35.0,National Grid
"
,  10473
(40.817731470931, -73.860537000082)",Large Residential,13657.0,1441.0,ConEd
"
,  10469
(40.868181802748, -73.846568687795)",Residential,7945664.0,838312.0,ConEd
"
,  11691
(40.600614338481, -73.762567774683)",Large residential,7229588.0,762762.0,National Grid
"
,  11231
(40.677554311782, -74.004676704366)",Industrial,352339.0,37174.0,National Grid
"
,  10028
(40.776344978838, -73.952966679569)",Residential,1619890.0,170908.0,ConEd
"
,  10453
(40.852786838342, -73.913426784319)",Commercial,7851638.0,828392.0,ConEd
