development_name,borough,account_name,location,meter_amr,meter_scope,tds,edp,rc_code,funding_source,amp,vendor_name,umis_bill_id,revenue_month,service_start_date,service_end_date,days,meter_number,estimated,current_charges,rate_class,bill_analyzed,consumption_kwh,kwh_charges,consumption_kw,kw_charges,other_charges
ARMSTRONG II,BROOKLYN,ARMSTRONG II,BLD 06 - Community Center,NONE,Community Center,228,355,K222800,FEDERAL,NY005012100P,NEW YORK POWER AUTHORITY,8147861,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,6443504,Y,2250.98,GOV/NYC/068,Yes,13840,572.98,42.4,396.86,1281.14
BERRY STREET-SOUTH 9TH STREET,BROOKLYN,BERRY STREET-SOUTH 9TH STREET,BLD 04,AMR,,357,777,K035700,FEDERAL,NY005011310P,NEW YORK POWER AUTHORITY,8147753,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7449953,Y,383.92,GOV/NYC/069,Yes,2772,115.81,7.02,54.83,213.28
DOUGLASS I,MANHATTAN,DOUGLASS I/DOUGLASS II,DOUGLASS I BLD 09,AMR,,82,569,M008200,FEDERAL,NY005010820P,NEW YORK POWER AUTHORITY,8147378,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8478416,Y,6624.39,GOV/NYC/068,Yes,139600,5796.21,0.0,0.0,828.18
DREW-HAMILTON,MANHATTAN,DREW-HAMILTON,BLD 01,NONE,,111,434,M011100,MIXED FINANCE/LLC1,NY005021110P,NEW YORK POWER AUTHORITY,8147465,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8809141,Y,22286.09,GOV/NYC/068,Yes,187200,7750.08,364.0,3407.04,11128.97
BLAND,QUEENS,BLAND,BLD 05,AMR,,54,519,Q005400,FEDERAL,NY005011860P,NEW YORK POWER AUTHORITY,8147021,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8125337,Y,5111.6,GOV/NYC/068,Yes,62080,2570.11,0.0,0.0,2541.49
BERRY STREET-SOUTH 9TH STREET,BROOKLYN,BERRY STREET-SOUTH 9TH STREET,BLD 03,NONE,,357,777,K035700,FEDERAL,NY005011310P,NEW YORK POWER AUTHORITY,8147754,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7864272,Y,345.63,GOV/NYC/069,Yes,3348,139.88,5.22,40.77,164.98
BROWN,BROOKLYN,BROWN,BLD 01,NONE,,325,336,K032500,FEDERAL,NY005012520P,NEW YORK POWER AUTHORITY,8147956,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7382498,Y,66.84,GOV/NYC/062,Yes,252,12.74,0.0,0.0,54.1
DYCKMAN,MANHATTAN,DYCKMAN,BLD 08,INTERVAL,,41,373,M004100,FEDERAL,NY005000410P,NEW YORK POWER AUTHORITY,8147544,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1142941,N,180.06,GOV/NYC/068,Yes,0,0.0,17.76,180.06,0.0
DYCKMAN,MANHATTAN,DYCKMAN,BLD 03,INTERVAL,,41,373,M004100,FEDERAL,NY005000410P,NEW YORK POWER AUTHORITY,8147544,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1142947,N,2498.96,GOV/NYC/068,Yes,0,0.0,246.48,2498.96,0.0
BORINQUEN PLAZA I,BROOKLYN,BORINQUEN PLAZA I,BLD 07,INTERVAL,,243,353,K024300,FEDERAL,NY005012430P,NEW YORK POWER AUTHORITY,8147731,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1095054,N,5951.31,GOV/NYC/082,Yes,0,0.0,408.48,2218.05,3733.26
DYCKMAN,MANHATTAN,DYCKMAN,BLD 05,INTERVAL,,41,373,M004100,FEDERAL,NY005000410P,NEW YORK POWER AUTHORITY,8147544,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1142949,N,2443.0,GOV/NYC/068,Yes,0,0.0,240.96,2443.0,0.0
BORINQUEN PLAZA I,BROOKLYN,BORINQUEN PLAZA I,BLD 16 - Community Center,NONE,Community Center,243,353,K224300,FEDERAL,NY005012430P,NEW YORK POWER AUTHORITY,8147728,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7719191,Y,2827.65,GOV/NYC/069,Yes,17440,728.64,55.2,431.11,1667.9
BETANCES I,BRONX,BETANCES I,BLD 09,AMR,,211,326,B021100,FEDERAL,NY005012110P,NEW YORK POWER AUTHORITY,8147241,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8009553,N,4552.68,GOV/NYC/068,Yes,37360,1546.7,73.6,688.9,2317.08
DYCKMAN,MANHATTAN,DYCKMAN,BLD 04,INTERVAL,,41,373,M004100,FEDERAL,NY005000410P,NEW YORK POWER AUTHORITY,8147544,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1142957,N,2626.0,GOV/NYC/068,Yes,0,0.0,259.01,2626.0,0.0
DYCKMAN,MANHATTAN,DYCKMAN,BLD 07,INTERVAL,,41,373,M004100,FEDERAL,NY005000410P,NEW YORK POWER AUTHORITY,8147544,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1142976,N,2632.79,GOV/NYC/068,Yes,0,0.0,259.68,2632.79,0.0
BORINQUEN PLAZA I,BROOKLYN,BORINQUEN PLAZA I,BLD 04,NONE,,243,353,K024300,FEDERAL,NY005012430P,NEW YORK POWER AUTHORITY,8147730,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7719126,N,13249.08,GOV/NYC/082,Yes,116800,5010.72,224.0,1216.32,7022.04
DYCKMAN,MANHATTAN,DYCKMAN,BLD 05,AMR,,41,373,M004100,FEDERAL,NY005000410P,NEW YORK POWER AUTHORITY,8147544,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8142949,N,19225.76,GOV/NYC/068,Yes,129600,5369.19,0.0,0.0,13856.57
DYCKMAN,MANHATTAN,DYCKMAN,BLD 06,AMR,,41,373,M004100,FEDERAL,NY005000410P,NEW YORK POWER AUTHORITY,8147544,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8142951,N,19730.14,GOV/NYC/068,Yes,133000,5510.05,0.0,0.0,14220.09
DYCKMAN,MANHATTAN,DYCKMAN,BLD 04,AMR,,41,373,M004100,FEDERAL,NY005000410P,NEW YORK POWER AUTHORITY,8147544,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8142957,N,18608.64,GOV/NYC/068,Yes,125440,5196.85,0.0,0.0,13411.79
EAST 004TH STREET REHAB,MANHATTAN,EAST 004TH STREET REHAB,BLD 02,NONE,,322,833,M032200,SECTION 8,NY005012920P,NEW YORK POWER AUTHORITY,8147330,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7356559,Y,453.74,GOV/NYC/062,Yes,1692,85.56,0.0,0.0,368.18
EAST 004TH STREET REHAB,MANHATTAN,EAST 004TH STREET REHAB,BLD 01,NONE,,322,833,M032200,SECTION 8,NY005012920P,NEW YORK POWER AUTHORITY,8147346,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7708386,Y,700.25,GOV/NYC/062,Yes,2646,133.81,0.0,0.0,566.44
335 EAST 111TH STREET,MANHATTAN,EAST 111TH STREET,BLD 01,NONE,,203,320,M020300,FEDERAL,NY005010640P,NEW YORK POWER AUTHORITY,8147522,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7466839,N,5967.11,GOV/NYC/068,Yes,48600,2012.04,98.0,917.28,3037.79
EAST 120TH STREET REHAB,MANHATTAN,EAST 120TH STREET REHAB,BLD 01,NONE,,319,835,M031900,SECTION 8,NY005010740P,NEW YORK POWER AUTHORITY,8147394,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7854965,Y,644.49,GOV/NYC/069,Yes,5670,236.89,10.44,81.54,326.06
BAY VIEW,BROOKLYN,BAY VIEW,BLD 08,INTERVAL,,92,670,K009200,MIXED FINANCE/LLC1,NY005020920P,NEW YORK POWER AUTHORITY,8147679,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1301098,N,1658.16,GOV/NYC/068,Yes,0,0.0,90.88,850.64,807.52
BAY VIEW,BROOKLYN,BAY VIEW,BLD 23,INTERVAL,,92,670,K009200,MIXED FINANCE/LLC1,NY005020920P,NEW YORK POWER AUTHORITY,8147679,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1301097,N,1877.07,GOV/NYC/068,Yes,0,0.0,102.88,962.96,914.11
BAY VIEW,BROOKLYN,BAY VIEW,BLD 02,INTERVAL,,92,670,K009200,MIXED FINANCE/LLC1,NY005020920P,NEW YORK POWER AUTHORITY,8147679,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1301099,N,2230.33,GOV/NYC/068,Yes,0,0.0,122.24,1144.17,1086.16
BAY VIEW,BROOKLYN,BAY VIEW,BLD 05,INTERVAL,,92,670,K009200,MIXED FINANCE/LLC1,NY005020920P,NEW YORK POWER AUTHORITY,8147679,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1301104,N,1777.82,GOV/NYC/068,Yes,0,0.0,97.44,912.04,865.78
BAY VIEW,BROOKLYN,BAY VIEW,BLD 06,INTERVAL,,92,670,K009200,MIXED FINANCE/LLC1,NY005020920P,NEW YORK POWER AUTHORITY,8147679,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1301107,N,1608.5,GOV/NYC/068,Yes,0,0.0,88.16,825.18,783.32
BAY VIEW,BROOKLYN,BAY VIEW,BLD,INTERVAL,,92,670,K009200,MIXED FINANCE/LLC1,NY005020920P,NEW YORK POWER AUTHORITY,8147679,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1301108,N,1760.3,GOV/NYC/068,Yes,0,0.0,96.48,903.05,857.25
BAY VIEW,BROOKLYN,BAY VIEW,BLD 19,INTERVAL,,92,670,K009200,MIXED FINANCE/LLC1,NY005020920P,NEW YORK POWER AUTHORITY,8147679,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1301139,N,1773.44,GOV/NYC/068,Yes,0,0.0,97.2,909.79,863.65
BAY VIEW,BROOKLYN,BAY VIEW,BLD 11,INTERVAL,,92,670,K009200,MIXED FINANCE/LLC1,NY005020920P,NEW YORK POWER AUTHORITY,8147679,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1661380,N,1817.24,GOV/NYC/068,Yes,0,0.0,99.6,932.26,884.98
BAY VIEW,BROOKLYN,BAY VIEW,BLD 21,NONE,,92,670,K009200,MIXED FINANCE/LLC1,NY005020920P,NEW YORK POWER AUTHORITY,8147679,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,6853046,Y,6733.5,GOV/NYC/068,Yes,59200,2450.88,107.2,1003.39,3279.23
BAY VIEW,BROOKLYN,BAY VIEW,BLD 16,NONE,,92,670,K009200,MIXED FINANCE/LLC1,NY005020920P,NEW YORK POWER AUTHORITY,8147679,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7161509,Y,4425.56,GOV/NYC/068,Yes,38560,1596.38,72.0,673.92,2155.26
BAY VIEW,BROOKLYN,BAY VIEW,BLD 13,AMR,,92,670,K009200,MIXED FINANCE/LLC1,NY005020920P,NEW YORK POWER AUTHORITY,8147679,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8301084,Y,4351.43,GOV/NYC/068,Yes,53920,2232.29,0.0,0.0,2119.14
BAY VIEW,BROOKLYN,BAY VIEW,BLD 10,AMR,,92,670,K009200,MIXED FINANCE/LLC1,NY005020920P,NEW YORK POWER AUTHORITY,8147679,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8301088,Y,4816.3,GOV/NYC/068,Yes,59680,2470.75,0.0,0.0,2345.55
BAY VIEW,BROOKLYN,BAY VIEW,BLD 18,AMR,,92,670,K009200,MIXED FINANCE/LLC1,NY005020920P,NEW YORK POWER AUTHORITY,8147679,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8301091,Y,4777.53,GOV/NYC/068,Yes,59200,2450.88,0.0,0.0,2326.65
BAY VIEW,BROOKLYN,BAY VIEW,BLD 04,AMR,,92,670,K009200,MIXED FINANCE/LLC1,NY005020920P,NEW YORK POWER AUTHORITY,8147679,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8301092,Y,5009.97,GOV/NYC/068,Yes,62080,2570.11,0.0,0.0,2439.86
BAY VIEW,BROOKLYN,BAY VIEW,BLD 23,AMR,,92,670,K009200,MIXED FINANCE/LLC1,NY005020920P,NEW YORK POWER AUTHORITY,8147679,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8301097,Y,4416.03,GOV/NYC/068,Yes,54720,2265.41,0.0,0.0,2150.62
BAY VIEW,BROOKLYN,BAY VIEW,BLD 08,AMR,,92,670,K009200,MIXED FINANCE/LLC1,NY005020920P,NEW YORK POWER AUTHORITY,8147679,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8301098,Y,4428.91,GOV/NYC/068,Yes,54880,2272.03,0.0,0.0,2156.88
BAY VIEW,BROOKLYN,BAY VIEW,BLD 06,AMR,,92,670,K009200,MIXED FINANCE/LLC1,NY005020920P,NEW YORK POWER AUTHORITY,8147679,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8301107,Y,4248.13,GOV/NYC/068,Yes,52640,2179.3,0.0,0.0,2068.83
BAY VIEW,BROOKLYN,BAY VIEW,BLD 11,AMR,,92,670,K009200,MIXED FINANCE/LLC1,NY005020920P,NEW YORK POWER AUTHORITY,8147679,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8661380,Y,4454.73,GOV/NYC/068,Yes,55200,2285.28,0.0,0.0,2169.45
BAY VIEW,BROOKLYN,BAY VIEW,BLD 20,AMR,,92,670,K009200,MIXED FINANCE/LLC1,NY005020920P,NEW YORK POWER AUTHORITY,8147679,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8301108,Y,4467.68,GOV/NYC/068,Yes,55360,2291.9,0.0,0.0,2175.78
BAY VIEW,BROOKLYN,BAY VIEW,BLD 07,AMR,,92,670,K009200,MIXED FINANCE/LLC1,NY005020920P,NEW YORK POWER AUTHORITY,8147679,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8301109,Y,4222.3,GOV/NYC/068,Yes,52320,2166.05,0.0,0.0,2056.25
"BETANCES II, 18",BRONX,BETANCES II,BLD 01,NONE,,519,338,B051900,FEDERAL,NY005011450P,NEW YORK POWER AUTHORITY,8147223,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,6498538,N,4260.8,GOV/NYC/068,Yes,34000,1407.6,68.8,643.97,2209.23
EAST 173RD STREET-VYSE AVENUE,BRONX,EAST 173RD STREET-VYSE AVENUE,BLD 05,NONE,,338,778,B033800,FEDERAL,NY005015300P,NEW YORK POWER AUTHORITY,8147080,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8375549,N,108.56,GOV/NYC/062,Yes,396,20.03,0.0,0.0,88.53
EAST 173RD STREET-VYSE AVENUE,BRONX,EAST 173RD STREET-VYSE AVENUE,BLD 06,NONE,,338,778,B033800,FEDERAL,NY005015300P,NEW YORK POWER AUTHORITY,8147306,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7663421,N,252.57,GOV/NYC/069,Yes,2430,101.53,3.78,29.52,121.52
EAST 173RD STREET-VYSE AVENUE,BRONX,EAST 173RD STREET-VYSE AVENUE,BLD 07,NONE,,338,778,B033800,FEDERAL,NY005015300P,NEW YORK POWER AUTHORITY,8147307,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7264499,N,561.63,GOV/NYC/062,Yes,2106,106.5,0.0,0.0,455.13
BETANCES I,BRONX,BETANCES I,BLD 01,NONE,,211,326,B021100,FEDERAL,NY005012110P,NEW YORK POWER AUTHORITY,8147243,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7391516,N,18789.79,GOV/NYC/068,Yes,155600,6441.84,308.0,2882.88,9465.07
BORINQUEN PLAZA I,BROOKLYN,BORINQUEN PLAZA I,BLD 07,AMR,,243,353,K024300,FEDERAL,NY005012430P,NEW YORK POWER AUTHORITY,8147731,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8095054,N,14457.35,GOV/NYC/082,Yes,125600,5388.24,0.0,0.0,9069.11
"BETANCES II, 13",BRONX,BETANCES II,BLD 03,NONE,,518,300,B051800,FEDERAL,NY005010840P,NEW YORK POWER AUTHORITY,8147219,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7391545,N,5434.84,GOV/NYC/068,Yes,45440,1881.22,90.4,846.14,2707.48
EAST 173RD STREET-VYSE AVENUE,BRONX,EAST 173RD STREET-VYSE AVENUE,BLD 04,NONE,,338,778,B033800,FEDERAL,NY005015300P,NEW YORK POWER AUTHORITY,8147313,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,6617365,Y,37.97,GOV/NYC/062,Yes,143,7.23,0.0,0.0,30.74
EAST 180TH STREET-MONTEREY AVENUE,BRONX,EAST 180TH STREET-MONTEREY AVENUE,BLD 01,AMR,,208,323,B020800,FEDERAL,NY005012270P,NEW YORK POWER AUTHORITY,8147097,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8184991,N,387.12,GOV/NYC/069,Yes,1602,66.93,2.34,298.71,21.48
BORINQUEN PLAZA I,BROOKLYN,BORINQUEN PLAZA I,BLD 07,AMR,,243,353,K024300,FEDERAL,NY005012430P,NEW YORK POWER AUTHORITY,8147731,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8095078,N,11234.36,GOV/NYC/082,Yes,97600,4187.04,0.0,0.0,7047.32
"BETANCES II, 18",BRONX,BETANCES II,BLD 02,NONE,,519,338,B051900,FEDERAL,NY005011450P,NEW YORK POWER AUTHORITY,8147222,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7821074,N,7141.95,GOV/NYC/068,Yes,50720,2099.81,124.8,1168.13,3874.01
EAST NEW YORK CITY LINE,BROOKLYN,EAST NEW YORK CITY LINE,BLD 01,NONE,,263,378,K026300,FEDERAL,NY005010700P,NEW YORK POWER AUTHORITY,8147781,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,9486441,Y,1996.23,GOV/NYC/069,Yes,16000,668.48,35.2,274.91,1052.84
BOSTON ROAD PLAZA,BRONX,BOSTON ROAD PLAZA,BLD 02 - Community Center,AMR,Community Center,189,304,B218900,FEDERAL,NY005010390P,NEW YORK POWER AUTHORITY,8147196,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8074759,N,354.53,GOV/NYC/069,Yes,1998,83.48,7.2,56.23,214.82
BOULEVARD,BROOKLYN,BOULEVARD/LINDEN,BOULEVARD BLD 08,INTERVAL,,46,637,K004600,MIXED FINANCE/LLC2,NY005020460P,NEW YORK POWER AUTHORITY,8147654,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1232183,N,2058.03,GOV/NYC/068,Yes,0,0.0,112.32,1051.32,1006.71
"BETANCES II, 9A",BRONX,BETANCES II,BLD 04,NONE,,220,294,B022000,FEDERAL,NY005012110P,NEW YORK POWER AUTHORITY,8147234,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7252760,N,4887.03,GOV/NYC/068,Yes,39840,1649.38,80.8,756.29,2481.36
EAST RIVER,MANHATTAN,EAST RIVER,BLD 06,INTERVAL,,9,207,M000900,FEDERAL,NY005010090P,NEW YORK POWER AUTHORITY,8147497,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1929579,N,1548.96,GOV/NYC/068,Yes,0,0.0,153.12,1548.96,0.0
EAST RIVER,MANHATTAN,EAST RIVER,BLD 04,INTERVAL,,9,207,M000900,FEDERAL,NY005010090P,NEW YORK POWER AUTHORITY,8147497,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1929694,N,1585.89,GOV/NYC/068,Yes,0,0.0,156.77,1585.89,0.0
EAST RIVER,MANHATTAN,EAST RIVER,BLD 02,INTERVAL,,9,207,M000900,FEDERAL,NY005010090P,NEW YORK POWER AUTHORITY,8147497,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1929699,N,911.86,GOV/NYC/068,Yes,0,0.0,90.14,911.86,0.0
"BETANCES III, 13",BRONX,BETANCES III,BLD 04,NONE,,520,356,B052000,FEDERAL,NY005010840P,NEW YORK POWER AUTHORITY,8147220,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,6370204,Y,3369.87,GOV/NYC/068,Yes,27200,1126.08,57.6,539.14,1704.65
LINDEN,BROOKLYN,BOULEVARD/LINDEN,LINDEN BLD 16,AMR,,95,672,K009500,MIXED FINANCE/LLC2,NY005020950P,NEW YORK POWER AUTHORITY,8147654,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8232137,Y,5057.35,GOV/NYC/068,Yes,62400,2583.36,0.0,0.0,2473.99
"BETANCES III, 9A",BRONX,BETANCES III,BLD 03,NONE,,222,339,B022200,FEDERAL,NY005012110P,NEW YORK POWER AUTHORITY,8147229,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,9053782,Y,3369.64,GOV/NYC/068,Yes,29080,1203.91,55.2,516.67,1649.06
"BETANCES III, 18",BRONX,BETANCES III,BLD 06,NONE,,521,366,B052100,FEDERAL,NY005011450P,NEW YORK POWER AUTHORITY,8147221,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7176981,N,1691.53,GOV/NYC/068,Yes,12680,524.95,28.4,265.82,900.76
EAST RIVER,MANHATTAN,EAST RIVER,BLD 06,AMR,,9,207,M000900,FEDERAL,NY005010090P,NEW YORK POWER AUTHORITY,8147497,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7929579,N,12544.6,GOV/NYC/068,Yes,81920,3400.64,0.0,0.0,9143.96
EAST RIVER,MANHATTAN,EAST RIVER,BLD 01,AMR,,9,207,M000900,FEDERAL,NY005010090P,NEW YORK POWER AUTHORITY,8147497,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7929671,N,9984.23,GOV/NYC/068,Yes,65200,2706.56,0.0,0.0,7277.67
EAST RIVER,MANHATTAN,EAST RIVER,BLD 02,AMR,,9,207,M000900,FEDERAL,NY005010090P,NEW YORK POWER AUTHORITY,8147497,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7929699,N,7301.35,GOV/NYC/068,Yes,47680,1979.28,0.0,0.0,5322.07
EAST RIVER,MANHATTAN,EAST RIVER,BLD 10,AMR,,9,207,M000900,FEDERAL,NY005010090P,NEW YORK POWER AUTHORITY,8147497,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7930041,N,12030.08,GOV/NYC/068,Yes,78560,3261.16,0.0,0.0,8768.92
BORINQUEN PLAZA II,BROOKLYN,BORINQUEN PLAZA II,BLD 11,INTERVAL,,271,390,K027100,FEDERAL,NY005012430P,NEW YORK POWER AUTHORITY,8147734,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1232049,N,9013.33,GOV/NYC/068,Yes,0,0.0,479.52,4488.31,4525.02
BORINQUEN PLAZA II,BROOKLYN,BORINQUEN PLAZA II,BLD 11,AMR,,271,390,K027100,FEDERAL,NY005012430P,NEW YORK POWER AUTHORITY,8147734,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8232049,N,20751.4,GOV/NYC/068,Yes,249600,10333.44,0.0,0.0,10417.96
BOULEVARD,BROOKLYN,BOULEVARD/LINDEN,BOULEVARD BLD 15,INTERVAL,,46,637,K004600,MIXED FINANCE/LLC2,NY005020460P,NEW YORK POWER AUTHORITY,8147654,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1231983,N,2091.44,GOV/NYC/068,Yes,0,0.0,114.14,1068.35,1023.09
BOULEVARD,BROOKLYN,BOULEVARD/LINDEN,BOULEVARD BLD 03,INTERVAL,,46,637,K004600,MIXED FINANCE/LLC2,NY005020460P,NEW YORK POWER AUTHORITY,8147654,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1232182,N,1847.89,GOV/NYC/068,Yes,0,0.0,100.85,943.96,903.93
BOSTON ROAD PLAZA,BRONX,BOSTON ROAD PLAZA,BLD 01,AMR,,189,304,B018900,FEDERAL,NY005010390P,NEW YORK POWER AUTHORITY,8147200,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7827666,N,15021.43,GOV/NYC/068,Yes,121600,5034.24,248.0,2321.28,7665.91
BOULEVARD,BROOKLYN,BOULEVARD/LINDEN,BOULEVARD BLD 12,INTERVAL,,46,637,K004600,MIXED FINANCE/LLC2,NY005020460P,NEW YORK POWER AUTHORITY,8147654,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1232164,N,1911.72,GOV/NYC/068,Yes,0,0.0,104.33,976.53,935.19
BOSTON ROAD PLAZA,BRONX,BOSTON ROAD PLAZA,BLD 01,AMR,,189,304,B018900,FEDERAL,NY005010390P,NEW YORK POWER AUTHORITY,8147201,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,7441488,N,6429.88,GOV/NYC/068,Yes,41520,1718.93,129.6,1213.06,3497.89
BOULEVARD,BROOKLYN,BOULEVARD/LINDEN,BOULEVARD BLD 14,INTERVAL,,46,637,K004600,MIXED FINANCE/LLC2,NY005020460P,NEW YORK POWER AUTHORITY,8147654,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1232139,N,1851.43,GOV/NYC/068,Yes,0,0.0,101.04,945.73,905.7
BOULEVARD,BROOKLYN,BOULEVARD/LINDEN,BOULEVARD BLD 18,INTERVAL,,46,637,K004600,MIXED FINANCE/LLC2,NY005020460P,NEW YORK POWER AUTHORITY,8147654,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1232000,N,2050.51,GOV/NYC/068,Yes,0,0.0,111.91,1047.48,1003.03
BOSTON SECOR,BRONX,BOSTON SECOR,BLD 01,AMR,,138,254,B013800,FEDERAL,NY005011380P,NEW YORK POWER AUTHORITY,8147205,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8350138,N,14829.47,GOV/NYC/068,Yes,121600,5034.24,244.0,2283.84,7511.39
BOSTON SECOR,BRONX,BOSTON SECOR,BLD 02,AMR,,138,254,B013800,FEDERAL,NY005011380P,NEW YORK POWER AUTHORITY,8147206,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,8350139,N,15644.88,GOV/NYC/068,Yes,125600,5199.84,260.0,2433.6,8011.44
BOULEVARD,BROOKLYN,BOULEVARD/LINDEN,BOULEVARD BLD 01,INTERVAL,,46,637,K004600,MIXED FINANCE/LLC2,NY005020460P,NEW YORK POWER AUTHORITY,8147654,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,1232167,N,2424.92,GOV/NYC/068,Yes,0,0.0,132.34,1238.7,1186.22
