development_name,borough,account_name,location,meter_amr,meter_scope,tds,edp,rc_code,funding_source,amp,vendor_name,umis_bill_id,revenue_month,service_start_date,service_end_date,days,meter_number,estimated,current_charges,rate_class,bill_analyzed,consumption_mlbs
WSUR (BROWNSTONES),MANHATTAN,WEST SIDE URBAN RENEWAL (BROWNSTONES),BLD 19,AMR,,178,279,M017800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6062517,2017-07,2017-06-29T00:00:00.000,2017-07-31T00:00:00.000,32,321022,N,72.94,SC3,Yes,2.64
344 EAST 28TH STREET,MANHATTAN,EAST 028TH STREET,BLD 01,AMR,,185,452,M018500,MIXED FINANCE/LLC2,NY005021850P,CONSOLIDATED EDISON COMPANY OF NY,6057574,2017-07,2017-06-29T00:00:00.000,2017-07-31T00:00:00.000,32,321290,N,6525.12,SC4,Yes,223.13
WSUR (BROWNSTONES),MANHATTAN,WEST SIDE URBAN RENEWAL (BROWNSTONES),BLD 19,AMR,,178,279,M017800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6062517,2017-07,2017-06-29T00:00:00.000,2017-07-31T00:00:00.000,32,322040,N,7164.3,SC3,Yes,259.29
DE HOSTOS APARTMENTS,MANHATTAN,DE HOSTOS APARTMENTS,BLD 01,AMR,,155,265,M015500,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6057557,2017-07,2017-06-29T00:00:00.000,2017-07-31T00:00:00.000,32,341004,N,0.0,SC3,Yes,0.0
ROBBINS PLAZA,MANHATTAN,ROBBINS PLAZA,BLD 01,AMR,,218,329,M021800,FEDERAL,NY005011390P,CONSOLIDATED EDISON COMPANY OF NY,6057560,2017-07,2017-06-29T00:00:00.000,2017-07-31T00:00:00.000,32,321143,N,0.0,SC3,Yes,0.0
FULTON,MANHATTAN,FULTON,BLD 01,AMR,,136,252,M013600,FEDERAL,NY005001360P,CONSOLIDATED EDISON COMPANY OF NY,6057541,2017-07,2017-06-29T00:00:00.000,2017-07-31T00:00:00.000,32,24012,N,0.0,SC3,Yes,0.0
STRAUS,MANHATTAN,STRAUS,BLD 01,AMR,,153,263,M015300,FEDERAL,NY005011530P,CONSOLIDATED EDISON COMPANY OF NY,6057546,2017-07,2017-06-29T00:00:00.000,2017-07-31T00:00:00.000,32,321108,N,10250.76,SC3,Yes,480.44
WSUR (SITE C) 589 AMSTERDAM AVENUE,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE C),BLD 01,AMR,,174,259,M017400,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6054919,2017-07,2017-06-30T00:00:00.000,2017-07-31T00:00:00.000,31,321318,N,8083.66,SC3,Yes,312.54
344 EAST 28TH STREET,MANHATTAN,EAST 028TH STREET,BLD 01,AMR,,185,452,M018500,MIXED FINANCE/LLC2,NY005021850P,CONSOLIDATED EDISON COMPANY OF NY,6057574,2017-07,2017-06-29T00:00:00.000,2017-07-31T00:00:00.000,32,331161,N,147.68,SC4,Yes,5.05
AMSTERDAM ADDITION,MANHATTAN,AMSTERDAM ADDITION,BLD 01,AMR,,187,453,M018700,MIXED FINANCE/LLC1,NY005021870P,CONSOLIDATED EDISON COMPANY OF NY,6057578,2017-07,2017-06-29T00:00:00.000,2017-07-31T00:00:00.000,32,321030,N,6274.98,SC3,Yes,239.72
STRAUS,MANHATTAN,STRAUS,BLD 01,AMR,,153,263,M015300,FEDERAL,NY005011530P,CONSOLIDATED EDISON COMPANY OF NY,6057546,2017-07,2017-06-29T00:00:00.000,2017-07-31T00:00:00.000,32,332091,N,0.0,SC3,Yes,0.0
WSUR (SITE A) 120 WEST 94TH STREET,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE A),BLD 03,AMR,,151,259,M015100,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6062781,2017-07,2017-06-29T00:00:00.000,2017-07-31T00:00:00.000,32,322112,N,6233.23,SC3,Yes,202.2
WSUR (SITE A) 120 WEST 94TH STREET,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE A),BLD 03,AMR,,151,259,M015100,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6062781,2017-07,2017-06-29T00:00:00.000,2017-07-31T00:00:00.000,32,321316,N,11.1,SC3,Yes,0.36
WISE TOWERS,MANHATTAN,WISE TOWERS,BLD 02,AMR,,127,445,M012700,MIXED FINANCE/LLC2,NY005021270P,CONSOLIDATED EDISON COMPANY OF NY,6058640,2017-07,2017-06-29T00:00:00.000,2017-07-31T00:00:00.000,32,331153,N,15796.05,SC3,Yes,902.76
THOMAS APARTMENTS,MANHATTAN,THOMAS APARTMENTS,BLD 01,AMR,,268,387,M026800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6057584,2017-07,2017-06-29T00:00:00.000,2017-07-31T00:00:00.000,32,322062,N,4411.18,SC3,Yes,92.95
WISE TOWERS,MANHATTAN,WISE TOWERS,BLD 02,AMR,,127,445,M012700,MIXED FINANCE/LLC2,NY005021270P,CONSOLIDATED EDISON COMPANY OF NY,6058640,2017-07,2017-06-29T00:00:00.000,2017-07-31T00:00:00.000,32,342056,N,25.2,SC3,Yes,1.44
THOMAS APARTMENTS,MANHATTAN,THOMAS APARTMENTS,BLD 01,AMR,,268,387,M026800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6057584,2017-07,2017-06-29T00:00:00.000,2017-07-31T00:00:00.000,32,321244,N,0.0,SC3,Yes,0.0
GOMPERS,MANHATTAN,GOMPERS,BLD 01,AMR,,100,237,M010000,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,6057564,2017-07,2017-06-29T00:00:00.000,2017-07-31T00:00:00.000,32,22306,N,17052.25,SC3,Yes,1001.4
FULTON,MANHATTAN,FULTON,BLD 01,AMR,,136,252,M013600,FEDERAL,NY005001360P,CONSOLIDATED EDISON COMPANY OF NY,6057541,2017-07,2017-06-29T00:00:00.000,2017-07-31T00:00:00.000,32,23318,N,37361.31,SC3,Yes,2605.0
GOMPERS,MANHATTAN,GOMPERS,BLD 01,AMR,,100,237,M010000,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,6057564,2017-07,2017-06-29T00:00:00.000,2017-07-31T00:00:00.000,32,22444,N,0.0,SC3,Yes,0.0
WSUR (SITE B) 74 WEST 92ND STREET,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE B),BLD 05,AMR,,173,259,M017300,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,5993505,2017-06,2017-06-01T00:00:00.000,2017-06-29T00:00:00.000,28,331087,N,0.0,SC3,Yes,0.0
WSUR (SITE B) 74 WEST 92ND STREET,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE B),BLD 05,AMR,,173,259,M017300,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,5993505,2017-06,2017-06-01T00:00:00.000,2017-06-29T00:00:00.000,28,322105,N,7358.39,SC3,Yes,285.89
DE HOSTOS APARTMENTS,MANHATTAN,DE HOSTOS APARTMENTS,BLD 01,AMR,,155,265,M015500,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,5993707,2017-06,2017-05-31T00:00:00.000,2017-06-29T00:00:00.000,29,341004,N,0.0,SC3,Yes,0.0
DE HOSTOS APARTMENTS,MANHATTAN,DE HOSTOS APARTMENTS,BLD 01,AMR,,155,265,M015500,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,5993707,2017-06,2017-05-31T00:00:00.000,2017-06-29T00:00:00.000,29,321021,N,10591.19,SC3,Yes,525.43
ROBBINS PLAZA,MANHATTAN,ROBBINS PLAZA,BLD 01,AMR,,218,329,M021800,FEDERAL,NY005011390P,CONSOLIDATED EDISON COMPANY OF NY,5993478,2017-06,2017-05-31T00:00:00.000,2017-06-29T00:00:00.000,29,321143,N,3.6,SC3,Yes,0.12
CAMPOS PLAZA II,MANHATTAN,CAMPOS PLAZA I/CAMPOS PLAZA II,CAMPOS PLAZA I BLD 02,AMR,CAMPOS PLAZA II ALL,286,593,M028600,FEDERAL,NY005012570P,CONSOLIDATED EDISON COMPANY OF NY,5993342,2017-06,2017-05-31T00:00:00.000,2017-06-29T00:00:00.000,29,23358-593,N,0.0,SC3,Yes,0.0
WSUR (BROWNSTONES),MANHATTAN,WEST SIDE URBAN RENEWAL (BROWNSTONES),BLD 22,AMR,,178,279,M017800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,5993237,2017-06,2017-05-31T00:00:00.000,2017-06-29T00:00:00.000,29,311067,N,3433.44,SC3,Yes,50.55
WSUR (BROWNSTONES),MANHATTAN,WEST SIDE URBAN RENEWAL (BROWNSTONES),BLD 22,AMR,,178,279,M017800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,5993237,2017-06,2017-05-31T00:00:00.000,2017-06-29T00:00:00.000,29,322037,N,0.0,SC3,Yes,0.0
ROBBINS PLAZA,MANHATTAN,ROBBINS PLAZA,BLD 01,AMR,,218,329,M021800,FEDERAL,NY005011390P,CONSOLIDATED EDISON COMPANY OF NY,5993478,2017-06,2017-05-31T00:00:00.000,2017-06-29T00:00:00.000,29,310029,N,5835.12,SC3,Yes,194.65
WSUR (SITE C) 589 AMSTERDAM AVENUE,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE C),BLD 01,AMR,,174,259,M017400,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,5993796,2017-06,2017-06-01T00:00:00.000,2017-06-29T00:00:00.000,28,321318,N,8219.46,SC3,Yes,337.52
AMSTERDAM ADDITION,MANHATTAN,AMSTERDAM ADDITION,BLD 01,AMR,,187,453,M018700,MIXED FINANCE/LLC1,NY005021870P,CONSOLIDATED EDISON COMPANY OF NY,5993258,2017-06,2017-05-31T00:00:00.000,2017-06-29T00:00:00.000,29,321030,N,6119.92,SC3,Yes,244.09
CAMPOS PLAZA I,MANHATTAN,CAMPOS PLAZA I/CAMPOS PLAZA II,CAMPOS PLAZA I BLD 02,AMR,CAMPOS PLAZA I ALL,257,544,M025700,SECTION 8,NY005012570P,CONSOLIDATED EDISON COMPANY OF NY,5993342,2017-06,2017-05-31T00:00:00.000,2017-06-29T00:00:00.000,29,22440-544,N,4841.24,SC3,Yes,234.87
344 EAST 28TH STREET,MANHATTAN,EAST 028TH STREET,BLD 01,AMR,,185,452,M018500,MIXED FINANCE/LLC2,NY005021850P,CONSOLIDATED EDISON COMPANY OF NY,5993233,2017-06,2017-06-01T00:00:00.000,2017-06-29T00:00:00.000,28,331161,N,83.26,SC4,Yes,2.96
CAMPOS PLAZA I,MANHATTAN,CAMPOS PLAZA I/CAMPOS PLAZA II,CAMPOS PLAZA I BLD 02,AMR,CAMPOS PLAZA I ALL,257,544,M025700,SECTION 8,NY005012570P,CONSOLIDATED EDISON COMPANY OF NY,5993342,2017-06,2017-05-31T00:00:00.000,2017-06-29T00:00:00.000,29,23358-544,N,0.0,SC3,Yes,0.0
344 EAST 28TH STREET,MANHATTAN,EAST 028TH STREET,BLD 01,AMR,,185,452,M018500,MIXED FINANCE/LLC2,NY005021850P,CONSOLIDATED EDISON COMPANY OF NY,5993233,2017-06,2017-06-01T00:00:00.000,2017-06-29T00:00:00.000,28,321290,N,6279.8,SC4,Yes,223.25
SEWARD PARK EXTENSION,MANHATTAN,SEWARD PARK EXTENSION,BLD 01,AMR,,192,312,M019200,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,5993272,2017-06,2017-05-31T00:00:00.000,2017-06-29T00:00:00.000,29,321269,N,11161.05,SC3,Yes,570.6
AMSTERDAM ADDITION,MANHATTAN,AMSTERDAM ADDITION,BLD 01,AMR,,187,453,M018700,MIXED FINANCE/LLC1,NY005021870P,CONSOLIDATED EDISON COMPANY OF NY,5993258,2017-06,2017-05-31T00:00:00.000,2017-06-29T00:00:00.000,29,331008,N,0.0,SC3,Yes,0.0
WSUR (SITE C) 589 AMSTERDAM AVENUE,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE C),BLD 01,AMR,,174,259,M017400,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,5993796,2017-06,2017-06-01T00:00:00.000,2017-06-29T00:00:00.000,28,331154,N,0.0,SC3,Yes,0.0
STRAUS,MANHATTAN,STRAUS,BLD 01,AMR,,153,263,M015300,FEDERAL,NY005011530P,CONSOLIDATED EDISON COMPANY OF NY,5993300,2017-06,2017-05-31T00:00:00.000,2017-06-29T00:00:00.000,29,332091,N,0.0,SC3,Yes,0.0
WSUR (BROWNSTONES),MANHATTAN,WEST SIDE URBAN RENEWAL (BROWNSTONES),BLD 19,AMR,,178,279,M017800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,5993311,2017-06,2017-06-01T00:00:00.000,2017-06-29T00:00:00.000,28,321022,N,376.63,SC3,Yes,14.05
CAMPOS PLAZA II,MANHATTAN,CAMPOS PLAZA I/CAMPOS PLAZA II,CAMPOS PLAZA I BLD 02,AMR,CAMPOS PLAZA II ALL,286,593,M028600,FEDERAL,NY005012570P,CONSOLIDATED EDISON COMPANY OF NY,5993342,2017-06,2017-05-31T00:00:00.000,2017-06-29T00:00:00.000,29,22440-593,N,5372.37,SC3,Yes,260.63
WSUR (BROWNSTONES),MANHATTAN,WEST SIDE URBAN RENEWAL (BROWNSTONES),BLD 19,AMR,,178,279,M017800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,5993311,2017-06,2017-06-01T00:00:00.000,2017-06-29T00:00:00.000,28,322040,N,6479.1,SC3,Yes,241.7
STRAUS,MANHATTAN,STRAUS,BLD 01,AMR,,153,263,M015300,FEDERAL,NY005011530P,CONSOLIDATED EDISON COMPANY OF NY,5993300,2017-06,2017-05-31T00:00:00.000,2017-06-29T00:00:00.000,29,321108,N,9866.06,SC3,Yes,471.55
SEWARD PARK EXTENSION,MANHATTAN,SEWARD PARK EXTENSION,BLD 01,AMR,,192,312,M019200,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,5993272,2017-06,2017-05-31T00:00:00.000,2017-06-29T00:00:00.000,29,332130,N,0.0,SC3,Yes,0.0
FULTON,MANHATTAN,FULTON,BLD 01,AMR,,136,252,M013600,FEDERAL,NY005001360P,CONSOLIDATED EDISON COMPANY OF NY,5993319,2017-06,2017-05-31T00:00:00.000,2017-06-29T00:00:00.000,29,23318,N,35640.41,SC3,Yes,2511.0
WSUR (SITE A) 120 WEST 94TH STREET,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE A),BLD 03,AMR,,151,259,M015100,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,5993660,2017-06,2017-06-01T00:00:00.000,2017-06-29T00:00:00.000,28,322112,N,5360.15,SC3,Yes,166.3
FULTON,MANHATTAN,FULTON,BLD 01,AMR,,136,252,M013600,FEDERAL,NY005001360P,CONSOLIDATED EDISON COMPANY OF NY,5993319,2017-06,2017-05-31T00:00:00.000,2017-06-29T00:00:00.000,29,24012,N,0.0,SC3,Yes,0.0
WSUR (SITE A) 120 WEST 94TH STREET,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE A),BLD 03,AMR,,151,259,M015100,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,5993660,2017-06,2017-06-01T00:00:00.000,2017-06-29T00:00:00.000,28,321316,N,7.74,SC3,Yes,0.24
WISE TOWERS,MANHATTAN,WISE TOWERS,BLD 02,AMR,,127,445,M012700,MIXED FINANCE/LLC2,NY005021270P,CONSOLIDATED EDISON COMPANY OF NY,5993780,2017-06,2017-05-31T00:00:00.000,2017-06-29T00:00:00.000,29,342092,N,4.15,SC3,Yes,0.24
WISE TOWERS,MANHATTAN,WISE TOWERS,BLD 02,AMR,,127,445,M012700,MIXED FINANCE/LLC2,NY005021270P,CONSOLIDATED EDISON COMPANY OF NY,5993780,2017-06,2017-05-31T00:00:00.000,2017-06-29T00:00:00.000,29,331152,N,14608.66,SC3,Yes,843.97
GOMPERS,MANHATTAN,GOMPERS,BLD 01,AMR,,100,237,M010000,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,5993286,2017-06,2017-05-31T00:00:00.000,2017-06-29T00:00:00.000,29,22306,N,17075.34,SC3,Yes,1040.1
GOMPERS,MANHATTAN,GOMPERS,BLD 01,AMR,,100,237,M010000,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,5993286,2017-06,2017-05-31T00:00:00.000,2017-06-29T00:00:00.000,29,22444,N,37.76,SC3,Yes,2.3
THOMAS APARTMENTS,MANHATTAN,THOMAS APARTMENTS,BLD 01,AMR,,268,387,M026800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,5993492,2017-06,2017-05-31T00:00:00.000,2017-06-29T00:00:00.000,29,321244,N,12.09,SC3,Yes,0.24
THOMAS APARTMENTS,MANHATTAN,THOMAS APARTMENTS,BLD 01,AMR,,268,387,M026800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,5993492,2017-06,2017-05-31T00:00:00.000,2017-06-29T00:00:00.000,29,322062,N,3859.81,SC3,Yes,76.6
WSUR (SITE B) 74 WEST 92ND STREET,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE B),BLD 05,AMR,,173,259,M017300,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,5924679,2017-05,2017-04-28T00:00:00.000,2017-05-31T00:00:00.000,33,322105,N,9197.62,SC3,Yes,369.24
ROBBINS PLAZA,MANHATTAN,ROBBINS PLAZA,BLD 01,AMR,,218,329,M021800,FEDERAL,NY005011390P,CONSOLIDATED EDISON COMPANY OF NY,5924655,2017-05,2017-04-28T00:00:00.000,2017-05-31T00:00:00.000,33,310029,N,5714.05,SC3,Yes,232.41
ROBBINS PLAZA,MANHATTAN,ROBBINS PLAZA,BLD 01,AMR,,218,329,M021800,FEDERAL,NY005011390P,CONSOLIDATED EDISON COMPANY OF NY,5924655,2017-05,2017-04-28T00:00:00.000,2017-05-31T00:00:00.000,33,321143,N,5476.55,SC3,Yes,222.75
DE HOSTOS APARTMENTS,MANHATTAN,DE HOSTOS APARTMENTS,BLD 01,AMR,,155,265,M015500,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,5924664,2017-05,2017-04-28T00:00:00.000,2017-05-31T00:00:00.000,33,321021,N,13926.65,SC3,Yes,670.28
DE HOSTOS APARTMENTS,MANHATTAN,DE HOSTOS APARTMENTS,BLD 01,AMR,,155,265,M015500,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,5924664,2017-05,2017-04-28T00:00:00.000,2017-05-31T00:00:00.000,33,341004,N,0.0,SC3,Yes,0.0
THOMAS APARTMENTS,MANHATTAN,THOMAS APARTMENTS,BLD 01,AMR,,268,387,M026800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,5924688,2017-05,2017-04-28T00:00:00.000,2017-05-31T00:00:00.000,33,321244,N,1736.58,SC3,Yes,54.08
CAMPOS PLAZA II,MANHATTAN,CAMPOS PLAZA I/CAMPOS PLAZA II,CAMPOS PLAZA I BLD 02,AMR,CAMPOS PLAZA II ALL,286,593,M028600,FEDERAL,NY005012570P,CONSOLIDATED EDISON COMPANY OF NY,5924698,2017-05,2017-04-28T00:00:00.000,2017-05-31T00:00:00.000,33,22440-593,N,8196.39,SC3,Yes,414.54
CAMPOS PLAZA II,MANHATTAN,CAMPOS PLAZA I/CAMPOS PLAZA II,CAMPOS PLAZA I BLD 02,AMR,CAMPOS PLAZA II ALL,286,593,M028600,FEDERAL,NY005012570P,CONSOLIDATED EDISON COMPANY OF NY,5924698,2017-05,2017-04-28T00:00:00.000,2017-05-31T00:00:00.000,33,23358-593,N,0.0,SC3,Yes,0.0
SEWARD PARK EXTENSION,MANHATTAN,SEWARD PARK EXTENSION,BLD 01,AMR,,192,312,M019200,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,5924706,2017-05,2017-04-28T00:00:00.000,2017-05-31T00:00:00.000,33,321269,N,11283.18,SC3,Yes,549.3
AMSTERDAM ADDITION,MANHATTAN,AMSTERDAM ADDITION,BLD 01,AMR,,187,453,M018700,MIXED FINANCE/LLC1,NY005021870P,CONSOLIDATED EDISON COMPANY OF NY,5924676,2017-05,2017-04-28T00:00:00.000,2017-05-31T00:00:00.000,33,331008,N,2.71,SC3,Yes,0.12
CAMPOS PLAZA I,MANHATTAN,CAMPOS PLAZA I/CAMPOS PLAZA II,CAMPOS PLAZA I BLD 02,AMR,CAMPOS PLAZA I ALL,257,544,M025700,SECTION 8,NY005012570P,CONSOLIDATED EDISON COMPANY OF NY,5924698,2017-05,2017-04-28T00:00:00.000,2017-05-31T00:00:00.000,33,23358-544,N,0.0,SC3,Yes,0.0
AMSTERDAM ADDITION,MANHATTAN,AMSTERDAM ADDITION,BLD 01,AMR,,187,453,M018700,MIXED FINANCE/LLC1,NY005021870P,CONSOLIDATED EDISON COMPANY OF NY,5924676,2017-05,2017-04-28T00:00:00.000,2017-05-31T00:00:00.000,33,321030,N,11550.39,SC3,Yes,511.73
SEWARD PARK EXTENSION,MANHATTAN,SEWARD PARK EXTENSION,BLD 01,AMR,,192,312,M019200,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,5924706,2017-05,2017-04-28T00:00:00.000,2017-05-31T00:00:00.000,33,332130,N,2986.67,SC3,Yes,145.4
WSUR (BROWNSTONES),MANHATTAN,WEST SIDE URBAN RENEWAL (BROWNSTONES),BLD 22,AMR,,178,279,M017800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,5924703,2017-05,2017-04-28T00:00:00.000,2017-05-31T00:00:00.000,33,311067,N,4404.4,SC3,Yes,81.0
CAMPOS PLAZA I,MANHATTAN,CAMPOS PLAZA I/CAMPOS PLAZA II,CAMPOS PLAZA I BLD 02,AMR,CAMPOS PLAZA I ALL,257,544,M025700,SECTION 8,NY005012570P,CONSOLIDATED EDISON COMPANY OF NY,5924698,2017-05,2017-04-28T00:00:00.000,2017-05-31T00:00:00.000,33,22440-544,N,7386.12,SC3,Yes,373.56
344 EAST 28TH STREET,MANHATTAN,EAST 028TH STREET,BLD 01,AMR,,185,452,M018500,MIXED FINANCE/LLC2,NY005021850P,CONSOLIDATED EDISON COMPANY OF NY,5924671,2017-05,2017-04-28T00:00:00.000,2017-05-31T00:00:00.000,33,331161,N,3577.64,SC4,Yes,143.39
WSUR (SITE C) 589 AMSTERDAM AVENUE,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE C),BLD 01,AMR,,174,259,M017400,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,5924647,2017-05,2017-04-28T00:00:00.000,2017-05-31T00:00:00.000,33,331154,N,2230.05,SC3,Yes,89.74
WSUR (SITE C) 589 AMSTERDAM AVENUE,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE C),BLD 01,AMR,,174,259,M017400,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,5924647,2017-05,2017-04-28T00:00:00.000,2017-05-31T00:00:00.000,33,321318,N,8637.4,SC3,Yes,347.58
THOMAS APARTMENTS,MANHATTAN,THOMAS APARTMENTS,BLD 01,AMR,,268,387,M026800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,5924688,2017-05,2017-04-28T00:00:00.000,2017-05-31T00:00:00.000,33,322062,N,5021.55,SC3,Yes,156.38
WSUR (BROWNSTONES),MANHATTAN,WEST SIDE URBAN RENEWAL (BROWNSTONES),BLD 22,AMR,,178,279,M017800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,5924703,2017-05,2017-04-28T00:00:00.000,2017-05-31T00:00:00.000,33,322037,N,13.05,SC3,Yes,0.24
344 EAST 28TH STREET,MANHATTAN,EAST 028TH STREET,BLD 01,AMR,,185,452,M018500,MIXED FINANCE/LLC2,NY005021850P,CONSOLIDATED EDISON COMPANY OF NY,5924671,2017-05,2017-04-28T00:00:00.000,2017-05-31T00:00:00.000,33,321290,N,7173.75,SC4,Yes,287.52
FULTON,MANHATTAN,FULTON,BLD 01,AMR,,136,252,M013600,FEDERAL,NY005001360P,CONSOLIDATED EDISON COMPANY OF NY,5925377,2017-05,2017-04-28T00:00:00.000,2017-05-31T00:00:00.000,33,23318,N,58545.06,SC3,Yes,3882.0
FULTON,MANHATTAN,FULTON,BLD 01,AMR,,136,252,M013600,FEDERAL,NY005001360P,CONSOLIDATED EDISON COMPANY OF NY,5925377,2017-05,2017-04-28T00:00:00.000,2017-05-31T00:00:00.000,33,24012,N,7631.07,SC3,Yes,506.0
WSUR (SITE B) 74 WEST 92ND STREET,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE B),BLD 05,AMR,,173,259,M017300,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,5924679,2017-05,2017-04-28T00:00:00.000,2017-05-31T00:00:00.000,33,331087,N,1600.44,SC3,Yes,64.25
STRAUS,MANHATTAN,STRAUS,BLD 01,AMR,,153,263,M015300,FEDERAL,NY005011530P,CONSOLIDATED EDISON COMPANY OF NY,5924693,2017-05,2017-04-28T00:00:00.000,2017-05-31T00:00:00.000,33,321108,N,14977.9,SC3,Yes,745.08
WSUR (SITE A) 120 WEST 94TH STREET,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE A),BLD 03,AMR,,151,259,M015100,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,5924683,2017-05,2017-04-28T00:00:00.000,2017-05-31T00:00:00.000,33,322112,N,6923.78,SC3,Yes,220.04
WSUR (BROWNSTONES),MANHATTAN,WEST SIDE URBAN RENEWAL (BROWNSTONES),BLD 19,AMR,,178,279,M017800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,5924628,2017-05,2017-04-29T00:00:00.000,2017-05-31T00:00:00.000,32,321022,N,1184.3,SC3,Yes,41.76
GOMPERS,MANHATTAN,GOMPERS,BLD 01,AMR,,100,237,M010000,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,5924668,2017-05,2017-04-28T00:00:00.000,2017-05-31T00:00:00.000,33,22444,N,61.95,SC3,Yes,3.6
GOMPERS,MANHATTAN,GOMPERS,BLD 01,AMR,,100,237,M010000,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,5924668,2017-05,2017-04-28T00:00:00.000,2017-05-31T00:00:00.000,33,22306,N,24518.05,SC3,Yes,1424.7
WISE TOWERS,MANHATTAN,WISE TOWERS,BLD 02,AMR,,127,445,M012700,MIXED FINANCE/LLC2,NY005021270P,CONSOLIDATED EDISON COMPANY OF NY,5924618,2017-05,2017-04-28T00:00:00.000,2017-05-31T00:00:00.000,33,342092,N,3077.66,SC3,Yes,183.66
WISE TOWERS,MANHATTAN,WISE TOWERS,BLD 02,AMR,,127,445,M012700,MIXED FINANCE/LLC2,NY005021270P,CONSOLIDATED EDISON COMPANY OF NY,5924618,2017-05,2017-04-28T00:00:00.000,2017-05-31T00:00:00.000,33,331152,N,24858.19,SC3,Yes,1483.42
STRAUS,MANHATTAN,STRAUS,BLD 01,AMR,,153,263,M015300,FEDERAL,NY005011530P,CONSOLIDATED EDISON COMPANY OF NY,5924693,2017-05,2017-04-28T00:00:00.000,2017-05-31T00:00:00.000,33,332091,N,0.0,SC3,Yes,0.0
