development_name,borough,account_name,location,meter_amr,meter_scope,tds,edp,rc_code,funding_source,amp,vendor_name,umis_bill_id,revenue_month,service_start_date,service_end_date,days,meter_number,estimated,current_charges,rate_class,bill_analyzed,consumption_mlbs
WSUR (SITE A) 120 WEST 94TH STREET,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE A),BLD 03,AMR,,151,259,M015100,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6291997,2017-10,2017-09-28T00:00:00.000,2017-10-27T00:00:00.000,29,322112,N,4977.99,SC3,Yes,154.65
CAMPOS PLAZA I,MANHATTAN,CAMPOS PLAZA I/CAMPOS PLAZA II,CAMPOS PLAZA I BLD 02,AMR,CAMPOS PLAZA I ALL,257,544,M025700,SECTION 8,NY005012570P,CONSOLIDATED EDISON COMPANY OF NY,6292001,2017-10,2017-09-28T00:00:00.000,2017-10-27T00:00:00.000,29,23358-544,N,0.0,SC3,Yes,0.0
344 EAST 28TH STREET,MANHATTAN,EAST 028TH STREET,BLD 01,AMR,,185,452,M018500,MIXED FINANCE/LLC2,NY005021850P,CONSOLIDATED EDISON COMPANY OF NY,6216223,2017-09,2017-08-29T00:00:00.000,2017-09-28T00:00:00.000,30,331161,N,68.51,SC4,Yes,2.46
SEWARD PARK EXTENSION,MANHATTAN,SEWARD PARK EXTENSION,BLD 01,AMR,,192,312,M019200,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,6216271,2017-09,2017-08-29T00:00:00.000,2017-09-28T00:00:00.000,30,332130,N,0.0,SC3,Yes,0.0
344 EAST 28TH STREET,MANHATTAN,EAST 028TH STREET,BLD 01,AMR,,185,452,M018500,MIXED FINANCE/LLC2,NY005021850P,CONSOLIDATED EDISON COMPANY OF NY,6216223,2017-09,2017-08-29T00:00:00.000,2017-09-28T00:00:00.000,30,321290,N,6014.9,SC4,Yes,215.99
AMSTERDAM ADDITION,MANHATTAN,AMSTERDAM ADDITION,BLD 01,AMR,,187,453,M018700,MIXED FINANCE/LLC1,NY005021870P,CONSOLIDATED EDISON COMPANY OF NY,6215975,2017-09,2017-08-29T00:00:00.000,2017-09-28T00:00:00.000,30,331058,N,0.0,SC3,Yes,0.0
WSUR (BROWNSTONES),MANHATTAN,WEST SIDE URBAN RENEWAL (BROWNSTONES),BLD 22,AMR,,178,279,M017800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6216166,2017-09,2017-08-29T00:00:00.000,2017-09-28T00:00:00.000,30,311067,N,3625.55,SC3,Yes,60.78
SEWARD PARK EXTENSION,MANHATTAN,SEWARD PARK EXTENSION,BLD 01,AMR,,192,312,M019200,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,6216271,2017-09,2017-08-29T00:00:00.000,2017-09-28T00:00:00.000,30,321269,N,7329.59,SC3,Yes,335.4
WSUR (SITE C) 589 AMSTERDAM AVENUE,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE C),BLD 01,AMR,,174,259,M017400,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6216648,2017-09,2017-08-30T00:00:00.000,2017-09-28T00:00:00.000,29,321318,N,7139.54,SC3,Yes,286.2
WSUR (SITE C) 589 AMSTERDAM AVENUE,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE C),BLD 01,AMR,,174,259,M017400,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6216648,2017-09,2017-08-30T00:00:00.000,2017-09-28T00:00:00.000,29,331154,N,0.0,SC3,Yes,0.0
WSUR (BROWNSTONES),MANHATTAN,WEST SIDE URBAN RENEWAL (BROWNSTONES),BLD 19,AMR,,178,279,M017800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6216410,2017-09,2017-08-29T00:00:00.000,2017-09-28T00:00:00.000,30,321022,N,99.99,SC3,Yes,3.71
WSUR (BROWNSTONES),MANHATTAN,WEST SIDE URBAN RENEWAL (BROWNSTONES),BLD 19,AMR,,178,279,M017800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6216410,2017-09,2017-08-29T00:00:00.000,2017-09-28T00:00:00.000,30,322040,N,6252.49,SC3,Yes,232.0
AMSTERDAM ADDITION,MANHATTAN,AMSTERDAM ADDITION,BLD 01,AMR,,187,453,M018700,MIXED FINANCE/LLC1,NY005021870P,CONSOLIDATED EDISON COMPANY OF NY,6215975,2017-09,2017-08-29T00:00:00.000,2017-09-28T00:00:00.000,30,321136,N,5623.74,SC3,Yes,224.49
STRAUS,MANHATTAN,STRAUS,BLD 01,AMR,,153,263,M015300,FEDERAL,NY005011530P,CONSOLIDATED EDISON COMPANY OF NY,6216231,2017-09,2017-08-29T00:00:00.000,2017-09-28T00:00:00.000,30,321108,N,8753.82,SC3,Yes,428.0
STRAUS,MANHATTAN,STRAUS,BLD 01,AMR,,153,263,M015300,FEDERAL,NY005011530P,CONSOLIDATED EDISON COMPANY OF NY,6216231,2017-09,2017-08-29T00:00:00.000,2017-09-28T00:00:00.000,30,332091,N,0.0,SC3,Yes,0.0
WSUR (BROWNSTONES),MANHATTAN,WEST SIDE URBAN RENEWAL (BROWNSTONES),BLD 22,AMR,,178,279,M017800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6216166,2017-09,2017-08-29T00:00:00.000,2017-09-28T00:00:00.000,30,322037,N,0.0,SC3,Yes,0.0
FULTON,MANHATTAN,FULTON,BLD 01,AMR,,136,252,M013600,FEDERAL,NY005001360P,CONSOLIDATED EDISON COMPANY OF NY,6216313,2017-09,2017-08-29T00:00:00.000,2017-09-28T00:00:00.000,30,23318,N,32075.56,SC3,Yes,2428.0
FULTON,MANHATTAN,FULTON,BLD 01,AMR,,136,252,M013600,FEDERAL,NY005001360P,CONSOLIDATED EDISON COMPANY OF NY,6216313,2017-09,2017-08-29T00:00:00.000,2017-09-28T00:00:00.000,30,24012,N,105.69,SC3,Yes,8.0
WSUR (SITE A) 120 WEST 94TH STREET,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE A),BLD 03,AMR,,151,259,M015100,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6216153,2017-09,2017-08-29T00:00:00.000,2017-09-28T00:00:00.000,30,321316,N,0.0,SC3,Yes,0.0
WSUR (SITE A) 120 WEST 94TH STREET,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE A),BLD 03,AMR,,151,259,M015100,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6216153,2017-09,2017-08-29T00:00:00.000,2017-09-28T00:00:00.000,30,322112,N,5153.24,SC3,Yes,158.78
GOMPERS,MANHATTAN,GOMPERS,BLD 01,AMR,,100,237,M010000,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,6216257,2017-09,2017-08-29T00:00:00.000,2017-09-28T00:00:00.000,30,22444,N,121.11,SC3,Yes,7.9
WISE TOWERS,MANHATTAN,WISE TOWERS,BLD 02,AMR,,127,445,M012700,MIXED FINANCE/LLC2,NY005021270P,CONSOLIDATED EDISON COMPANY OF NY,6210054,2017-09,2017-08-29T00:00:00.000,2017-09-28T00:00:00.000,30,342056,N,0.0,SC3,Yes,0.0
THOMAS APARTMENTS,MANHATTAN,THOMAS APARTMENTS,BLD 01,AMR,,268,387,M026800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6216263,2017-09,2017-08-29T00:00:00.000,2017-09-28T00:00:00.000,30,322062,N,3639.61,SC3,Yes,62.34
WISE TOWERS,MANHATTAN,WISE TOWERS,BLD 02,AMR,,127,445,M012700,MIXED FINANCE/LLC2,NY005021270P,CONSOLIDATED EDISON COMPANY OF NY,6210054,2017-09,2017-08-29T00:00:00.000,2017-09-28T00:00:00.000,30,331153,N,14297.67,SC3,Yes,884.81
GOMPERS,MANHATTAN,GOMPERS,BLD 01,AMR,,100,237,M010000,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,6216257,2017-09,2017-08-29T00:00:00.000,2017-09-28T00:00:00.000,30,22306,N,16400.38,SC3,Yes,1069.8
CAMPOS PLAZA I,MANHATTAN,CAMPOS PLAZA I/CAMPOS PLAZA II,CAMPOS PLAZA I BLD 02,AMR,CAMPOS PLAZA I ALL,257,544,M025700,SECTION 8,NY005012570P,CONSOLIDATED EDISON COMPANY OF NY,6216288,2017-09,2017-08-29T00:00:00.000,2017-09-28T00:00:00.000,30,23358-544,N,0.0,SC3,Yes,0.0
WSUR (SITE B) 74 WEST 92ND STREET,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE B),BLD 05,AMR,,173,259,M017300,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6216305,2017-09,2017-08-30T00:00:00.000,2017-09-28T00:00:00.000,29,331087,N,0.0,SC3,Yes,0.0
CAMPOS PLAZA II,MANHATTAN,CAMPOS PLAZA I/CAMPOS PLAZA II,CAMPOS PLAZA I BLD 02,AMR,CAMPOS PLAZA II ALL,286,593,M028600,FEDERAL,NY005012570P,CONSOLIDATED EDISON COMPANY OF NY,6216288,2017-09,2017-08-29T00:00:00.000,2017-09-28T00:00:00.000,30,22440-593,N,4661.15,SC3,Yes,228.81
CAMPOS PLAZA II,MANHATTAN,CAMPOS PLAZA I/CAMPOS PLAZA II,CAMPOS PLAZA I BLD 02,AMR,CAMPOS PLAZA II ALL,286,593,M028600,FEDERAL,NY005012570P,CONSOLIDATED EDISON COMPANY OF NY,6216288,2017-09,2017-08-29T00:00:00.000,2017-09-28T00:00:00.000,30,23358-593,N,0.0,SC3,Yes,0.0
DE HOSTOS APARTMENTS,MANHATTAN,DE HOSTOS APARTMENTS,BLD 01,AMR,,155,265,M015500,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6216249,2017-09,2017-08-29T00:00:00.000,2017-09-28T00:00:00.000,30,321021,N,8685.53,SC3,Yes,423.56
DE HOSTOS APARTMENTS,MANHATTAN,DE HOSTOS APARTMENTS,BLD 01,AMR,,155,265,M015500,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6216249,2017-09,2017-08-29T00:00:00.000,2017-09-28T00:00:00.000,30,341004,N,0.0,SC3,Yes,0.0
CAMPOS PLAZA I,MANHATTAN,CAMPOS PLAZA I/CAMPOS PLAZA II,CAMPOS PLAZA I BLD 02,AMR,CAMPOS PLAZA I ALL,257,544,M025700,SECTION 8,NY005012570P,CONSOLIDATED EDISON COMPANY OF NY,6216288,2017-09,2017-08-29T00:00:00.000,2017-09-28T00:00:00.000,30,22440-544,N,4200.34,SC3,Yes,206.19
ROBBINS PLAZA,MANHATTAN,ROBBINS PLAZA,BLD 01,AMR,,218,329,M021800,FEDERAL,NY005011390P,CONSOLIDATED EDISON COMPANY OF NY,6216243,2017-09,2017-08-30T00:00:00.000,2017-09-28T00:00:00.000,29,310029,N,4936.56,SC3,Yes,144.88
ROBBINS PLAZA,MANHATTAN,ROBBINS PLAZA,BLD 01,AMR,,218,329,M021800,FEDERAL,NY005011390P,CONSOLIDATED EDISON COMPANY OF NY,6216243,2017-09,2017-08-30T00:00:00.000,2017-09-28T00:00:00.000,29,321143,N,0.0,SC3,Yes,0.0
THOMAS APARTMENTS,MANHATTAN,THOMAS APARTMENTS,BLD 01,AMR,,268,387,M026800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6216263,2017-09,2017-08-29T00:00:00.000,2017-09-28T00:00:00.000,30,321244,N,14.01,SC3,Yes,0.24
WSUR (SITE B) 74 WEST 92ND STREET,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE B),BLD 05,AMR,,173,259,M017300,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6216305,2017-09,2017-08-30T00:00:00.000,2017-09-28T00:00:00.000,29,322105,N,6869.08,SC3,Yes,268.85
344 EAST 28TH STREET,MANHATTAN,EAST 028TH STREET,BLD 01,AMR,,185,452,M018500,MIXED FINANCE/LLC2,NY005021850P,CONSOLIDATED EDISON COMPANY OF NY,6151515,2017-08,2017-07-31T00:00:00.000,2017-08-29T00:00:00.000,29,331161,N,57.0,SC4,Yes,1.72
WSUR (BROWNSTONES),MANHATTAN,WEST SIDE URBAN RENEWAL (BROWNSTONES),BLD 22,AMR,,178,279,M017800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6151527,2017-08,2017-07-31T00:00:00.000,2017-08-29T00:00:00.000,29,322037,N,0.0,SC3,Yes,0.0
SEWARD PARK EXTENSION,MANHATTAN,SEWARD PARK EXTENSION,BLD 01,AMR,,192,312,M019200,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,6151459,2017-08,2017-07-31T00:00:00.000,2017-08-29T00:00:00.000,29,332130,N,0.0,SC3,Yes,0.0
WSUR (SITE C) 589 AMSTERDAM AVENUE,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE C),BLD 01,AMR,,174,259,M017400,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6151450,2017-08,2017-07-31T00:00:00.000,2017-08-29T00:00:00.000,29,331154,N,0.0,SC3,Yes,0.0
AMSTERDAM ADDITION,MANHATTAN,AMSTERDAM ADDITION,BLD 01,AMR,,187,453,M018700,MIXED FINANCE/LLC1,NY005021870P,CONSOLIDATED EDISON COMPANY OF NY,6151532,2017-08,2017-07-31T00:00:00.000,2017-08-29T00:00:00.000,29,331008,N,0.0,SC3,Yes,0.0
AMSTERDAM ADDITION,MANHATTAN,AMSTERDAM ADDITION,BLD 01,AMR,,187,453,M018700,MIXED FINANCE/LLC1,NY005021870P,CONSOLIDATED EDISON COMPANY OF NY,6151532,2017-08,2017-07-31T00:00:00.000,2017-08-29T00:00:00.000,29,321030,N,5556.28,SC3,Yes,216.38
WSUR (SITE C) 589 AMSTERDAM AVENUE,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE C),BLD 01,AMR,,174,259,M017400,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6151450,2017-08,2017-07-31T00:00:00.000,2017-08-29T00:00:00.000,29,321318,N,6992.54,SC3,Yes,272.04
WSUR (SITE B) 74 WEST 92ND STREET,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE B),BLD 05,AMR,,173,259,M017300,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6151503,2017-08,2017-07-31T00:00:00.000,2017-08-29T00:00:00.000,29,322105,N,6612.66,SC3,Yes,248.88
CAMPOS PLAZA I,MANHATTAN,CAMPOS PLAZA I/CAMPOS PLAZA II,CAMPOS PLAZA I BLD 02,AMR,CAMPOS PLAZA I ALL,257,544,M025700,SECTION 8,NY005012570P,CONSOLIDATED EDISON COMPANY OF NY,6151499,2017-08,2017-07-31T00:00:00.000,2017-08-29T00:00:00.000,29,22440-544,N,4069.17,SC3,Yes,192.4
WSUR (BROWNSTONES),MANHATTAN,WEST SIDE URBAN RENEWAL (BROWNSTONES),BLD 22,AMR,,178,279,M017800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6151527,2017-08,2017-07-31T00:00:00.000,2017-08-29T00:00:00.000,29,311067,N,3439.65,SC3,Yes,52.56
344 EAST 28TH STREET,MANHATTAN,EAST 028TH STREET,BLD 01,AMR,,185,452,M018500,MIXED FINANCE/LLC2,NY005021850P,CONSOLIDATED EDISON COMPANY OF NY,6151515,2017-08,2017-07-31T00:00:00.000,2017-08-29T00:00:00.000,29,321290,N,5004.18,SC4,Yes,151.01
SEWARD PARK EXTENSION,MANHATTAN,SEWARD PARK EXTENSION,BLD 01,AMR,,192,312,M019200,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,6151459,2017-08,2017-07-31T00:00:00.000,2017-08-29T00:00:00.000,29,321269,N,7805.35,SC3,Yes,326.4
WSUR (BROWNSTONES),MANHATTAN,WEST SIDE URBAN RENEWAL (BROWNSTONES),BLD 19,AMR,,178,279,M017800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6151538,2017-08,2017-07-31T00:00:00.000,2017-08-29T00:00:00.000,29,321022,N,104.48,SC3,Yes,3.6
STRAUS,MANHATTAN,STRAUS,BLD 01,AMR,,153,263,M015300,FEDERAL,NY005011530P,CONSOLIDATED EDISON COMPANY OF NY,6151541,2017-08,2017-07-31T00:00:00.000,2017-08-29T00:00:00.000,29,321108,N,8495.08,SC3,Yes,400.29
STRAUS,MANHATTAN,STRAUS,BLD 01,AMR,,153,263,M015300,FEDERAL,NY005011530P,CONSOLIDATED EDISON COMPANY OF NY,6151541,2017-08,2017-07-31T00:00:00.000,2017-08-29T00:00:00.000,29,332091,N,0.0,SC3,Yes,0.0
FULTON,MANHATTAN,FULTON,BLD 01,AMR,,136,252,M013600,FEDERAL,NY005001360P,CONSOLIDATED EDISON COMPANY OF NY,6151545,2017-08,2017-07-31T00:00:00.000,2017-08-29T00:00:00.000,29,24012,N,0.0,SC3,Yes,0.0
CAMPOS PLAZA I,MANHATTAN,CAMPOS PLAZA I/CAMPOS PLAZA II,CAMPOS PLAZA I BLD 02,AMR,CAMPOS PLAZA I ALL,257,544,M025700,SECTION 8,NY005012570P,CONSOLIDATED EDISON COMPANY OF NY,6151499,2017-08,2017-07-31T00:00:00.000,2017-08-29T00:00:00.000,29,23358-544,N,0.0,SC3,Yes,0.0
FULTON,MANHATTAN,FULTON,BLD 01,AMR,,136,252,M013600,FEDERAL,NY005001360P,CONSOLIDATED EDISON COMPANY OF NY,6151545,2017-08,2017-07-31T00:00:00.000,2017-08-29T00:00:00.000,29,23318,N,31199.69,SC3,Yes,2246.0
WSUR (BROWNSTONES),MANHATTAN,WEST SIDE URBAN RENEWAL (BROWNSTONES),BLD 19,AMR,,178,279,M017800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6151538,2017-08,2017-07-31T00:00:00.000,2017-08-29T00:00:00.000,29,322040,N,5749.73,SC3,Yes,198.12
WSUR (SITE B) 74 WEST 92ND STREET,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE B),BLD 05,AMR,,173,259,M017300,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6151503,2017-08,2017-07-31T00:00:00.000,2017-08-29T00:00:00.000,29,331087,N,12.75,SC3,Yes,0.48
WSUR (SITE A) 120 WEST 94TH STREET,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE A),BLD 03,AMR,,151,259,M015100,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6151521,2017-08,2017-07-31T00:00:00.000,2017-08-29T00:00:00.000,29,321316,N,13.04,SC3,Yes,0.36
WSUR (SITE A) 120 WEST 94TH STREET,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE A),BLD 03,AMR,,151,259,M015100,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6151521,2017-08,2017-07-31T00:00:00.000,2017-08-29T00:00:00.000,29,322112,N,4667.89,SC3,Yes,128.88
WISE TOWERS,MANHATTAN,WISE TOWERS,BLD 02,AMR,,127,445,M012700,MIXED FINANCE/LLC2,NY005021270P,CONSOLIDATED EDISON COMPANY OF NY,6151512,2017-08,2017-07-31T00:00:00.000,2017-08-29T00:00:00.000,29,342056,N,7.88,SC3,Yes,0.48
GOMPERS,MANHATTAN,GOMPERS,BLD 01,AMR,,100,237,M010000,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,6151466,2017-08,2017-07-31T00:00:00.000,2017-08-29T00:00:00.000,29,22306,N,14946.42,SC3,Yes,906.0
GOMPERS,MANHATTAN,GOMPERS,BLD 01,AMR,,100,237,M010000,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,6151466,2017-08,2017-07-31T00:00:00.000,2017-08-29T00:00:00.000,29,22444,N,6.6,SC3,Yes,0.4
ROBBINS PLAZA,MANHATTAN,ROBBINS PLAZA,BLD 01,AMR,,218,329,M021800,FEDERAL,NY005011390P,CONSOLIDATED EDISON COMPANY OF NY,6151476,2017-08,2017-07-31T00:00:00.000,2017-08-29T00:00:00.000,29,321143,N,0.0,SC3,Yes,0.0
THOMAS APARTMENTS,MANHATTAN,THOMAS APARTMENTS,BLD 01,AMR,,268,387,M026800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6151508,2017-08,2017-07-31T00:00:00.000,2017-08-29T00:00:00.000,29,321244,N,329.34,SC3,Yes,6.84
ROBBINS PLAZA,MANHATTAN,ROBBINS PLAZA,BLD 01,AMR,,218,329,M021800,FEDERAL,NY005011390P,CONSOLIDATED EDISON COMPANY OF NY,6151476,2017-08,2017-07-31T00:00:00.000,2017-08-29T00:00:00.000,29,310029,N,4969.39,SC3,Yes,147.06
THOMAS APARTMENTS,MANHATTAN,THOMAS APARTMENTS,BLD 01,AMR,,268,387,M026800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6151508,2017-08,2017-07-31T00:00:00.000,2017-08-29T00:00:00.000,29,322062,N,3570.7,SC3,Yes,74.16
DE HOSTOS APARTMENTS,MANHATTAN,DE HOSTOS APARTMENTS,BLD 01,AMR,,155,265,M015500,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6151491,2017-08,2017-07-31T00:00:00.000,2017-08-29T00:00:00.000,29,321021,N,8264.71,SC3,Yes,386.28
CAMPOS PLAZA II,MANHATTAN,CAMPOS PLAZA I/CAMPOS PLAZA II,CAMPOS PLAZA I BLD 02,AMR,CAMPOS PLAZA II ALL,286,593,M028600,FEDERAL,NY005012570P,CONSOLIDATED EDISON COMPANY OF NY,6151499,2017-08,2017-07-31T00:00:00.000,2017-08-29T00:00:00.000,29,22440-593,N,4515.56,SC3,Yes,213.5
WISE TOWERS,MANHATTAN,WISE TOWERS,BLD 02,AMR,,127,445,M012700,MIXED FINANCE/LLC2,NY005021270P,CONSOLIDATED EDISON COMPANY OF NY,6151512,2017-08,2017-07-31T00:00:00.000,2017-08-29T00:00:00.000,29,331153,N,15130.94,SC3,Yes,921.24
CAMPOS PLAZA II,MANHATTAN,CAMPOS PLAZA I/CAMPOS PLAZA II,CAMPOS PLAZA I BLD 02,AMR,CAMPOS PLAZA II ALL,286,593,M028600,FEDERAL,NY005012570P,CONSOLIDATED EDISON COMPANY OF NY,6151499,2017-08,2017-07-31T00:00:00.000,2017-08-29T00:00:00.000,29,23358-593,N,0.0,SC3,Yes,0.0
DE HOSTOS APARTMENTS,MANHATTAN,DE HOSTOS APARTMENTS,BLD 01,AMR,,155,265,M015500,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6151491,2017-08,2017-07-31T00:00:00.000,2017-08-29T00:00:00.000,29,341004,N,25.67,SC3,Yes,1.2
WSUR (SITE B) 74 WEST 92ND STREET,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE B),BLD 05,AMR,,173,259,M017300,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6057600,2017-07,2017-06-29T00:00:00.000,2017-07-31T00:00:00.000,32,322105,N,7824.95,SC3,Yes,297.07
CAMPOS PLAZA II,MANHATTAN,CAMPOS PLAZA I/CAMPOS PLAZA II,CAMPOS PLAZA I BLD 02,AMR,CAMPOS PLAZA II ALL,286,593,M028600,FEDERAL,NY005012570P,CONSOLIDATED EDISON COMPANY OF NY,6057554,2017-07,2017-06-29T00:00:00.000,2017-07-31T00:00:00.000,32,22440-593,N,5478.44,SC3,Yes,257.95
CAMPOS PLAZA II,MANHATTAN,CAMPOS PLAZA I/CAMPOS PLAZA II,CAMPOS PLAZA I BLD 02,AMR,CAMPOS PLAZA II ALL,286,593,M028600,FEDERAL,NY005012570P,CONSOLIDATED EDISON COMPANY OF NY,6057554,2017-07,2017-06-29T00:00:00.000,2017-07-31T00:00:00.000,32,23358-593,N,0.0,SC3,Yes,0.0
WSUR (SITE B) 74 WEST 92ND STREET,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE B),BLD 05,AMR,,173,259,M017300,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6057600,2017-07,2017-06-29T00:00:00.000,2017-07-31T00:00:00.000,32,331087,N,0.0,SC3,Yes,0.0
SEWARD PARK EXTENSION,MANHATTAN,SEWARD PARK EXTENSION,BLD 01,AMR,,192,312,M019200,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,6057594,2017-07,2017-06-29T00:00:00.000,2017-07-31T00:00:00.000,32,321269,N,8819.76,SC3,Yes,366.9
CAMPOS PLAZA I,MANHATTAN,CAMPOS PLAZA I/CAMPOS PLAZA II,CAMPOS PLAZA I BLD 02,AMR,CAMPOS PLAZA I ALL,257,544,M025700,SECTION 8,NY005012570P,CONSOLIDATED EDISON COMPANY OF NY,6057554,2017-07,2017-06-29T00:00:00.000,2017-07-31T00:00:00.000,32,22440-544,N,4936.83,SC3,Yes,232.45
AMSTERDAM ADDITION,MANHATTAN,AMSTERDAM ADDITION,BLD 01,AMR,,187,453,M018700,MIXED FINANCE/LLC1,NY005021870P,CONSOLIDATED EDISON COMPANY OF NY,6057578,2017-07,2017-06-29T00:00:00.000,2017-07-31T00:00:00.000,32,331008,N,0.0,SC3,Yes,0.0
SEWARD PARK EXTENSION,MANHATTAN,SEWARD PARK EXTENSION,BLD 01,AMR,,192,312,M019200,FEDERAL,NY005011000P,CONSOLIDATED EDISON COMPANY OF NY,6057594,2017-07,2017-06-29T00:00:00.000,2017-07-31T00:00:00.000,32,332130,N,2.4,SC3,Yes,0.1
CAMPOS PLAZA I,MANHATTAN,CAMPOS PLAZA I/CAMPOS PLAZA II,CAMPOS PLAZA I BLD 02,AMR,CAMPOS PLAZA I ALL,257,544,M025700,SECTION 8,NY005012570P,CONSOLIDATED EDISON COMPANY OF NY,6057554,2017-07,2017-06-29T00:00:00.000,2017-07-31T00:00:00.000,32,23358-544,N,0.0,SC3,Yes,0.0
WSUR (BROWNSTONES),MANHATTAN,WEST SIDE URBAN RENEWAL (BROWNSTONES),BLD 22,AMR,,178,279,M017800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6057571,2017-07,2017-06-29T00:00:00.000,2017-07-31T00:00:00.000,32,311067,N,3871.46,SC3,Yes,60.68
ROBBINS PLAZA,MANHATTAN,ROBBINS PLAZA,BLD 01,AMR,,218,329,M021800,FEDERAL,NY005011390P,CONSOLIDATED EDISON COMPANY OF NY,6057560,2017-07,2017-06-29T00:00:00.000,2017-07-31T00:00:00.000,32,310029,N,6082.42,SC3,Yes,192.88
WSUR (SITE C) 589 AMSTERDAM AVENUE,MANHATTAN,WEST SIDE URBAN RENEWAL (SITE C),BLD 01,AMR,,174,259,M017400,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6054919,2017-07,2017-06-30T00:00:00.000,2017-07-31T00:00:00.000,31,331154,N,0.0,SC3,Yes,0.0
DE HOSTOS APARTMENTS,MANHATTAN,DE HOSTOS APARTMENTS,BLD 01,AMR,,155,265,M015500,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6057557,2017-07,2017-06-29T00:00:00.000,2017-07-31T00:00:00.000,32,321021,N,10298.33,SC3,Yes,483.32
WSUR (BROWNSTONES),MANHATTAN,WEST SIDE URBAN RENEWAL (BROWNSTONES),BLD 22,AMR,,178,279,M017800,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,6057571,2017-07,2017-06-29T00:00:00.000,2017-07-31T00:00:00.000,32,322037,N,0.0,SC3,Yes,0.0
