,id,building_code,dbn,location_name,location_code,address,borough,geographical_district_code,register,schools,schools_in_building,major_n,oth_n,nocrim_n,prop_n,vio_n,engroupa,rangea,avgofmajor_n,avgofoth_n,avgofnocrim_n,avgofprop_n,avgofvio_n,geocoded_column,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,building_name
836,1180,Q156,29Q156,PS 156(QUEENS),Q156,229-02 137 AVENUE,Q,29,238,2,P.S. 156 Laurelton |  Queens United Middle School |  229-02 137 AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.742884, 40.672975]}",15313,63.0,3.0,47.0,63.0,229-02 137 AVENUE CONSOLIDATED LOCATION
837,1220,Q189,25Q263,FLUSHING INTERNATIONAL HS(QN),Q263,144-80 BARCLAY AVENUE,Q,25,355,2,J.H.S. 189 Daniel Carter Beard |  Flushing International High School |  144-80 BARCLAY AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-96.09295, 29.33024]}",10997,,,,,144-80 BARCLAY AVENUE CONSOLIDATED LOCATION
838,1225,Q191,,85-15 258 STREET CONSOLIDATED LOCATION,,85-15 258 STREET,Q,26,898,2,P.S. 191 Mayflower |  P.S. Q993 |  85-15 258 STREET CONSOLIDATED LOCATION,0,0,0,0,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,"{'type': 'Point', 'coordinates': [-73.709102, 40.734191]}",15785,63.0,3.0,16.0,63.0,85-15 258 STREET CONSOLIDATED LOCATION
839,591,K824,17K489,W.E.B. DUBOIS ACADEMIC HS(BROOKLYN),K981,402 EASTERN PARKWAY,K,17,68,1,W.E.B. DUBOIS ACADEMIC HS(BROOKLYN),1,2,2,0,1,2C,1-250,0.25,0.88,1.69,0.57,0.45,"{'type': 'Point', 'coordinates': [-73.955138, 40.669887]}",13509,17.0,2.0,48.0,44.0,
840,166,K147,14K147,P.S. 147 Isaac Remsen,K147,325 BUSHWICK AVENUE,K,14,302,2,P.S. 147 Isaac Remsen |  Young Women's Leadership School of Brooklyn |  325 BUSHWICK AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.939232, 40.704801]}",17213,36.0,2.0,30.0,56.0,325 BUSHWICK AVENUE CONSOLIDATED LOCATION
841,532,K500,18K617,HS FOR INNOVATION IN ADVERTISING & MEDIA(BS),K617,1600 ROCKAWAY PARKWAY,K,18,218,4,Canarsie HS | High School for Innovation in Advertising and Medi |  High School for Medical Professions |  Urban Action Academy |  1600 ROCKAWAY PARKWAY CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.897959, 40.641223]}",13827,5.0,2.0,8.0,42.0,1600 ROCKAWAY PARKWAY CONSOLIDATED LOCATION
842,946,M480,79M565,URBAN ACADEMY LABORATORY HS(MANHATTAN),M565,317 East 67th St,M,79,116,5,Ella Baker School |  Vanguard High School |  Manhattan International High School |  Talent Unlimited High School |  Urban Academy Laboratory High School |  317 EAST  67 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-81.965207, 34.94895]}",14044,,,,,317 East 67th St CONSOLIDATED LOCATION
843,795,M136,,6 EDGECOMBE AVENUE CONSOLIDATED LOCATION,,6 EDGECOMBE AVENUE,M,5,707,4,Eagle Academy for Young Men of Harlem |  KAPPA IV |  Mott Hall High School |  Bread & Roses Integrated Arts High School |  6 EDGECOMBE AVENUE CONSOLIDATED LOCATION,2,16,18,5,10,4C,501-750,0.26,1.13,2.41,0.66,0.57,"{'type': 'Point', 'coordinates': [-73.947623, 40.817461]}",12427,18.0,4.0,36.0,20.0,6 EDGECOMBE AVENUE CONSOLIDATED LOCATION
844,680,M047,02M047,47 THE AMERICAN SIGN LANGUAGE & ENGLISH SECONDARY SCHOOL(MS),M047,223 EAST 23 STREET,M,2,133,1,47 THE AMERICAN SIGN LANGUAGE & ENGLISH SECONDARY SCHOOL(MS),0,0,3,0,0,2C,1-250,0.25,0.88,1.69,0.57,0.45,"{'type': 'Point', 'coordinates': [-82.535781, 27.498008]}",3325,,,,,
845,663,M040,02M255,MS 255 SALK SCHOOL OF SCIENCE(MS),M255,319 East 19th St,M,2,388,2,P.S. 040 Augustus Saint-Gaudens |  M.S. 255 Salk School of Science |  319 EAST 19 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-82.661532, 34.508907]}",9931,,,,,319 East 19th St CONSOLIDATED LOCATION
846,551,K580,13K605,GEORGE WESTINGHOUSE CAREER & TECHNICAL EDUCATION HS(BN),K605,105 Tech Place,K,13,635,2,GEORGE WESTINGHOUSE CAREER & TECHNICAL EDUCATION HS(BN) | CITY POLYTECHNIC HS OF ENGINEERING ARCHITECTURE & TECHNOLOGY(BN) |105 Tech Place CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.983788, 40.694821]}",16865,68.0,2.0,48.0,54.0,105 Tech Place CONSOLIDATED LOCATION
847,929,M465,,549 AUDUBON AVENUE CONSOLIDATED LOCATION,,549 AUDUBON AVENUE,M,6,1435,5,George Washington Yabc |  The College Academy |  High School for Media and Communications |  High School for Law and Public Service |  High School for Health Careers and Sciences |  549 AUDUBON AVENUE CONSOLIDATED LOCATION,4,8,29,2,10,7C,1251-1500,0.65,2.79,6.71,1.48,1.47,"{'type': 'Point', 'coordinates': [-73.927043, 40.85598]}",13098,47.0,4.0,39.0,22.0,549 AUDUBON AVENUE CONSOLIDATED LOCATION
848,376,K309,16K309,P.S. 309 The George E. Wibecan Preparatory Academy,K309,794 MONROE STREET,K,16,192,2,P.S. 309 The George E. Wibecan Preparatory Academy |Excellence Girls Charter School |794 MONROE STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-86.44529, 42.103577]}",4196,,,,,794 MONROE STREET CONSOLIDATED LOCATION
849,259,K223,20K609,Urban Assembly School for Criminal Justice,K609,4200 16th Ave,K,20,475,2,J.H.S. 223 The Montauk |  Urban Assembly School for Criminal Justice |  4200 16 AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-83.085748, 42.343103]}",15564,,,,,4200  16TH AVENUE CONSOLIDATED LOCATION
850,1142,Q117,28Q117,PS 117(QS),Q117,85-15 143 STREET,Q,28,959,1,PS 117(QS),0,3,3,3,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,"{'type': 'Point', 'coordinates': [-106.730764, 35.2534]}",6987,,,,,
851,649,M022,01M539,"NEW EXPLORATIONS INTO SCIENCE,TECHNOLOGY & MATH SCHOOL-NEST+M(MS)",M539,111 COLUMBIA ST,M,1,1602,1,"NEW EXPLORATIONS INTO SCIENCE,TECHNOLOGY & MATH SCHOOL-NEST+M(MS)",0,5,4,3,1,8C,1501-1750,0.45,2.95,7.14,1.48,1.60,"{'type': 'Point', 'coordinates': [-81.21345, 34.704132]}",10542,,,,,
852,212,K180,,5601 16 AVENUE CONSOLIDATED LOCATION,,5601 16 AVENUE,K,20,1458,2,The SEEALL Academy |  P.S. K231 |  5601 16 AVENUE CONSOLIDATED LOCATION,0,0,2,0,0,7C,1251-1500,0.65,2.79,6.71,1.48,1.47,"{'type': 'Point', 'coordinates': [-85.168805, 32.818497]}",2680,,,,,5601 16 AVENUE CONSOLIDATED LOCATION
853,546,K535,22K535,LEON M. GOLDSTEIN HS FOR THE SCIENCES(BS),K535,1830 SHORE BOULEVARD,K,22,759,1,LEON M. GOLDSTEIN HS FOR THE SCIENCES,0,0,0,0,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,"{'type': 'Point', 'coordinates': [-74.057031, 40.068291]}",28672,,,,,
854,114,K096,84K772,SUCCESS ACADEMY CHARTER SCHOOL - BENSONHURST(BS),K772,99 AVENUE P,K,21,465,2,IS 096 Seth Low|  Success Academy Charter School| 99 AVENUE P CONSOLIDTED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.984864, 40.607511]}",18183,1.0,2.0,18.0,37.0,99 AVENUE P CONSOLIDATED LOCATION
855,812,M152,06M152,PS 152(MANHATTAN),M152,93 NAGLE AVENUE,M,6,512,1,PS 152(MANHATTAN),0,0,2,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,"{'type': 'Point', 'coordinates': [-73.92798, 40.860411]}",13098,47.0,4.0,39.0,22.0,
856,1085,Q053,27Q319,VILLAGE ACADEMY(QUEENS),Q319,10-45 NAMEOKE STREET,Q,27,364,2,M.S. 053 Brian Piccolo|  VILLAGE ACADEMY|  ALC - MS 53|  10-45 NAMEOKE STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.749254, 40.604063]}",20529,51.0,3.0,47.0,59.0,10-45 NAMEOKE STREET CONSOLIDATED LOCATION
857,748,M110,01M110,PS 110 FLORENCE NIGHTINGALE(MS),M110,285 DELANCEY STREET,M,1,350,1,PS 110 FLORENCE NIGHTINGALE(MS),0,0,0,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-73.979803, 40.715612]}",11723,70.0,4.0,32.0,4.0,
858,619,K990,84K651,PAVE ACADEMY CHARTER SCHOOL(BS),K651,732 Henry Street,K,15,473,1,PAVE ACADEMY CHARTER SCHOOL(BS),0,0,0,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-81.781675, 28.052237]}",723,,,,,
859,517,K480,32K168,The Brooklyn School for Math and Research,K168,400 IRVING AVENUE,K,32,218,4,The Brooklyn School for Math and Research |  Academy for Environmental Leadership |  Bushwick School for Social Justice |  Academy of Urban Planning |  400 IRVING AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-75.218063, 39.435855]}",15214,,,,,400 IRVING AVENUE CONSOLIDATED LOCATION
860,941,M477,02M475,STUYVESANT HS(MANHATTAN),M475,345 CHAMBERS STREET,M,2,2531,1,STUYVESANT HS(MANHATTAN),0,3,11,1,0,11C,2501-3000,1.09,9.91,25.36,5.00,3.73,"{'type': 'Point', 'coordinates': [-74.014039, 40.717716]}",10368,56.0,4.0,32.0,1.0,
861,344,K291,32K291,J.H.S. 291 Roland Hayes,K291,231 PALMETTO STREET,K,32,286,3,"J.H.S. 291 Roland Hayes |  Bushwick Community High School | Math, Engineering, and Science Academy Charter Hig |  231 PALMETTO STREET CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-80.346844, 33.900142]}",12955,,,,,231 PALMETTO STREET CONSOLIDATED LOCATION
862,125,K108,19K108,PS 108(BN),K108,200 LINWOOD STREET,K,19,847,1,PS 108(BN),1,0,0,1,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,"{'type': 'Point', 'coordinates': [-70.969951, 42.475916]}",7893,,,,,
863,1154,Q130,25Q130,PS 130(QN),Q130,200-01 42 AVENUE,Q,26,353,1,PS 130(QN),0,0,0,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-99.084263, 40.716217]}",23053,,,,,
864,1017,M873,02M439,MANHATTAN VILLAGE ACADEMY(MS),M439,43 WEST 22 STREET,M,2,333,1,MANHATTAN VILLAGE ACADEMY(MS),0,0,0,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-82.431247, 34.839267]}",9923,,,,,
865,357,K296,,125 COVERT STREET CONSOLIDATED LOCATION,,125 COVERT STREET,K,32,348,2,IS 296 THE ANNA GONZALEZ COMMUNITY SCHOOL(BN)  | EVERGREEN MIDDLE SCHOOL FOR URBAN EXPLORATION(BN)  |125 COVERT STREET CONSOLIDATED LOCATION,0,4,2,2,2,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-73.909921, 40.688733]}",17214,42.0,2.0,37.0,53.0,125 COVERT STREET CONSOLIDATED LOCATION
866,754,M113,,240 WEST 113 STREET CONSOLIDATED LOCATION,,240 WEST 113 STREET,M,3,1047,3,STEM INSTITUTE OF MANHATTAN(MN)|THE OPPORTUNITY CHARTER SCHOOL(MN)|SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 4(MN)|240 WEST 113 STREET CONSOLIDATED LOCATION,1,1,1,1,1,6C,1001-1250,0.61,2.55,6.10,1.29,1.48,"{'type': 'Point', 'coordinates': [-76.502518, 38.976558]}",28576,,,,,240 WEST 113 STREET CONSOLIDATED LOCATION
867,556,K610,14K610,Automotive High School,K610,50 BEDFORD AVENUE,K,14,284,1,Automotive High School,0,5,8,2,2,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-71.77388, 42.252942]}",22806,,,,,
868,969,M520,02M282,URBAN ASSEMBLY MAKER ACADEMY(MS),M282,411 PEARL STREET,M,2,298,4,The Urban Assembly School for Emergency Management|Manhattan Early College School for Advertising|Urban Assembly Maker Academy|Murry Bergtraum High School for Business Careers|411 PEARL STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-85.52859, 42.122853]}",23907,,,,,411 PEARL STREET CONSOLIDATED LOCATION
869,462,K420,19K659,Cypress Hills Collegiate Preparatory School,K659,999 JAMAICA AVENUE,K,19,198,5,Multicultural High School |Academy of Innovative Technology |Brooklyn Lab School |Cypress Hills Collegiate Preparatory School |The Urban Assembly School for Collaborative Health |999 JAMAICA AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-80.501816, 27.783609]}",22275,,,,,999 JAMAICA AVENUE CONSOLIDATED LOCATION
870,808,M146,04M146,PS 146(MN),M146,421 EAST 106 STREET,M,4,322,1,PS 146(MN),0,2,0,1,1,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-76.605838, 39.296091]}",13645,,,,,
871,1195,Q168,25Q252,THE QUEENS SCHOOL OF INQUIRY(QUEENS),Q252,158-40 76th Road,Q,25,502,4,"I.S. 250 The Robert F. Kennedy Community Middle Sc |  Queens School of Inquiry, The |  P.S. Q255 |  JHS 168|  158-40 76 ROAD CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.809394, 40.724557]}",14508,25.0,3.0,24.0,65.0,158-40 76th Road CONSOLIDATED LOCATION
872,823,M158,02M177,YORKVILLE EAST MIDDLE SCHOOL(MN),M177,1458 York Avenue,M,2,232,2,P.S. 158 Bayard Taylor | Yorkville East Middle School | 1458 YORK AVENUE  CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.951072, 40.770522]}",10092,23.0,4.0,1.0,11.0,1458 YORK AVENUE CONSOLIDATED LOCATION
873,836,M173,06M349,HARBOR HEIGHTS MIDDLE SCHOOL(MN),M349,306 FORT WASHINGTON AVENUE,M,6,141,2,P.S. 173 |  Harbor Heights |  306 FORT WASHINGTON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.940739, 40.844832]}",13090,47.0,4.0,39.0,21.0,306 FORT WASHINGTON AVENUE CONSOLIDATED LOCATION
874,198,K171,,528 RIDGEWOOD AVENUE CONSOLIDATED LOCATION,,528 RIDGEWOOD AVENUE,K,19,769,2,I.S. 171 Abraham Lincoln |  Highland Park Community School |  528 RIDGEWOOD AVENUE CONSOLIDATED LOCATION,0,0,4,0,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,"{'type': 'Point', 'coordinates': [-73.869562, 40.686205]}",17215,45.0,2.0,37.0,47.0,528 RIDGEWOOD AVENUE CONSOLIDATED LOCATION
875,149,K130,15K130,PS 130(BS),K130,70 OCEAN PARKWAY,K,15,743,1,PS 130(BS),0,0,0,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,"{'type': 'Point', 'coordinates': [-80.066148, 26.556151]}",25481,,,,,
876,1052,Q019,24Q019,PS 19(QUEENS),Q019,98-02 ROOSEVELT AVENUE,Q,24,1905,1,PS 19(QUEENS),0,0,0,0,0,9C,1751-2000,1.35,4.73,18.50,2.46,2.92,"{'type': 'Point', 'coordinates': [-98.476942, 29.319139]}",11604,,,,,
877,776,M126,02M126,PS 126 JACOB AUGUST RIIS(MS),M126,80 CATHERINE STREET,M,2,740,1,PS 126 JACOB AUGUST RIIS(MS),1,1,1,2,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,"{'type': 'Point', 'coordinates': [-92.416737, 31.328381]}",30215,,,,,
878,48,K033,75K368,P368(BN),K368,70 TOMPKINS AVENUE,K,14,262,2,P.S. 368|  Success Academy Charter School - Bed-Stuy 1| 70 TOMPKINS AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.946618, 40.696985]}",17213,69.0,2.0,49.0,51.0,70 TOMPKINS AVENUE CONSOLIDATED LOCATION
879,526,K495,22K611,Origins High School,K611,3000 AVENUE X,K,22,335,5,Sheepshead Bay High School| Origins High School| Professional Pathways High School| New Visions Charter High School for Advanced Math| New Visions Charter High School for the Humanities| 3000 AVENUE X CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.936834, 40.594236]}",13512,32.0,2.0,8.0,36.0,3000 AVENUE X CONSOLIDATED LOCATION
880,712,M075,03M075,P.S. 075 Emily Dickinson,M075,735 WEST END AVENUE,M,3,568,2,P.S. 075 Emily Dickinson| M.S. 250 West Side Collaborative Middle School| 735 WEST END AVENUE CONSOLDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-73.973432, 40.794954]}",12422,20.0,4.0,19.0,15.0,735 WEST END AVENUE CONSOLIDATED LOCATION
881,560,K625,17K751,ACADEMY FOR HEALTH CAREERS(BN),K751,150 ALBANY AVENUE,K,17,274,2,Pathways in Technology Early College High School  |  Academy for Health Careers |  150 ALBANY AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-93.719616, 32.473872]}",12336,,,,,150 ALBANY AVENUE CONSOLIDATED LOCATION
882,1002,M751,75M751,MANHATTAN SCHOOL FOR CAREER DEVELOPMENT P751(MS),M751,113 EAST 4 STREET,M,1,146,1,MANHATTAN SCHOOL FOR CAREER DEVELOPMENT P751(MS),0,1,0,0,1,2C,1-250,0.25,0.88,1.69,0.57,0.45,"{'type': 'Point', 'coordinates': [-77.407839, 39.418905]}",14315,,,,,
883,582,K798,19K065,PS 65(BN),K065,696 Jamaica Ave.,K,19,606,1,PS 65(BN),0,0,0,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,"{'type': 'Point', 'coordinates': [-73.87843, 40.687212]}",17215,45.0,2.0,37.0,47.0,
884,855,M194,84M709,HARLEM VILLAGE ACADEMY CHARTER SCHOOL-WEST(MN),M709,244 West 144 Street,M,5,844,2,P.S. 194 Countee Cullen|Harlem Village Academy Charter School|244 WEST 144 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,5C,751-1000,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-84.635306, 41.930934]}",24585,,,,,244 WEST 144 STREET CONSOLIDATED LOCATION
885,690,M056,01M292,ORCHARD COLLEGIATE ACADEMY,M292,220 Henry Street,M,1,135,2,ORCHARD COLLEGIATE ACADEMY|UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL(MANHATTAN)|220 Henry Street CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-81.992124, 34.958755]}",14050,,,,,220 Henry Street CONSOLIDATED LOCATION
886,64,K046,13K046,PS 46(BROOKLYN),K046,100 CLERMONT AVENUE,K,13,238,1,PS 46(BROOKLYN),0,2,0,2,0,2C,1-250,0.25,0.88,1.69,0.57,0.45,"{'type': 'Point', 'coordinates': [-73.971146, 40.694593]}",17212,68.0,2.0,48.0,55.0,
887,641,M015,01M015,PS 15 ROBERTO CLEMENTE (MANHATTAN),M015,333 EAST 4TH STREET,M,1,165,1,PS 15 ROBERTO CLEMENTE (MANHATTAN),0,0,0,0,0,2C,1-250,0.25,0.88,1.69,0.57,0.45,"{'type': 'Point', 'coordinates': [-84.125408, 44.656045]}",12819,,,,,
888,1028,M912,02M479,BEACON HIGH SCHOOL (MS),M479,520 West 44th Street,M,2,1060,1,BEACON HIGH SCHOOL (MS),1,5,4,4,1,6C,1001-1250,0.61,2.55,6.10,1.29,1.48,"{'type': 'Point', 'coordinates': [-82.60489, 27.494712]}",3326,,,,,
889,299,K257,14K257,PS 257(BROOKLYN),K257,60 COOK STREET,K,14,570,1,PS 257(BROOKLYN),0,2,3,2,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,"{'type': 'Point', 'coordinates': [-71.06335, 42.381388]}",10065,,,,,
890,19,K013,,557 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,,557 PENNSYLVANIA AVENUE,K,19,954,2,P.S. 013 Roberto Clemente| Achievement First East New York Charter School| 557 PENNSYLVANIA AVENUE CONDOLIDATED LOCATION,0,0,2,0,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,"{'type': 'Point', 'coordinates': [-80.282856, 40.709545]}",9598,,,,,557 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION
891,1073,Q040,85Q040,PS 40(QUEENS),Q040,109-20 UNION HALL STREET,Q,28,426,1,PS 40(QUEENS),1,2,2,1,2,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-105.220358, 35.576355]}",14739,,,,,
892,872,M218,,4600 BROADWAY CONSOLIDATED LOCATION,,4600 BROADWAY,M,6,1005,3,I.S. 218 Salome Urena |  City College Academy of the Arts |  Middle School 322 |  4600 BROADWAY CONSOLIDATED LOCATION,1,3,6,2,1,6C,1001-1250,0.61,2.55,6.10,1.29,1.48,"{'type': 'Point', 'coordinates': [-80.056157, 26.75306]}",24432,,,,,4600 BROADWAY CONSOLIDATED LOCATION
893,705,M064,,600 EAST  6 STREET CONSOLIDATED LOCATION,,600 EAST  6 STREET,M,1,904,3,P.S. 064 Robert Simon |  Earth School |  Tompkins Square Middle School |  600 EAST  6 STREET CONSOLIDATED LOCATION,0,1,1,1,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,"{'type': 'Point', 'coordinates': [-81.498757, 28.670732]}",3474,,,,,600 EAST  6 STREET CONSOLIDATED LOCATION
894,286,K244,,5404 TILDEN AVENUE CONSOLIDATED LOCATION,,5404 TILDEN AVENUE,K,18,726,2,P.S. 244 Richard R. Green|  Brooklyn Science and Engineering Academy|  5404 TILDEN AVENUE CONSOLIDATED LOCATION,0,0,1,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,"{'type': 'Point', 'coordinates': [-73.925497, 40.648458]}",16866,61.0,2.0,26.0,40.0,5404 TILDEN AVENUE CONSOLIDATED LOCATION
895,1169,Q145,30Q145,IS 145 JOSEPH PULITZER(QN),Q145,33-34 80 STREET,Q,30,1695,1,IS 145 JOSEPH PULITZER(QN),0,2,3,0,2,8C,1501-1750,0.45,2.95,7.14,1.48,1.60,"{'type': 'Point', 'coordinates': [-101.83607, 33.521856]}",8995,,,,,
896,1243,Q204,30Q258,ENERGY TECH HS(QN),Q258,36-41 28 Street,Q,30,404,2,I.S. 204 Oliver W. Holmes |  Energy Tech High School |  36-41 28 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-98.949047, 29.581861]}",10908,,,,,36-41 28 STREET CONSOLIDATED LOCATION
897,154,K136,15K821,Sunset Park Prep,K821,4004 FOURTH AVENUE,K,15,505,2,I.S. 136 Charles O. Dewey | Sunset Park Prep |  4004 4 AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-78.413348, 40.485493]}",30153,,,,,4004 FOURTH AVENUE CONSOLIDATED LOCATION
898,707,M070,02M312,New York City Lab Middle School for Collaborative,M312,333 WEST 17TH STREET,M,2,555,3,New York City Lab Middle School for Collaborative |  N.Y.C. Lab School for Collaborative Studies |  N.Y.C. Museum School |  333 WEST  17 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-86.122459, 42.782031]}",12476,,,,,333 WEST 17TH STREET CONSOLIDATED LOCATION
899,889,M338,02M051,PS 51 ELIAS HOWE,M051,525 West 44 Street,M,2,405,1,PS 51 ELIAS HOWE,0,0,1,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,"{'type': 'Point', 'coordinates': [-85.95300399999999, 43.474466]}",11038,,,,,
900,418,K358,84K358,EXPLORE EMPOWER CHARTER SCHOOL(BN),K742,188 ROCHESTER AVENUE,K,17,819,1,EXPLORE EMPOWER CHARTER SCHOOL(BN),0,0,0,0,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,"{'type': 'Point', 'coordinates': [-73.927974, 40.67265]}",17615,16.0,2.0,49.0,49.0,
901,972,M528,06M528,IS 528(MN),M528,180 WADSWORTH AVENUE,M,6,223,1,IS 528(MN),0,0,1,0,0,2C,1-250,0.25,0.88,1.69,0.57,0.45,"{'type': 'Point', 'coordinates': [-73.934434, 40.850564]}",13091,47.0,4.0,39.0,22.0,
902,97,K078,22K078,J.H.S. 078 Roy H. Mann,K078,1420 East 68 Street,K,22,582,2,J.H.S. 078 Roy H. Mann |SUCCESS ACADEMY CHARTER SCHOOL - BERGEN BEACH(BS)  | CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,"{'type': 'Point', 'coordinates': [-95.972877, 36.064325]}",15656,,,,,1420 East 68 Street CONSOLIDATED LOCATION
