bbl,street_name,borough,zip,benchmarking_submission,street_number,entry_number,site_eui,weather_normalized_source_eui,energy_star_score,ghg,reported_building_square_footage,reported_facility_type,number_of_buildings,reported_bins,water_per_square_foot,latitude,longitude,community_board,community_council,census_tract,bin,nta
1013750021,MADISON AVENUE,MANHATTAN,10022,Yes,655,452.0,73.6,212.4,78,1288.71,193289.0,Office,2.0,1040802.0,,40.764193,-73.970644,8.0,4.0,11401.0,1040802.0,Upper East Side-Carnegie Hill                                              
3001480046,WILLOUGHBY STREET,BROOKLYN,11201,Yes,81,1615.0,85.7,171.0,N/A,427.28,72900.0,Other,1.0,3000350.0,,40.692184,-73.985753,2.0,33.0,11.0,3000350.0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
4004260001,  43 AVENUE,QUEENS,11101,Yes,    22-15,884.0,89.7,218.9,63,414.34,59500.0,Office,1.0,4005067.0,,,,,,,,
3007210001,   1 AVENUE         ,BROOKLYN            ,11232,No DOF Record as of 08/01/12,4201,,,,,,,,,,,40.654836,-74.014567,7.0,38.0,2.0,3337139.0,Sunset Park West                                                           
3045250001,WORTMAN AVENUE,BROOKLYN,11208,Yes,625,1723.0,76.9,111.4,78,264.67,58000.0,Warehouse (Unrefrigerated),1.0,,1.55,40.662914,-73.871076,5.0,42.0,1116.0,3098935.0,East New York                                                              
1008270064,WEST   26 STREET,MANHATTAN,10010,Yes,30,1307.0,99.7,234.4,55,726.64,90720.0,Office,1.0,1015629.0,,40.744102,-73.989762,5.0,3.0,58.0,1015629.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
1017090016,EAST  116 STREET    ,MANHATTAN,10029,No DOF Record as of 08/01/12,438,,,,,,,,,,,40.795503,-73.934243,11.0,8.0,178.0,1081443.0,East Harlem North                                                          
1000370008,WALL STREET,MANHATTAN,10005,Yes,110,41.0,108.9,238.6,64,2736.63,292627.0,Office,1.0,1000872.0,13.0,40.704638,-74.006694,1.0,1.0,7.0,1000872.0,Battery Park City-Lower Manhattan                                          
3029790107,SCOTT AVENUE,BROOKLYN,11237,Yes,154,1590.0,7.7,15.4,99,53.48,100000.0,Warehouse (Unrefrigerated),1.0,,,40.712183,-73.923746,1.0,34.0,449.0,3346084.0,East Williamsburg                                                          
3004890001,SMITH STREET        ,BROOKLYN            ,11231,No DOF Record as of 08/01/12,595,,,,,,,,,,,40.671528,-73.999694,6.0,38.0,53.0,3336391.0,Carroll Gardens-Columbia Street-Red Hook                                   
3004070041,BUTLER STREET       ,BROOKLYN            ,11217,No DOF Record as of 08/01/12,345,,,,,,,,,,,40.680345,-73.982312,6.0,33.0,127.0,3255165.0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
2054090100,STADIUM AVENUE,BRONX,10465,Yes,1200,730.0,159.5,275.7,18,1200.81,116000.0,Senior Care Facility,1.0,2075316.0,,40.837281,-73.818864,10.0,13.0,27402.0,2075316.0,Pelham Bay-Country Club-City Island                                        
5005930500,HOWARD AVENUE,STATEN ISLAND,10301,Yes,300,1365.0,81.0,145.5,N/A,68.87,12982.0,College/University (Campus-Level),1.0,,,40.622406,-74.088569,1.0,49.0,39.0,5106892.0,Grymes Hill-Clifton-Fox Hills                                              
1012720063,WEST   57 STREET,MANHATTAN,10019,Yes,38,666.0,127.2,299.1,60,8392.55,820557.0,Office,1.0,1035057.0,31.02,40.763519,-73.975305,5.0,4.0,11201.0,1035057.0,Midtown-Midtown South                                                      
1005350008,LA GUARDIA PLACE,MANHATTAN,10012,Yes,567,815.0,14.0,43.5,N/A,665.03,505205.0,Library,1.0,1008626.0,,40.729451,-73.997756,2.0,1.0,5501.0,1008626.0,West Village                                                               
4070750001,HOR HARDING EP SR S,QUEENS,11365,Yes,   187-02,1702.0,201.2,359.6,N/A,995.49,73336.0,Retail,1.0,,,,,,,,,
3031780020,JEFFERSON STREET    ,BROOKLYN            ,11237,No DOF Record as of 08/01/12,476,,,,,,,,,,,40.708696,-73.92187,4.0,34.0,447.0,3072427.0,Bushwick North                                                             
4066470035,  70 ROAD,QUEENS,11367,Yes,   147-37,619.0,45.0,102.8,91,244.42,66971.0,K-12 School,1.0,4143956.0,,,,,,,,
3036790022,JUNIUS STREET,BROOKLYN,11212,Yes,23,915.0,108.7,232.5,N/A,631.11,80000.0,Multifamily Housing,1.0,,148.39,40.674515,-73.904206,16.0,37.0,908.0,3378454.0,Brownsville                                                                
1008570024,MADISON AVENUE,MANHATTAN,10016,Yes,63,322.0,128.8,272.7,52,8651.01,786069.0,Office,1.0,1016889.0,,40.743478,-73.98607,5.0,2.0,56.0,1016889.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
1010260059,WEST   55 STREET    ,MANHATTAN,10019,No DOF Record as of 08/01/12,252,,,,,,,,,,,40.765027,-73.982925,5.0,3.0,137.0,1000000.0,Midtown-Midtown South                                                      
1012810001,   5 AVENUE,MANHATTAN,10017,Yes,547,985.0,88.7,250.8,70,3501.52,437350.0,Office,1.0,1035389.0,,40.755439,-73.979448,5.0,4.0,94.0,1035389.0,Midtown-Midtown South                                                      
1001790066,FRANKLIN STREET     ,MANHATTAN,10013,No DOF Record as of 08/01/12,139,,,,,,,,,,,40.719177,-74.007547,1.0,1.0,33.0,1002017.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1017860009,EAST  121 STREET    ,MANHATTAN,10035,No DOF Record as of 08/01/12,219,,,,,,,,,,,40.800885,-73.937059,11.0,8.0,194.0,1087442.0,East Harlem North                                                          
2023870010,PARK AVENUE         ,BRONX               ,10456,No DOF Record as of 08/01/12,3362,,,,,,,,,,,40.82823,-73.911031,3.0,16.0,185.0,2101893.0,Morrisania-Melrose                                                         
1008680008,EAST   38 STREET    ,MANHATTAN,10016,No DOF Record as of 08/01/12,5,,,,,,,,,,,40.750746,-73.982199,5.0,4.0,82.0,1017227.0,Murray Hill-Kips Bay                                                       
3088150590,EMMONS AVENUE       ,BROOKLYN            ,11235,No DOF Record as of 08/01/12,3218,,,,,,,,,,,40.584207,-73.932187,15.0,46.0,622.0,3392378.0,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             
4157670050,BEACH   20 STREET,QUEENS,11691,Yes,     4-31,1616.0,75.9,175.2,91,927.99,97800.0,Senior Care Facility,1.0,4301056.0,,,,,,,,
1018850036,AMSTERDAM AVENUE,MANHATTAN,10025,Yes,1084,554.0,197.1,288.9,55,2050.99,170640.0,Medical Office,1.0,1057032.0,,40.805081,-73.96234,9.0,7.0,199.0,1057032.0,Morningside Heights                                                        
3006630001,  29 STREET,BROOKLYN,11232,Yes,95,1621.0,,,N/A,,115652.0,Other,1.0,3009778.0,,40.659989,-74.003121,7.0,38.0,18.0,3009778.0,Sunset Park West                                                           
1007630067,WEST   40 STREET,MANHATTAN,10018,Yes,346,1730.0,9.9,33.0,82,49.18,53000.0,Warehouse (Unrefrigerated),1.0,1013695.0,,40.756516,-73.992088,4.0,3.0,115.0,1013695.0,Clinton                                                                    
1019950044,WEST  125 STREET,MANHATTAN,10027,Yes,628,2062.0,116.1,149.9,N/A,6169.2,657384.0,Multifamily Housing,1.0,,,40.816416,-73.95897,9.0,7.0,211.0,1059889.0,Morningside Heights                                                        
1008330054,WEST   32 STREET    ,MANHATTAN,10001,No DOF Record as of 08/01/12,16,,,,,,,,,,,40.747541,-73.986426,5.0,4.0,76.0,1015827.0,Midtown-Midtown South                                                      
4026100336,GRAND AVENUE,QUEENS,11378,Yes,    55-15,694.0,242.7,377.7,N/A,4984.6,319000.0,Other,4.0,4437467.0,,,,,,,,
1000480001,BROADWAY,MANHATTAN,10005,Yes,140,9.0,155.2,318.5,53,15518.13,1178137.0,Office,1.0,1001027.0,,40.709043,-74.010626,1.0,1.0,7.0,1001027.0,Battery Park City-Lower Manhattan                                          
1005400014,MAC DOUGAL STREET,MANHATTAN,10012,Yes,130,1456.0,5.0,5.7,100,39.36,144268.0,Residence Hall/Dormitory,1.0,1008701.0,,40.730236,-74.000274,2.0,1.0,65.0,1087045.0,West Village                                                               
3044350050,VANDALIA AVENUE     ,BROOKLYN            ,11239,No DOF Record as of 08/01/12,177,,,,,,,,,,,40.651582,-73.882994,5.0,42.0,105801.0,3098291.0,Starrett City                                                              
4091210024,  98 STREET,QUEENS,11417,Yes,   103-37,1684.0,14.3,40.3,N/A,89.01,73775.0,Warehouse (Unrefrigerated),2.0,,18.31,,,,,,,
1002820044,EAST BROADWAY       ,MANHATTAN,10002,No DOF Record as of 08/01/12,88,,,,,,,,,,,40.713745,-73.994091,3.0,1.0,8.0,1066526.0,Chinatown                                                                  
3017780055,DE KALB AVENUE      ,BROOKLYN            ,11205,No DOF Record as of 08/01/12,600,,,,,,,,,,,40.691234,-73.952509,3.0,36.0,241.0,3259375.0,Bedford                                                                    
3060620041,   4 AVENUE         ,BROOKLYN            ,11209,No DOF Record as of 08/01/12,8820,,,,,,,,,,,40.621081,-74.029066,10.0,43.0,60.0,3000000.0,Bay Ridge                                                                  
3067090036,AVENUE J,BROOKLYN,11230,Yes,1605,1484.0,38.7,127.6,61,398.48,109872.0,K-12 School,1.0,3179705.0,0.0,40.62531,-73.960298,14.0,44.0,532.0,3179705.0,Midwood                                                                    
1001980001,BAXTER STREET,MANHATTAN,10013,Yes,100,2483.0,30.2,51.4,N/A,491.21,253009.0,Multifamily Housing,1.0,,15.67,40.717154,-73.999567,1.0,1.0,29.0,,Chinatown                                                                  
1012910051,MADISON AVENUE,MANHATTAN,10022,Yes,555,133.0,80.4,162.4,88,3392.25,498531.0,Office,1.0,,,40.761177,-73.973161,5.0,4.0,102.0,1035775.0,Midtown-Midtown South                                                      
1006180024,WEST   14 STREET,MANHATTAN,10011,Yes,214,1582.0,73.5,176.4,70,374.29,59400.0,Office,1.0,1011106.0,,40.738846,-74.000397,2.0,3.0,77.0,1011106.0,West Village                                                               
1011420024,WEST   70 STREET,MANHATTAN,10023,Yes,115,1945.0,,,48,,75000.0,Residence Hall/Dormitory,1.0,1029754.0,,40.776348,-73.980301,7.0,6.0,157.0,1029754.0,Lincoln Square                                                             
4086950001, 258 STREET,QUEENS,11004,Yes,    79-33,1253.0,48.1,71.9,N/A,273.1,93000.0,Other,2.0,,,,,,,,,
1008040044,WEST   29 STREET,MANHATTAN,10001,Yes,104,853.0,78.1,187.9,75,854.34,127658.0,Office,1.0,1015125.0,,40.746866,-73.990581,5.0,3.0,95.0,1015125.0,Midtown-Midtown South                                                      
1007100029,  10 AVENUE         ,MANHATTAN,10018,No DOF Record as of 08/01/12,501,,,,,,,,,,,40.75728,-73.997199,4.0,3.0,117.0,1012527.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
1012730031,WEST   57 STREET,MANHATTAN,10019,Yes,3,2154.0,60.2,184.6,64,351.43,63020.0,Office,1.0,1035073.0,,40.763197,-73.974496,5.0,4.0,11201.0,1035073.0,Midtown-Midtown South                                                      
1009190042,EAST   39 STREET,MANHATTAN,10016,Yes,224,1332.0,78.7,136.3,60,1104.6,167633.0,Hotel,1.0,,,40.748398,-73.974747,6.0,4.0,78.0,1020361.0,Murray Hill-Kips Bay                                                       
1008150039,WEST   40 STREET,MANHATTAN,10018,Yes,110,252.0,67.4,148.7,96,803.07,136974.0,Office,2.0,,,40.753818,-73.985696,5.0,4.0,113.0,1080614.0,Midtown-Midtown South                                                      
1007940025,WEST   18 STREET,MANHATTAN,10011,Yes,125,1005.0,88.5,244.9,69,2333.61,291734.0,Office,1.0,1014717.0,,40.740251,-73.995926,4.0,3.0,87.0,1014717.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
2036730001,BRUCKNER BOULEVARD,BRONX,10473,Yes,1998,157.0,81.4,256.9,32,1279.45,171476.0,Retail,4.0,2094839.0,,40.825955,-73.856817,9.0,18.0,42.0,2094839.0,Soundview-Castle Hill-Clason Point-Harding Park                            
1008300016,WEST   28 STREET,MANHATTAN,10001,Yes,37,1716.0,87.3,166.8,77,390.96,55000.0,Office,1.0,1015722.0,,40.745526,-73.989274,5.0,3.0,76.0,1015722.0,Midtown-Midtown South                                                      
3002300001,WILLOW STREET       ,BROOKLYN            ,11201,No DOF Record as of 08/01/12,79,,,,,,,,,,,40.698674,-73.995182,2.0,33.0,301.0,3001717.0,Brooklyn Heights-Cobble Hill                                               
1014850015,EAST   73 STREET    ,MANHATTAN,10021,No DOF Record as of 08/01/12,525,,,,,,,,,,,40.766725,-73.951264,8.0,5.0,124.0,,Lenox Hill-Roosevelt Island                                                
1007850001,   8 AVENUE,MANHATTAN,10018,Yes,500,2274.0,90.1,194.5,N/A,1820.95,234132.0,Other,1.0,1014421.0,,40.752943,-73.992904,5.0,3.0,109.0,1014421.0,Midtown-Midtown South                                                      
1012750012,EAST   40 STREET,MANHATTAN,10016,Yes,15,1866.0,,,N/A,,65257.0,Office,1.0,1035315.0,,40.751772,-73.980795,5.0,4.0,82.0,1035315.0,Murray Hill-Kips Bay                                                       
1005450026,BROADWAY,MANHATTAN,10003,Yes,740,2508.0,92.0,254.3,59,2537.1,316832.0,Office,4.0,1080092.0,,40.729884,-73.992993,2.0,2.0,57.0,1080092.0,West Village                                                               
1013150001,   3 AVENUE,MANHATTAN,10017,Yes,655,2.0,92.5,206.3,87,3061.88,384432.0,Office,1.0,1037545.0,,40.750569,-73.974577,6.0,4.0,88.0,1037545.0,Turtle Bay-East Midtown                                                    
5005340049,VANDERBILT AVENUE,STATEN ISLAND,10304,Yes,135,2291.0,236.9,420.2,5,1703.94,109287.0,Senior Care Facility,1.0,5013953.0,,40.62046,-74.076402,1.0,49.0,27.0,5013953.0,Stapleton-Rosebank                                                         
1008000065,WEST   25 STREET,MANHATTAN,10001,Yes,150,708.0,57.3,124.3,93,325.76,67969.0,Office,1.0,1014992.0,20.54,40.744785,-73.993313,4.0,3.0,91.0,1014992.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
2058030801,MANHATTAN COLLEGE PY,BRONX,10471,Yes,4481,2474.0,110.3,174.6,N/A,4984.88,563734.0,College/University (Campus-Level),1.0,,1.69,40.890567,-73.90379,8.0,11.0,335.0,2098896.0,North Riverdale-Fieldston-Riverdale                                        
1020010001,JOE DIMAGGIO HIGHWAY,MANHATTAN,10031,Yes,2351,260.0,41.8,78.6,N/A,236.54,84596.0,Other,1.0,,0.69,,,,,,,
2025990089,WALNUT AVENUE,BRONX,10454,Yes,400,332.0,39.1,130.5,52,916.8,250000.0,Warehouse (Unrefrigerated),1.0,,,40.805184,-73.906015,1.0,17.0,19.0,2004053.0,Mott Haven-Port Morris                                                     
4051650001,MAIN STREET,QUEENS,11355,Yes,    56-45,108.0,347.9,646.9,37,14066.98,590371.0,Hospital (General Medical and Surgical),1.0,4439898.0,,,,,,,,
1008250024,WEST   23 STREET,MANHATTAN,10010,Yes,27,517.0,114.4,219.9,89,1426.17,164980.0,Office,1.0,1015580.0,,40.742013,-73.990653,5.0,3.0,58.0,1015580.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
1015030059,EAST   92 STREET,MANHATTAN,10128,Yes,20,228.0,71.0,168.4,47,458.51,85000.0,K-12 School,1.0,1083912.0,,40.784999,-73.956837,8.0,4.0,16001.0,1083912.0,Upper East Side-Carnegie Hill                                              
1012580021,WEST   42 STREET,MANHATTAN,10036,Yes,11,36.0,233.6,274.1,N/A,12577.99,948747.0,Office,1.0,1034198.0,,40.75379,-73.981599,5.0,4.0,96.0,1034198.0,Midtown-Midtown South                                                      
1014800001,YORK AVENUE,MANHATTAN,10065,Yes,1176,1187.0,293.2,407.5,N/A,1570.37,71511.0,Hospital (General Medical and Surgical),1.0,,,40.761395,-73.957726,8.0,5.0,116.0,,Lenox Hill-Roosevelt Island                                                
3017370001,PARK AVENUE,BROOKLYN,11205,Yes,544,1432.0,44.1,103.3,N/A,966.35,287770.0,Warehouse (Unrefrigerated),1.0,3048482.0,,40.697108,-73.953713,3.0,33.0,1237.0,3048482.0,Bedford                                                                    
3043860001,WORTMAN AVENUE,BROOKLYN,11207,Yes,1,560.0,197.0,631.7,1,1598.74,88436.0,Office,1.0,3097869.0,,40.653774,-73.892335,5.0,42.0,1104.0,3097768.0,East New York                                                              
3032320001,EVERGREEN AVENUE,BROOKLYN,11221,Yes,229,1572.0,180.8,284.3,75,1243.2,110000.0,Senior Care Facility,1.0,3387647.0,30.7,40.696411,-73.927734,4.0,34.0,423.0,3387647.0,Bushwick South                                                             
3079320400,AVENUE D            ,BROOKLYN            ,11203,No DOF Record as of 08/01/12,5700,,,,,,,,,,,40.642674,-73.922744,17.0,45.0,946.0,3222219.0,Rugby-Remsen Village                                                       
1014800001,YORK AVENUE,MANHATTAN,10065,Yes,1176,1185.0,293.2,407.5,54,11207.01,510341.0,Hospital (General Medical and Surgical),1.0,,,40.761395,-73.957726,8.0,5.0,116.0,,Lenox Hill-Roosevelt Island                                                
1000200004,BROADWAY,MANHATTAN,10006,Yes,39,2034.0,18454.2,24035.8,1,651919.31,447452.0,Office,1.0,,,40.706251,-74.012952,1.0,1.0,13.0,1000803.0,Battery Park City-Lower Manhattan                                          
1013320001,   3 AVENUE,MANHATTAN,10022,Yes,979,796.0,,,62,,,Office,1.0,,,40.761167,-73.96679,6.0,4.0,108.0,1038623.0,Turtle Bay-East Midtown                                                    
1014180006,EAST   64 STREET,MANHATTAN,10065,Yes,208,2316.0,300.3,557.4,2,5748.87,230000.0,Hospital (General Medical and Surgical),1.0,1043862.0,,40.764479,-73.963839,8.0,4.0,110.0,1043862.0,Lenox Hill-Roosevelt Island                                                
1012600071,AVENUE OF THE AMER,MANHATTAN,10036,Yes,1156,80.0,62.1,164.9,82,448.75,82690.0,Office,1.0,1034240.0,,40.756622,-73.982808,5.0,4.0,96.0,1034240.0,Midtown-Midtown South                                                      
3004130007,   3 AVENUE         ,BROOKLYN            ,11217,No DOF Record as of 08/01/12,181,,,,,,,,,,,40.680535,-73.983931,6.0,33.0,127.0,3414663.0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
1013210001,   3 AVENUE,MANHATTAN,10017,Yes,757,316.0,84.7,227.6,87,3777.77,499929.0,Office,1.0,1037986.0,,40.754035,-73.972056,6.0,4.0,90.0,1037986.0,Turtle Bay-East Midtown                                                    
4004390014,  21 STREET,QUEENS,11101,Yes,    44-01,2103.0,163.8,547.0,N/A,1276.25,83000.0,Other,1.0,4005190.0,,,,,,,,
1010140017,WEST   42 STREET    ,MANHATTAN,10036,No DOF Record as of 08/01/12,229,,,,,,,,,,,40.756571,-73.98819,5.0,3.0,119.0,1024683.0,Midtown-Midtown South                                                      
1012630043,WEST   48 STREET,MANHATTAN,10036,Yes,6,536.0,,,N/A,,,Office,1.0,,,40.757426,-73.978465,5.0,4.0,96.0,1034487.0,Midtown-Midtown South                                                      
1007950028,WEST   19 STREET,MANHATTAN,10011,Yes,111,890.0,52.2,125.4,N/A,759.69,166000.0,Other,1.0,1014730.0,,40.740715,-73.995219,4.0,3.0,87.0,1014730.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
1008230073,WEST   22 STREET    ,MANHATTAN,10010,No DOF Record as of 08/01/12,56,,,,,,,,,,,40.74161,-73.991823,5.0,3.0,58.0,1015552.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
2029200002,BATHGATE AVENUE     ,BRONX               ,10457,No DOF Record as of 08/01/12,1628,,,,,,,,,,,40.840303,-73.900697,3.0,16.0,167.0,2086675.0,Claremont-Bathgate                                                         
5005930500,HOWARD AVENUE,STATEN ISLAND,10301,Yes,300,1364.0,70.5,129.2,58,44.85,9628.0,Office,1.0,,,40.622406,-74.088569,1.0,49.0,39.0,5106892.0,Grymes Hill-Clifton-Fox Hills                                              
1014430020,EAST   68 STREET,MANHATTAN,10065,Yes,353,40.0,227.0,579.0,N/A,1209.15,60274.0,Medical Office,1.0,1044756.0,0.0,40.765726,-73.958994,8.0,5.0,118.0,1044756.0,Lenox Hill-Roosevelt Island                                                
1008350056,WEST   34 STREET,MANHATTAN,10001,Yes,22,487.0,114.5,375.7,N/A,730.69,68000.0,Retail,3.0,,,40.749176,-73.98634,5.0,4.0,76.0,1083636.0,Midtown-Midtown South                                                      
1000290001,BROAD STREET,MANHATTAN,10004,Yes,91,493.0,,,N/A,,1125693.0,Bank/Financial Institution,1.0,,,40.703954,-74.01157,1.0,1.0,9.0,1066031.0,Battery Park City-Lower Manhattan                                          
1007299001,WEST   33 STREET,MANHATTAN,10001,Yes,450,578.0,,,N/A,,,Office,1.0,1085401.0,,40.753574,-73.998838,4.0,3.0,103.0,1085401.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
5002070023,WEST STREET         ,STATEN ISLAND       ,10310,No DOF Record as of 08/01/12,25,,,,,,,,,,,40.633696,-74.118329,1.0,49.0,13302.0,5005524.0,West New Brighton-New Brighton-St. George                                  
2023600080,BROOK AVENUE        ,BRONX               ,10451,No DOF Record as of 08/01/12,824,,,,,,,,,,,40.821763,-73.911029,1.0,17.0,71.0,2001155.0,Melrose South-Mott Haven North                                             
3081330052,EAST  101 STREET,BROOKLYN,11236,Yes,414,1810.0,32.6,54.2,84,126.65,62108.0,Warehouse (Unrefrigerated),1.0,3228742.0,,40.651478,-73.904127,18.0,42.0,1098.0,3228742.0,East New York                                                              
1008570062,MADISON AVENUE,MANHATTAN,10016,Yes,72,2032.0,53.9,85.5,98,234.18,60000.0,Office,1.0,1016892.0,,40.743758,-73.98589,5.0,2.0,56.0,1016892.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
1001860001,NORTH MOORE STREET  ,MANHATTAN,10013,No DOF Record as of 08/01/12,107,,,,,,,,,,,40.72028,-74.011696,1.0,1.0,39.0,1082816.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1007890062,WEST   40 STREET,MANHATTAN,10018,Yes,240,2076.0,85.7,224.1,63,1081.05,156465.0,Office,1.0,1014508.0,,40.755265,-73.989132,5.0,3.0,113.0,1014508.0,Midtown-Midtown South                                                      
2037350012,CLOSE AVENUE        ,BRONX               ,10472,No DOF Record as of 08/01/12,1125,,,,,,,,,,,40.826291,-73.882474,9.0,17.0,52.0,2023709.0,Soundview-Bruckner                                                         
1013160001,   3 AVENUE,MANHATTAN,10017,Yes,675,5.0,99.8,209.2,62,6471.39,762051.0,Office,1.0,,,40.750791,-73.973963,6.0,4.0,88.0,1037549.0,Turtle Bay-East Midtown                                                    
1005540001,BROADWAY,MANHATTAN,10003,Yes,756,155.0,5290.1,7268.6,1,64493.81,154099.0,Retail,1.0,1008952.0,,40.730675,-73.992326,2.0,2.0,57.0,,West Village                                                               
3082050011,ROCKAWAY PARKWAY,BROOKLYN,11236,Yes,1555,1752.0,96.8,285.8,21,1093.1,130147.0,Senior Care Facility,1.0,3230126.0,,40.642598,-73.899474,18.0,46.0,988.0,3230126.0,Canarsie                                                                   
1001620001,CHATHAM SQUARE,MANHATTAN,10038,Yes,1,2122.0,53.1,137.1,99,252.34,54429.0,Office,2.0,1001682.0,,40.713559,-73.998398,3.0,1.0,29.0,1001682.0,Chinatown                                                                  
2042260016,EASTCHESTER ROAD,BRONX,10461,Yes,1776,2156.0,4.2,14.0,100,90.21,230000.0,Office,1.0,2047127.0,,40.849789,-73.843478,11.0,13.0,284.0,2047127.0,Van Nest-Morris Park-Westchester Square                                    
2040420200,BRONXDALE AVENUE,BRONX,10462,Yes,1601,1674.0,45.1,150.5,N/A,1327.41,313718.0,Warehouse (Unrefrigerated),1.0,2969224.0,,40.843548,-73.856945,11.0,13.0,238.0,2043253.0,Van Nest-Morris Park-Westchester Square                                    
1012850015,MADISON AVENUE      ,MANHATTAN,10017,No DOF Record as of 08/01/12,432,,,,,,,,,,,40.757107,-73.976152,5.0,4.0,94.0,1035454.0,Midtown-Midtown South                                                      
3022770001,NORTH   12 STREET,BROOKLYN,11249,Yes,26,1210.0,79.6,162.8,N/A,391.71,59840.0,Other,2.0,,,40.724122,-73.960466,1.0,33.0,557.0,,North Side-South Side                                                      
3006250065,HAMILTON AVENUE     ,BROOKLYN            ,11232,No DOF Record as of 08/01/12,550,,,,,,,,,,,40.668108,-73.996348,7.0,38.0,18.0,3008889.0,Sunset Park West                                                           
3031520003,EVERGREEN AVENUE,BROOKLYN,11206,Yes,80,2414.0,769.4,863.8,1,3745.31,89250.0,Warehouse (Unrefrigerated),1.0,,,40.700647,-73.933067,4.0,34.0,391.0,3259586.0,Bushwick South                                                             
4024530040,QUEENS BOULEVARD,QUEENS,11373,Yes,    79-00,1401.0,31.6,105.5,88,323.84,109196.0,Hotel,1.0,4056461.0,0.0,,,,,,,
1007600063,WEST   37 STREET    ,MANHATTAN,10018,No DOF Record as of 08/01/12,336,,,,,,,,,,,40.754573,-73.99324,4.0,3.0,111.0,1013604.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
5033550050,MASON AVENUE        ,STATEN ISLAND       ,10305,No DOF Record as of 08/01/12,256,,,,,,,,,,,40.586481,-74.08693,2.0,50.0,70.0,5113497.0,Old Town-Dongan Hills-South Beach                                          
1013200034,EAST   47 STREET,MANHATTAN,10017,Yes,230,965.0,158.3,330.7,N/A,2079.61,156832.0,Public Assembly,1.0,1037605.0,,40.753593,-73.97132,6.0,4.0,90.0,1037605.0,Turtle Bay-East Midtown                                                    
3058020001,   6 AVENUE,BROOKLYN,11220,Yes,6201,1979.0,25.4,84.8,1,56.49,23700.0,Warehouse (Unrefrigerated),7.0,3843492.0,,40.636923,-74.015226,7.0,38.0,118.0,3339452.0,Sunset Park East                                                           
1008070001,   7 AVENUE,MANHATTAN,10001,Yes,399,62.0,84.3,204.8,84,8350.35,1130275.0,Office,1.0,1015175.0,16.22,40.749611,-73.99162,5.0,3.0,101.0,1015175.0,Midtown-Midtown South                                                      
1008660042,PARK AVENUE         ,MANHATTAN,10016,No DOF Record as of 08/01/12,48,,,,,,,,,,,40.748898,-73.980031,6.0,4.0,82.0,1017184.0,Murray Hill-Kips Bay                                                       
1008690054,MADISON AVENUE,MANHATTAN,10016,Yes,273,315.0,,,N/A,,,Bank/Financial Institution,1.0,1017597.0,,40.751303,-73.980369,6.0,4.0,82.0,1017597.0,Murray Hill-Kips Bay                                                       
1012830017,MADISON AVENUE,MANHATTAN,10017,Yes,400,1000.0,,,84,,,Office,1.0,,,40.756265,-73.976766,5.0,4.0,94.0,1035420.0,Midtown-Midtown South                                                      
3009570029,UNION STREET        ,BROOKLYN            ,11215,No DOF Record as of 08/01/12,798,,,,,,,,,,,40.674731,-73.976167,6.0,39.0,157.0,3020198.0,Park Slope-Gowanus                                                         
1012700071,AVENUE OF THE AMER,MANHATTAN,10019,Yes,1350,830.0,172.0,301.8,54,6542.52,516861.0,Office,1.0,1034815.0,,40.762731,-73.978341,5.0,4.0,104.0,1034815.0,Midtown-Midtown South                                                      
3064710013,CROPSEY AVENUE,BROOKLYN,11214,Yes,2230,1882.0,207.1,382.3,8,1697.26,120618.0,Senior Care Facility,2.0,3329131.0,,40.596631,-73.997879,11.0,43.0,294.0,3329131.0,Bensonhurst West                                                           
1017230010,WEST  125 STREET,MANHATTAN,10027,Yes,55,2354.0,95.0,187.8,84,1583.88,237033.0,Office,1.0,1053499.0,19.59,40.80727,-73.94427,10.0,9.0,200.0,1053499.0,Central Harlem South                                                       
2027950014,GRAND CONCOURSE,BRONX,10457,Yes,1780,2239.0,80.8,234.4,67,1324.84,179967.0,Office,1.0,2094521.0,,40.846497,-73.909275,5.0,15.0,22901.0,2094521.0,Mount Hope                                                                 
3070870076,LAKE STREET         ,BROOKLYN            ,11223,No DOF Record as of 08/01/12,143,,,,,,,,,,,40.600605,-73.97355,11.0,47.0,410.0,3190467.0,Bensonhurst East                                                           
