order,property_id,property_name,bbl_10_digits,nyc_borough_block_and_lot,nyc_building_identification,address_1_self_reported,postal_code,street_number,street_name,borough,dof_gross_floor_area_ft,self_reported_gross_floor,primary_property_type_self,list_of_all_property_use,largest_property_use_type,largest_property_use_type_1,_2nd_largest_property_use,_2nd_largest_property_use_1,year_built,number_of_buildings,occupancy,metered_areas_energy,metered_areas_water,energy_star_score,source_eui_kbtu_ft,weather_normalized_source,site_eui_kbtu_ft,weather_normalized_site_eui,weather_normalized_site,weather_normalized_site_1,district_steam_use_kbtu,natural_gas_use_kbtu,weather_normalized_site_2,electricity_use_grid_purchase,electricity_use_grid_purchase_1,weather_normalized_site_3,total_ghg_emissions_metric,direct_ghg_emissions_metric,indirect_ghg_emissions_metric,water_use_all_water_sources,water_use_intensity_all_water,water_required,generation_date,dof_benchmarking_submission,latitude,longitude,community_board,council_district,census_tract,nta,fuel_oil_2_use_kbtu,_3rd_largest_property_use,_3rd_largest_property_use_1,fuel_oil_4_use_kbtu,parent_property_id,parent_property_name,address_2_self_reported,annual_maximum_demand_kw,annual_maximum_demand_mm,fuel_oil_5_6_use_kbtu,diesel_2_use_kbtu,district_chilled_water_use
52,6231254,43rd Ave Enterprises Corp.,4004420018,4-00442-0018,4005200,4310 21st Street,11101,Not found,Not found,Queens,Not found,40480,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,40480.0,,,1931,1,100,Whole Building,Whole Building,,49.4,,21.1,,,,,326400.0,,528177.4,154799.9,,64.2,17.3,46.8,18428.5,455.25,Not found,2018-02-21T00:00:00.000,Not found,40.750482,-73.945815,402.0,26.0,19.0,Hunters Point-Sunnyside-West Maspeth,,,,,,,,,,,,
53,3296567,university club of New York,1012700034,1-01270-0034,1034800,1 West 54th Street,10019,Not found,Not found,Manhattan,Not found,200000,Hotel,Hotel,Hotel,200000.0,,,1899,1,100,Whole Building,Whole Building,59.0,207.0,207.9,72.7,73.1,18.4,0.1,18433.3,2023996.8,20424.0,12499014.8,3663251.3,3679123.0,1216.9,107.5,1109.4,168.7,0.84,Not found,2018-02-22T00:00:00.000,Not found,40.761252,-73.975854,105.0,4.0,104.0,Midtown-Midtown South,,,,,,,,,,,,
54,2804420,Jamaica Ave Property,4097930001,4-09793-0001,4209572,163-19 Jamaica Ave,11432,Not found,Not found,Queens,Not found,54978,Retail Store,Retail Store,Retail Store,54978.0,,,1952,1,90,Whole Building,,90.0,104.6,105.5,38.9,39.7,9.0,0.0,,79000.0,860.4,1684661.4,493745.9,494101.3,181.5,32.1,149.4,,,Not found,2018-02-22T00:00:00.000,Not found,40.704831,-73.796495,412.0,24.0,44601.0,Jamaica,376188.0,,,,,,,,,,,
55,5766730,1901 Ocean Parkway - Sephardic Community Center,3070880001,3-07088-0001,3190468,1901 Ocean Parkway,11223,Not found,Not found,Brooklyn,Not found,86690,Other - Education,Other - Education,Other - Education,86690.0,,,1981,1,100,Whole Building,,,381.1,382.5,208.9,210.1,22.7,1.3,,11393221.3,115031.1,6712632.4,1967359.8,1967359.8,1200.3,605.1,595.1,,,Not found,2018-02-23T00:00:00.000,Not found,40.60211,-73.966289,315.0,47.0,416.0,Homecrest,,,,,,,,,,,,
56,6128948,Howard,7000060005;7000500004,7000060005;7000500004,,99-32 66 Road,11374,Not found,Not found,Queens,Not found,300000,Multifamily Housing,"Multifamily Housing, Parking",Multifamily Housing,300000.0,Parking,10000.0,1951,2,100,Whole Building,,100.0,6.0,6.0,1.9,1.9,0.6,,,,,571008.1,167352.9,167352.9,50.6,0.0,50.6,,,Not found,2018-02-23T00:00:00.000,Not found,40.727758,-73.854069,406.0,29.0,71304.0,Forest Hills,,,,,6128948.0,Howard,,,,,,
57,6128959,Building 1,7000060005,7000060005,,99-32 66 Road,11374,Not found,Not found,Queens,Not found,150000,Multifamily Housing,"Multifamily Housing, Parking",Multifamily Housing,150000.0,Parking,5000.0,1951,1,100,Whole Building,,,,,,,,,,,,,,,0.0,0.0,0.0,,,Not found,2018-02-23T00:00:00.000,Not found,40.727758,-73.854069,406.0,29.0,71304.0,Forest Hills,,,,,6128948.0,Howard,,,,,,
58,6128972,Building 2,7000500004,7000500004,,99-52 66 Road,11374,Not found,Not found,Queens,Not found,150000,Multifamily Housing,"Multifamily Housing, Parking",Multifamily Housing,150000.0,Parking,5000.0,1951,1,100,Whole Building,,,,,,,,,,,,,,,0.0,0.0,0.0,,,Not found,2018-02-23T00:00:00.000,Not found,40.727763,-73.854051,406.0,29.0,71304.0,Forest Hills,,,,,6128948.0,Howard,,,,,,
59,2653186,LEXINGTON PARC CONDOMINIUM,1008867503,1008867503,1076154,127 EAST 30TH STREET,10016,Not found,Not found,Manhattan,Not found,75000,Multifamily Housing,Multifamily Housing,Multifamily Housing,75000.0,,,1989,1,100,Whole Building,Whole Building,97.0,79.9,79.9,60.2,60.2,2.6,0.0,,56000.0,560.0,668752.0,196000.0,196000.0,347.9,288.6,59.3,4678.3,62.38,Not found,2018-02-23T00:00:00.000,Not found,40.744049,-73.981934,105.0,2.0,72.0,Murray Hill-Kips Bay,,,,3793518.4,,,,,,,,
60,6210040,76 Fairview Corp,4033410037,0004-03341-0037,4079917,111-45 76 Drive,11375,Not found,Not found,Queens,Not found,49000,Multifamily Housing,Multifamily Housing,Multifamily Housing,49000.0,,,1936,1,95,Whole Building,,88.0,84.6,,77.1,,0.5,0.8,,3418106.2,37281.1,90107.0,26408.8,26408.8,209.5,201.6,8.0,,,Not found,2018-02-24T00:00:00.000,Not found,40.715809,-73.835323,406.0,29.0,76902.0,Forest Hills,269486.4,,,,,,,,,,,
61,2809107,Montclair Gardens Inc.,4012750045,4-01275-0045,4029568,3535 75 ST,11372,Not found,Not found,Queens,Not found,104500,Multifamily Housing,Multifamily Housing,Multifamily Housing,104500.0,,,1944,1,100,Whole Building,Whole Building,91.0,92.2,100.4,83.0,90.7,0.7,0.9,,8413912.9,92265.9,256342.4,75129.6,75129.6,469.6,446.9,22.7,8035.9,76.9,Not found,2018-02-24T00:00:00.000,Not found,40.750753,-73.891114,403.0,25.0,287.0,Jackson Heights,,,,,,,,,,,,
62,2815787,Surfair Equities LTD,4012720012,4-01272-0012,4431325;4431326,35-20 73rd Street,11358,Not found,Not found,Queens,Not found,99552,Multifamily Housing,Multifamily Housing,Multifamily Housing,99552.0,,,1937,1,100,Whole Building,Whole Building,,,,,,0.4,,,,,120723.5,35382.0,35382.0,,,10.7,,,Not found,2018-02-24T00:00:00.000,Not found,40.750574,-73.893006,403.0,25.0,291.0,Jackson Heights,,,,,,,35-30 73rd Street,,,,,
63,2813205,Cross Bay Co-op Corp,4114210013,4-11421-0013,4434837;4434830;4434831;4434832;4434833;4434834;4434835;4434836;4434840;4434838,153rd ave,11414,Not found,Not found,Queens,Not found,120700,Multifamily Housing,Multifamily Housing,Multifamily Housing,120700.0,,,1959,1,100,Whole Building,Whole Building,4.0,168.7,173.7,115.4,120.8,6.6,1.0,,11189751.2,118732.9,2741415.8,803462.9,793803.0,837.4,594.3,243.1,8269.9,68.52,Not found,2018-02-24T00:00:00.000,Not found,,,,,,,,,,,,,,,,,,
64,2813205,Cross Bay Co-op Corp,4114210013,4-11421-0013,4434837;4434830;4434831;4434832;4434833;4434834;4434835;4434836;4434840;4434838,153rd ave,11414,Not found,Not found,Queens,Not found,120700,Multifamily Housing,Multifamily Housing,Multifamily Housing,120700.0,,,1959,1,100,Whole Building,Whole Building,4.0,168.7,173.7,115.4,120.8,6.6,1.0,,11189751.2,118732.9,2741415.8,803462.9,793803.0,837.4,594.3,243.1,8269.9,68.52,Not found,2018-02-24T00:00:00.000,Not found,,,,,,,,,,,,,,,,,,
65,2816123,Cord Meyer Devlopment,4058570002,4-05857-0002,4440926;4440928;4440929;4440934;4440936;4440954;4440953;4440955;4440932;4440948;4440940;4440935;4440939;4440938;4440942;44409473;4440941;4440947;4440927;4440944;4440937;4440945;4440933;4440930,Bay Terrrace 1,11360,Not found,Not found,Queens,Not found,50000,Multifamily Housing,Multifamily Housing,Multifamily Housing,50000.0,,,1950,11,90,Whole Building,Whole Building,,691.4,,485.8,,25.4,,,19956511.5,,4335479.0,1270656.1,1270656.1,1444.4,1060.0,384.4,,,Not found,2018-02-24T00:00:00.000,Not found,,,,,,,,,,,,,13-04 Bell Blvd,,,,,
66,4479052,Cord Meyer Development LLC Bay1-1,4058630002,4-05863-0002,4455173;4455160;4455164;4455154;4455153;4455155;4455165;4455169;4455168;4455172;4455143;4455145;4455149;4455150;4455133;4455135;4455174;4455159;4455146;4455136;4455137;4455167;4455152;4455138;4455131;4455166;4455171;4455132;4455157;4455156,13-02 212 Street,11360,Not found,Not found,Queens,Not found,80740,Multifamily Housing,Multifamily Housing,Multifamily Housing,80740.0,,,1950,84,90,Whole Building,Whole Building,39.0,122.8,136.4,116.9,129.9,,1.3,,9442347.4,104856.7,,,,501.5,501.5,0.0,,,Not found,2018-02-24T00:00:00.000,Not found,40.788323,-73.782509,407.0,19.0,99704.0,Ft. Totten-Bay Terrace-Clearview,,,,,,,,,,,,
67,2816943,Bay Terrace Co OP 4,4058630110,4-05863-0110,4440851;4440854;4440852;4440853;4440855;4440856;4440839;4440849;4440850,C/O B.L. Management,11358,Not found,Not found,Queens,Not found,69000,Multifamily Housing,Multifamily Housing,Multifamily Housing,69000.0,,,1950,3,90,Whole Building,Whole Building,,194.3,201.0,103.8,110.2,11.9,0.7,,4346326.9,47944.6,2817056.4,825631.9,824372.8,480.6,230.9,249.8,,,Not found,2018-02-24T00:00:00.000,Not found,,,,,,,,,,,,,2583 Francis Lewis Blvd,,,,,
68,4483872,Cord Meyer Development LLC Bay 4-1,4058650040,4-05865-0040,4440851;4440854;4440852;4440853;4440855;4440856;4440839;4440849;4440850,16-41 212 Street,11360,Not found,Not found,Queens,Not found,69000,Multifamily Housing,Multifamily Housing,Multifamily Housing,69000.0,,,1960,38,90,Whole Building,Whole Building,32.0,129.1,142.9,122.9,136.1,,1.4,,8483120.3,93905.6,,,,450.6,450.6,0.0,,,Not found,2018-02-24T00:00:00.000,Not found,40.783744,-73.780502,407.0,19.0,99704.0,Ft. Totten-Bay Terrace-Clearview,,,,,,,,,,,,
69,3122378,Bay Terrace Co Op Section 9,4058630200,4-05863-0200,4450091;4450092,209-15 18th Ave,11360,Not found,Not found,Queens,Not found,99000,Multifamily Housing,Multifamily Housing,Multifamily Housing,99000.0,,,1960,1,100,Whole Building,Whole Building,1.0,196.6,209.5,134.9,147.1,7.7,1.2,,10745294.0,119536.6,2606495.1,763919.9,763919.9,801.8,570.7,231.1,,,Not found,2018-02-24T00:00:00.000,Not found,40.781788,-73.783932,407.0,19.0,99704.0,Ft. Totten-Bay Terrace-Clearview,,,,,,,,,,,,
70,2921320,1487 SCHENECTADY AVE,3047860022,3047860022,3106488,1020 EAST 48TH STREET,11203,Not found,Not found,Brooklyn,Not found,88000,Distribution Center,Distribution Center,Distribution Center,88000.0,,,1979,1,100,Whole Building,Whole Building,83.0,42.8,42.8,13.8,13.8,4.0,0.0,,21060.3,233.0,1191376.4,349172.4,349172.4,1.1,1.1,0.0,293.2,3.33,Not found,2018-02-25T00:00:00.000,Not found,40.636843,-73.930753,317.0,45.0,932.0,East Flatbush-Farragut,,,,,,,,,,,,
71,6187624,150 East 35th,1008900057,1-00890-0057,1018534,150 East 35th st,10016,Not found,Not found,Manhattan,Not found,39905,College/University,College/University,College/University,39905.0,,,1912,1,100,Whole Building,Whole Building,,97.3,101.8,41.2,42.9,8.0,0.2,,614285.3,6300.6,1031572.1,302336.4,317563.9,124.1,32.6,91.5,1973.2,49.45,Not found,2018-02-26T00:00:00.000,Not found,40.746839,-73.978721,106.0,2.0,72.0,Murray Hill-Kips Bay,,,,,,,,,,,,
72,6194275,2436 LHT,1021490056,1-02149-0056,1063581,24-36 Laurel Hill Terrace,10036,Not found,Not found,Manhattan,Not found,42864,Multifamily Housing,Multifamily Housing,Multifamily Housing,42864.0,,,1930,1,100,Whole Building,,26.0,146.2,145.6,117.4,117.2,3.7,0.0,,185381.8,1853.8,551624.9,161672.0,159496.2,382.2,333.3,48.9,,,Not found,2018-02-26T00:00:00.000,Not found,40.848781,-73.929296,112.0,10.0,267.0,Washington Heights North,,,,4296050.0,,,,,,,,
73,6187698,Central High School,3105040051,3-10504-0051,4448886,86-84 palo alto st,11423,Not found,Not found,Brooklyn,Not found,28581,K-12 School,K-12 School,K-12 School,28581.0,,,1999,1,100,Whole Building,Whole Building,96.0,81.7,81.7,26.0,26.0,7.6,,,,,743739.5,217977.6,217977.6,65.9,0.0,65.9,331.0,11.58,Not found,2018-02-26T00:00:00.000,Not found,,,,,,,,,,,,,,,,,,
74,6187157,Parking Garage E,1021490011,1-02149-0011,1063578,2469-77 Amsterdam Ave,10033,Not found,Not found,Manhattan,Not found,25984,College/University,College/University,College/University,25984.0,,,1922,1,100,Whole Building,Whole Building,,25.7,26.2,8.2,8.3,2.4,,,,,212340.1,62233.3,63506.0,18.8,0.0,18.8,127.0,4.89,Not found,2018-02-26T00:00:00.000,Not found,40.848976,-73.93025,112.0,10.0,267.0,Washington Heights North,,,,,,,,,,,,
75,3521602,3240 Henry Hudson parkway LLC,2057890024,2-05789-0024,2084124,3240 Henry Hudson parkway,10463,Not found,Not found,Bronx,Not found,163197,Multifamily Housing,Multifamily Housing,Multifamily Housing,163197.0,,,1938,1,100,Whole Building,,100.0,61.8,65.8,55.0,59.0,0.9,,,,,479394.1,140502.4,140502.4,672.7,630.2,42.5,6007.6,36.81,Not found,2018-02-26T00:00:00.000,Not found,40.885365,-73.913345,208.0,11.0,297.0,Spuyten Duyvil-Kingsbridge,8492658.4,,,,,,,,,,,
76,3521883,900 Avenue H LLC,3065120001,3-06512-0001,3170547,900 Avenue H,11230,Not found,Not found,Brooklyn,Not found,77000,Multifamily Housing,Multifamily Housing,Multifamily Housing,77000.0,,,1937,1,100,Whole Building,,72.0,98.4,103.9,89.5,94.7,0.6,0.9,,6722745.3,71267.2,165242.5,48429.8,48429.8,371.7,357.1,14.7,8234.2,106.94,Not found,2018-02-26T00:00:00.000,Not found,40.629342,-73.967861,314.0,45.0,456.0,Midwood,,,,,,,,,,,,
77,3522892,1561 E. 13th Street LLC,3067600062,3-06760-0062,3181781,1561 E. 13th Street,11230,Not found,Not found,Brooklyn,Not found,71000,Multifamily Housing,Multifamily Housing,Multifamily Housing,71000.0,,,1940,1,100,Whole Building,,,85.0,91.3,78.0,83.9,0.4,0.8,,5429559.4,58541.2,105903.5,31038.5,31038.5,297.8,288.4,9.4,2799.3,39.43,Not found,2018-02-26T00:00:00.000,Not found,40.611279,-73.960634,314.0,48.0,542.0,Midwood,,,,,,,,,,,,
78,3524325,2016 Avenue N LLC,3076740047,3-07674-0047,3210674,2016 Avenue N,11210,Not found,Not found,Brooklyn,Not found,63000,Multifamily Housing,Multifamily Housing,Multifamily Housing,63000.0,,,1935,1,100,Whole Building,,91.0,84.5,89.7,77.0,81.9,0.5,0.8,,4739826.4,50516.2,109765.3,32170.4,32170.4,261.5,251.8,9.7,2460.3,39.05,Not found,2018-02-26T00:00:00.000,Not found,40.61623,-73.953949,314.0,48.0,546.0,Midwood,,,,,,,,,,,,
79,3524382,1701 W 3rd Street LLC,3066540001,3-06654-0001,3176990,1701 W 3rd Street,11223,Not found,Not found,Brooklyn,Not found,121680,Multifamily Housing,Multifamily Housing,Multifamily Housing,121680.0,,,1940,1,100,Whole Building,,89.0,82.9,87.8,73.5,78.2,0.8,0.8,,8611425.0,91766.6,334421.8,98013.4,98013.4,487.0,457.4,29.6,5837.8,47.98,Not found,2018-02-26T00:00:00.000,Not found,40.606007,-73.976382,311.0,44.0,412.0,Bensonhurst East,,,,,,,,,,,,
80,3524527,150-74th Street LLC,3059270024,3-05927-0024,3148192,150-74th Street,11209,Not found,Not found,Brooklyn,Not found,57036,Multifamily Housing,Multifamily Housing,Multifamily Housing,57036.0,,,1930,1,100,Whole Building,,82.0,98.2,105.2,87.7,94.4,0.9,0.9,,4833716.8,52145.4,166805.9,48888.0,49203.7,271.5,256.7,14.8,2005.5,35.16,Not found,2018-02-26T00:00:00.000,Not found,,,,,,,,,,,,,,,,,,
81,3524760,175-27 Wexford Terrace LLC,4098450001,4-09845-0001,4210598,175-27Wexford terrace,11432,Not found,Not found,Queens,Not found,71620,Multifamily Housing,Multifamily Housing,Multifamily Housing,71620.0,,,1938,1,100,Whole Building,,52.0,117.6,126.3,106.7,115.0,0.8,1.1,,7454293.8,80459.3,188600.3,55275.6,55759.0,412.7,395.9,16.7,6463.2,90.24,Not found,2018-02-26T00:00:00.000,Not found,40.712537,-73.788099,408.0,24.0,466.0,Jamaica Estates-Holliswood,,,,,,,,,,,,
82,6214760,sml realty llc,,,,112 Industrial loop,10309,Not found,Not found,staten island,Not found,29566,Distribution Center,Other,Other,29566.0,,,1989,1,100,Whole Building,Whole Building,,48.7,,27.3,,2.8,,,523756.3,,283837.5,83188.0,82595.4,53.0,27.8,25.2,77.7,2.63,Not found,2018-02-26T00:00:00.000,Not found,40.548994,-74.230288,503.0,51.0,226.0,Charleston-Richmond Valley-Tottenville,,,,,,,,,,,,
83,2670015,1870 Pelham Pkwy South,2042500026,2042500026,2047795,1870 Pelham Pkwy South,10461,Not found,Not found,Bronx,Not found,60000,Other,Other,Other,60000.0,,,2007,1,100,Whole Building,Whole Building,,93.8,94.9,40.0,41.3,7.2,0.2,,910973.3,9987.2,1488092.7,436135.0,433769.0,180.3,48.4,131.9,,,Not found,2018-02-27T00:00:00.000,Not found,40.855488,-73.830726,210.0,13.0,300.0,Pelham Bay-Country Club-City Island,,,,,,,,,,,,
84,2834640,zumckrealty,3030820065,3030820065,3071385,255 McKibbin Street,11206,Not found,Not found,Brooklyn,Not found,80000,Multifamily Housing,Multifamily Housing,Multifamily Housing,80000.0,,,1939,1,80,Whole Building,,3.0,172.7,183.0,124.0,133.8,6.0,1.1,,8294332.0,90815.2,1626453.3,476686.1,476686.1,584.8,440.6,144.2,,,Not found,2018-02-27T00:00:00.000,Not found,40.705656,-73.937397,301.0,34.0,485.0,Bushwick South,,,,,,,,,,,,
85,5819693,Parnes Clinic,2042010031,2-04201-0031,2046741,1165 morris park ave,10461,Not found,Not found,Bronx,Not found,51389,College/University,College/University,College/University,51389.0,,,1969,1,100,Whole Building,Whole Building,,254.4,258.0,165.8,166.9,11.6,1.3,,6544387.8,65443.9,1974625.2,578729.5,596233.0,522.7,347.6,175.1,1443.7,28.09,Not found,2018-02-27T00:00:00.000,Not found,40.850813,-73.850257,211.0,13.0,288.0,Pelham Parkway,,,,,,,,,,,,
86,1439342,"120 Broadway Holdings, LLC",1000477501,1-00047-7501,1001026,120 Broadway,10271,Not found,Not found,Manhattan,Not found,1910503,Office,"Bank Branch, Convenience Store without Gas Station, Office, Other - Restaurant/Bar, Personal Services (Health/Beauty, Dry Cleaning, etc.), Restaurant",Office,1858900.0,Bank Branch,32063.0,1915,1,95,Whole Building,Whole Building,86.0,164.7,168.1,66.3,69.3,12.8,0.0,40817632.0,2077306.9,20773.1,83856768.2,24577010.0,24532245.0,10255.3,110.3,10144.9,20924.5,10.95,Not found,2018-02-28T00:00:00.000,Not found,40.708546,-74.011041,101.0,1.0,7.0,Battery Park City-Lower Manhattan,,Other - Restaurant/Bar,17223.0,,,,,,,,,
87,6237003,Mr.Bear LLC,3002690016,3-00269-0016,3002644,61 Schermerhorn Street,11201,Not found,Not found,Brooklyn,Not found,47896,Multifamily Housing,Multifamily Housing,Multifamily Housing,47896.0,,,2006,1,95,Whole Building,Whole Building,98.0,68.3,72.5,48.6,52.1,2.5,0.4,,1928817.1,20850.7,397580.5,116524.2,119922.2,137.7,102.4,35.2,2227.9,46.52,Not found,2018-02-28T00:00:00.000,Not found,40.69081,-73.991129,302.0,33.0,9.0,Brooklyn Heights-Cobble Hill,,,,,,,,,,,,
88,2665684,Episcopal Church Center,1013170021,1013170021,,815 Second Avenue,10017,Not found,Not found,Manhattan,Not found,139824,Office,Office,Office,139824.0,,,1962,1,100,Whole Building,Whole Building,87.0,140.8,147.8,63.3,68.5,9.9,,4182209.8,,,4667864.3,1368072.6,1383593.6,691.5,0.0,691.5,2948.4,21.09,Not found,2018-02-28T00:00:00.000,Not found,40.750856,-73.971466,106.0,4.0,88.0,Turtle Bay-East Midtown,,,,,,,,,,,,
89,5870281,Village Place Corporation,1005640031,1-00564-0031,1009206,35 East 12th Street,10003,Not found,Not found,Manhattan,Not found,64377,Multifamily Housing,Multifamily Housing,Multifamily Housing,64377.0,,,1928,1,100,Whole Building,Whole Building,94.0,65.6,71.7,55.6,61.4,1.0,0.6,,3358525.8,37319.3,222174.0,65115.5,65115.5,198.1,178.4,19.7,196855.2,3057.85,Not found,2018-02-28T00:00:00.000,Not found,40.733732,-73.992322,102.0,2.0,61.0,West Village,,,,,,,,,,,,
90,4600346,Wyndham Midtown 45,1013197503,1-01319-7503,1081175,205 East 45th Street,10017,Not found,Not found,Manhattan,Not found,140105,Hotel,"Hotel, Parking",Hotel,140105.0,Parking,1000.0,2002,1,100,Whole Building,Whole Building,7.0,191.1,189.6,103.8,103.2,11.4,0.6,,9028200.0,90096.2,5509860.9,1614847.7,1597073.9,968.0,479.5,488.5,,,Not found,2018-02-28T00:00:00.000,Not found,40.752531,-73.972642,106.0,4.0,90.0,Turtle Bay-East Midtown,,,,,,,,,,,,
91,6187159,Icon parking garage,1021490016,1-02149-0016,1063579,2479 amsterdam ave,10033,Not found,Not found,Manhattan,Not found,26260,College/University,College/University,College/University,26260.0,,,1920,1,100,Whole Building,Whole Building,,18.8,19.3,8.0,8.2,1.5,0.0,,80209.1,802.1,130224.3,38166.5,39420.7,15.8,4.3,11.5,2.1,0.08,Not found,2018-03-01T00:00:00.000,Not found,40.849218,-73.930073,112.0,10.0,267.0,Washington Heights North,,,,,,,,,,,,
92,4938305,105 E 106th & 104 E 107th,1016340003;1016340065,1016340003; 1016340065,1052015; 1052058,105 East 107th Street,10029,Not found,Not found,Manhattan,Not found,180300,Other,"Other, Parking",Other,180300.0,Parking,0.0,1947,2,100,Whole Building,Whole Building,,213.5,216.0,87.4,90.3,17.1,0.1,,1006378.1,11619.1,10580226.7,3100886.7,3089729.9,1305.8,367.7,938.0,5384.5,29.86,Not found,2018-03-01T00:00:00.000,Not found,40.793413,-73.94694,111.0,8.0,172.0,East Harlem South,,,,4174139.5,4938305.0,105 E 106th & 104 E 107th,,,,,,
93,6236828,380 BROADWAY LLC,1001950001,"Man,195,1",1002317,380 BROADWAY,10013,Not found,Not found,Manhattan,Not found,27500,Mixed Use Property,Other,Other,27500.0,,,1915,1,100,Common areas (all energy loads),Whole Building,,3.5,3.5,1.1,1.1,0.3,,,,,30533.7,8948.9,8948.9,2.7,0.0,2.7,573.1,20.84,Not found,2018-03-01T00:00:00.000,Not found,40.718112,-74.002958,101.0,1.0,31.0,SoHo-TriBeCa-Civic Center-Little Italy,,,,,,,,,,,,
94,2652078,55th && 5th Avenue Corporation,1012910001,1012910001,1035768,1 E 55th Street,10022,Not found,Not found,Manhattan,Not found,310000,Office,"Office, Retail Store",Office,246605.0,Retail Store,63395.0,1927,1,80,Whole Building,,87.0,178.5,179.5,63.4,64.2,15.5,,3284092.5,,,16364634.5,4796199.4,4796199.4,1668.9,0.0,1668.9,6792.2,21.91,Not found,2018-03-01T00:00:00.000,Not found,40.761575,-73.97467,105.0,4.0,102.0,Midtown-Midtown South,,,,,,,,,,,,
95,3999874,Hollywood Towers,2054017501,2-05401-7501,2074868,3030 Middletown Rd,10461,Not found,Not found,Bronx,Not found,50934,Multifamily Housing,Multifamily Housing,Multifamily Housing,50934.0,,,2012,1,90,Whole Building,Whole Building,65.0,104.2,106.5,58.6,60.6,6.0,0.4,,1947311.5,20394.3,1039704.0,304719.8,306479.9,195.6,103.4,92.2,2237.9,43.94,Not found,2018-03-01T00:00:00.000,Not found,40.844134,-73.829482,210.0,13.0,264.0,Schuylerville-Throgs Neck-Edgewater Park,,,,,,,,,,,,
96,4391198,pjl realty corp,4026020170,4026020170,4058970,56-72 49th Street,11378,Not found,Not found,Queens,Not found,84000,Refrigerated Warehouse,Refrigerated Warehouse,Refrigerated Warehouse,84000.0,,,1965,1,100,Whole Building,Whole Building,76.0,135.9,134.2,43.3,42.8,12.5,,,,,3636452.3,1065783.1,1052571.6,322.4,0.0,322.4,57.2,0.68,Not found,2018-03-02T00:00:00.000,Not found,40.722119,-73.919203,405.0,30.0,219.0,Hunters Point-Sunnyside-West Maspeth,,,,,,,,,,,,
