order,property_id,property_name,bbl_10_digits,nyc_borough_block_and_lot,nyc_building_identification,address_1_self_reported,postal_code,street_number,street_name,borough,dof_gross_floor_area_ft,self_reported_gross_floor,primary_property_type_self,list_of_all_property_use,largest_property_use_type,largest_property_use_type_1,_2nd_largest_property_use,_2nd_largest_property_use_1,year_built,number_of_buildings,occupancy,metered_areas_energy,metered_areas_water,energy_star_score,source_eui_kbtu_ft,weather_normalized_source,site_eui_kbtu_ft,weather_normalized_site_eui,weather_normalized_site,weather_normalized_site_1,district_steam_use_kbtu,natural_gas_use_kbtu,weather_normalized_site_2,electricity_use_grid_purchase,electricity_use_grid_purchase_1,weather_normalized_site_3,total_ghg_emissions_metric,direct_ghg_emissions_metric,indirect_ghg_emissions_metric,water_use_all_water_sources,water_use_intensity_all_water,water_required,generation_date,dof_benchmarking_submission,latitude,longitude,community_board,council_district,census_tract,nta,fuel_oil_2_use_kbtu,_3rd_largest_property_use,_3rd_largest_property_use_1,fuel_oil_4_use_kbtu,parent_property_id,parent_property_name,address_2_self_reported,annual_maximum_demand_kw,annual_maximum_demand_mm,fuel_oil_5_6_use_kbtu,diesel_2_use_kbtu,district_chilled_water_use
718,6277419,Ferguson - 57-18 48th Street,3025540055,3-02554-0055,4437443,57-18 48th Street,11378,Not found,Not found,Brooklyn,Not found,88500,Non-Refrigerated Warehouse,"Non-Refrigerated Warehouse, Parking",Non-Refrigerated Warehouse,88500.0,Parking,0.0,1930,1,100,Whole Building,Whole Building,36.0,131.1,145.4,106.8,120.4,2.7,1.0,,8026755.0,92475.5,814054.7,238585.8,238585.8,498.5,426.3,72.2,41.8,0.47,Not found,2018-04-01T00:00:00.000,Not found,40.64995,-74.019637,307.0,38.0,18.0,Sunset Park West,,,,,,,,72.0,2017-08-01T00:00:00.000,,,
719,6278837,Ferguson - 48-20 57th Avenue,3025640001,3-02564-0001,4058916,48-20 57th Avenue,11378,Not found,Not found,Brooklyn,Not found,143840,Manufacturing/Industrial Plant,"Manufacturing/Industrial Plant, Parking",Manufacturing/Industrial Plant,143840.0,Parking,0.0,1931,3,100,Whole Building,Whole Building,,32.0,32.2,26.2,26.2,0.7,0.2,,3127499.8,31275.0,322988.7,94662.6,96944.3,194.8,166.1,28.6,141.7,0.99,Not found,2018-04-01T00:00:00.000,Not found,,,,,,,,,,,,,,42.4,2017-09-01T00:00:00.000,,,
720,2801337,Highbridge Realty Associates,2025050064,2025050064,2003070,1141-61 Jerome Avenue,10452,Not found,Not found,Bronx,Not found,83000,Multifamily Housing,Multifamily Housing,Multifamily Housing,83000.0,,,1989,1,100,Whole Building,,100.0,64.8,64.8,20.6,20.6,6.0,,,,,1713231.6,502119.4,502119.4,151.9,0.0,151.9,13543.8,163.18,Not found,2018-04-01T00:00:00.000,Not found,40.835271,-73.923865,204.0,16.0,199.0,Highbridge,,,,,,,,,,,,
721,2801571,1710 Montgomery Avenue,2028780120,2028780120,2009006,1710 Montgomery Avenue,10453,Not found,Not found,Bronx,Not found,62000,Multifamily Housing,Multifamily Housing,Multifamily Housing,62000.0,,,1927,1,100,Whole Building,Whole Building,47.0,128.8,,96.3,,3.9,0.9,,5147041.4,56359.7,822381.0,241026.1,243919.6,346.3,273.4,72.9,4514.1,72.81,Not found,2018-04-01T00:00:00.000,Not found,40.849869,-73.919153,205.0,14.0,21501.0,University Heights-Morris Heights,0.0,,,,,,,,,,,
722,2801597,1730 Montgomery Avenue,2028780126,2028780126,2009007,1730 Montgomery Avenue,10453,Not found,Not found,Bronx,Not found,63000,Multifamily Housing,Multifamily Housing,Multifamily Housing,63000.0,,,1990,1,100,Whole Building,Whole Building,39.0,138.6,142.6,92.8,97.1,5.7,0.8,,4609941.9,48898.6,1239544.0,363289.5,359133.5,354.8,244.9,109.9,7162.6,113.69,Not found,2018-04-01T00:00:00.000,Not found,40.850393,-73.918588,205.0,14.0,21501.0,University Heights-Morris Heights,,,,,,,,,,,,
723,2801602,1750 Montgomery Avenue,2028780132,2028780132,2009008,1750 Montgomery Avenue,10453,Not found,Not found,Bronx,Not found,64000,Multifamily Housing,Multifamily Housing,Multifamily Housing,64000.0,,,1990,1,100,Whole Building,,100.0,56.7,57.0,18.1,18.1,5.3,,,,,1155757.0,338732.9,340266.2,102.5,0.0,102.5,9184.8,143.51,Not found,2018-04-01T00:00:00.000,Not found,40.850613,-73.91827,205.0,14.0,21501.0,University Heights-Morris Heights,,,,,,,,,,,,
724,2801652,288 Crown Street,3012970006,3012970006,3034175,288 Crown Street,11225,Not found,Not found,Brooklyn,Not found,78372,Multifamily Housing,Multifamily Housing,Multifamily Housing,78372.0,,,1957,1,100,Whole Building,,98.0,74.8,74.0,23.8,23.6,6.9,,,,,1865921.8,546870.3,541495.7,165.4,0.0,165.4,7900.2,100.8,Not found,2018-04-01T00:00:00.000,Not found,40.666247,-73.950245,309.0,35.0,319.0,Crown Heights South,,,,,,,,,,,,
725,2801676,307 Sterling Street,3013160001,3013160001,3034833,307 Sterling Street,11225,Not found,Not found,Brooklyn,Not found,62524,Multifamily Housing,Multifamily Housing,Multifamily Housing,62524.0,,,1926,1,100,Whole Building,,100.0,57.6,57.1,18.3,18.2,5.3,,,,,1146665.3,336068.3,333200.0,101.7,0.0,101.7,4632.0,74.08,Not found,2018-04-01T00:00:00.000,Not found,40.663162,-73.95046,309.0,40.0,329.0,Prospect Lefferts Gardens-Wingate,,,,,,,,,,,,
726,2801822,853 Empire Blvd.,3014240063,3014240063,3038414,853 Empire Blvd.,11213,Not found,Not found,Brooklyn,Not found,85300,Multifamily Housing,Multifamily Housing,Multifamily Housing,85300.0,,,1931,1,100,Whole Building,,44.0,137.7,,94.8,,5.3,0.8,,6391695.3,69942.9,1559251.6,456990.4,454579.3,488.0,349.7,138.2,5619.7,65.88,Not found,2018-04-01T00:00:00.000,Not found,40.663582,-73.933786,309.0,41.0,355.0,Crown Heights South,138000.0,,,,,,,,,,,
727,6251724,660 Empire Blvd. Associates,3013260035,3-01326-0035,3035219,660 Empire Boulevard,11213,Not found,Not found,Brooklyn,Not found,36150,Multifamily Housing,Multifamily Housing,Multifamily Housing,36150.0,,,1926,1,100,Whole Building,Whole Building,45.0,119.2,,88.4,,3.8,0.8,,2738916.0,29979.2,456441.7,133775.4,136211.3,185.9,145.5,40.5,2282.0,63.13,Not found,2018-04-01T00:00:00.000,Not found,40.663934,-73.940623,309.0,41.0,331.0,Crown Heights South,0.0,,,,,,,,,,,
728,6253661,Mansfield Realty Associates,3052070030,3-05207-0030,3120270,540 East 22 Street,11226,Not found,Not found,Brooklyn,Not found,38800,Multifamily Housing,Multifamily Housing,Multifamily Housing,38800.0,,,1935,1,100,Whole Building,Whole Building,70.0,105.9,,68.6,,4.7,0.6,,1977696.7,21476.3,629082.1,184373.4,183620.1,164.9,109.1,55.8,1502.5,38.72,Not found,2018-04-01T00:00:00.000,Not found,40.639208,-73.956953,314.0,40.0,51601.0,Flatbush,55200.0,,,,,,,,,,,
729,6253862,1165 Shakespeare Avenue,2025100087,2-02510-0087,2003176,1165 Shakespeare Avenue,10452,Not found,Not found,Bronx,Not found,32898,Multifamily Housing,Multifamily Housing,Multifamily Housing,32898.0,,,1925,1,100,Whole Building,Whole Building,60.0,127.4,,89.9,,4.6,0.8,,2436490.3,25886.5,519752.5,152330.7,152330.7,175.5,129.4,46.1,4523.0,137.49,Not found,2018-04-01T00:00:00.000,Not found,40.835844,-73.923514,204.0,16.0,199.0,Highbridge,0.0,,,,,,,,,,,
730,6257757,Walton Realty Associates,2024650010,2-02465-0010,2002851,1224 Walton Avenue,10452,Not found,Not found,Bronx,Not found,45017,Multifamily Housing,"Multifamily Housing, Retail Store",Multifamily Housing,43017.0,Retail Store,2000.0,1931,1,100,Whole Building,Whole Building,,109.8,,71.9,,4.8,0.6,,2496864.6,27004.4,739649.7,216778.9,216664.6,198.2,132.6,65.6,4576.8,101.67,Not found,2018-04-01T00:00:00.000,Not found,40.835619,-73.919036,204.0,16.0,197.0,West Concourse,0.0,,,,,,,,,,,
731,6277419,Ferguson - 57-18 48th Street,4025540055,4-02554-0055,4437443,57-18 48th Street,11378,Not found,Not found,Queens,Not found,88500,Non-Refrigerated Warehouse,"Non-Refrigerated Warehouse, Parking",Non-Refrigerated Warehouse,88500.0,Parking,0.0,1930,1,100,Whole Building,Whole Building,36.0,131.1,145.4,106.8,120.4,2.7,1.0,,8026755.0,92475.5,814054.7,238585.8,238585.8,498.5,426.3,72.2,41.8,0.47,Not found,2018-04-01T00:00:00.000,Not found,40.721717,-73.921815,405.0,30.0,219.0,Hunters Point-Sunnyside-West Maspeth,,,,,,,,72.0,2017-08-01T00:00:00.000,,,
732,6278837,Ferguson - 48-20 57th Avenue,4025640001,4-02564-0001,4058916,48-20 57th Avenue,11378,Not found,Not found,Queens,Not found,143840,Manufacturing/Industrial Plant,"Manufacturing/Industrial Plant, Parking",Manufacturing/Industrial Plant,143840.0,Parking,0.0,1931,3,100,Whole Building,Whole Building,,32.0,32.2,26.2,26.2,0.7,0.2,,3127499.8,31275.0,322988.7,94662.6,96944.3,194.8,166.1,28.6,141.7,0.99,Not found,2018-04-01T00:00:00.000,Not found,40.724521,-73.919987,402.0,30.0,219.0,Hunters Point-Sunnyside-West Maspeth,,,,,,,,42.4,2017-09-01T00:00:00.000,,,
733,6276742,Cobble Hill Health Center,3003000017,3-00300-0017,3003212;3398697,380 Henry Street,11201,Not found,Not found,Brooklyn,Not found,156840,Senior Care Community,Senior Care Community,Senior Care Community,156840.0,,,1971,2,90,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,Not found,2018-04-02T00:00:00.000,Not found,40.688142,-73.997505,306.0,39.0,49.0,Carroll Gardens-Columbia Street-Red Hook,,,,,,,,,,,,
734,3126777,DOE Fund- Porter Avenue Housing Development,3029930001,3-02993-0001,3070619,89 Porter Avenue,112371417,Not found,Not found,Brooklyn,Not found,70000,Residence Hall/Dormitory,Residence Hall/Dormitory,Residence Hall/Dormitory,70000.0,,,2004,1,100,Whole Building,,,,,,,,,,,,,,,,,,,,Not found,2018-04-02T00:00:00.000,Not found,40.707685,-73.928855,301.0,34.0,453.0,Bushwick North,,,,,,,,,,,,
735,4399250,DOE Fund - 555 Nereid Avenue,2050650001,2-05065-0001,2070559,555 Nereid Avenue,10470,Not found,Not found,Bronx,Not found,48496,Adult Education,Adult Education,Adult Education,48496.0,,,1942,1,0,Whole Building,Whole Building,,,,,,,,,,,,,,,,,,,Not found,2018-04-02T00:00:00.000,Not found,40.899871,-73.857923,212.0,11.0,414.0,Woodlawn-Wakefield,,,,,,,,,,,,
736,6278695,DOE Fund - 1420 Crotona Park East,2029380009,2-02938-0009,2128905,1420 Crotona Park East,10460,Not found,Not found,Bronx,Not found,38000,Multifamily Housing,Multifamily Housing,Multifamily Housing,38000.0,,,2015,1,90,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,Not found,2018-04-02T00:00:00.000,Not found,40.834596,-73.896325,203.0,16.0,153.0,Crotona Park East,,,,,,,,,,,,
737,6278696,DOE Fund - 1345 Rogers Avenue,3052290017,3-05229-0017,3336243,1345 Rogers Avenue,11210,Not found,Not found,Brooklyn,Not found,89000,Multifamily Housing,Multifamily Housing,Multifamily Housing,89000.0,,,2016,1,85,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,Not found,2018-04-02T00:00:00.000,Not found,40.63712,-73.951013,314.0,45.0,788.0,Flatbush,,,,,,,,,,,,
738,6278697,DOE Fund - 3100 Webster Avenue,2033300068,2-03330-0068,2017877,3100 Webster Avenue,10467,Not found,Not found,Bronx,Not found,76900,Multifamily Housing,Multifamily Housing,Multifamily Housing,76900.0,,,2016,1,85,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,Not found,2018-04-02T00:00:00.000,Not found,40.870972,-73.877076,207.0,11.0,425.0,Norwood,,,,,,,,,,,,
739,6276744,Duggal Visual Solutions - 27 West 23 St,1008250024,1-00825-0024,1015580,27 West 23rd Street,10010,Not found,Not found,Manhattan,Not found,101600,Adult Education,Adult Education,Adult Education,101600.0,,,1915,1,95,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,Not found,2018-04-02T00:00:00.000,Not found,40.742013,-73.990653,105.0,3.0,58.0,Hudson Yards-Chelsea-Flatiron-Union Square,,,,,,,,,,,,
740,6276745,Duggal Visual Solutions - 14 West 24 Street,1008250056,1-00825-0056,1015585,14 West 24th Street,10010,Not found,Not found,Manhattan,Not found,26600,Office,Office,Office,26600.0,,,1910,1,90,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,Not found,2018-04-02T00:00:00.000,Not found,40.742529,-73.989895,105.0,3.0,58.0,Hudson Yards-Chelsea-Flatiron-Union Square,,,,,,,,,,,,
741,2736282,Farband Housing Corporation,2045500012,2-04550-0012,2093477;2093476;2800619,2922 Barnes Avenue,10467,Not found,Not found,Bronx,Not found,127566,Multifamily Housing,Multifamily Housing,Multifamily Housing,127566.0,,,1928,1,100,Whole Building,Whole Building,,,,,,,,,,,,,,,,,,,Not found,2018-04-02T00:00:00.000,Not found,40.868308,-73.863418,211.0,13.0,340.0,Bronxdale,,,,,,,,,,,,
742,6278689,International House - 524 Riverside Drive,1019940038,1-01994-0038,1080813,524 Riverside Drive,10027,Not found,Not found,Manhattan,Not found,140000,Multifamily Housing,Multifamily Housing,Multifamily Housing,140000.0,,,1961,1,90,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,Not found,2018-04-02T00:00:00.000,Not found,40.815739,-73.961792,109.0,7.0,211.0,Morningside Heights,,,,,,,,,,,,
743,6278690,International House - 500 Riverside Drive,1019940057,1-01994-0057,1059870,500 Riverside Drive,10027,Not found,Not found,Manhattan,Not found,200000,Residence Hall/Dormitory,Residence Hall/Dormitory,Residence Hall/Dormitory,200000.0,,,1926,1,95,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,Not found,2018-04-02T00:00:00.000,Not found,40.814556,-73.962475,109.0,7.0,211.0,Morningside Heights,,,,,,,,,,,,
744,4047228,Justin - 1239 Broadway,1008320001,1-00832-0001,1079187;1082272;1082273;1082275;1082274;1082276,1239 Broadway,10001,Not found,Not found,Manhattan,Not found,187973,Multifamily Housing,Multifamily Housing,Multifamily Housing,187973.0,,,1900,5,90,Whole Building,Whole Building,,,,,,,,,,,,,,,,,,,Not found,2018-04-02T00:00:00.000,Not found,40.747135,-73.988397,105.0,3.0,76.0,Midtown-Midtown South,,,,,,,,,,,,
745,4047230,Justin - 213 West 35 Street,1007850029,1-00785-0029,1014428,213 West 35th Street,10001,Not found,Not found,Manhattan,Not found,163681,Multifamily Housing,Multifamily Housing,Multifamily Housing,163681.0,,,1921,1,95,Whole Building,Whole Building,,,,,,,,,,,,,,,,,,,Not found,2018-04-02T00:00:00.000,Not found,40.751946,-73.990796,105.0,3.0,109.0,Midtown-Midtown South,,,,,,,,,,,,
746,4047231,Justin - 115 West 30th Street,1008060026,1-00806-0026,1015161,115 West 35th Street,10001,Not found,Not found,Manhattan,Not found,151525,Multifamily Housing,Multifamily Housing,Multifamily Housing,151525.0,,,1912,1,90,Whole Building,Whole Building,,,,,,,,,,,,,,,,,,,Not found,2018-04-02T00:00:00.000,Not found,40.750878,-73.98827,105.0,3.0,109.0,Midtown-Midtown South,,,,,,,,,,,,
747,4047232,Justin - 9-- Broadway,1008480061,1-00848-0061,1016184,900 Broadway,10003,Not found,Not found,Manhattan,Not found,98146,Multifamily Housing,Multifamily Housing,Multifamily Housing,98146.0,,,1900,1,85,Whole Building,Whole Building,,,,,,,,,,,,,,,,,,,Not found,2018-04-02T00:00:00.000,Not found,40.739109,-73.989773,105.0,2.0,52.0,Hudson Yards-Chelsea-Flatiron-Union Square,,,,,,,,,,,,
748,4047233,Justin - 153 West 27,1008030007,1-00803-0007,1015062,153 West 27th St,10001,Not found,Not found,Manhattan,Not found,115925,Multifamily Housing,Multifamily Housing,Multifamily Housing,115925.0,,,1912,1,90,Whole Building,Whole Building,,,,,,,,,,,,,,,,,,,Not found,2018-04-02T00:00:00.000,Not found,40.746084,-73.992515,105.0,3.0,95.0,Midtown-Midtown South,,,,,,,,,,,,
749,4047235,Justin - 127 West 26,1008020022,1-00802-0022,1015037,127 West 26th Street,10001,Not found,Not found,Manhattan,Not found,92970,Multifamily Housing,Multifamily Housing,Multifamily Housing,92970.0,,,1912,1,90,Whole Building,Whole Building,,,,,,,,,,,,,,,,,,,Not found,2018-04-02T00:00:00.000,Not found,40.745225,-73.992396,105.0,3.0,95.0,Midtown-Midtown South,,,,,,,,,,,,
750,6276746,Justin - 24 West 30 Street,1008317501,1-00831-7501,1015771,24 West 30th Street,10001,Not found,Not found,Manhattan,Not found,29800,Multifamily Housing,Multifamily Housing,Multifamily Housing,29800.0,,,1910,1,85,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,Not found,2018-04-02T00:00:00.000,Not found,40.746415,-73.987589,105.0,4.0,76.0,Midtown-Midtown South,,,,,,,,,,,,
751,6276747,MediSys - 89-02 135 Street,4093630033,4-09363-0033,4196899,89-02 135th Street,11418,Not found,Not found,Queens,Not found,81613,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),81613.0,,,1976,1,90,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,Not found,2018-04-02T00:00:00.000,Not found,40.700815,-73.816992,409.0,29.0,14202.0,Richmond Hill,,,,,,,,,,,,
752,6276748,MediSys - 134-20 Jamaica Ave,4093420007,4-09342-0007,4196414;4525302,134-20 Jamaica Avenue,11418,Not found,Not found,Queens,Not found,480740,Office,Office,Office,480740.0,,,1967,2,90,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,Not found,2018-04-02T00:00:00.000,Not found,40.70236,-73.818531,409.0,29.0,14202.0,Richmond Hill,,,,,,,,,,,,
753,6276749,MediSys - 89-40 135 Street,4093630008,4-09363-0008,4587687,89-40 135th Street,11418,Not found,Not found,Queens,Not found,144700,Senior Care Community,Senior Care Community,Senior Care Community,144700.0,,,2007,1,90,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,Not found,2018-04-02T00:00:00.000,Not found,40.700293,-73.816701,409.0,29.0,14202.0,Richmond Hill,,,,,,,,,,,,
754,6276750,MediSys - 89-10 Van Wyck Expwy,4093640010,4-09364-0010,4438605;4440535,89-10 Van Wyck Expressway,11418,Not found,Not found,Queens,Not found,390975,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),390975.0,,,1987,2,95,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,Not found,2018-04-02T00:00:00.000,Not found,40.701143,-73.816176,409.0,29.0,14202.0,Richmond Hill,,,,,,,,,,,,
755,6276751,MediSys - 90-28 Van Wyck Expwy,4093640001,4-09364-0001,4196910,90-28 Van Wyck Expressway,11418,Not found,Not found,Queens,Not found,89506,Senior Care Community,Senior Care Community,Senior Care Community,89506.0,,,1978,1,90,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,Not found,2018-04-02T00:00:00.000,Not found,40.699695,-73.815368,409.0,29.0,14202.0,Richmond Hill,,,,,,,,,,,,
756,6276753,Ramaz School - 114 E 85 St,1015130063,1-01513-0063,1081256,114 East 85th Street,10028,Not found,Not found,Manhattan,Not found,61917,K-12 School,K-12 School,K-12 School,61917.0,,,1998,1,95,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,Not found,2018-04-02T00:00:00.000,Not found,40.779191,-73.957,108.0,4.0,14801.0,Upper East Side-Carnegie Hill,,,,,,,,,,,,
757,6276754,Ramaz School - 60 E 78 St,1013920044,1-01392-0044,1041831,60 East 78 Street,10075,Not found,Not found,Manhattan,Not found,77798,K-12 School,K-12 School,K-12 School,77798.0,,,1980,1,95,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,Not found,2018-04-02T00:00:00.000,Not found,40.775356,-73.961977,108.0,4.0,142.0,Upper East Side-Carnegie Hill,,,,,,,,,,,,
758,6278691,Rebekah Rehab - 1070 Havemeyer Ave,2038270201,2-03827-0201,2026971,1070 Havemeyer Avenue,10462,Not found,Not found,Bronx,Not found,131000,Senior Care Community,Senior Care Community,Senior Care Community,131000.0,,,2007,1,90,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,Not found,2018-04-02T00:00:00.000,Not found,40.82987,-73.847388,209.0,18.0,96.0,Westchester-Unionport,,,,,,,,,,,,
759,6278692,Rebekah Rehab - 1040 Havemeyer Avenue,2038270223,2-03827-0223,2114100,1040 Havemeyer Avenue,10462,Not found,Not found,Bronx,Not found,70000,Senior Care Community,Senior Care Community,Senior Care Community,70000.0,,,1971,1,95,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,Not found,2018-04-02T00:00:00.000,Not found,40.829631,-73.84733,209.0,18.0,96.0,Westchester-Unionport,,,,,,,,,,,,
760,6278693,Metropolitan Pacific - Shore Towers,4009057501,4-00905-7501,4438544,25-40 Shore Blvd,11102,Not found,Not found,Queens,Not found,114581,Multifamily Housing,Multifamily Housing,Multifamily Housing,114581.0,,,1989,1,95,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,Not found,2018-04-02T00:00:00.000,Not found,40.775801,-73.928785,401.0,22.0,91.0,Old Astoria,,,,,,,,,,,,
761,6278694,The New Yorker Hotel,1007580037,1-00758-0037,1013561,481 8th Avenue,10001,Not found,Not found,Manhattan,Not found,1300000,Hotel,Hotel,Hotel,1300000.0,,,1929,1,95,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,Not found,2018-04-02T00:00:00.000,Not found,40.752295,-73.993402,104.0,3.0,111.0,Hudson Yards-Chelsea-Flatiron-Union Square,,,,,,,,,,,,
762,3940345,Gracie Square Hospital,1014700033,1-01470-0033,1081243,420 E 76th St,10021,Not found,Not found,Manhattan,Not found,82200,Other - Specialty Hospital,Other - Specialty Hospital,Other - Specialty Hospital,82200.0,,,1950,1,100,Whole Building,Whole Building,,,,,,,,,,,,,,,,,,,Not found,2018-04-02T00:00:00.000,Not found,40.770105,-73.95346,108.0,5.0,132.0,Lenox Hill-Roosevelt Island,,,,,,,,,,,,
763,2661711,Iroquois Hotel,1012600012,1012600012,1034220,49 West 44 Street,10036,Not found,Not found,Manhattan,Not found,52575,Hotel,Hotel,Hotel,52575.0,,,1900,1,100,Whole Building,Whole Building,56.0,250.7,255.3,127.4,130.9,16.5,0.7,,3759696.8,39175.1,2940325.1,861759.9,868928.5,460.4,199.7,260.7,4946.9,94.09,Not found,2018-04-02T00:00:00.000,Not found,40.755458,-73.981523,105.0,4.0,96.0,Midtown-Midtown South,,,,,,,,,,,,
764,3543311,The Gershwin Hotel,1008570007,1008570007,,7 East 27th Street,10016,Not found,Not found,Manhattan,Not found,54000,Hotel,Hotel,Hotel,54000.0,,,1903,1,100,Whole Building,Whole Building,19.0,318.2,,129.5,,26.3,,,2284856.7,,4708881.1,1380093.9,1417829.6,538.8,121.4,417.5,2886.5,53.45,Not found,2018-04-02T00:00:00.000,Not found,40.743843,-73.987196,105.0,2.0,56.0,Hudson Yards-Chelsea-Flatiron-Union Square,,,,,,,,,,,,
765,2662349,Belleclaire Hotel,1011680056,1011680056,1030866,250 West 77th Street,10024,Not found,Not found,Manhattan,Not found,121147,Hotel,"Hotel, Other, Restaurant, Supermarket/Grocery Store",Hotel,111480.0,Supermarket/Grocery Store,6562.0,1910,1,100,Whole Building,Whole Building,66.0,170.3,179.1,131.7,140.1,4.5,1.2,,14101341.6,151155.9,1853506.2,543231.5,543231.5,913.3,749.0,164.3,21053.8,173.79,Not found,2018-04-02T00:00:00.000,Not found,40.782656,-73.98127,107.0,6.0,163.0,Upper West Side,,Other,1853.0,,,,,,,,,
766,2662264,Washington Jefferson Hotel,1010410044,1010410044,1025180,318 West 51st Street,10019,Not found,Not found,Manhattan,Not found,54568,Hotel,"Hotel, Restaurant",Hotel,53818.0,Restaurant,750.0,1940,1,100,Whole Building,,51.0,188.0,197.6,116.1,123.8,9.5,0.9,,4609639.4,49887.4,1725570.4,505735.7,517587.3,397.8,244.8,153.0,5510.9,100.99,Not found,2018-04-02T00:00:00.000,Not found,40.763249,-73.986467,104.0,3.0,133.0,Clinton,,,,,,,,,,,,
767,2664580,Chandler Hotel,1008600074,1008600074,1016980,12 East 31st Street,10016,Not found,Not found,Manhattan,Not found,63967,Hotel,Hotel,Hotel,63967.0,,,1903,1,100,Whole Building,Whole Building,28.0,273.5,274.9,135.9,138.2,18.2,0.8,,4690459.9,48641.9,4002413.0,1173040.0,1164594.6,604.0,249.1,354.9,,,Not found,2018-04-02T00:00:00.000,Not found,40.746212,-73.985203,105.0,4.0,74.0,Midtown-Midtown South,,,,,,,,,,,,
768,1747000,Main Hospital,4051650001,4-05165-0001,4439898,56-45 Main Street,11355,Not found,Not found,Queens,Not found,590371,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),590371.0,,,1978,5,100,Whole Building,,51.0,567.5,565.1,331.0,330.3,30.7,2.2,,129563895.0,1295639.0,62202818.2,18230601.0,18095984.5,12668.9,7154.0,5514.9,94339.4,159.8,Not found,2018-04-02T00:00:00.000,Not found,40.746817,-73.826155,407.0,20.0,799.0,Queensboro Hill,3668916.8,,,,,,,,,,,
769,2386047,West Building,4064010019,4-06401-0019,4861615,139-24 Booth Memorial Ave,11355,Not found,Not found,Queens,Not found,171780,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),171780.0,,,2010,1,100,Whole Building,Whole Building,15.0,525.9,,239.9,,38.2,1.1,,18690599.8,189491.5,22521929.5,6600799.2,6561209.9,2989.5,992.7,1996.8,105796.9,615.89,Not found,2018-04-02T00:00:00.000,Not found,40.746485,-73.825957,407.0,20.0,799.0,Queensboro Hill,,,,,,,,,,,,
770,3248828,Lurting Gardens,2043290012,2043290012,2049615,1055 Esplanade Avenue,10461,Not found,Not found,Bronx,Not found,97387,Multifamily Housing,Multifamily Housing,Multifamily Housing,97387.0,,,1947,1,100,Whole Building,Whole Building,98.0,73.4,78.4,66.9,71.7,0.4,0.7,,6368980.4,68286.8,147402.4,43201.2,43808.8,351.4,338.3,13.1,91.4,0.94,Not found,2018-04-02T00:00:00.000,Not found,40.855707,-73.858849,211.0,13.0,248.0,Pelham Parkway,,,,0.0,,,,,,,,
771,2929077,Grandview,2024650038,2-02465-0038,2002854,1245 Grandview Place,10452,Not found,Not found,Bronx,Not found,51000,Multifamily Housing,Multifamily Housing,Multifamily Housing,51000.0,,,1938,1,100,Whole Building,,32.0,139.7,143.3,109.9,113.5,3.9,0.1,,322145.5,3237.9,681205.8,199650.0,199059.7,423.8,363.4,60.4,4419.3,86.65,Not found,2018-04-02T00:00:00.000,Not found,40.835643,-73.917717,204.0,16.0,197.0,West Concourse,,,,4599875.6,,,,,,,,
772,2938677,260 Madison Avenue,1008680016,1008680016,1017230,260 Madison Ave,10016,Not found,Not found,Manhattan,Not found,568459,Office,Office,Office,568459.0,,,1952,1,100,Whole Building,Whole Building,82.0,195.4,196.8,82.4,83.5,14.6,,18551135.9,,,28270384.2,8285574.7,8288311.4,3738.2,0.0,3738.2,11955.5,21.03,Not found,2018-04-02T00:00:00.000,Not found,40.750707,-73.980828,105.0,4.0,82.0,Murray Hill-Kips Bay,,,,,,,,1980.0,2017-07-01T00:00:00.000,,,
