borough,block,lot,bin,agency,building,rating,current_source_energy_intensity_kbtu_sq_ft,current_total_ghg_emissions_mtco2e,rating_2,source_energy_intensity_kbtu_sq_ft,total_ghg_emissions_mtco2e,address,city,state,zip,gross_sq_ft,year_built,epapmbenchmarkedas,campus_name
2,2383,12,2001505,1332 Fulton Ave D C C Inc,ACS, N/A , 180.6 ,4.9,,155.9,4.3,, 157.7 ,4.3,,164.8,4.5,Individual building,
1,93,1,1062652,ACS Administrative Site,ACS, 57 , 239.0 ,6.2,55,242.1,6.3,59, 228.3 ,5.9,64.0,217.9,5.6,Individual building,
3,4484,13,3098733,ACS Administrative Site,ACS, 16 , 286.6 ,8.6,19,268.3,7.9,20, 258.6 ,7.6,24.0,252.1,7.5,Space within building,
2,4101,1,2044743,ACS Bronx Field Office,ACS, 7 , 316.2 ,8.9,14,269.6,7.2,12, 273.0 ,7.4,12.0,282.8,7.9,Individual building,
3,2022,18,3057913,Administration Site,ACS, 21 , 313.6 ,9.8,31,272.4,8.4,35, 257.9 ,7.5,37.0,256.1,7.6,Individual building,
3,1230,44,3031082,Albany Day Care and Senior Center,ACS, N/A , 137.8 ,4.0,,143.0,4.1,, 131.5 ,3.7,,158.6,4.5,Individual building,
3,1420,51,3038317,All My Children Daycare and Nursery School,ACS, N/A , 177.2 ,4.6,,218.7,5.7,, 170.4 ,4.4,,161.7,4.2,Individual building,
4,12022,20,4260903,All My Children Daycare and Nursery School,ACS, N/A , 192.1 ,5.2,,201.3,5.4,, 205.7 ,5.5,,196.3,5.2,Individual building,
4,10193,1,4216947,All My Children Daycare and Nursery School,ACS, N/A , 136.0 ,3.7,,128.0,3.4,, 151.1 ,4.1,,133.4,3.6,Individual building,
4,12062,51,4261925,Alpha Kappa Alpha Sorority Child Care Center,ACS, N/A , 144.5 ,3.7,,128.4,3.3,, 120.9 ,3.1,,135.6,3.5,Individual building,
2,2861,129,2109470,Babove Worldwide Institute Inc,ACS, N/A , 160.7 ,5.1,,149.8,4.8,, 143.2 ,4.7,,135.4,4.6,Individual building,
4,12599,8,4271346,Babove Worldwide Institute Inc,ACS, N/A , 137.5 ,5.4,,123.5,4.5,, 117.0 ,4.0,,115.8,4.1,Individual building,
1,962,100,1069579,Bellevue Hospital Center (Space),ACS, 96 , 343.5 ,11.3,97,329.6,10.9,99, 302.9 ,9.9,99.0,306.5,10.4,Individual building,
2,3089,24,2012517,Belmont Community Day Care Center,ACS, N/A , 204.0 ,5.3,,162.0,4.2,, 181.9 ,4.7,,196.0,5.1,Individual building,
4,10941,206,4234212,Blanche Day Care Center,ACS, N/A , 162.8 ,5.6,,171.0,5.8,, 158.7 ,5.3,,188.7,6.6,Individual building,
2,2738,35,2005938,Bridges Juvenile Center Intake & Admissions,ACS, N/A , 28.7 ,0.8,,14.6,0.4,, 10.8 ,0.3,,8.1,0.2,Individual building,
2,3748,15,2024083,Bronxdale Tenants League DDC Inc,ACS, N/A , 103.3 ,2.8,,105.1,2.9,, 114.8 ,3.1,,121.3,3.3,Individual building,
3,3023,32,3070819,Bushwick Improvement Society Inc,ACS, N/A , 138.4 ,3.6,,128.2,3.3,, 97.4 ,2.5,,127.4,3.3,Individual building,
3,3227,10,3073394,Bushwick United Housing Development Fund Corp,ACS, N/A , 131.0 ,3.4,,139.9,3.6,, 121.2 ,3.1,,125.7,3.3,Individual building,
3,3043,1,3070967,Bushwick United Housing Development Fund Corp,ACS, N/A , 75.0 ,2.2,,77.2,2.3,, 81.7 ,2.4,,90.3,2.7,Individual building,
3,3228,20,3073408,Bushwick United Housing Development Fund Corp,ACS, N/A , 135.1 ,4.4,,111.8,3.7,, 106.6 ,3.4,,121.4,3.8,Individual building,
2,3125,1,2013174,Cardinal Day Care Center #2,ACS, N/A , 108.1 ,2.8,,131.2,3.4,, 135.1 ,3.5,,123.3,3.2,Individual building,
4,386,7,4004679,Catholic Charities Neighborhood Services Inc,ACS, N/A , 119.8 ,4.0,,115.6,3.9,, 100.8 ,3.3,,139.2,4.4,Individual building,
4,10917,29,4233644,Charles R Drew Early Learning Center,ACS, N/A , 182.7 ,5.0,,188.7,5.0,, 186.7 ,5.0,,180.5,4.8,Individual building,
2,2420,40,2001910,Children Pride Early Learning Center,ACS, N/A , 272.1 ,9.2,,256.0,8.6,, 218.4 ,7.3,,233.1,8.1,Individual building,
5,174,6,5004830,Childrens Aide Society Inc,ACS, N/A , 198.8 ,6.2,,160.9,4.9,, 160.4 ,4.6,,163.1,4.9,Individual building,
1,479,1,1007156,Chinese Community Concern Parents,ACS, N/A , 289.4 ,8.6,,297.0,8.8,, 285.2 ,8.5,,282.7,8.4,Individual building,
4,10021,1,4214446,Clifford Glover Day Care Center Inc,ACS, N/A , 146.3 ,3.8,,139.7,3.6,, 149.1 ,3.9,,158.5,4.1,Individual building,
3,3498,8,3378202,Crossroads Juvenile Center,ACS, N/A , 152.8 ,4.6,,171.9,5.5,, 172.1 ,5.4,,180.5,5.8,Individual building,
3,1253,7,3032188,Day Care Center,ACS, N/A , 105.1 ,2.8,,98.7,2.7,, 87.4 ,2.4,,96.1,2.6,Individual building,
4,10155,29,4216225,Dual Center ACS Administrative Site,ACS, 74 , 179.4 ,5.1,76,171.1,4.9,72, 179.9 ,5.3,72.0,182.5,5.4,Individual building,
2,2939,90,2009866,East Tremont-Crotona Day Care Center,ACS, N/A , 150.2 ,5.1,,133.3,4.4,, 125.0 ,4.2,,129.7,4.5,Individual building,
2,2272,38,2093913,Episcopal Social Services of NY,ACS, N/A , 187.4 ,5.0,,157.8,4.3,, 209.9 ,7.1,,188.9,6.0,Individual building,
3,5049,1,3115846,Episcopal Social Services of NY,ACS, N/A , 212.2 ,5.5,,190.2,4.9,, 186.7 ,4.8,,193.0,5.0,Individual building,
4,1726,5,4042862,Episcopal Social Services of NY,ACS, N/A , 184.1 ,4.8,,183.1,4.7,, 170.3 ,4.4,,157.7,4.1,Individual building,
1,350,8,1004240,Escuela Hispana Montessori #2,ACS, N/A , 162.5 ,5.1,,140.8,4.7,, 130.6 ,4.3,,141.0,4.9,Individual building,
3,1224,45,3030896,Friends of Crown Heights #2,ACS, N/A , 211.9 ,5.5,,198.9,5.2,, 192.9 ,5.0,,206.8,5.4,Individual building,
3,1296,1,3034153,Friends of Crown Heights #3,ACS, N/A , 215.0 ,6.7,,240.7,7.6,, 208.9 ,6.5,,138.9,4.1,Individual building,
3,4006,37,3089020,Friends of Crown Heights Educational Center Inc,ACS, N/A , 158.2 ,4.1,,140.8,3.6,, 134.5 ,3.5,,148.9,3.9,Individual building,
3,1361,66,3036100,Friends of Crown Heights Educational Center Inc,ACS, N/A , 147.6 ,3.9,,137.4,3.6,, 125.9 ,3.3,,142.0,3.7,Individual building,
3,1246,1,3031845,Friends of Crown Heights Educational Center Inc,ACS, N/A , 88.5 ,2.3,,80.7,2.1,, 71.5 ,1.9,,79.0,2.0,Individual building,
3,1240,56,3031515,Friends of Crown Heights Educational Center Inc,ACS, N/A , 144.7 ,4.3,,112.2,3.3,, 108.0 ,3.0,,152.9,4.3,Individual building,
3,4315,40,3097095,Friends of Crown Heights Educational Center Inc,ACS, N/A , 210.1 ,5.5,,190.1,5.0,, 175.8 ,4.6,,209.7,5.5,Individual building,
3,3976,70,3088473,Friends of Crown Heights Educational Center Inc,ACS, N/A , 149.1 ,3.9,,135.0,3.5,, 127.6 ,3.3,,128.3,3.4,Individual building,
3,4457,1,3098472,Friends of Crown Heights Educational Center Inc,ACS, N/A , 184.3 ,6.3,,227.2,8.0,, 171.3 ,6.1,,179.3,6.3,Individual building,
3,3531,23,3081165,Friends of Crown Heights Educational Center Inc,ACS, N/A , 124.1 ,3.6,,123.4,3.7,, 102.6 ,3.1,,154.9,4.6,Individual building,
3,1280,54,3033470,Friends of Crown Heights Educational Center Inc,ACS, N/A , 141.5 ,3.7,,139.8,3.7,, 145.3 ,3.8,,136.0,3.6,Individual building,
3,4298,7,3096389,Friends of Crown Heights Educational Center Inc,ACS, N/A , 128.3 ,4.3,,128.0,4.2,, 98.9 ,3.1,,129.5,4.3,Individual building,
3,3259,23,3074237,Grand Street Settlement Inc,ACS, N/A , 196.7 ,5.3,,191.0,5.1,, 172.5 ,4.6,,191.8,5.1,Individual building,
2,3732,39,2023653,H.G. Birch Watson Day Care Center,ACS, N/A , 131.4 ,3.5,,118.1,3.1,, 121.5 ,3.4,,158.9,6.4,Individual building,
2,2516,51,2003301,Highbridge Advisory SRCC,ACS, N/A , 178.9 ,4.7,,176.1,4.6,, 163.3 ,4.3,,184.7,4.9,Individual building,
2,2276,1,2000133,Horizon Juvenile Center,ACS, N/A , 154.4 ,4.7,,156.4,4.8,, 153.8 ,4.6,,160.4,5.0,Individual building,
2,5713,87,2087522,Kingsbridge,ACS, No data ,,, No data ,,, No data ,,,100.0,33.9,1.1,Individual building,
1,2132,47,1063193,La Familia Unida Day Care Center,ACS, N/A , 21.1 ,0.5,,16.1,0.4,, 9.4 ,0.2,,,,Individual building,
3,3433,5,3079655,Labor and Industry for Education Inc,ACS, N/A , 122.3 ,3.3,,115.1,3.2,, 102.5 ,2.8,,124.5,3.5,Individual building,
3,3448,15,3080179,Labor and Industry for Education Inc,ACS, N/A , 82.0 ,2.7,,90.2,3.1,, 73.9 ,2.4,,77.1,2.6,Individual building,
2,2888,21,2009316,Labor Bathgate Day Care Center,ACS, N/A , 236.1 ,6.1,,168.7,4.4,, 156.9 ,4.1,,199.0,5.2,Individual building,
1,2014,36,1060189,Lutheran Social Service of NY #11,ACS, N/A , 237.1 ,7.5,,215.8,6.8,, 197.7 ,6.0,,229.7,7.2,Individual building,
2,2696,30,2005346,Lutheran Social Services of NY,ACS, N/A , 106.9 ,2.8,,116.4,3.0,, 131.3 ,3.4,,137.8,3.6,Individual building,
1,2032,17,1060503,Luthern Social Service of NY #13,ACS, N/A , 193.6 ,5.1,,188.5,4.9,, 159.3 ,4.2,,182.9,4.7,Individual building,
1,2076,41,1061917,Luthern Social Service of NY #14,ACS, N/A , 167.4 ,4.9,,167.4,5.0,, 149.9 ,4.3,,140.6,4.1,Individual building,
2,2877,522,2008966,Luthern Social Services of NY,ACS, N/A , 272.9 ,7.2,,246.4,6.5,, 215.8 ,5.6,,194.6,5.1,Individual building,
3,1624,1,3044209,Luthern Social Services of NY,ACS, N/A , 160.6 ,4.3,,156.1,4.1,, 152.8 ,4.0,,157.8,4.1,Individual building,
3,3331,25,3076253,Luthern Social Services of NY,ACS, N/A , 217.0 ,5.7,,211.3,5.6,, 191.6 ,5.1,,224.2,5.9,Individual building,
2,2837,11,2008017,Mid Bronx Early Childhood Center Inc,ACS, N/A , 203.3 ,6.5,,199.8,6.4,, 188.7 ,6.1,,204.1,6.7,Individual building,
2,3178,32,2013953,Morris Day Care and Senior Center,ACS, N/A , 195.2 ,5.2,,182.5,4.8,, 195.3 ,5.2,,171.4,4.6,Individual building,
3,1331,9,3035444,Mosdoth Day Care Center,ACS, N/A , 172.2 ,4.6,,137.5,3.7,, 153.2 ,4.1,,157.5,4.2,Individual building,
3,3362,55,3076869,New Life Child Care Center,ACS, N/A , 307.5 ,9.6,,367.9,12.7,, 299.7 ,10.1,,338.0,11.0,Individual building,
2,4829,6,2063070,North Bronx NCNW Community Development Center,ACS, N/A , 153.8 ,4.0,,132.4,3.4,, 122.9 ,3.2,,136.3,3.5,Individual building,
3,2451,8,3063507,Nuestros Ninos Child Development,ACS, N/A , 149.2 ,4.0,,136.2,3.6,, 136.0 ,3.6,,143.9,3.8,Individual building,
4,12039,44,4261337,Omega PSI PHI Fraternity NU-Omicron Chapter ECEC,ACS, N/A , 214.3 ,5.7,,225.9,5.9,, 205.0 ,5.3,,221.2,6.1,Individual building,
3,552,5,3008517,P.A.L. Miccio Day Care Center,ACS, N/A , 194.9 ,5.1,,189.2,4.9,, 173.4 ,4.5,,178.7,4.6,Individual building,
3,947,54,3019440,Park Slope North Child Development Center Inc,ACS, N/A , 209.8 ,7.2,,197.3,6.8,, 177.4 ,6.0,,189.3,6.4,Individual building,
2,2411,41,2001876,Philip Michaels Day Care Center,ACS, N/A , 200.1 ,5.2,,188.8,4.9,, 181.9 ,4.7,,192.2,5.0,Individual building,
3,3805,26,3084628,Police Athletic League Inc,ACS, N/A , 162.3 ,4.3,,154.2,4.1,, 156.4 ,4.1,,169.8,4.5,Individual building,
1,2111,58,1062652,Rena Day Care Center,ACS, N/A , 151.6 ,4.0,,147.5,3.9,, 142.6 ,3.8,,145.4,3.9,Individual building,
3,139,1,3000256,Brooklyn Borough Hall,DCAS, 5 , 419.9 ,15.1,5,401.6,14.4,23, 286.2 ,9.0,29.0,270.0,8.6,Individual building,Brooklyn Supreme Court Campus
3,1498,6,3040195,S C O Family of Services,ACS, N/A , 104.8 ,3.3,,115.7,3.6,, 112.7 ,3.4,,112.7,3.5,Individual building,
3,3568,1,3326658,SCO Family of Services,ACS, N/A , 233.5 ,6.1,,191.1,5.0,, 157.9 ,4.1,,159.4,4.2,Individual building,
4,1669,38,4041534,SCO Family of Services,ACS, N/A , 218.1 ,5.8,,200.0,5.3,, 193.2 ,5.1,,200.3,5.3,Individual building,
2,3523,34,2021465,Seven Corners Day Care Center,ACS, N/A , 157.6 ,4.1,,162.1,4.2,, 143.8 ,3.7,,92.7,2.4,Individual building,
3,1538,46,3041852,Shirley Chisholm Day Care Center Inc,ACS, N/A , 161.9 ,4.3,,158.2,4.2,, 139.8 ,3.7,,142.0,3.7,Individual building,
3,1520,51,3339185,Shirley Chisholm Day Care Center Inc,ACS, N/A , 163.5 ,4.7,,135.4,4.0,, 131.2 ,3.9,,158.9,4.7,Individual building,
3,1431,54,3038522,Shirley Chisolon Day Care Center,ACS, N/A , 114.6 ,3.0,,124.1,3.3,, 117.5 ,3.4,,129.6,4.6,Individual building,
3,1036,18,3023510,Shirley Chisolum #2,ACS, N/A , 102.2 ,2.6,,97.7,2.5,, 96.1 ,2.5,,115.1,3.3,Individual building,
2,2368,39,2001228,South East Bronx Neighborhood Center Inc,ACS, N/A , 138.8 ,3.6,,138.1,3.6,, 135.0 ,3.5,,147.6,3.8,Individual building,
3,184,25,3000937,Strong Place for Hope DCC,ACS, N/A , 298.4 ,9.0,,254.6,7.4,, 256.3 ,7.3,,233.7,6.7,Individual building,
3,391,56,3006144,Sunset Bay Community Services Inc,ACS, N/A , 118.5 ,3.2,,125.2,3.3,, 121.0 ,3.2,,127.7,3.4,Individual building,
4,1749,7,4043525,The Child Center of NY Inc,ACS, N/A , 158.9 ,4.2,,148.7,3.9,, 118.7 ,3.1,,128.3,3.4,Individual building,
2,3044,24,2011440,Trabajamos Community Head Start Inc,ACS, N/A , 260.8 ,6.8,,274.9,7.1,, 237.2 ,6.1,,224.5,5.8,Individual building,
2,3736,1,2023714,Tremont Crotona Day Care Center,ACS, N/A , 126.4 ,3.3,,119.7,3.1,, 129.8 ,3.4,,128.4,3.3,Individual building,
3,4089,25,3090717,United Community Day Care Center Inc,ACS, N/A , 294.6 ,9.9,,298.5,10.1,, 381.0 ,13.6,,351.8,12.3,Individual building,
1,2108,23,1062503,United Federation of Black Community Organization,ACS, N/A , 173.1 ,4.6,,169.9,4.5,, 168.5 ,4.4,,188.9,5.0,Individual building,
3,1235,58,3031302,United Interfaith Action Council of Brooklyn Inc,ACS, N/A , 107.6 ,4.2,,126.6,5.2,, 97.5 ,3.8,,97.2,3.8,Individual building,
2,3217,60,2014731,University Heights Day Care Center,ACS, N/A , 62.2 ,1.6,,58.3,1.5,, 43.6 ,1.1,,51.2,1.3,Individual building,
3,3803,46,3342526,University Settlement Society of New York Inc,ACS, N/A , 173.2 ,4.5,,184.4,4.8,, 154.3 ,4.0,,187.5,4.9,Individual building,
3,4039,1,3089620,Urban Strategies Day Care Center,ACS, N/A , 179.4 ,4.6,,160.6,4.2,, 141.3 ,3.7,,152.2,3.9,Individual building,
2,4651,44,2057523,Williamsbridge NAACP Early EEC,ACS, N/A , 146.1 ,4.0,,136.7,3.8,, 128.2 ,3.5,,113.3,3.1,Individual building,
3,2014,26,3057638,Young Minds Day Care Center,ACS, N/A , 202.7 ,5.4,,194.1,5.1,, 187.8 ,5.0,,193.5,5.1,Individual building,
3,7065,1,3189617,YWCA of the City of New York,ACS, N/A , 161.2 ,4.8,,183.3,5.5,, 174.4 ,5.1,,130.9,4.1,Individual building,
3,583,1,3008671,Board of Elections,BOENY, 96 , 25.8 ,0.7,100,12.1,0.3,100, 5.4 ,0.1,100.0,8.9,0.2,Individual building,
3,3923,52,3087001,Arlington Branch Library,BPL, N/A , 185.8 ,5.8,,179.3,5.8,, 183.0 ,5.6,,187.4,6.1,Individual building,
3,701,1,3346119,K024,DOE, 68 , 137.6 ,4.4,76,125.4,4.0,82, 114.4 ,3.6,78.0,123.0,4.0,Individual building,
3,5907,1,3147279,Bay Ridge Branch Library,BPL, N/A , 228.9 ,6.7,,212.1,6.2,, 202.1 ,5.7,,206.6,5.9,Individual building,
3,1997,32,3057384,Bedford Branch Library and Learning Center,BPL, N/A , 184.4 ,5.7,,165.1,4.6,, 175.3 ,5.2,,168.3,5.4,Individual building,
3,5598,48,3135907,Borough Park Branch Library,BPL, N/A , 123.8 ,3.2,,108.9,2.8,, 105.9 ,2.7,,97.8,2.5,Individual building,
3,8680,32,3245028,Brighton Beach Branch Library,BPL, N/A , 263.6 ,7.7,,270.5,8.4,, 251.5 ,7.5,,253.3,8.0,Individual building,
3,239,16,3001939,Brooklyn Heights Branch and Business Library,BPL, N/A , 177.3 ,5.2,,198.6,6.0,, 153.2 ,4.7,,138.8,4.6,Individual building,
3,1220,63,3030731,Brower Park Branch Library,BPL, N/A , 239.0 ,7.8,,173.4,6.0,, 268.1 ,8.2,,400.9,12.0,Individual building,
3,3489,150,3080669,Brownsville Branch Library,BPL, N/A , 202.8 ,6.1,,182.9,5.4,, 159.0 ,4.6,,168.2,5.2,Individual building,
3,3098,19,3071470,Bushwick Branch Library,BPL, N/A , 190.3 ,5.7,,171.8,5.6,, 142.4 ,4.7,,150.8,5.1,Individual building,
3,8204,68,3230120,Canarsie Branch Library,BPL, N/A , 172.6 ,4.8,,175.6,5.2,, 176.8 ,4.9,,179.7,5.3,Individual building,
3,338,33,3004336,Carroll Gardens Branch Library,BPL, N/A , 129.2 ,4.2,,133.9,4.5,, 130.2 ,4.4,,138.8,4.8,Individual building,
3,1183,2,3029665,Central Library and Learning Center,BPL, N/A , 187.3 ,5.5,,181.0,5.4,, 167.4 ,4.8,,171.0,5.1,Individual building,
3,5005,33,3327822,Clarendon Branch Library,BPL, N/A , 212.3 ,6.2,,187.5,5.5,, 166.2 ,4.8,,163.7,4.9,Individual building,
3,1945,36,3055495,Clinton Hill Branch Library,BPL, N/A , 331.9 ,10.8,,330.6,10.7,, 299.3 ,9.4,,273.5,8.5,Individual building,
3,7019,43,3189001,Coney Island Branch Library and Learning Ctr,BPL, N/A , 223.4 ,6.9,,229.0,7.5,, 174.5 ,5.6,,36.5,1.1,Individual building,
3,5144,80,3118362,Cortelyou Branch Library,BPL, N/A , 224.3 ,6.6,,204.6,6.1,, 237.3 ,6.7,,238.1,6.7,Individual building,
3,4791,46,3106505,Crown Heights Branch Library,BPL, N/A , 178.0 ,5.0,,171.3,4.9,, 169.1 ,4.8,,169.0,5.0,Individual building,
3,4247,33,3252993,Cypress Hills Branch Library,BPL, N/A , 327.2 ,10.2,,311.5,9.9,, 283.6 ,8.9,,256.0,8.5,Individual building,
3,3241,18,3073751,DeKalb Branch Library,BPL, N/A , 186.0 ,6.0,,185.6,6.2,, 168.8 ,5.4,,175.6,5.9,Individual building,
3,6302,36,3164019,Dyker Branch Library,BPL, N/A , 223.1 ,7.1,,191.6,6.3,, 184.2 ,5.6,,182.5,5.5,Individual building,
3,4717,38,3103597,East Flatbush Branch Library,BPL, N/A , 204.3 ,5.9,,186.9,5.3,, 176.5 ,5.0,,152.5,4.7,Individual building,
3,1396,6,3037543,Eastern Parkway Branch Library & Learning Center,BPL, N/A , 240.3 ,7.9,,236.1,7.7,, 234.4 ,7.3,,253.6,8.1,Individual building,
3,5086,15,3116706,Flatbush Branch Library and Learning Center,BPL, N/A , 245.3 ,8.0,,217.4,6.9,, 249.9 ,8.0,,194.3,6.3,Individual building,
3,7868,39,3219626,Flatlands Branch Library,BPL, N/A , 237.8 ,7.1,,218.8,6.6,, 216.0 ,6.5,,208.5,6.4,Individual building,
3,8923,920,3343823,Gerritsen Beach Branch Library,BPL, N/A , 301.4 ,9.0,,279.2,8.3,, 257.1 ,7.4,,164.0,5.8,Individual building,
3,7174,96,3194486,Gravesend Branch Library,BPL, N/A , 257.9 ,7.6,,244.0,7.5,, 203.1 ,5.8,,201.3,6.1,Individual building,
3,1787,14,3049858,K025,DOE, 77 , 95.5 ,3.7,75,96.5,3.7,81, 89.6 ,3.4,80.0,91.1,3.7,Individual building,
3,2621,32,3065691,Greenpoint Branch Library,BPL, N/A , 221.8 ,6.8,,309.3,9.8,, 283.1 ,8.0,,263.6,8.2,Individual building,
3,6114,37,3155499,Hamilton Branch Library,BPL, N/A , 93.1 ,2.4,,571.4,25.3,, 383.2 ,15.7,,586.0,25.9,Individual building,
3,6618,34,3175253,Highlawn Branch Library,BPL, N/A , 301.4 ,9.0,,279.3,8.4,, 255.6 ,7.6,,266.2,8.2,Individual building,
3,7371,80,3200560,Homecrest Branch Library,BPL, N/A , 258.7 ,7.5,,248.4,7.2,, 255.4 ,7.3,,248.7,7.5,Individual building,
3,8300,1,3234514,Jamaica Bay Branch Library,BPL, N/A , 299.4 ,9.3,,268.0,8.6,, 233.6 ,7.3,,275.6,9.4,Individual building,
3,5416,14,3127572,Kensington Branch Library,BPL, N/A , 102.0 ,3.2,,170.4,5.1,, 282.2 ,7.9,,258.4,8.3,Individual building,
3,7405,920,3202630,Kings Bay Branch Library,BPL, N/A , 263.6 ,7.2,,277.3,7.7,, 259.0 ,7.1,,246.3,6.9,Individual building,
3,6783,68,3182576,Kings Highway Branch Library,BPL, N/A , 218.1 ,6.6,,219.5,6.6,, 234.3 ,6.7,,216.3,6.3,Individual building,
3,2762,21,3068818,Leonard Branch Library,BPL, N/A , 241.7 ,7.3,,241.0,7.4,, 204.4 ,6.1,,200.4,6.3,Individual building,
3,1665,1,3046408,Macon Branch Library,BPL, N/A , 234.3 ,7.7,,231.3,7.3,, 226.6 ,6.6,,210.9,6.6,Individual building,
3,5518,4,3132091,Mapleton Branch Library,BPL, N/A , 211.9 ,6.2,,218.0,6.5,, 243.3 ,7.1,,241.9,7.3,Individual building,
3,1774,81,3049472,Marcy Branch Library,BPL, N/A , 270.5 ,7.0,,249.2,6.5,, 273.1 ,7.1,,243.8,6.3,Individual building,
3,5771,12,3143032,McKinley Park Branch Library,BPL, N/A , 249.3 ,7.3,,225.9,6.9,, 212.9 ,6.3,,222.5,6.9,Individual building,
3,6709,54,3179706,Midwood Branch Library,BPL, N/A , 261.4 ,7.3,,228.9,6.4,, 226.3 ,6.3,,226.3,6.4,Individual building,
3,8363,9,3235910,Mill Basin Branch Library,BPL, N/A , 338.1 ,10.0,,336.2,9.8,, 298.6 ,8.6,,317.3,9.7,Individual building,
3,4090,1,3090726,New Lots Branch Library,BPL, N/A , 155.1 ,4.9,,173.4,5.6,, 160.2 ,4.9,,177.1,5.7,Individual building,
3,6343,64,3165745,New Utrecht Branch Library,BPL, N/A , 237.0 ,6.7,,254.9,7.5,, 227.1 ,6.4,,240.1,6.7,Individual building,
3,928,6,3018376,Pacific Branch Library,BPL, N/A , 185.8 ,5.7,,162.7,5.5,, 158.6 ,5.4,,196.0,7.5,Individual building,
3,7762,53,3214944,Paerdegat Branch Library,BPL, N/A , 277.1 ,9.0,,254.6,8.4,, 215.4 ,6.8,,209.6,7.0,Individual building,
3,1006,1,3022144,Park Slope Branch Library,BPL, N/A , 92.2 ,3.2,,68.6,3.4,, 131.2 ,4.7,,183.6,6.3,Individual building,
3,577,29,3008650,Red Hook Branch Library,BPL, N/A , 194.4 ,5.0,,136.8,3.5,, 155.6 ,4.0,,135.7,3.5,Individual building,
3,4721,28,3103730,Rugby Branch Library,BPL, N/A , 250.7 ,7.9,,229.3,7.2,, 201.3 ,6.3,,190.9,6.2,Individual building,
3,6548,37,3172049,Ryder Branch Library,BPL, N/A , 295.8 ,9.2,,244.8,7.3,, 229.8 ,6.7,,227.9,7.1,Individual building,
3,1498,35,3040218,Saratoga Branch Library,BPL, N/A , 233.8 ,6.9,,250.0,8.4,, 203.2 ,6.4,,198.3,6.1,Individual building,
3,7458,20,3204896,Sheepshead Bay Branch Library,BPL, N/A , 230.3 ,6.2,,214.9,5.9,, 212.3 ,5.7,,262.4,7.1,Individual building,
3,4413,25,3098071,Spring Creek Branch Library,BPL, N/A , 295.5 ,7.7,,275.3,7.1,, 297.2 ,7.7,,257.3,6.7,Individual building,
3,3794,18,3084596,Stone Avenue Branch Library,BPL, N/A , 153.8 ,4.6,,194.4,6.8,, 176.2 ,5.9,,185.7,6.3,Individual building,
3,798,34,3013507,Sunset Park Branch Library,BPL, N/A , 241.1 ,7.4,,229.9,7.0,, 218.9 ,6.5,,232.7,7.2,Individual building,
3,6897,35,3186777,Ulmer Park Branch Library,BPL, N/A , 263.8 ,8.2,,227.8,6.8,, 210.7 ,6.2,,209.6,6.3,Individual building,
3,2039,1,3058036,Walt Whitman Branch Library,BPL, N/A , 198.6 ,6.7,,198.5,6.7,, 181.7 ,6.0,,187.0,6.3,Individual building,
3,3362,32,3076852,Washington Irving Branch Library,BPL, N/A , 244.4 ,8.0,,240.9,7.5,, 220.7 ,7.0,,233.4,7.5,Individual building,
3,2189,1,3060090,Williamsburg Branch Library,BPL, N/A , 151.7 ,5.1,,154.1,5.2,, 123.1 ,4.1,,133.9,4.9,Individual building,
3,5318,10,3124000,Windsor Terrace Branch Library,BPL, N/A , 290.1 ,8.6,,280.8,8.5,, 259.1 ,7.6,,263.0,8.1,Individual building,
1,878,20,1086544,Baruch College Campus: Administrative Bldg,CUNY, N/A , 204.6 ,5.5,,219.3,6.3,, 207.8 ,5.9,,210.8,6.0,Part of campus,Baruch College Campus
1,881,29,1018106,Baruch College Campus: Annex,CUNY, N/A , 204.6 ,5.5,,219.3,6.3,, 207.8 ,5.9,,210.8,6.0,Part of campus,Baruch College Campus
1,874,1,1017861,Baruch College Campus: Early Learning Cntr,CUNY, N/A , 204.6 ,5.5,,219.3,6.3,, 207.8 ,5.9,,210.8,6.0,Part of campus,Baruch College Campus
1,878,20,1018015,Baruch College Campus: Lawrence and Eris Field Bldg,CUNY, N/A , 204.6 ,5.5,,219.3,6.3,, 207.8 ,5.9,,210.8,6.0,Part of campus,Baruch College Campus
1,881,31,1018107,Baruch College Campus: Library and Technology Bldg,CUNY, N/A , 204.6 ,5.5,,219.3,6.3,, 207.8 ,5.9,,210.8,6.0,Part of campus,Baruch College Campus
1,878,20,1086513,Baruch College Campus: Steven L. Newman Hall,CUNY, N/A , 204.6 ,5.5,,219.3,6.3,, 207.8 ,5.9,,210.8,6.0,Part of campus,Baruch College Campus
1,880,24,1086514,Baruch College Campus: William & Anita Newman Vertical,CUNY, N/A , 204.6 ,5.5,,219.3,6.3,, 207.8 ,5.9,,210.8,6.0,Part of campus,Baruch College Campus
1,13,27,1000045,BMCC Campus: 25 Broadway,CUNY, N/A , 251.9 ,10.5,,252.0,10.4,, 287.3 ,12.1,,298.3,12.3,Part of campus,BMCC Campus
1,127,18,1001415,BMCC Campus: 70 Murray Street,CUNY, N/A , 251.9 ,10.5,,252.0,10.4,, 287.3 ,12.1,,298.3,12.3,Part of campus,BMCC Campus
