borough,block,lot,bin,agency,building,rating,current_source_energy_intensity_kbtu_sq_ft,current_total_ghg_emissions_mtco2e,rating_2,source_energy_intensity_kbtu_sq_ft,total_ghg_emissions_mtco2e,address,city,state,zip,gross_sq_ft,year_built,epapmbenchmarkedas,campus_name
2,3120,20,9999999,Bronx Zoo Campus: Construction Office,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Crandall Building,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Crossroads Gift Shop,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: CS - Crossroads,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Dancing Crane,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Discover the Wild Gift Shop,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: East Elephant Walk Comfort Station,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Eco Restroom CS,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Education Trailer #1 (Jungleworld Rd),DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: EGAD/Sign Shop/Animal Commissary & Office,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Electric Vault Building,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Emu Shelter,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Exhibit Shop Complex,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Farm Apartments,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Flamingo Pub,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Gains Trailer (FOZ Trailer),DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Gelada Baboon Holding,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Greenhouse,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Greenhouse,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Greenhouse (near CoGen),DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Grizzly Goodies Food Station,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Grote Street Guard Booth,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Group Sales,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Guest Services Trailer (Jungleworld),DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Heads & Horns,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Horticulture/Greenhouse,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Incinerator Building,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Jungle World,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Jungleworld Rd Parking Ticket Booth,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Madagascar,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,"Bronx Zoo Campus: Maintenance (Horticulture Lockers, Pest Control)",DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Mammals/Cage Facility,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Media Lab,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Merchandise Receiving/Souvenir Barn,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Monkey House,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Monorail Loading Station,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Monorail Maintenance Bldg,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Monorail Ticket Booth (in Asia Plaza),DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Mouse House,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Multiple Buildings behind Congo on Tram Route,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Northern Pond Food Stand,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Nyala Barn,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
3,1000,1,3021932,K039,DOE, 94 , 117.0 ,4.0,91,125.7,4.3,93, 118.5 ,4.0,89.0,132.3,4.6,Individual building,
2,3120,20,9999999,Bronx Zoo Campus: Pere David Holding,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Pheasant Aviary,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: PUDU Bldg,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Rainey Gate Admissions Ticket Booth,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Rainey Gate Old Admissions Ticket Booth,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
4,75,1,4000548,P.S. 1 Contemporary Art Center,DCLA, N/A , 80.2 ,2.8,,80.4,2.7,, 78.6 ,2.6,,140.3,4.6,Individual building,
2,3120,20,9999999,Bronx Zoo Campus: Rare Animal Range Sheds,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Red Panda Night Holding,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Reptile House,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Reptile Landing Gift Shop (Gecko Stand),DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Sea Lion Exhibit,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Seabird Aviary (Aitken),DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Service Gate Guard Booth,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Service Yard Cart Depot/Emergency Generator,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Service Yard Garage,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,"Bronx Zoo Campus: Shelter Bldg (Elephant, Rhino, Tiger)",DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Shuttle Maintenance Garage,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Site Features,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,2116700,Bronx Zoo Campus: Skyfari Maintenance Bldg  (Round House),DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Skyfari Tension Station,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Skyfari Terminal East,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Skyfari Ticket Booth East,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Skyfari Ticket Booths West (2),DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Snow Leopard Holding,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Southern Blvd Admission Ticket Booth 1,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Southern Blvd Admission Ticket Booth 2,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Southern Blvd Parking Ticket Booth 1,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Southern Blvd Parking Ticket Booth 2,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Souvenir Photo Booth (Southern Blvd Entrance),DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Stand 3 (Cash Room/NYPD/Food Commissary),DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Storage Sheds & Truck Garage,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Terrace Cafe,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Tiger Mountain Holding,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Tiger Mountain Holding Bunker,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: TOPS,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Wild Asia Gaur/Eld's Deer Shelters,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Wild Asia Kanha Meadow Shelters,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Wild Asia Restaurant,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Wild Asia Tahr Shelters,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Wild Asia Uplands Shelters,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Wildlife Health Center,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: World of Birds,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: World of Birds - Prop Building,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: World of Darkness,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Yak House,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Zebra House,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Zoo Center,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Zoo Shuttle Ticket Booth East 1,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Zoo Shuttle Ticket Booth East 2,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Zoo Shuttle Ticket Booth West 1,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
2,3120,20,9999999,Bronx Zoo Campus: Zoo Shuttle Ticket Booth West 2,DCLA, N/A , 654.4 ,32.8,,680.1,34.0,, 683.0 ,34.3,,701.3,35.2,Part of campus,Bronx Zoo Campus
3,2111,11,3059184,Brooklyn Academy of Music (BAM Richard B. Fisher Building),DCLA, No data ,,, No data ,,,, 20.4 ,0.6,,340.8,10.4,Individual building,
1,1134,1,9999999,Lincoln Center Campus: Metropolitan Opera House,DCLA, N/A , 11.1 ,0.5,,10.4,0.4,, 9.3 ,0.3,,10.2,0.4,Part of campus,Lincoln Center Campus
3,1183,1,3337842,Brooklyn Botanical Garden Campus: Administrative Building,DCLA, N/A , 227.8 ,8.5,,244.9,9.1,, 250.7 ,9.1,,265.6,9.9,Part of campus,Brooklyn Botanical Garden Campus
3,1183,1,3337842,Brooklyn Botanical Garden Campus: Conservatory,DCLA, N/A , 227.8 ,8.5,,244.9,9.1,, 250.7 ,9.1,,265.6,9.9,Part of campus,Brooklyn Botanical Garden Campus
3,1183,1,3337842,Brooklyn Botanical Garden Campus: Palm House,DCLA, N/A , 227.8 ,8.5,,244.9,9.1,, 250.7 ,9.1,,265.6,9.9,Part of campus,Brooklyn Botanical Garden Campus
3,1183,1,3337842,Brooklyn Botanical Garden Campus: Service Garage,DCLA, N/A , 227.8 ,8.5,,244.9,9.1,, 250.7 ,9.1,,265.6,9.9,Part of campus,Brooklyn Botanical Garden Campus
3,1183,1,3337842,Brooklyn Botanical Gardens Campus: Comfort Station,DCLA, N/A , 227.8 ,8.5,,244.9,9.1,, 250.7 ,9.1,,265.6,9.9,Part of campus,Brooklyn Botanical Garden Campus
3,1229,1,3031049,Brooklyn Children's Museum,DCLA, N/A , 204.5 ,5.5,,207.7,5.7,, 203.0 ,5.5,,186.9,5.0,Individual building,
3,1183,26,3029667,Brooklyn Museum,DCLA, N/A , 290.7 ,9.8,,289.4,9.8,, 275.2 ,9.3,,316.8,11.2,Individual building,
2,3338,52,2018094,Bx County Historical Society Campus: BCHS Archives,DCLA, N/A , 56.1 ,2.4,,67.6,3.1,, 56.2 ,2.5,,55.5,2.5,Part of campus,Bronx County Historical Society Campus
2,3343,500,2018252,Bx County Historical Society Campus: BCHS Valentine Varian House,DCLA, N/A , 56.1 ,2.4,,67.6,3.1,, 56.2 ,2.5,,55.5,2.5,Part of campus,Bronx County Historical Society Campus
2,3338,54,2018096,Bx County Historical Society Campus: Historical Society,DCLA, N/A , 56.1 ,2.4,,67.6,3.1,, 56.2 ,2.5,,55.5,2.5,Part of campus,Bronx County Historical Society Campus
1,1009,1,1023449,Carnegie Hall - BIN 1023449,DCLA, N/A , 236.1 ,9.2,,223.2,8.6,, 214.5 ,8.1,,268.9,10.3,Individual building,
1,1134,1,1081022,David H. Koch Theater,DCLA, N/A , 326.8 ,14.6,,329.2,15.1,, 317.1 ,14.3,,358.6,17.1,Individual building,
1,1610,1,1051499,El Museo Del Barrio,DCLA, N/A , 412.0 ,10.7,,430.3,11.1,, 372.5 ,9.7,,429.8,11.5,Individual building,
4,4960,1,4112147,Flushing Town Hall,DCLA, N/A , 299.5 ,10.2,,255.2,8.1,, 274.2 ,8.7,,300.9,9.5,Individual building,
4,10101,11,4215617,Jamaica Center for Arts & Learning,DCLA, N/A , 46.2 ,1.2,,75.6,2.0,, 86.3 ,2.3,,66.0,1.7,Individual building,
4,10097,10,4315254,"JCAL, Jamaica Performing Arts Center",DCLA, N/A , 283.8 ,9.2,,368.4,12.3,, 276.5 ,9.8,,286.9,9.5,Individual building,
1,1134,1,1081023,Lincoln Center Campus: Avery Fisher Hall,DCLA, N/A , 11.1 ,0.5,,10.4,0.4,, 9.3 ,0.3,,10.2,0.4,Part of campus,Lincoln Center Campus
1,1134,5,1028831,Lincoln Center Campus: David H. Koch Theater,DCLA, N/A , 11.1 ,0.5,,10.4,0.4,, 9.3 ,0.3,,10.2,0.4,Part of campus,Lincoln Center Campus
1,1115,7,1027462,Lincoln Center Campus: David Rubenstein Atrium,DCLA, N/A , 11.1 ,0.5,,10.4,0.4,, 9.3 ,0.3,,10.2,0.4,Part of campus,Lincoln Center Campus
1,1137,10,1028834,Lincoln Center Campus: Juilliard School / Alice Tully Hall,DCLA, N/A , 11.1 ,0.5,,10.4,0.4,, 9.3 ,0.3,,10.2,0.4,Part of campus,Lincoln Center Campus
1,1137,1,9999999,Lincoln Center Campus: Lincoln Cntr Garage (Rose Building),DCLA, N/A , 11.1 ,0.5,,10.4,0.4,, 9.3 ,0.3,,10.2,0.4,Part of campus,Lincoln Center Campus
1,1137,1,9999999,Lincoln Center Campus: Lincoln Cntr Garage / Plaza,DCLA, N/A , 11.1 ,0.5,,10.4,0.4,, 9.3 ,0.3,,10.2,0.4,Part of campus,Lincoln Center Campus
1,1134,25,1028832,Lincoln Center Campus: Lincoln Cntr Theater / NY Public Library,DCLA, N/A , 11.1 ,0.5,,10.4,0.4,, 9.3 ,0.3,,10.2,0.4,Part of campus,Lincoln Center Campus
3,2423,1,3063188,K019,DOE, 85 , 86.0 ,4.1,82,90.2,4.5,96, 64.0 ,2.8,89.0,82.9,4.2,Individual building,
1,1137,7501,1077844,Lincoln Center Campus: Samuel B. & David Rose Building,DCLA, N/A , 11.1 ,0.5,,10.4,0.4,, 9.3 ,0.3,,10.2,0.4,Part of campus,Lincoln Center Campus
1,1111,1,1083810,Metropolitan Museum of Art,DCLA, N/A , 482.1 ,19.4,,502.2,20.6,, 489.8 ,20.0,,473.5,19.4,Individual building,
1,1493,166,1046688,Metropolitan Museum of Art Offices,DCLA, 1 , 451.4 ,13.1,1,418.3,11.9,1, 424.2 ,12.1,1.0,412.8,12.1,Individual building,
1,1570,29,1050735,Metropolitan Museum of Art Storage,DCLA, 1 , 499.3 ,16.5,1,503.7,16.8,1, 500.1 ,17.1,1.0,446.2,15.3,Individual building,
1,16,10,1084594,Museum of Jewish Heritage,DCLA, N/A , 461.8 ,12.0,,440.2,11.4,, 415.0 ,10.8,,437.0,11.3,Individual building,
1,1609,1,1074157,Museum of the City of New York,DCLA, N/A , 240.3 ,8.0,,243.8,7.8,, 319.7 ,10.4,,314.6,9.9,Individual building,
4,644,1,4441089,Museum of the Moving Image,DCLA, N/A , 174.5 ,5.6,,408.2,13.3,, 473.1 ,16.0,,455.1,15.4,Individual building,
4,2018,1,4441124,New York Hall of Science,DCLA, N/A , 208.5 ,6.2,,226.9,7.2,, 197.0 ,6.1,,213.4,7.0,Individual building,
3,8698,1,3999999,NY Aquarium Campus: AAHC Filter Building,DCLA, N/A , 832.8 ,24.5,,828.6,24.0,, 633.2 ,17.1,,395.1,10.6,Part of campus,New York Aquarium Campus
3,8698,1,3245159,NY Aquarium Campus: Aqua Theater,DCLA, N/A , 832.8 ,24.5,,828.6,24.0,, 633.2 ,17.1,,395.1,10.6,Part of campus,New York Aquarium Campus
3,8698,1,3999999,NY Aquarium Campus: Aqua Theater Pump Room,DCLA, N/A , 832.8 ,24.5,,828.6,24.0,, 633.2 ,17.1,,395.1,10.6,Part of campus,New York Aquarium Campus
3,8698,1,3245160,NY Aquarium Campus: Aquatic Animal Health Center (AAHC),DCLA, N/A , 832.8 ,24.5,,828.6,24.0,, 633.2 ,17.1,,395.1,10.6,Part of campus,New York Aquarium Campus
3,8698,1,3999999,NY Aquarium Campus: Café,DCLA, N/A , 832.8 ,24.5,,828.6,24.0,, 633.2 ,17.1,,395.1,10.6,Part of campus,New York Aquarium Campus
3,8698,1,3999999,NY Aquarium Campus: Cart Depot,DCLA, N/A , 832.8 ,24.5,,828.6,24.0,, 633.2 ,17.1,,395.1,10.6,Part of campus,New York Aquarium Campus
3,8698,1,3999999,NY Aquarium Campus: Comfort Station,DCLA, N/A , 832.8 ,24.5,,828.6,24.0,, 633.2 ,17.1,,395.1,10.6,Part of campus,New York Aquarium Campus
3,8698,1,3999999,NY Aquarium Campus: Conservation Hall,DCLA, N/A , 832.8 ,24.5,,828.6,24.0,, 633.2 ,17.1,,395.1,10.6,Part of campus,New York Aquarium Campus
3,8698,1,3999999,NY Aquarium Campus: Dive Bunker,DCLA, N/A , 832.8 ,24.5,,828.6,24.0,, 633.2 ,17.1,,395.1,10.6,Part of campus,New York Aquarium Campus
