record_number,nyc_borough_block_and_lot_bbl,co_reported_bbl_status,bbls_co_reported,reported_nyc_building_identification_numbers_bins,street_number,street_name,borough,zip_code,bbl_on_the_covered_buildings_list,dof_benchmarking_submission_status,site_eui_kbtu_ft2,weather_normalized_site_eui_kbtu_ft2,source_eui_kbtu_ft2,weather_normalized_source_eui_kbtu_ft2,municipally_supplied_potable_water_indoor_intensity_gal_ft,automatic_water_benchmarking_eligible,reported_water_method,energy_star_score,total_ghg_emissions_mtco2e,direct_ghg_emissions_mtco2e,indirect_ghg_emissions_mtco2e,reported_property_floor_area_building_s_ft,dof_property_floor_area_buildngs_and_parking_ft2,primary_property_type_self_selected,dof_number_of_buildings,latitude,longitude,community_board,council_district,census_tract,bin,nta
2608456.0,2038050043,,,2026272,1265,OLMSTEAD AVENUE     ,BRONX               ,10462.0,Yes,In Compliance ,91.9,89.3,121.7,119,73.18,Yes,ABS,63,485.4,392.9,92.5,92628,92666,Multifamily Housing,1,40.833162,-73.854496,9.0,18.0,92.0,2026272.0,Westchester-Unionport                                                      
2608460.0,2038140001,,,2026596,1266,OLMSTEAD AVENUE     ,BRONX               ,10462.0,Yes,In Compliance ,94.1,94.1,131.9,131.9,93.1,Yes,ABS,52,688.8,523.3,165.5,125960,126054,Multifamily Housing,1,40.8332,-73.854481,9.0,18.0,92.0,2026596.0,Westchester-Unionport                                                      
2608465.0,2040870033,,,2044269,1541,WILLIAMSBRIDGE ROAD ,BRONX               ,10461.0,Yes,In Compliance ,102.7,93,136.8,126.8,Not Available,No,None,46,653.7,528.4,125.4,107340,107340,Multifamily Housing,1,40.845856,-73.847756,11.0,13.0,256.0,2044269.0,Van Nest-Morris Park-Westchester Square                                    
2608466.0,1021420001,,,1063469,250,FT WASHINGTON AVENUE,MANHATTAN,10032.0,Yes,In Compliance ,96.6,91.7,128,122.9,Not Available,No,None,52,284.2,229.7,54.6,51600,51600,Multifamily Housing,1,40.843619,-73.941475,12.0,10.0,253.0,1063469.0,Washington Heights South                                                   
2659993.0,4104610057,,,4222362,    88-73, 193 STREET         ,QUEENS,11423.0,Yes,In Compliance ,98.6,93.4,131.4,126,182.97,Yes,ABS,45,347.4,280.9,66.4,59200,53200,Multifamily Housing,1,,,,,,,
2608470.0,1020570039,,,1061203,260,CONVENT AVENUE      ,MANHATTAN,10031.0,Yes,In Compliance ,86.0,82,119.5,115.3,64.6,Yes,ABS,87,353.3,271.1,82.2,70863,70863,Multifamily Housing,1,40.821583000000004,-73.948482,9.0,9.0,227.0,1061203.0,Hamilton Heights                                                           
2608474.0,1021420089,,,1063491,280,FT WASHINGTON AVENUE,MANHATTAN,10032.0,Yes,In Compliance ,66.0,66,86.1,86.1,Not Available,No,None,98,284.6,237.1,47.5,68803,50412,Multifamily Housing,1,40.844481,-73.940859,12.0,10.0,253.0,1063491.0,Washington Heights South                                                   
2608476.0,3087160064,,,3245643,3085,BRIGHTON   13 STREET,BROOKLYN            ,11235.0,Yes,In Compliance ,87.6,80.8,117.4,110.4,Not Available,No,None,Not Available,381.1,307.5,73.6,71593,67000,Multifamily Housing,1,40.578455,-73.956593,13.0,48.0,61004.0,3245643.0,Brighton Beach                                                             
2608483.0,1019690040,,,1059613,41,ST NICHOLAS TERRACE ,MANHATTAN,10027.0,Yes,In Compliance ,105.8,100,146.2,140.3,Not Available,No,None,51,526.6,426,100.6,66296,66300,Multifamily Housing,1,40.813663,-73.951262,9.0,9.0,21303.0,1059613.0,Manhattanville                                                             
2609227.0,3006120130,,,3336703,21,BEARD STREET        ,BROOKLYN            ,11231.0,Yes,In Compliance ,78.8,77.3,190.7,189.1,Not Available,No,None,85,1991.8,500.6,1491.2,348000,352015,Retail Store,1,40.672757,-74.01184599999999,6.0,38.0,53.0,3336703.0,Carroll Gardens-Columbia Street-Red Hook                                   
2609513.0,2057740240,,,2084006,3825,CORLEAR AVENUE      ,BRONX               ,10463.0,Yes,In Compliance ,75.2,72,125.7,122.4,Not Available,No,None,Not Available,754.3,453.9,300.4,161880,135224,Other - Education,1,40.885976,-73.901388,8.0,11.0,285.0,2084006.0,Spuyten Duyvil-Kingsbridge                                                 
2609529.0,2033440005,,,2018255,3510,BAINBRIDGE AVENUE   ,BRONX               ,10467.0,Yes,In Compliance ,163.6,159.5,221.4,217.3,Not Available,No,None,1,625.3,515.4,109.9,50500,56500,Multifamily Housing,1,40.881313,-73.878395,7.0,11.0,431.0,2018255.0,Norwood                                                                    
2609568.0,2057790801,,,2087582,3801,WALDO AVENUE        ,BRONX               ,10463.0,Yes,In Compliance ,72.9,70.6,114.2,111.8,Not Available,Yes,None,70,490.7,324.5,166.2,111285,92000,Residence Hall/Dormitory,1,40.887145000000004,-73.904095,8.0,11.0,335.0,2087582.0,North Riverdale-Fieldston-Riverdale                                        
2609630.0,2028010001,,,2007542,1840,GRAND CONCOURSE     ,BRONX               ,10457.0,Yes,In Compliance ,140.9,135.1,184.6,178.7,133.82,Yes,ABS,4,615.7,520.8,94.8,58000,66000,Multifamily Housing,1,40.848054,-73.907271,5.0,15.0,23302.0,2007542.0,Mount Hope                                                                 
2609639.0,2033160013,,,2017475,2686,MORRIS AVENUE       ,BRONX               ,10468.0,Yes,In Compliance ,118.8,108.2,149.3,138.4,Not Available,No,None,18,708.4,618.2,90.1,79600,79600,Multifamily Housing,1,40.86756,-73.895891,7.0,14.0,40304.0,2017475.0,Van Cortlandt Village                                                      
2609668.0,2032590001,,,2015864,2805,HEATH AVENUE        ,BRONX               ,10463.0,Yes,In Compliance ,117.8,114,147.9,144,Not Available,No,None,19,634.3,554.5,79.8,71580,74830,Multifamily Housing,1,40.872946999999996,-73.904448,8.0,14.0,273.0,2015864.0,Van Cortlandt Village                                                      
2609674.0,1010540056,,,1026426,444,WEST   45 STREET    ,MANHATTAN,10036.0,Yes,In Compliance ,95.2,94.7,140.7,140,Not Available,No,None,25,420.4,319.9,100.5,58000,65615,Multifamily Housing,1,40.761185,-73.993217,4.0,3.0,121.0,1026426.0,Clinton                                                                    
2609697.0,2033350110,,,2018005,155,E MOSHOLU PARKWAY N ,BRONX               ,10467.0,Yes,In Compliance ,91.4,88.1,117.7,113.1,Not Available,No,None,74,730,625.8,104.2,106500,106500,Multifamily Housing,1,40.876059999999995,-73.88148199999999,7.0,11.0,419.0,2018005.0,Norwood                                                                    
2609754.0,1012290008,,,1032673,2261,BROADWAY            ,MANHATTAN,10024.0,Yes,In Compliance ,65.5,63.2,123.9,120.2,26.89,Yes,ABS,83,410.3,200.2,210.1,96160,58254,Multifamily Housing,1,40.785255,-73.97894000000001,7.0,6.0,167.0,1032679.0,Upper West Side                                                            
2610216.0,2057760632,,,2084023,5935,BROADWAY            ,BRONX               ,10463.0,Yes,In Compliance ,3.0,3,9.5,9.4,Not Available,Yes,None,Not Available,53.8,0,53.8,214414,170000,Parking,1,40.88843,-73.898791,8.0,11.0,285.0,2084023.0,Spuyten Duyvil-Kingsbridge                                                 
2610348.0,3051020063,,,3117183,2101,ALBEMARLE ROAD      ,BROOKLYN            ,11226.0,Yes,In Compliance ,72.9,69,98.8,94.7,Not Available,Yes,None,75,544.1,429.6,114.5,129817,112884,Multifamily Housing,1,40.647389000000004,-73.959243,14.0,40.0,51002.0,3117183.0,Flatbush                                                                   
2610367.0,3050810015,,,3116551,100,EAST   21 STREET    ,BROOKLYN            ,11226.0,Yes,In Compliance ,86.2,79.8,119,112.2,Not Available,No,None,59,493.8,381.9,112,99035,86118,Multifamily Housing,1,40.651819,-73.96029300000001,14.0,40.0,50801.0,3116551.0,Flatbush                                                                   
2610542.0,4103520089,,,4220567,   184-60,JAMAICA AVENUE      ,QUEENS,11423.0,Yes,In Compliance ,40.8,38.4,61.7,59.2,Not Available,No,None,23,699.9,484.6,215.3,287240,287240,Non-Refrigerated Warehouse,1,,,,,,,
2610560.0,3061000028,,,Not Available,28,MARINE AVENUE       ,BROOKLYN            ,11209.0,Yes,In Compliance ,3.2,3.2,10,10,40.34,No,Manual,100,17.1,0,17.1,64800,64800,Multifamily Housing,1,40.619912,-74.03768199999999,10.0,43.0,5202.0,3154995.0,Bay Ridge                                                                  
2610721.0,5005930590,,,5117037,22,ARLO ROAD           ,STATEN ISLAND       ,10301.0,Yes,In Compliance ,185.4,181.7,221.9,218,Not Available,No,None,1,406,363.2,42.8,39667,126836,Multifamily Housing,1,40.619791,-74.091447,1.0,49.0,39.0,5117073.0,Grymes Hill-Clifton-Fox Hills                                              
2610981.0,4161510092,,,Not Available,    95-02,ROCKAWAY BEACH BLVD ,QUEENS,11693.0,Yes,In Compliance ,82.3,Not Available,132.4,Not Available,79.63,Yes,Manual,75,377,240.3,136.7,75000,52492,Senior Care Community,1,,,,,,,
2611227.0,1009457501,,,1022051,300,EAST   40 STREET    ,MANHATTAN,10016.0,Yes,In Compliance ,98.9,98.9,137.5,137.5,Not Available,No,None,62,3559.7,2735.8,824,613940,684088,Multifamily Housing,1,40.74848,-73.973019,6.0,4.0,88.0,1022051.0,Turtle Bay-East Midtown                                                    
2639769.0,1010297501,,,1024900,241,WEST   57 STREET    ,MANHATTAN,10019.0,Yes,In Compliance ,79.4,75,180.6,176,9.18,No,Manual,75,4004.6,1248.9,2755.7,714237,618403,Office,1,40.766333,-73.981939,5.0,3.0,137.0,1024900.0,Midtown-Midtown South                                                      
2611600.0,1010720010,,,1026923,543,WEST   43 STREET    ,MANHATTAN,10036.0,Yes,In Compliance ,40.9,37.9,82.2,79.1,Not Available,Yes,None,Not Available,411.5,176.3,235.2,150644,156856,Self-Storage Facility,1,40.760999,-73.99661,4.0,3.0,129.0,1026923.0,Clinton                                                                    
2617131.0,4003960010,,,4004787,    39-21,CRESCENT STREET     ,QUEENS,11101.0,Yes,In Compliance ,55.8,51.2,98,93.3,Not Available,No,None,81,798.7,210.8,588,93300,95705,K-12 School,1,,,,,,,
2611788.0,1021070072,,,1062491,929,ST NICHOLAS AVENUE  ,MANHATTAN,10032.0,Yes,In Compliance ,85.8,82.3,109.9,106.4,Not Available,No,None,84,485.5,418.1,67.3,74826,74826,Multifamily Housing,1,40.83191,-73.941048,12.0,7.0,239.0,1062491.0,Washington Heights South                                                   
2611920.0,1007850001,,,1014421,500,   8 AVENUE         ,MANHATTAN,10018.0,Yes,In Compliance ,75.7,75.9,170.9,171.7,Not Available,No,None,Not Available,1397.1,536.8,860.3,234132,243350,Mixed Use Property,1,40.752943,-73.99290400000001,5.0,3.0,109.0,1014421.0,Midtown-Midtown South                                                      
2612035.0,1014040001,,,1042480,701,PARK AVENUE         ,MANHATTAN,10021.0,Yes,In Compliance ,181.9,175.5,335.9,329,Not Available,No,None,6,1200.7,68.7,1132,93000,87047,Hotel,1,40.769068,-73.964725,8.0,4.0,120.0,1042480.0,Upper East Side-Carnegie Hill                                              
2612482.0,1007890027,,,1014500,225,WEST   39 STREET    ,MANHATTAN,10018.0,Yes,In Compliance ,66.6,66.3,144.1,143.2,Not Available,Yes,None,74,475.8,205,270.8,90500,88100,Office,1,40.754523,-73.989244,5.0,3.0,113.0,1014500.0,Midtown-Midtown South                                                      
2612493.0,1008390016,,,1015961,39,WEST   37 STREET    ,MANHATTAN,10018.0,Yes,In Compliance ,76.9,70.5,155.5,149.5,Not Available,No,None,88,597.5,299.2,298.4,98456,88043,Office,1,40.750921999999996,-73.984527,5.0,4.0,84.0,1015961.0,Midtown-Midtown South                                                      
2612495.0,1008690049,,,1017596,28,EAST   40 STREET    ,MANHATTAN,10016.0,Yes,In Compliance ,85.3,83.8,218,216.9,81.4,No,Manual,60,448.5,0,448.5,67480,71063,Medical Office,1,40.751385,-73.979915,6.0,4.0,82.0,1017596.0,Murray Hill-Kips Bay                                                       
2612523.0,1012750061,,,1035324,18,EAST   41 STREET    ,MANHATTAN,10017.0,Yes,In Compliance ,85.3,81.9,160.8,156.5,29.16,Yes,ABS,80,729.2,406.9,322.3,111236,92949,Office,1,40.752417,-73.980448,5.0,4.0,82.0,1035324.0,Murray Hill-Kips Bay                                                       
2612539.0,3067470073,,,3181109;3812140,1349,EAST   18 STREET    ,BROOKLYN            ,11230.0,Yes,In Compliance ,108.2,101.3,144.1,136.7,62.25,Yes,ABS,30,505.2,406.4,98.8,81720,81720,Multifamily Housing,1,40.617470000000004,-73.95701,14.0,48.0,538.0,3181109.0,Midwood                                                                    
2612552.0,1007780048,,,1014267,214,WEST   29 STREET    ,MANHATTAN,10001.0,Yes,In Compliance ,84.9,Not Available,141.3,Not Available,19.45,Yes,ABS,86,1226,824.2,401.8,186051,125042,Office,1,40.748148,-73.993623,5.0,3.0,95.0,1014267.0,Midtown-Midtown South                                                      
2612560.0,1008380032,,,1015930,15,WEST   36 STREET    ,MANHATTAN,10018.0,Yes,In Compliance ,68.0,66.2,129,127.6,Not Available,No,None,79,438.8,245.6,193.2,82255,80500,Office,1,40.750079,-73.984441,5.0,4.0,84.0,1015930.0,Midtown-Midtown South                                                      
2612575.0,4050460020,,,4114653,    41-10,BOWNE STREET        ,QUEENS,11355.0,Yes,In Compliance ,78.3,78.3,106.5,106.5,Not Available,Yes,None,75,749.9,589.1,160.8,166498,173858,Multifamily Housing,1,,,,,,,
2612576.0,4099370025,,,4212917,   178-60,WEXFORD TERRACE     ,QUEENS,11432.0,Yes,In Compliance ,77.8,76.2,110.6,108.9,Not Available,Yes,None,87,259.7,194.2,65.6,57176,57186,Multifamily Housing,1,,,,,,,
2612577.0,4099370001,,,4212912,   178-10,WEXFORD TERRACE     ,QUEENS,11432.0,Yes,In Compliance ,84.5,82.5,129.4,126.4,Not Available,Yes,None,55,731.7,498.7,233,144350,144360,Multifamily Housing,1,,,,,,,
2612578.0,4097730005,,,4209099,   162-15,HIGHLAND AVENUE     ,QUEENS,11432.0,Yes,In Compliance ,98.0,96,139.9,137.3,Not Available,Yes,None,52,569.6,423.7,145.9,99332,99342,Multifamily Housing,1,,,,,,,
2612583.0,3051550017,,,3118644,400,ARGYLE ROAD         ,BROOKLYN            ,11218.0,Yes,In Compliance ,74.8,72.5,102.7,100.3,Not Available,Yes,None,77,762.6,593.1,169.5,176670,176680,Multifamily Housing,1,40.639546,-73.966015,14.0,40.0,526.0,3118644.0,Flatbush                                                                   
2612584.0,3051550050,,,3118652,405,WESTMINSTER ROAD    ,BROOKLYN            ,11218.0,Yes,In Compliance ,90.2,87.8,126.6,124.1,Not Available,No,None,54,804.7,610.4,194.3,153414,153424,Multifamily Housing,1,40.639036,-73.966844,14.0,40.0,526.0,3118652.0,Flatbush                                                                   
2612585.0,3073090040,,,3197677,3301,NOSTRAND AVENUE     ,BROOKLYN            ,11229.0,Yes,In Compliance ,104.6,102.8,152.6,150.7,Not Available,No,None,38,548.9,398,150.9,89004,178028,Multifamily Housing,1,40.60372,-73.942502,15.0,46.0,566.0,3197677.0,Madison                                                                    
2612587.0,3073080032,,,3197604,3280,NOSTRAND AVENUE     ,BROOKLYN            ,11229.0,Yes,In Compliance ,,Not Available,Not Available,Not Available,Not Available,No,None,Not Available,Not Available,430.9,Not Available,93118,186257,Multifamily Housing,1,40.60411,-73.942596,15.0,46.0,566.0,3197604.0,Madison                                                                    
2612589.0,3064680016,,,3336453,1429,SHORE PARKWAY       ,BROOKLYN            ,11214.0,Yes,In Compliance ,86.0,83.2,124.7,121.5,Not Available,Yes,None,61,433.8,316.5,117.3,85757,257300,Multifamily Housing,3,40.598695,-74.005916,11.0,43.0,282.0,3336453.0,Bath Beach                                                                 
2612592.0,3074330013,,,3203882,1230,AVENUE Y            ,BROOKLYN            ,11235.0,Yes,In Compliance ,86.4,84.1,122.7,120,Not Available,Yes,None,57,765.8,573.1,192.7,151790,151800,Multifamily Housing,1,40.589758,-73.95768699999999,15.0,48.0,588.0,3203882.0,Homecrest                                                                  
2612593.0,3072740020,,,3196582,2940,OCEAN PARKWAY       ,BROOKLYN            ,11235.0,Yes,In Compliance ,88.1,86.2,123.9,121.7,Not Available,Yes,None,54,2409.6,1824,585.6,469990,470000,Multifamily Housing,1,40.57948,-73.967816,13.0,48.0,35602.0,3196582.0,West Brighton                                                              
2612594.0,3072740035,,,3196585,3000,OCEAN PARKWAY       ,BROOKLYN            ,11235.0,Yes,In Compliance ,115.0,112.7,153.1,150.6,Not Available,No,None,22,3088.2,2485.3,602.9,469990,470000,Multifamily Housing,1,40.576997999999996,-73.968383,13.0,48.0,35602.0,3196585.0,West Brighton                                                              
2612601.0,3067590026,,,3181717,1550,EAST   13 STREET    ,BROOKLYN            ,11230.0,Yes,In Compliance ,106.4,103,134.1,130.5,39.56,Yes,Manual,33,351,298.7,52.3,58800,58800,Multifamily Housing,1,40.611495,-73.960695,14.0,48.0,542.0,3181717.0,Midwood                                                                    
2612621.0,4085200175,,,4173982,   271-11,  76 AVENUE         ,QUEENS              ,11040.0,Yes,In Compliance ,207.1,Not Available,328.4,Not Available,57.96,No,Manual,5,6825,3197.7,3627.3,381993,179806,Senior Care Community,1,,,,,,,
2612638.0,1011627501,,,1030390,240,WEST END AVENUE     ,MANHATTAN,10023.0,Yes,In Compliance ,77.4,77.4,111.4,111.3,32.98,Yes,ABS,74,381.7,298.5,83.2,64615,64023,Multifamily Housing,1,40.778954,-73.985088,7.0,6.0,159.0,1030390.0,Lincoln Square                                                             
2612655.0,1002200031,,,Not Available,174,HUDSON STREET       ,MANHATTAN,10013.0,Yes,In Compliance ,49.6,49.6,155.8,155.8,9.74,Yes,Manual,78,212.9,0,212.9,51750,51750,Office,1,40.722374,-74.00815,1.0,1.0,33.0,1002850.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
2612674.0,3065110001,,,3170520,800,AVENUE H            ,BROOKLYN            ,11230.0,Yes,In Compliance ,90.3,87.4,114.5,111.4,Not Available,No,None,50,393.1,332.6,60.4,77400,77400,Multifamily Housing,1,40.62924,-73.96879,14.0,45.0,456.0,3170520.0,Midwood                                                                    
2614189.0,4099450048,,,4213062,    86-75,MIDLAND PARKWAY     ,QUEENS              ,11432.0,Yes,In Compliance ,76.8,75.3,115.7,114.1,Not Available,Yes,None,82,467.4,325.5,141.9,102098,102108,Multifamily Housing,1,,,,,,,
2614190.0,4096440001,,,4206487,    86-25,VAN WYCK EXPWY SR E ,QUEENS,11435.0,Yes,In Compliance ,103.8,101.6,153.8,151.6,Not Available,No,None,48,1030,732,298,167390,167400,Multifamily Housing,1,,,,,,,
2614191.0,3064410001,,,3168773,8800,  20 AVENUE         ,BROOKLYN            ,11214.0,Yes,In Compliance ,85.6,83.3,120.2,117.8,70.21,Yes,ABS,83,561,425,136,112702,112712,Multifamily Housing,1,40.600666,-74.00235500000001,11.0,43.0,282.0,3168773.0,Bath Beach                                                                 
2614192.0,3063780019,,,3166996,8635,  21 AVENUE         ,BROOKLYN            ,11214.0,Yes,In Compliance ,69.5,68.4,103.8,102.5,Not Available,Yes,None,95,453.1,319,134.1,109630,109640,Multifamily Housing,1,40.602524,-73.996827,11.0,47.0,290.0,3166996.0,Bensonhurst West                                                           
2614193.0,3064710090,,,3170043,8855,BAY PARKWAY         ,BROOKLYN            ,11214.0,Yes,In Compliance ,90.3,88.3,129.5,127.4,Not Available,No,None,70,710.3,525.3,185,134270,134280,Multifamily Housing,1,40.596831,-73.999107,11.0,43.0,294.0,3170043.0,Bensonhurst West                                                           
2614194.0,3068780048,,,3186146,8700,  25 AVENUE         ,BROOKLYN            ,11214.0,Yes,In Compliance ,76.7,75.4,113.2,111.6,Not Available,No,None,77,548.4,391.7,156.7,120860,120870,Multifamily Housing,1,40.5959,-73.989313,11.0,47.0,302.0,3186146.0,Bensonhurst East                                                           
2614195.0,1007610059,,,1013628,344,WEST   38 STREET    ,MANHATTAN,10018.0,Yes,In Compliance ,93.4,86.9,138.6,131.7,Not Available,No,None,9,528.6,375.3,153.3,95392,95402,Multifamily Housing,1,40.755259,-73.992954,4.0,3.0,111.0,1013628.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
2653687.0,4092090049,,,4192308,    83-84, 116 STREET         ,QUEENS,11418.0,Yes,In Compliance ,74.2,72.7,95.2,93.6,Not Available,No,None,82,279.1,233.4,45.7,66600,66600,Multifamily Housing,1,,,,,,,
2614197.0,1000430002,,,1001018,40,WALL STREET         ,MANHATTAN,10005.0,Yes,In Compliance ,63.0,61.4,151.2,149.3,Not Available,No,None,91,5579.8,0,5579.8,1155995,1061266,Office,1,40.706625,-74.009875,1.0,1.0,7.0,1001018.0,Battery Park City-Lower Manhattan                                          
2614198.0,1012927501,,,1041086,721,   5 AVENUE         ,MANHATTAN,10022.0,Yes,In Compliance ,89.1,87.7,210.8,209.6,Not Available,No,None,43,5461.2,75,5386.2,805842,756693,Multifamily Housing,1,40.76239,-73.974374,5.0,4.0,11202.0,1035794.0,Midtown-Midtown South                                                      
2614199.0,1010117505,,,1023755,1431,AVENUE OF THE AMER  ,MANHATTAN,10019.0,Yes,In Compliance ,80.6,76.7,144.8,140.1,Not Available,No,None,41,574.9,26.5,548.4,100840,93135,Multifamily Housing,1,40.765163,-73.9766,5.0,4.0,137.0,1023755.0,Midtown-Midtown South                                                      
2640590.0,4071170008,,,4444022,    67-00, 192 STREET         ,QUEENS,11365.0,Yes,In Compliance ,433.6,433.5,594.6,594.4,Not Available,No,None,Not Available,400.3,311.8,88.5,16000,205744,Multifamily Housing,12,,,,,,,
2614200.0,1010117502,,,1069595,106,CENTRAL PARK SOUTH  ,MANHATTAN,10019.0,Yes,In Compliance ,65.7,63.6,122.5,120.1,Not Available,No,None,46,2221.5,16.7,2204.8,469910,372714,Multifamily Housing,1,40.765868,-73.976715,5.0,4.0,137.0,1069595.0,Midtown-Midtown South                                                      
2614201.0,1013797502,,,1041086,610,PARK AVENUE         ,MANHATTAN,10065.0,Yes,In Compliance ,82.0,80.1,141.4,138.9,Not Available,No,None,9,1267.6,24.5,1243.1,219059,206162,Multifamily Housing,1,40.766496999999994,-73.967199,8.0,4.0,122.0,1041086.0,Upper East Side-Carnegie Hill                                              
2614202.0,1013407501,,,1038909,845,UNITED NATIONS PLAZA,MANHATTAN,10017.0,Yes,In Compliance ,73.6,71.2,145.1,142.1,Not Available,No,None,16,4632,23.7,4608.3,863455,865222,Multifamily Housing,1,40.751983,-73.967538,6.0,4.0,90.0,1038909.0,Turtle Bay-East Midtown                                                    
2614203.0,1014237501,,,1043902,200,EAST   69 STREET    ,MANHATTAN,10021.0,Yes,In Compliance ,91.5,91.4,154.6,154.6,Not Available,No,None,12,3274,12.7,3261.3,507707,483495,Multifamily Housing,1,40.767753000000006,-73.961892,8.0,4.0,118.0,1043902.0,Lenox Hill-Roosevelt Island                                                
2614204.0,1013747502,,,1040756,502,PARK AVENUE         ,MANHATTAN,10022.0,Yes,In Compliance ,80.2,78,168.5,165.9,Not Available,No,None,6,1824.2,6.8,1817.5,307398,252049,Multifamily Housing,1,40.763011999999996,-73.969739,8.0,4.0,11401.0,1040756.0,Upper East Side-Carnegie Hill                                              
2614205.0,1011717501,,,1085722,200,RIVERSIDE BOULEVARD ,MANHATTAN,10069.0,Yes,In Compliance ,71.0,69.4,118.1,116.8,Not Available,No,None,52,3252,1970.8,1281.2,740377,600967,Multifamily Housing,1,40.779030999999996,-73.988229,7.0,6.0,155.0,1085722.0,Lincoln Square                                                             
2614206.0,1011137502,,,1027191,1,CENTRAL PARK WEST   ,MANHATTAN,10023.0,Yes,In Compliance ,126.9,127.3,256.8,258.1,Not Available,No,None,8,4854.2,4.8,4849.4,521218,618334,Hotel,1,40.768529,-73.981588,7.0,3.0,145.0,1027191.0,Lincoln Square                                                             
2614534.0,1018960047,,,1057373,431,RIVERSIDE DRIVE     ,MANHATTAN,10025.0,Yes,In Compliance ,90.8,90.6,118.7,118.1,Not Available,No,None,80,351.1,288.1,63,68096,60158,Residence Hall/Dormitory,1,40.808423,-73.96629,9.0,7.0,205.0,1057373.0,Morningside Heights                                                        
2614608.0,1001440040,,,1001572,56,HUDSON STREET       ,MANHATTAN,10013.0,Yes,In Compliance ,283.3,283.8,889.5,891.1,Not Available,No,None,Not Available,25244.4,0.1,25244.4,1074536,802000,Data Center,1,40.717721999999995,-74.00896800000001,1.0,1.0,33.0,1001572.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
2614663.0,1010260021,,,1024850,1708,BROADWAY            ,MANHATTAN,10019.0,Yes,In Compliance ,85.4,81.4,173.2,168.4,31.16,No,Manual,62,406.7,171.5,235.2,71000,52150,Office,1,40.764181,-73.982405,5.0,4.0,137.0,1024850.0,Midtown-Midtown South                                                      
2614691.0,1013807501,,,1087937,40,EAST   66 STREET    ,MANHATTAN,10065.0,Yes,In Compliance ,79.2,77,170.7,168.4,Not Available,No,None,43,655.7,2.2,653.5,111166,109028,Multifamily Housing,1,40.767801,-73.967841,8.0,4.0,122.0,1087937.0,Upper East Side-Carnegie Hill                                              
2617169.0,1008630067,,,1017092,178,MADISON AVENUE      ,MANHATTAN,10016.0,Yes,In Compliance ,85.3,81.3,207.1,202.9,Not Available,No,None,Not Available,1833,0,1833,279667,235564,Office,2,40.747436,-73.983211,5.0,4.0,74.0,1017092.0,Midtown-Midtown South                                                      
2614969.0,1010477503,,,1025450,322,WEST   57 STREET    ,MANHATTAN,10019.0,Yes,In Compliance ,96.3,Not Available,143.3,Not Available,Not Available,No,None,35,6079.4,4606.8,1472.7,821576,941351,Multifamily Housing,1,40.767077,-73.983755,4.0,3.0,139.0,1025450.0,Clinton                                                                    
2615087.0,4000610011,,,4441830,    47-40,  21 STREET         ,QUEENS,11101.0,Yes,In Compliance ,49.2,Not Available,126.3,Not Available,15.98,Yes,Manual,94,733.3,142.6,590.6,199365,179575,Office,1,,,,,,,
2615091.0,1001240004,,,1001399,9,PARK PLACE          ,MANHATTAN,10007.0,Yes,In Compliance ,70.5,65.9,152.3,147,0,No,Manual,68,1223.4,527.3,696,220624,205000,Office,1,40.712792,-74.008217,1.0,1.0,21.0,1001399.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
2615111.0,4000270005,,,4439102,     5-35,  46 ROAD           ,QUEENS,11101.0,Yes,In Compliance ,33.5,Not Available,74.9,Not Available,11.45,No,Manual,Not Available,347.1,139.3,207.8,130000,126980,Other,1,,,,,,,
2615598.0,3088190011,,,3321833;3321832,2220,BURNETT STREET      ,BROOKLYN            ,11229.0,Yes,In Compliance ,96.6,94.8,133.3,131.5,Not Available,No,None,45,1583.6,1238.1,345.5,267505,261072,Multifamily Housing,4,40.602208000000005,-73.933025,15.0,46.0,632.0,3407509.0,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             
2615607.0,4014210001,,,4431382;4431384;4431380;4431381;4431383,    32-45,  91 STREET         ,QUEENS,11369.0,Yes,In Compliance ,111.9,106.1,155.8,149.7,22.82,Yes,Manual,29,2218.6,1706.9,511.8,334890,332660,Multifamily Housing,5,,,,,,,
2615609.0,4014180001,,,4535000;4535001;4535002;4535003;4431366;4431369,    32-20,  89 STREET         ,QUEENS,11369.0,Yes,In Compliance ,92.3,Not Available,133.2,Not Available,22.43,No,Manual,53,2245.2,1661.8,583.4,401868,399204,Multifamily Housing,6,,,,,,,
2615618.0,4015470016,,,4038744,    85-14,BROADWAY            ,QUEENS,11373.0,Yes,In Compliance ,117.7,Not Available,171.4,Not Available,81.48,Yes,Manual,19,549.7,400.6,149.1,78401,79710,Multifamily Housing,1,,,,,,,
2615619.0,4098300035,,,4210334,    87-20, 175 STREET         ,QUEENS,11432.0,Yes,In Compliance ,91.7,89.5,128.4,125.5,45.53,No,Manual,40,390.6,297.3,93.3,73313,67343,Multifamily Housing,1,,,,,,,
