bbl,street_number,street_name,borough,zip,benchmarking_submission,entry_number,site_eui_kbtu_ft2,weather_normalized_source_eui_kbtu_ft2,indoor_water_intensity_all_water_sources_gal_ft2,reported_water_method,energy_star_score,total_ghg_emissions_mtco2e,property_floor_area_buildngs_and_parking_ft2,primary_property_type_self_selected,number_of_buildings,reported_bins,latitude,longitude,community_board,community_council,census_tract,nta
1004170001,224.0,ELDRIDGE STREET,MANHATTAN,10002,Yes,8260.0,,,100.75,Manual,,,144876.0,Multifamily Housing,1,1005743,40.722091999999996,-73.989938,3.0,1.0,3601.0,Chinatown                                                                  
1004177501,190.0,ALLEN STREET,MANHATTAN,10002,No Record as of 08/1/13,,,,,,,,,,1,,40.722248,-73.988899,3.0,1.0,3001.0,Chinatown                                                                  
1004200040,140.0,FORSYTH STREET,MANHATTAN,10002,No Record as of 08/1/13,,,,,,,,,,1,,40.720165,-73.991934,3.0,1.0,18.0,Chinatown                                                                  
5003270015,1000.0,CLOVE ROAD,STATEN ISLAND,10301,Yes,7650.0,134.8,207.4,69.51,ABS,,1049.82,127488.0,Multifamily Housing,1,5008970,40.620622999999995,-74.109884,1.0,49.0,147.0,Westerleigh                                                                
1004200062,169.0,ELDRIDGE STREET,MANHATTAN,10002,Yes,8244.0,82.1,118.7,,Manual,,966.79,201034.0,Multifamily Housing,1,1005602;1077628;1077629;1077637;1077638;1077638,40.72017,-73.990949,3.0,1.0,18.0,Chinatown                                                                  
1004207501,40.0,DELANCEY STREET,MANHATTAN,10002,No Record as of 08/1/13,,,,,,,,,,0,,40.719649,-73.9918,3.0,1.0,18.0,Chinatown                                                                  
4066330001,,  79 AVENUE,QUEENS,11367,Yes,7916.0,38.5,46.7,70.72,ABS,,332.65,159463.0,Multifamily Housing,1,4451306;4143568;4451310;4451309;4451308;4451307,,,,,,
1004260006,225.0,BOWERY,MANHATTAN,10002,Yes,1733.0,43.8,60.5,,Manual,,210.99,64760.0,House of Worship,1,1.01E+13,40.72202,-73.99337299999999,3.0,1.0,3601.0,Chinatown                                                                  
1004260012,235.0,BOWERY,MANHATTAN,10002,Yes,3347.0,205.0,437.8,8.45,Manual,,908.17,60000.0,Entertainment/Culture,1,1005709,40.722424,-73.993225,3.0,1.0,3601.0,Chinatown                                                                  
4015270001,,  45 AVENUE,QUEENS,11373,Yes,7925.0,88.5,143.7,71.9,ABS,,700.2,127134.0,Multifamily Housing,1,4038182,,,,,,
1004270002,2.0,STANTON STREET,MANHATTAN,10002,Yes,3977.0,46.1,70.5,69.26,Manual,,568.46,202618.0,Multifamily Housing,0,1078062,40.722747999999996,-73.992813,3.0,1.0,3601.0,Chinatown                                                                  
1004810001,400.0,CLEVELAND PLACE,MANHATTAN,10012,Yes,8980.0,63.2,128.1,,Manual,,767.31,173838.0,Multifamily Housing,1,1007193,,,,,,
1004277504,95.0,EAST HOUSTON STREET,MANHATTAN,10002,Yes,4232.0,105.0,239.1,0.0,Manual,,4104.58,532640.0,Multifamily Housing,0,1087241,40.724021,-73.992251,3.0,1.0,3601.0,Chinatown                                                                  
1004290021,117.0,EAST    2 STREET,MANHATTAN,10009,No Record as of 08/1/13,,,,,,,,,,1,,40.723465999999995,-73.98689300000001,3.0,2.0,3002.0,East Village                                                               
1004300001,40.0,   1 AVENUE,MANHATTAN,10009,Yes,6712.0,83.0,132.8,,Manual,,835.97,162503.0,Multifamily Housing,1,1005758,40.724315000000004,-73.987669,3.0,2.0,3002.0,East Village                                                               
1020930029,3565.0,BROADWAY,MANHATTAN,10031,Yes,10399.0,2.5,3.9,73.44,ABS,,14.05,71525.0,Multifamily Housing,1,1062398,40.827202,-73.94989699999999,9.0,7.0,233.0,Hamilton Heights                                                           
1004310001,60.0,   1 AVENUE,MANHATTAN,10009,Yes,6731.0,83.0,132.8,,Manual,,1102.32,214280.0,Multifamily Housing,1,1005759,40.724905,-73.987243,3.0,2.0,32.0,East Village                                                               
1020530026,313.0,EDGECOMBE AVENUE,MANHATTAN,10031,Yes,8644.0,13.7,14.8,77.89,ABS,,85.72,84833.0,Multifamily Housing,1,1061129,40.825148,-73.942766,9.0,9.0,231.0,Hamilton Heights                                                           
1004310031,43.0,AVENUE A,MANHATTAN,10009,Yes,1925.0,60.6,93.8,61.32,Manual,,585.29,120605.0,Multifamily Housing,1,1005762,40.723746000000006,-73.985226,3.0,2.0,32.0,East Village                                                               
4049560013,,  34 ROAD,QUEENS,11354,Yes,11753.0,96.7,113.9,78.24,ABS,,544.8,70800.0,Multifamily Housing,1,4112104,,,,,,
1004410023,432.0,EAST   14 STREET,MANHATTAN,10009,No Record as of 08/1/13,,,,,,,,,,1,,40.730846,-73.981328,3.0,2.0,34.0,East Village                                                               
1004417503,421.0,EAST   13 STREET,MANHATTAN,10009,Yes,4106.0,30.8,61.4,,Manual,,201.99,94773.0,Multifamily Housing,1,1087654,40.730388,-73.98241800000001,3.0,2.0,34.0,East Village                                                               
1004430005,28.0,   2 AVENUE,MANHATTAN,10003,Yes,608.0,35.1,79.9,3.67,Manual,,142.05,55000.0,Self-Storage,1,BIN: 1006080,40.7246,-73.990569,3.0,2.0,3602.0,East Village                                                               
2028660080,1695.0,GRAND AVENUE,BRONX,10453,Yes,11764.0,85.2,137.4,83.45,ABS,,394.14,75000.0,Multifamily Housing,1,2008466,40.848417,-73.914116,5.0,14.0,21502.0,University Heights-Morris Heights                                          
1004467502,99.0,EAST    3 STREET,MANHATTAN,10003,Yes,4639.0,93.0,148.0,,Manual,,579.23,75781.0,Multifamily Housing,1,1006221,40.724732,-73.987842,3.0,2.0,38.0,East Village                                                               
1004520002,162.0,   2 AVENUE,MANHATTAN,10003,Yes,7707.0,87.4,156.6,62.55,Manual,,887.12,122239.0,Multifamily Housing,1,1006434,40.729933,-73.986683,3.0,2.0,40.0,East Village                                                               
1006127504,15.0,CHARLES STREET,MANHATTAN,10014,Yes,6418.0,178.5,246.9,85.66,ABS,,1686.09,123740.0,Multifamily Housing,1,1010899,40.735209000000005,-74.001086,2.0,3.0,71.0,West Village                                                               
1004530011,304.0,EAST   12 STREET,MANHATTAN,10003,Yes,8653.0,43.5,87.1,54.7,Manual,32,147.88,40320.0,Multifamily Housing,2,1082513;1079353,40.730833000000004,-73.98549200000001,3.0,2.0,40.0,East Village                                                               
1004530011,304.0,EAST   12 STREET,MANHATTAN,10003,Yes,8654.0,41.5,75.4,39.46,Manual,,110.15,33120.0,Multifamily Housing,2,1079353;1082513,40.730833000000004,-73.98549200000001,3.0,2.0,40.0,East Village                                                               
1004550001,222.0,   2 AVENUE,MANHATTAN,10003,Yes,5893.0,116901.1,151845.8,,Manual,1,561480.93,60828.0,Medical Office,1,1006510,40.732,-73.985185,3.0,2.0,40.0,East Village                                                               
1004550005,224.0,   2 AVENUE,MANHATTAN,10003,Yes,5361.0,117011.8,152074.1,46.65,Manual,1,1275273.75,138068.0,Hospital (General Medical and Surgical),1,1006511,40.732082,-73.985127,3.0,2.0,40.0,East Village                                                               
1004550052,327.0,EAST   13 STREET,MANHATTAN,10003,Yes,4191.0,,,,Manual,,,97723.0,Multifamily Housing,1,1006535,40.73133,-73.98464399999999,3.0,2.0,40.0,East Village                                                               
1004560007,285.0,BOWERY,MANHATTAN,10003,Yes,3812.0,142.2,275.9,,Manual,,2043.17,209910.0,Multifamily Housing,1,1087255,40.724307,-73.992532,3.0,2.0,3602.0,East Village                                                               
1004560027,11.0,   2 AVENUE,MANHATTAN,10003,No Record as of 08/1/13,,,,,,,,,,1,,40.724053999999995,-73.990977,3.0,2.0,3602.0,East Village                                                               
2028610067,1750.0,DAVIDSON AVENUE,BRONX,10453,Yes,1759.0,60.0,97.1,86.32,ABS,,206.11,56325.0,Multifamily Housing,1,,40.848095,-73.913205,5.0,14.0,217.0,University Heights-Morris Heights                                          
4161300001,,BEACH   81 STREET,QUEENS,11693,Yes,4263.0,25.0,65.6,86.75,ABS,,1192.57,553515.0,Multifamily Housing,2,4457808;4819177;4457810,,,,,,
1004580006,339.0,BOWERY,MANHATTAN,10003,Yes,5439.0,308.0,537.1,,Manual,9,1820.26,90411.0,Hotel,1,1006545,40.726162,-73.99186800000001,3.0,2.0,3602.0,East Village                                                               
1004600001,1.0,COOPER SQUARE,MANHATTAN,10003,Yes,1905.0,66.1,110.6,,Manual,,511.68,122689.0,Multifamily Housing,1,1006580,40.727160999999995,-73.991514,3.0,2.0,38.0,East Village                                                               
4051010033,,SANFORD AVENUE,QUEENS,11355,Yes,11757.0,110.7,140.8,88.56,ABS,,693.57,78927.0,Multifamily Housing,1,4115061,,,,,,
1004620004,3.0,TARAS SHEVCHENKO PL,MANHATTAN,10003,No Record as of 08/1/13,,,,,,,,,,1,,40.728328000000005,-73.990049,3.0,2.0,38.0,East Village                                                               
1004620007,6.0,TARAS SHEVCHENKO PL,MANHATTAN,10003,No Record as of 08/1/13,,,,,,,,,,1,,40.728602,-73.989847,3.0,2.0,38.0,East Village                                                               
1009160055,210.0,EAST   36 STREET,MANHATTAN,10016,Yes,12383.0,46002.1,64024.2,88.87,ABS,,224593.13,61839.0,Multifamily Housing,1,1020200,40.746759000000004,-73.976628,6.0,4.0,78.0,Murray Hill-Kips Bay                                                       
1011397501,1991.0,BROADWAY,MANHATTAN,10023,Yes,12068.0,104.9,165.7,93.38,ABS,,617.82,75069.0,Multifamily Housing,1,1028857,40.775114,-73.98219300000001,7.0,6.0,153.0,Lincoln Square                                                             
1004649006,29.0,   3 AVENUE,MANHATTAN,10003,No Record as of 08/1/13,,,,,,,,,,1,,40.729766,-73.989721,3.0,2.0,38.0,East Village                                                               
1004650001,31.0,   3 AVENUE,MANHATTAN,10003,Yes,3794.0,90.3,193.1,0.0,Manual,,1146.94,149152.0,Residence Hall/Dormitory,1,1006764,40.73021,-73.989396,3.0,2.0,40.0,East Village                                                               
1004660005,55.0,   3 AVENUE,MANHATTAN,10003,Yes,1370.0,165.2,300.0,0.0,Manual,,865.48,71356.0,Multifamily Housing,1,1006807,40.730995,-73.98884,3.0,2.0,40.0,East Village                                                               
4015530028,,WHITNEY AVENUE,QUEENS,11373,Yes,11750.0,98.3,137.3,95.34,ABS,,499.61,62125.0,Multifamily Housing,1,4038846,,,,,,
1004670022,226.0,EAST   12 STREET,MANHATTAN,10003,Yes,6180.0,71.2,107.4,65.04,Manual,,345.07,62530.0,Multifamily Housing,1,1006834,40.731484,-73.987032,3.0,2.0,40.0,East Village                                                               
1004670025,232.0,EAST   12 STREET,MANHATTAN,10003,Yes,8600.0,54.7,89.4,35.37,Manual,,313.23,72162.0,Multifamily Housing,1,1006835,40.731454,-73.98695699999999,3.0,2.0,40.0,East Village                                                               
2032870100,2661.0,MARION AVENUE,BRONX,10458,Yes,7025.0,95.6,138.4,101.06,ABS,,630.68,81735.0,Multifamily Housing,1,2016643,40.864804,-73.890606,7.0,15.0,40502.0,Bedford Park-Fordham North                                                 
1021760054,701.0,WEST  179 STREET,MANHATTAN,10033,Yes,10398.0,2.6,4.1,102.81,ABS,,14.05,67938.0,Multifamily Housing,1,1064270,40.849000000000004,-73.937353,12.0,10.0,265.0,Washington Heights South                                                   
2055190119,270.0,LONGSTREET AVENUE,BRONX,10465,Yes,10387.0,2.8,4.3,102.94,ABS,,14.05,64923.0,Multifamily Housing,1,2078922,40.821054,-73.80718399999999,10.0,13.0,138.0,Schuylerville-Throgs Neck-Edgewater Park                                   
1004697505,123.0,   3 AVENUE,MANHATTAN,10003,Yes,12816.0,43.7,99.8,23.52,Manual,,205.7,65700.0,Multifamily Housing,0,1088500,40.732977000000005,-73.986841,3.0,2.0,40.0,East Village                                                               
1004730001,462.0,BROADWAY,MANHATTAN,10013,Yes,7132.0,232.5,482.0,,Manual,,2474.69,140000.0,Other,1,1079877,40.720978,-74.00053,2.0,1.0,45.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1004730010,478.0,BROADWAY,MANHATTAN,10013,Yes,682.0,150.5,392.1,,Manual,,723.81,55015.0,Retail,1,1079887,40.721422,-74.000152,2.0,1.0,45.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1004730051,134.0,GRAND STREET,MANHATTAN,10013,Yes,12187.0,0.0,0.0,,Manual,,16.06,0.0,,1,1007030,40.720382,-73.99974,2.0,1.0,45.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1004737501,476.0,BROADWAY,MANHATTAN,10013,Yes,3247.0,83.9,149.7,21.92,Manual,,451.34,68764.0,Multifamily Housing,1,1007013,40.721367,-74.000198,2.0,1.0,45.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
4014760026,,  89 STREET,QUEENS,11372,Yes,11754.0,117.4,150.0,103.02,ABS,,775.36,81564.0,Multifamily Housing,1,4036305,,,,,,
1021730015,1.0,SICKLES STREET,MANHATTAN,10040,Yes,10396.0,1.4,2.1,111.81,ABS,,14.05,131260.0,Multifamily Housing,1,1064150,40.860277,-73.926996,12.0,10.0,283.0,Washington Heights North                                                   
1019460029,2211.0,FREDERICK DOUGLASS B,MANHATTAN,10026,Yes,11766.0,29.0,67.5,115.65,ABS,,178.97,80555.0,Multifamily Housing,1,1077815,,,,,,
4011650045,,NORTHERN BOULEVARD,QUEENS,11377,Yes,7876.0,71.2,120.5,115.92,ABS,,356.92,79338.0,Multifamily Housing,1,4026292,,,,,,
2025340008,1380.0,DR M L KING JR BLVD,BRONX,10452,Yes,11762.0,60.2,110.0,125.12,ABS,,864.07,182218.0,Multifamily Housing,1,2003556,40.842425,-73.925928,4.0,16.0,201.0,Highbridge                                                                 
1004757505,42.0,WOOSTER STREET,MANHATTAN,10013,No Record as of 08/1/13,,,,,,,,,,1,,40.722429999999996,-74.00259,2.0,1.0,47.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
3064150016,8735.0,BAY PARKWAY,BROOKLYN,11214,Yes,12273.0,82.2,130.8,126.93,ABS,,460.32,89070.0,Multifamily Housing,1,3168024;3384166,40.599258,-73.99659,11.0,47.0,296.0,Bensonhurst West                                                           
4033550129,,TALBOT STREET,QUEENS,11415,Yes,7892.0,10.5,34.0,138.35,ABS,,56.41,57124.0,Multifamily Housing,1,4080137,,,,,,
1004770011,57.0,WATTS STREET,MANHATTAN,10013,Yes,11199.0,7488.8,10449.2,3.91,Manual,1,262859.14,444427.0,Office,1,1007119,40.723681,-74.005491,2.0,1.0,37.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
4097980039,,  89 AVENUE,QUEENS,11432,Yes,12050.0,154.2,198.5,147.88,ABS,,607.64,69174.0,Multifamily Housing,1,4209638,,,,,,
1004777501,121.0,AVENUE OF THE AMER,MANHATTAN,10013,No Record as of 08/1/13,,,,,,,,,,1,,40.723903,-74.00469,2.0,3.0,37.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1002377501,132.0,MULBERRY STREET,MANHATTAN,10013,Yes,9070.0,,,150.82,ABS,,,60881.0,Office,1,1066508,40.718392,-73.99777399999999,2.0,1.0,41.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1002747502,148.0,MADISON STREET,MANHATTAN,10002,Yes,8791.0,,,159.7,ABS,,,52483.0,Multifamily Housing,1,1084603,40.712410999999996,-73.992991,3.0,1.0,8.0,Chinatown                                                                  
1009070016,225.0,EAST   26 STREET,MANHATTAN,10010,Yes,7751.0,105.0,311.4,187.43,ABS,,116.25,12343.0,Multifamily Housing,1,1019852,40.740302,-73.980723,6.0,2.0,66.0,Murray Hill-Kips Bay                                                       
1004827501,406.0,BROOME STREET,MANHATTAN,10013,No Record as of 08/1/13,,,,,,,,,,1,,40.720876000000004,-73.997731,2.0,1.0,45.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1004830007,504.0,BROADWAY,MANHATTAN,10012,No Record as of 08/1/13,,,,,,,,,,1,,40.72235,-73.999369,2.0,1.0,45.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1004830013,514.0,BROADWAY,MANHATTAN,10012,Yes,3359.0,52.3,119.3,24.19,Manual,,512.49,129800.0,Multifamily Housing,1,1007235,40.722575,-73.999177,2.0,1.0,45.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1004830017,524.0,BROADWAY,MANHATTAN,10012,Yes,3658.0,124.0,289.3,0.0,Manual,,1776.3,181583.0,Office,1,1007238,40.7228,-73.998986,2.0,1.0,45.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1004837502,56.0,CROSBY STREET,MANHATTAN,10012,Yes,3412.0,76.8,209.3,,Manual,,375.05,58233.0,Multifamily Housing,1,1007234,40.722018,-73.99853900000001,2.0,1.0,45.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1004840001,84.0,MERCER STREET,MANHATTAN,10012,Yes,10169.0,32.4,45.7,,Manual,,313.81,126000.0,Multifamily Housing,3,1083498,40.722937,-74.000007,2.0,1.0,49.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1004840017,511.0,BROADWAY,MANHATTAN,10012,Yes,9224.0,71.4,197.7,11.65,Manual,,1072.47,181000.0,Other,1,,40.722509,-73.999257,2.0,1.0,49.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
2025680076,683.0,EAST  140 STREET,BRONX,10454,Yes,11805.0,124.4,206.7,203.11,ABS,,448.72,57678.0,Multifamily Housing,1,2003821,40.806718,-73.91319399999999,1.0,8.0,2702.0,Mott Haven-Port Morris                                                     
1004840026,491.0,BROADWAY,MANHATTAN,10012,No Record as of 08/1/13,,,,,,,,,,1,,40.721903000000005,-73.999773,2.0,1.0,49.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1004860011,84.0,WOOSTER STREET,MANHATTAN,10012,No Record as of 08/1/13,,,,,,,,,,1,,40.723783000000005,-74.001436,2.0,1.0,49.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1004867503,57.0,GREENE STREET,MANHATTAN,10012,Yes,2248.0,33.5,55.2,,Manual,,116.56,56400.0,Other,0,1007297,40.722745,-74.00125899999999,2.0,1.0,49.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1004870008,375.0,WEST BROADWAY,MANHATTAN,10012,Yes,4266.0,,,3.13,Manual,,,59000.0,Office,1,,40.72372,-74.002623,2.0,1.0,47.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
4014710012,,  84 STREET,QUEENS,11372,Yes,7907.0,7.8,27.5,4.85,ABS,,23.17,31641.0,Multifamily Housing,6,4431437,,,,,,
3013180001,1125.0,WASHINGTON AVENUE,BROOKLYN,11225,Yes,7840.0,72.7,117.6,5.18,ABS,,613.47,136892.0,Office,1,3034873,40.661467,-73.960727,9.0,40.0,79801.0,Prospect Lefferts Gardens-Wingate                                          
1004880003,58.0,THOMPSON STREET,MANHATTAN,10012,Yes,11774.0,60.9,195.5,,Manual,71,320.08,56000.0,Hotel,1,1087362,40.724137,-74.003236,2.0,1.0,47.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1004890001,55.0,SULLIVAN STREET,MANHATTAN,10012,Yes,4429.0,29.1,62.2,0.0,Manual,,228.09,106475.0,Multifamily Housing,1,1088605;1007369,40.724274,-74.00418499999999,2.0,3.0,47.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1001960005,408.0,BROADWAY,MANHATTAN,10013,Yes,6518.0,96.9,261.7,0.0,ABS,32,440.58,54968.0,Office,1,1002338,40.718946,-74.002255,1.0,1.0,31.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1004917502,145.0,AVENUE OF THE AMER,MANHATTAN,10013,Yes,10148.0,63.9,141.5,,Manual,,286.13,60852.0,Office,1,1087061,40.724971000000004,-74.00447700000001,2.0,3.0,37.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1004917503,246.0,SPRING STREET,MANHATTAN,10013,Yes,12760.0,114.1,279.6,,Manual,22,3453.96,346000.0,Hotel,0,1088431,40.725615999999995,-74.005253,2.0,3.0,37.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1002260001,431.0,CANAL STREET,MANHATTAN,10013,Yes,367.0,74.1,205.0,0.0,ABS,80,6580.15,984017.0,Office,1,1002934,40.722726,-74.006534,2.0,1.0,37.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1004950002,237.0,LAFAYETTE STREET,MANHATTAN,10012,Yes,12393.0,10.4,17.5,,Manual,,35.55,54431.0,Multifamily Housing,1,3532683,40.722635,-73.996977,2.0,1.0,43.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1004950011,255.0,LAFAYETTE STREET,MANHATTAN,10012,Yes,3038.0,185.7,307.7,,Manual,,972.81,67481.0,Multifamily Housing,1,1007524,40.723127000000005,-73.996782,2.0,1.0,43.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1004950033,229.0,MULBERRY STREET,MANHATTAN,10012,Yes,5873.0,56.2,82.6,79.34,Manual,,162.02,49000.0,Multifamily Housing,1,1007530,40.722542,-73.99604599999999,2.0,1.0,43.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1004960036,71.0,SPRING STREET,MANHATTAN,10012,Yes,6525.0,137.5,338.8,0.0,ABS,20,611.11,56340.0,Office,1,1079952,40.722506,-73.997586,2.0,1.0,43.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1004960040,75.0,SPRING STREET,MANHATTAN,10012,Yes,4753.0,,,0.0,Manual,,,54800.0,Office,1,,40.722581,-73.99776,2.0,1.0,43.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1005110015,598.0,BROADWAY,MANHATTAN,10012,Yes,555.0,51.5,154.6,0.0,ABS,,368.19,78616.0,Office,1,1007945,40.725045,-73.997085,2.0,1.0,43.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1004970004,536.0,BROADWAY,MANHATTAN,10012,Yes,3028.0,68.0,153.9,,Manual,81,539.64,90750.0,Office,1,1007561,40.723341,-73.99852800000001,2.0,1.0,43.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1004970009,546.0,BROADWAY,MANHATTAN,10012,Yes,7659.0,,,0.0,Manual,,,95498.0,Multifamily Housing,1,1007564,40.723577,-73.99833000000001,2.0,1.0,43.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1005240066,100.0,BLEECKER STREET,MANHATTAN,10012,Yes,8014.0,49.2,164.4,0.0,ABS,,818.29,177109.0,Recreation,1,1008243,40.727153,-73.997124,2.0,1.0,5501.0,West Village                                                               
1004970018,560.0,BROADWAY,MANHATTAN,10012,Yes,2700.0,92.9,250.1,32.4,Manual,79,1115.78,137424.0,Office,1,1007567,40.723909,-73.998048,2.0,1.0,43.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1004980005,565.0,BROADWAY,MANHATTAN,10012,No Record as of 08/1/13,,,,,,,,,,1,,40.724013,-73.997987,2.0,1.0,49.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1004980007,561.0,BROADWAY,MANHATTAN,10012,Yes,2793.0,83.4,175.5,,Manual,,825.99,117688.0,Other,1,1007574,40.723925,-73.998063,2.0,1.0,49.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1004980009,557.0,BROADWAY,MANHATTAN,10012,No Record as of 08/1/13,,,,,,,,,,1,,40.723835,-73.998138,2.0,1.0,49.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1004980011,549.0,BROADWAY,MANHATTAN,10012,Yes,10484.0,89.0,264.6,0.0,Manual,49,1701.5,217958.0,Office,1,1007576,40.723656,-73.99829,2.0,1.0,49.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1004987502,543.0,BROADWAY,MANHATTAN,10012,Yes,7059.0,47.6,107.6,0.0,Manual,,237.61,60000.0,Multifamily Housing,0,1007579,40.723521999999996,-73.998402,2.0,1.0,49.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1005330001,1.0,WASHINGTON SQ VLLGE,MANHATTAN,10012,Yes,3665.0,33.3,53.6,0.0,ABS,,643.25,305587.0,Multifamily Housing,2,1077834,40.729113,-73.997507,2.0,1.0,5501.0,West Village                                                               
1004997505,92.0,GREENE STREET,MANHATTAN,10012,No Record as of 08/1/13,,,,,,,,,,1,,40.724074,-74.000119,2.0,1.0,49.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1005330001,1.0,WASHINGTON SQ VLLGE,MANHATTAN,10012,Yes,3666.0,8.1,22.2,0.0,ABS,,219.7,322355.0,Multifamily Housing,2,1077835,40.729113,-73.997507,2.0,1.0,5501.0,West Village                                                               
1005000011,120.0,WOOSTER STREET,MANHATTAN,10012,No Record as of 08/1/13,,,,,,,,,,1,,40.724996000000004,-74.000415,2.0,1.0,49.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1005010020,115.0,WOOSTER STREET,MANHATTAN,10012,Yes,5511.0,48.8,95.0,,Manual,,297.73,75000.0,Multifamily Housing,1,"BIN#s 1079973, 1079974, 1079975",40.724872,-74.00054499999999,2.0,1.0,49.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1005017501,105.0,WOOSTER STREET,MANHATTAN,10012,Yes,6228.0,60.6,146.0,19.13,Manual,,329.82,64807.0,Multifamily Housing,1,1007713,40.724636,-74.000743,2.0,1.0,49.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1005330001,1.0,WASHINGTON SQ VLLGE,MANHATTAN,10012,Yes,3667.0,10.3,28.9,0.0,ABS,,286.91,322571.0,Multifamily Housing,2,1077836,40.729113,-73.997507,2.0,1.0,5501.0,West Village                                                               
1005060027,2.0,CHARLTON STREET,MANHATTAN,10014,Yes,2758.0,77.1,112.1,34.69,Manual,,1285.8,205022.0,Multifamily Housing,1,1007832,40.72698,-74.003763,2.0,3.0,37.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1005350001,44.0,WEST    4 STREET,MANHATTAN,10012,Yes,8024.0,1.6,5.4,0.0,ABS,,32.48,213423.0,College/University (Campus-Level),1,1078952,40.729341,-73.996157,2.0,1.0,5501.0,West Village                                                               
1005077502,256.0,BOWERY,MANHATTAN,10012,No Record as of 08/1/13,,,,,,,,,,0,,40.723178999999995,-73.99296899999999,2.0,1.0,43.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1005080025,65.0,EAST HOUSTON STREET,MANHATTAN,10012,Yes,5047.0,105.2,197.6,,Manual,,660.93,85088.0,Multifamily Housing,1,1007894,40.724543,-73.993787,2.0,1.0,43.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1005087502,262.0,MOTT STREET,MANHATTAN,10003,Yes,12940.0,,,,Manual,,,62755.0,Multifamily Housing,1,1007888,40.723692,-73.99461,2.0,1.0,43.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1005350001,44.0,WEST    4 STREET,MANHATTAN,10012,Yes,8037.0,100.0,334.0,0.0,ABS,,844.56,89951.0,College/University (Campus-Level),1,1078952,40.729341,-73.996157,2.0,1.0,5501.0,West Village                                                               
1005107502,295.0,LAFAYETTE STREET,MANHATTAN,10012,No Record as of 08/1/13,,,,,,,,,,0,,40.724537,-73.995761,2.0,1.0,43.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
1005400014,130.0,MAC DOUGAL STREET,MANHATTAN,10012,Yes,8015.0,4.7,5.0,0.0,ABS,100,36.22,144268.0,Residence Hall/Dormitory,1,1008701,40.730236,-74.000274,2.0,1.0,65.0,West Village                                                               
1005450026,740.0,BROADWAY,MANHATTAN,10003,Yes,7727.0,0.1,0.4,0.0,ABS,,3.84,316832.0,Office,4,1088676,40.729884000000006,-73.992993,2.0,2.0,57.0,West Village                                                               
1005110008,584.0,BROADWAY,MANHATTAN,10012,Yes,1210.0,52.4,157.6,,Manual,87,1191.46,246000.0,Office,1,1079998,40.724743,-73.997341,2.0,1.0,43.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
