order,property_id,property_name,parent_property_id,parent_property_name,city_building,bbl_10_digits,nyc_borough_block_and_lot,nyc_building_identification,address_1_self_reported,address_2_self_reported,postal_code,street_number,street_name,borough,dof_gross_floor_area_ft,self_reported_gross_floor,primary_property_type_self,list_of_all_property_use,largest_property_use_type,largest_property_use_type_1,_2nd_largest_property_use,_2nd_largest_property_use_1,_3rd_largest_property_use,_3rd_largest_property_use_1,year_built,number_of_buildings,occupancy,metered_areas_energy,metered_areas_water,energy_star_score,source_eui_kbtu_ft,weather_normalized_source,site_eui_kbtu_ft,weather_normalized_site_eui,weather_normalized_site,weather_normalized_site_1,fuel_oil_1_use_kbtu,fuel_oil_2_use_kbtu,fuel_oil_4_use_kbtu,fuel_oil_5_6_use_kbtu,diesel_2_use_kbtu,kerosene_use_kbtu,propane_use_kbtu,district_steam_use_kbtu,district_hot_water_use_kbtu,district_chilled_water_use,natural_gas_use_kbtu,weather_normalized_site_2,electricity_use_grid_purchase,electricity_use_grid_purchase_1,weather_normalized_site_3,annual_maximum_demand_kw,annual_maximum_demand_mm,total_ghg_emissions_metric,direct_ghg_emissions_metric,indirect_ghg_emissions_metric,water_use_all_water_sources,water_use_intensity_all_water,water_required,generation_date,latitude,longitude,community_board,council_district,census_tract,nta
603,1634004,K271-0300272,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,3015500001,3015500001,3042157,1137 Herkimer Street,Not Available,11233,1137,Herkimer Street,Brooklyn,,228000,K-12 School,K-12 School,K-12 School,228000.0,Not Available,Not Available,Not Available,Not Available,1912,1,100,Whole Building,Not Available,95,56.9,57.8,36.3,37.1,3.3,0,Not Available,Not Available,5615598,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,69500,695,2584931.2,757599.9,757599.9,388,09/2018,645.4,426.5,218.9,Not Available,Not Available,,2019-05-01T15:11:41.000,40.677805,-73.91584300000001,316.0,41.0,301.0,Ocean Hill
604,1634006,K291-0300289,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,3033430001,3033430001,3076460,231 Palmetto Street,Not Available,11221,231,Palmetto Street,Brooklyn,,247200,K-12 School,K-12 School,K-12 School,247200.0,Not Available,Not Available,Not Available,Not Available,1975,1,100,Whole Building,Not Available,90,81.1,81.7,44.2,44.7,5.8,0.2,Not Available,276000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5727500.1,57396.7,4916009.2,1440799.7,1440799.7,687.8,09/2018,741,324.7,416.3,Not Available,Not Available,,2019-05-01T15:12:39.000,40.695362,-73.915142,304.0,37.0,433.0,Bushwick North
605,1634008,K303-0300298,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,3072500025,3072500025,3196292,501 West Avenue,Not Available,11224,501,West Avenue,Brooklyn,,182400,K-12 School,K-12 School,K-12 School,182400.0,Not Available,Not Available,Not Available,Not Available,1931,1,100,Whole Building,Not Available,87,81.5,83.1,52.5,54,4.4,0.4,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6821399.9,70930.2,2754166.4,807199.9,807199.9,384,09/2018,595.6,362.3,233.2,Not Available,Not Available,,2019-05-01T15:11:51.000,40.5825,-73.973122,313.0,47.0,354.0,West Brighton
606,1634010,K304-0300299,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,3017730014,3017730014,3049420,280 Hart Street,Not Available,11206,280,Hart Street,Brooklyn,,109200,K-12 School,K-12 School,K-12 School,109200.0,Not Available,Not Available,Not Available,Not Available,1950,1,100,Whole Building,Not Available,64,83,84.4,57.6,58.9,4.1,0,Not Available,4491486.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,279900,2799,1513836.2,443679.9,443679.9,140.8,09/2018,476.4,348.2,128.2,Not Available,Not Available,,2019-05-01T15:11:20.000,40.694086,-73.940744,303.0,36.0,281.0,Stuyvesant Heights
607,1634012,K307-0300302,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,3000560007,3000560007,3000158,209 York Street,Not Available,11201,209,York Street,Brooklyn,,111600,K-12 School,K-12 School,K-12 School,111600.0,Not Available,Not Available,Not Available,Not Available,1966,1,100,Whole Building,Not Available,83,81.2,82.4,59.1,60.3,3.5,0,Not Available,Not Available,5034080.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,225800,2258,1336139.2,391599.9,391599.9,198,09/2018,504.2,391,113.2,Not Available,Not Available,,2019-05-01T15:11:20.000,40.701343,-73.982314,302.0,33.0,21.0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
608,1634014,K309-0300304,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,3016430036,3016430036,3045047,794 Monroe Street,Not Available,11221,794,Monroe Street,Brooklyn,,106800,K-12 School,K-12 School,K-12 School,106800.0,Not Available,Not Available,Not Available,Not Available,1962,1,100,Whole Building,Not Available,68,107.9,110.7,83.7,86.4,3.8,0,Not Available,Not Available,7464761.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,84400,844,1390731.2,407599.9,407599.9,225.6,09/2018,684.3,566.5,117.8,Not Available,Not Available,,2019-05-01T15:12:17.000,40.688419,-73.92483299999999,303.0,41.0,385.0,Stuyvesant Heights
609,1634016,K318-0300307,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,3022460001,3022460001,3061328,101 Walton Street,Not Available,11206,101,Walton Street,Brooklyn,,181200,K-12 School,K-12 School,K-12 School,181200.0,Not Available,Not Available,Not Available,Not Available,1959,1,100,Whole Building,Not Available,70,98.5,100.6,73.8,75.8,3.9,0,Not Available,Not Available,10886637,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,52300,523,2429344,711999.9,711999.9,432,09/2018,1028.2,822.4,205.7,Not Available,Not Available,,2019-05-01T15:12:17.000,40.7025,-73.94886899999999,301.0,33.0,509.0,Williamsburg
610,1634018,K320-0300308,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,3013010001,3013010001,3034356,46 McKeever Place,Not Available,11225,46,McKeever Place,Brooklyn,,189600,K-12 School,K-12 School,K-12 School,189600.0,Not Available,Not Available,Not Available,Not Available,1968,1,100,Whole Building,Not Available,60,93.2,94.4,63,64.1,4.9,0,Not Available,8803434.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,400,4,3138357.6,919799.9,919799.9,252,09/2018,919.1,653.3,265.8,Not Available,Not Available,,2019-05-01T15:11:20.000,40.665034999999996,-73.95903100000001,309.0,35.0,325.0,Crown Heights South
611,1634020,K321-0300309,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,3009710028,3009710028,3337516,180 7th Avenue,Not Available,11215,180,7th Avenue,Brooklyn,,109200,K-12 School,K-12 School,K-12 School,109200.0,Not Available,Not Available,Not Available,Not Available,1931,1,100,Whole Building,Not Available,69,99.6,100.7,63.2,64.6,5.8,0.1,Not Available,Not Available,4084116.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,649800,6761.3,2165937.6,634799.9,629941.3,344,09/2018,525.4,342,183.4,Not Available,Not Available,,2019-05-01T15:11:32.000,40.671459999999996,-73.977783,306.0,39.0,155.0,Park Slope-Gowanus
612,1634022,K328-0300311,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,3037680001,3037680001,3084283,330 Alabama Avenue,Not Available,11207,330,Alabama Avenue,Brooklyn,,108000,K-12 School,K-12 School,K-12 School,108000.0,Not Available,Not Available,Not Available,Not Available,1966,1,100,Whole Building,Not Available,68,95.2,92.2,69.7,66.6,4.1,0,Not Available,Not Available,5986438.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,39100,391,1499232.8,439399.9,439399.9,240,09/2018,579.8,452.8,127,Not Available,Not Available,,2019-05-01T15:11:41.000,40.668167,-73.897835,305.0,42.0,1134.0,East New York (Pennsylvania Ave)
613,1634024,K345-0300317,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,3039900001,3039900001,3088734,111 Berriman Street,Not Available,11208,111,Berriman Street,Brooklyn,,108000,K-12 School,K-12 School,K-12 School,108000.0,Not Available,Not Available,Not Available,Not Available,1966,1,100,Whole Building,Not Available,46,101.8,99.6,77,74.8,3.9,0,Not Available,Not Available,6456704,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,413800,4138,1441228.7,422399.9,422399.9,116.8,09/2018,630.2,508.1,122.1,Not Available,Not Available,,2019-05-01T15:11:20.000,40.676128999999996,-73.880337,305.0,37.0,1192.0,East New York
614,1634026,K465-0300352,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,3051030010,3051030010,3336215,911 Flatbush Avenue,Not Available,11226,911,Flatbush Avenue,Brooklyn,,460800,K-12 School,"K-12 School, Swimming Pool",K-12 School,460800.0,Swimming Pool,0,Not Available,Not Available,1904,1,100,Whole Building,Not Available,57,117.6,121.6,86.2,90,4.6,0.6,Not Available,3881939.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2.85718015E7,293537.6,7244358.4,2123199.7,2123199.7,620,09/2018,2419.2,1805.7,613.5,Not Available,Not Available,,2019-05-01T15:11:41.000,40.649786999999996,-73.95855,314.0,40.0,794.0,Erasmus
615,1634028,K148-0301524,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,3017260014,3017260014,3048352,185 Ellery Street,Not Available,11206,185,Ellery Street,Brooklyn,,104400,K-12 School,K-12 School,K-12 School,104400.0,Not Available,Not Available,Not Available,Not Available,1906,1,100,Whole Building,Not Available,76,101.6,103,67.6,69.1,5.1,0.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5232599.9,53982.4,1824737.6,534799.9,532056.2,268,09/2018,432.5,277.9,154.5,Not Available,Not Available,,2019-05-01T15:11:32.000,40.698869,-73.945042,303.0,36.0,257.0,Bedford
616,1634030,K002-0301578,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,3050500066,3050500066,3378201,655 Parkside Avenue,Not Available,11226,655,Parkside Avenue,Brooklyn,,157200,K-12 School,K-12 School,K-12 School,157200.0,Not Available,Not Available,Not Available,Not Available,1992,1,100,Whole Building,Not Available,34,149.4,150.7,88.9,90.7,9.3,0.6,Not Available,414000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8512099.4,88646.6,5047030,1479199.7,1461285,779.5,06/2018,910.3,482.8,427.4,Not Available,Not Available,,2019-05-01T15:12:25.000,40.656183,-73.951583,309.0,40.0,802.0,Prospect Lefferts Gardens-Wingate
617,1634032,Q010-0400010,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,4007140001,4007140001,4012664,45-11 31st Avenue,Not Available,11103,45-11,31st Avenue,Queens,,111680,K-12 School,K-12 School,K-12 School,111680.0,Not Available,Not Available,Not Available,Not Available,1943,1,100,Whole Building,Not Available,69,91.5,91.6,62.2,62.3,4.4,0.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5275100.4,52859.7,1670515.2,489599.9,489599.9,208,09/2018,421.7,280.2,141.5,Not Available,Not Available,,2019-05-01T15:12:25.000,40.759363,-73.912902,401.0,22.0,151.0,Astoria
618,1634034,Q020-0400021,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,4050470001,4050470001,4114657,142-30 Barclay Avenue,Not Available,11355,142-30,Barclay Avenue,Queens,,156175,K-12 School,K-12 School,K-12 School,156175.0,Not Available,Not Available,Not Available,Not Available,1948,1,100,Whole Building,Not Available,42,138.4,138.4,90.3,91.1,7.2,0.6,Not Available,406548,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,9809600.3,100062.7,3892409.5,1140799.8,1119133.7,448,08/2018,880.9,551.2,329.6,Not Available,Not Available,,2019-05-01T15:12:25.000,40.758689000000004,-73.824832,407.0,20.0,855.0,Flushing
619,1634036,Q031-0400029,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,4073160018,4073160018,4156949,211-45 46th Road,Not Available,11361,211-45,46th Road,Queens,,68460,K-12 School,K-12 School,K-12 School,68460.0,Not Available,Not Available,Not Available,Not Available,1939,1,100,Whole Building,Not Available,7,154.3,Not Available,110.1,Not Available,7.1,0,Not Available,Not Available,1346995.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,200,2,1649224.3,483359.9,483359.9,124.8,09/2018,577.9,438.2,139.7,Not Available,Not Available,,2019-05-01T15:11:32.000,40.757064,-73.770122,411.0,19.0,1447.0,Bayside-Bayside Hills
620,1634038,Q063-0400056,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,4091550025,4091550025,4190727,90-15 Sutter Avenue,Not Available,11417,90-15,Sutter Avenue,Queens,,118965,K-12 School,K-12 School,K-12 School,118965.0,Not Available,Not Available,Not Available,Not Available,1926,1,100,Whole Building,Not Available,47,117.2,116.4,77.6,76.9,6,0.5,Not Available,817098.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5961400.1,58770.7,2448451.2,717599.9,717599.9,368,06/2018,584.6,377.3,207.4,Not Available,Not Available,,2019-05-01T15:12:01.000,40.67641,-73.846773,410.0,32.0,54.0,Ozone Park
621,1634040,Q151-0400138,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,4007520001,4007520001,4014094,50-05 31st Avenue,Not Available,11377,50-05,31st Avenue,Queens,,93480,K-12 School,K-12 School,K-12 School,93480.0,Not Available,Not Available,Not Available,Not Available,1930,1,100,Whole Building,Not Available,83,64.1,65.9,55,56.8,1.4,0,Not Available,4505147.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,195100,1972.8,442195.2,129600,129600,118.4,01/2018,382.1,344.7,37.4,Not Available,Not Available,,2019-05-01T15:11:32.000,40.757498999999996,-73.908898,401.0,22.0,163.0,Astoria
622,1634042,Q154-0400141,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,4068340001,4068340001,4148003,75-02 162nd Street,Not Available,11366,75-02,162nd Street,Queens,,91260,K-12 School,K-12 School,K-12 School,91260.0,Not Available,Not Available,Not Available,Not Available,1900,1,100,Whole Building,Not Available,67,94.5,94.6,62.8,62.9,4.8,0.4,Not Available,386400.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3846799.9,38553.9,1496912.6,438719.9,438719.9,188.8,09/2018,359.8,233,126.8,Not Available,Not Available,,2019-05-01T15:12:02.000,40.726769,-73.806894,408.0,24.0,1257.0,Kew Gardens Hills
623,1634044,Q811-0400165,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,4083610001,4083610001,4173060,61-25 Marathon Parkway,Not Available,11362,61-25,Marathon Parkway,Queens,,70925,K-12 School,K-12 School,K-12 School,70925.0,Not Available,Not Available,Not Available,Not Available,1961,1,100,Whole Building,Not Available,86,120.1,121.4,72.7,74.1,7.6,0.1,Not Available,Not Available,2856723.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,466300,4663,1835928.9,538079.9,538079.9,273.6,08/2018,395.3,239.8,155.5,Not Available,Not Available,,2019-05-01T15:11:17.000,40.756778000000004,-73.729487,411.0,23.0,152902.0,Douglas Manor-Douglaston-Little Neck
624,1634047,Q185-0400196,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,4048020001,4048020001,4108664,147-26 25th Drive,Not Available,11354,147-26,25th Drive,Queens,,152525,K-12 School,K-12 School,K-12 School,152525.0,Not Available,Not Available,Not Available,Not Available,1956,1,100,Whole Building,Not Available,80,74.9,76.1,49.6,50.9,4,0,Not Available,5313551.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,152900,1529,2104671.6,616843.9,616843.9,247,08/2018,580.7,402.4,178.2,Not Available,Not Available,,2019-05-01T15:11:17.000,40.775253,-73.819347,407.0,19.0,1047.0,Murray Hill
625,1634049,Q480-0400209,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,4095400002,4095400002,4202849,102-10 Rockaway Boulevard,Not Available,11417,102-10,Rockaway Boulevard,Queens,,307200,K-12 School,K-12 School,K-12 School,307200.0,Not Available,Not Available,Not Available,Not Available,1931,1,100,Whole Building,Not Available,62,109.7,109.3,76.1,75.7,5.4,0,Not Available,Not Available,1.76311939E7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,112900,1129,5629254.2,1649839.8,1650909.1,369.1,03/2018,1810.2,1333.4,476.7,Not Available,Not Available,,2019-05-01T15:12:02.000,40.679487,-73.836476,410.0,32.0,864.0,South Ozone Park
626,1634051,Q470-0400217,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,4098580100,4098580100,4448806,167-01 Gothic Drive,Not Available,11432,167-01,Gothic Drive,Queens,,291600,K-12 School,"K-12 School, Swimming Pool",K-12 School,291600.0,Swimming Pool,0,Not Available,Not Available,1925,1,100,Whole Building,Not Available,73,105.6,104.8,74.9,74.1,4.5,0.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.73388008E7,171150.8,4495651.3,1317599.9,1317599.9,464,09/2018,1301.7,920.9,380.7,Not Available,Not Available,,2019-05-01T15:11:17.000,40.713218,-73.797237,408.0,24.0,452.0,Briarwood-Jamaica Hills
627,1634053,Q595-0400219,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,4097680022,4097680022,4209031,162-02 Hillside Avenue,Not Available,11432,162-02,Hillside Avenue,Queens,,56560,K-12 School,K-12 School,K-12 School,56560.0,Not Available,Not Available,Not Available,Not Available,1931,1,100,Whole Building,Not Available,68,94.4,93.5,56.4,55.5,5.9,0.3,Not Available,414414,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1629800.1,15809.5,1146159,335919.9,335919.9,124,09/2018,214.4,117.3,97.1,Not Available,Not Available,,2019-05-01T15:11:33.000,40.70848,-73.800065,412.0,24.0,44602.0,Jamaica
628,1634055,Q455-0400222,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,4018490001,4018490001,4045629,48-01 90th Street,Not Available,11373,48-01,90th Street,Queens,,265325,K-12 School,K-12 School,K-12 School,265325.0,Not Available,Not Available,Not Available,Not Available,1930,1,100,Whole Building,Not Available,78,86.9,88,60.5,61.5,3.9,0.5,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.24967997E7,127781.8,3544113,1038720,1038720,395.2,09/2018,963.9,663.8,300.2,Not Available,Not Available,,2019-05-01T15:12:18.000,40.741122,-73.874721,404.0,25.0,461.0,Elmhurst
629,1634057,Q425-0400223,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,4065070001,4065070001,4439900,63-25 Main Street,Not Available,11367,63-25,Main Street,Queens,,328800,K-12 School,K-12 School,K-12 School,328800.0,Not Available,Not Available,Not Available,Not Available,1952,1,100,Whole Building,Not Available,57,130.1,130,84,84,7.3,0.1,Not Available,Not Available,1.57154693E7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3684799.9,35224.4,8223193,2410079.7,2410079.7,659.5,09/2018,2075.3,1378.9,696.4,Not Available,Not Available,,2019-05-01T15:12:39.000,40.738139000000004,-73.82494399999999,408.0,24.0,809.0,Kew Gardens Hills
630,1634059,Q400-0400227,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,4122610001,4122610001,4265978,156-10 Baisley Boulevard,Not Available,11434,156-10,Baisley Boulevard,Queens,,279357,K-12 School,K-12 School,K-12 School,279357.0,Not Available,Not Available,Not Available,Not Available,1942,1,100,Whole Building,Not Available,64,93.9,93.1,69.1,68.3,3.9,0,Not Available,Not Available,1.54976083E7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,54700,547,3753473.2,1100079.9,1100079.9,344,09/2018,1487.6,1169.7,317.9,Not Available,Not Available,,2019-05-01T15:12:15.000,40.675633000000005,-73.783342,412.0,28.0,294.0,Springfield Gardens North
631,1634061,"Q505, Q086-0400239",Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,4097740001,4097740001,"Q505-4448767, Q086-4438678",160-05 Highland Avenue,87-41 Parsons Boulevard,11432,160-05,Highland Avenue,Queens,,595200,K-12 School,K-12 School,K-12 School,595200.0,Not Available,Not Available,Not Available,Not Available,1971,2,100,Whole Building,Not Available,95,54.4,54.4,36,36,3,0,Not Available,Not Available,13978404,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,182200,1822,5996433.1,1757453.8,1757453.8,708.8,09/2018,1569.9,1062.1,507.8,Not Available,Not Available,,2019-05-01T15:11:52.000,40.709446,-73.80166,408.0,24.0,448.0,Briarwood-Jamaica Hills
632,1634063,Q420-0400244,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,4130570056,4130570056,4280845,143-10 Springfield Gardens,Not Available,11413,143-10,Springfield Gardens,Queens,,326600,K-12 School,K-12 School,K-12 School,326600.0,Not Available,Not Available,Not Available,Not Available,1963,1,100,Whole Building,Not Available,77,91.6,90.8,64,63.2,4.4,0,Not Available,Not Available,1.56174731E7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,353800,3538,4916009.8,1440799.9,1440799.9,425.8,10/2018,1611,1194.6,416.3,Not Available,Not Available,,2019-05-01T15:11:52.000,,,,,,
633,1634065,Q452-0401241,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,4005290002,4005290002,4467709,14-30 Broadway,Not Available,11106,14-30,Broadway,Queens,,345250,K-12 School,"K-12 School, Swimming Pool",K-12 School,345250.0,Swimming Pool,0,Not Available,Not Available,1995,1,100,Whole Building,Not Available,10,215.4,214.9,103.3,102.8,17.9,0.4,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,14550502,143937.9,2.10970788E7,6183199.4,6183199.4,1618.1,08/2018,2559.6,772.8,1786.7,Not Available,Not Available,,2019-05-01T15:11:17.000,40.765826000000004,-73.9328,401.0,22.0,45.0,Astoria
634,1634067,Q137-0401457,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,4091720001,4091720001,4467457,109-15 98th Street,Not Available,11417,109-15,98th Street,Queens,,186000,K-12 School,K-12 School,K-12 School,186000.0,Not Available,Not Available,Not Available,Not Available,2001,1,100,Whole Building,Not Available,34,133.4,132.9,74.2,73.7,9.3,0.4,Not Available,1159338,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6729499.9,66344.9,5920502,1735199.7,1735199.7,839.5,09/2018,944.9,443.5,501.4,Not Available,Not Available,,2019-05-01T15:11:29.000,40.6781,-73.83994799999999,410.0,32.0,86.0,Ozone Park
635,1634069,Q690-0401483,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,4123350049,4123350049,4464077,116-01 Guy Brewer Boulevard,Not Available,11434,116-01,Guy Brewer,Queens,,197423,K-12 School,K-12 School,K-12 School,197423.0,Not Available,Not Available,Not Available,Not Available,2001,1,100,Whole Building,Not Available,10,181,180.6,83.1,82.7,15.7,0.2,Not Available,966000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4836700,47706.4,1.05963072E7,3105599.6,3105599.6,893.3,09/2018,1226,328.6,897.4,Not Available,Not Available,,2019-05-01T15:11:52.000,,,,,,
636,1634071,Q781-0401548,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,4120330010,4120330010,4261207,120-27 141st Street,Not Available,11436,120-27,141st Street,Queens,,27660,K-12 School,K-12 School,K-12 School,27660.0,Not Available,Not Available,Not Available,Not Available,1929,1,100,Whole Building,Not Available,26,141.2,139.8,73.1,71.7,10.8,0.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1002300,9640.2,1019096.1,298680,298680,132.4,10/2018,139.5,53.2,86.3,Not Available,Not Available,,2019-05-01T15:12:26.000,40.675938,-73.800076,412.0,28.0,182.0,Baisley Park
637,1634073,Q667-0401554,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,4001000001,4001000001,4000744,24-30 Skillman Avenue,Not Available,11101,24-30,Skillman Avenue,Queens,,63600,K-12 School,K-12 School,K-12 School,63600.0,Not Available,Not Available,Not Available,Not Available,1954,1,100,Whole Building,Not Available,21,173.7,173.5,78,77.7,15.4,0.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1621600,16057.1,3338300.8,978399.9,978399.9,268,07/2018,368.9,86.1,282.7,Not Available,Not Available,,2019-05-01T15:11:52.000,40.742302,-73.945605,402.0,26.0,1.0,Hunters Point-Sunnyside-West Maspeth
638,1634075,R001-0500028,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,5078980001,5078980001,5107854,58 Summit Street,Not Available,10307,58,Summit Street,Staten Island,,72000,K-12 School,K-12 School,K-12 School,72000.0,Not Available,Not Available,Not Available,Not Available,1935,1,100,Whole Building,Not Available,99,97.5,99.1,66.3,67.7,4.8,0.4,Not Available,949440.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2649900.1,27536.9,1172090.2,343520,343520,125.6,09/2018,310.5,211.2,99.3,Not Available,Not Available,,2019-05-01T15:11:52.000,40.509037,-74.244118,503.0,51.0,24401.0,Charleston-Richmond Valley-Tottenville
639,1634077,R039-0500062,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,5030970014,5030970014,5045488,71 Sand Lane,Not Available,10305,71,Sand Lane,Staten Island,,51680,K-12 School,K-12 School,K-12 School,51680.0,Not Available,Not Available,Not Available,Not Available,1931,1,100,Whole Building,Not Available,63,123.3,125.6,81.3,83.2,6.5,0.5,Not Available,787013.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2278000.1,23662.2,1136878.4,333200,336030.4,176,09/2018,275.7,179.4,96.3,Not Available,Not Available,,2019-05-01T15:11:41.000,40.597679,-74.071529,502.0,50.0,2002.0,Grasmere-Arrochar-Ft. Wadsworth
640,1634079,R041-0500064,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,5036450007,5036450007,5052791,216 Clawson Street,Not Available,10306,216,Clawson Street,Staten Island,,78100,K-12 School,K-12 School,K-12 School,78100.0,Not Available,Not Available,Not Available,Not Available,1931,1,100,Whole Building,Not Available,50,102.6,102.7,72.7,72.7,4.8,0,Not Available,Not Available,4174724,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,230800,2344.4,1270219.3,372279.9,372279.9,156,06/2018,434.1,326.6,107.6,Not Available,Not Available,,2019-05-01T15:12:26.000,40.574044,-74.109282,502.0,50.0,122.0,New Dorp-Midland Beach
641,1634083,R046-0500069,Not Applicable: Standalone Property,Not Applicable: Standalone Property,Yes,5032430001,5032430001,5047613,41 Reid Avenue,Not Available,10305,41,Reid Avenue,Staten Island,,87660,K-12 School,K-12 School,K-12 School,87660.0,Not Available,Not Available,Not Available,Not Available,1931,1,100,Whole Building,Not Available,93,53.7,54.7,37.5,38.4,2.4,0.3,Not Available,414000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2141500.1,22179.2,727574.9,213240,214693.2,89,01/2018,206.1,144.5,61.6,Not Available,Not Available,,2019-05-01T15:12:02.000,40.59377,-74.08058,502.0,50.0,64.0,Grasmere-Arrochar-Ft. Wadsworth
