,dbn,district,school,principal,_school_support_organization,progress_report_type,school_level_,peer_index_,overall_grade,overall_score,environment_category_score,environment_grade,performance_category_score,performance_grade,progress_category_score,progress_grade,additional_credit,_progress_report_grade,_quality_review_score,_federal_accountability_status
142,03M009,3.0,P.S. 009 SARAH ANDERSON,Diane Brady,ESO,ESMS,Elementary School,22.71,B,54.8,10.2,A,20.2,A,23.6,B,0.75,A,Outstanding,In Good Standing
143,03M044,3.0,J.H.S. M044 WILLIAM J. O'SHEA,Liza Ortiz,LLSO,ESMS,Middle School,2.82,D,37.4,5.2,C,12.0,D,18.7,C,1.5,B,Proficient,Restructuring - Year 3
144,03M054,3.0,J.H.S. 054 BOOKER T. WASHINGTON,Elana Elster,ESO,ESMS,Middle School,3.58,C,45.7,7.0,B,15.1,B,22.1,C,1.5,A,Well Developed,Requiring Academic Progress - Year 4
145,03M075,3.0,P.S. 075 EMILY DICKINSON,Robert O'Brien,ESO,ESMS,Elementary School,44.53,B,50.8,4.4,D,12.5,B,31.6,B,2.25,B,Proficient,In Good Standing
146,03M076,3.0,P.S. 076 A. PHILIP RANDOLPH,Charles Deberry,CLSO,ESMS,Elementary School,60.24,B,51.4,6.7,B,8.7,C,33.0,A,3.0,C,Proficient,In Good Standing
147,03M084,3.0,P.S. 084 LILLIAN WEBER,Robin Sundick,ESO,ESMS,Elementary School,54.83,B,47.4,5.7,C,13.4,B,25.3,B,3.0,C,Proficient,In Good Standing
148,03M087,3.0,P.S. 087 WILLIAM SHERMAN,Jacqui Getz,ESO,ESMS,Elementary School,20.55,B,50.3,7.3,B,16.0,A,27.0,B,0.0,B,Proficient,In Good Standing
149,03M145,3.0,P.S. 145 THE BLOOMINGDALE SCHOOL,Ivelisse Alvarez,CLSO,ESMS,Elementary School,59.48,B,47.2,6.2,C,12.4,B,27.1,B,1.5,B,Well Developed,In Need of Improvement - Year 1
150,07X379,7.0,JILL CHAIFETZ TRANSFER HIGH SCHOOL,Anne Fennelly,New Visions,HS,Transfer School,2.28,,,,,,,,,,,,
151,03M149,3.0,P.S. 149 SOJOURNER TRUTH,Shaniquia L. Singletary,ESO,ESMS,K-8,59.5,C,48.2,7.2,C,8.2,D,31.3,B,1.5,C,Well Developed,In Need of Improvement - Year 1
152,03M163,3.0,P.S. 163 ALFRED E. SMITH,Virginia Pepe,ESO,ESMS,Elementary School,41.67,B,51.3,7.2,B,15.9,A,27.4,B,0.75,B,Well Developed,In Good Standing
153,03M165,3.0,P.S. 165 ROBERT E. SIMON,Linda Chen,ESO,ESMS,Elementary School,59.09,B,51.1,7.2,B,12.3,B,28.6,B,3.0,A,Well Developed,In Need of Improvement - Year 2
154,03M166,3.0,P.S. 166 THE RICHARD RODGERS SCHOOL OF THE ARTS AND TECHNOLOGY,Richard Ronga,ESO,ESMS,Elementary School,27.95,B,54.8,3.9,D,16.6,A,29.8,B,4.5,C,Well Developed,In Good Standing
155,03M180,3.0,P.S. 180 HUGO NEWMAN,Peter Mcfarlane,ESO,ESMS,K-8,58.37,B,62.2,14.5,A,20.5,A,25.7,B,1.5,A,Well Developed,In Good Standing
156,03M191,3.0,P.S. 191 AMSTERDAM,Maria Verdesoto,ESO,ESMS,K-8,54.1,B,53.3,8.7,B,12.9,C,29.4,B,2.25,A,Well Developed,In Good Standing
157,03M199,3.0,P.S. 199 JESSIE ISADOR STRAUS,Katy Rosen,ESO,ESMS,K-8,12.93,A,66.7,11.3,A,21.8,A,33.6,B,0.0,A,Well Developed,Requiring Academic Progress - Year 1
158,03M208,3.0,P.S. 208 ALAIN L. LOCKE,Susan M. Green,ICI,ESMS,Elementary School,62.06,B,48.5,10.1,A,9.4,C,29.0,B,0.0,B,Proficient,In Need of Improvement - Year 2
159,03M241,3.0,P.S. 241 FAMILY ACADEMY,Diana Diaz,ESO,ESMS,K-8,62.45,D,30.4,3.2,D,5.4,D,21.8,C,0.0,B,Proficient,Requiring Academic Progress - Year 2
160,03M242,3.0,P.S. M242 -  GWENDOLYN POWELL BROWN COMPUTER SCHOOL,Denise Gomez,ESO,ESMS,Elementary School,57.24,C,39.2,6.7,B,5.5,F,24.7,B,2.25,C,Proficient,In Good Standing
161,03M243,3.0,M.S. 243 CENTER SCHOOL,Elaine Schwartz,ESO,ESMS,Middle School,3.81,A,89.5,14.4,A,21.6,A,53.5,A,0.0,D,Proficient,In Good Standing
162,03M245,3.0,M.S. M245 THE COMPUTER SCHOOL,Henry Zymeck,ESO,ESMS,Middle School,3.51,A,68.2,13.9,A,16.4,B,35.6,A,2.25,B,Well Developed,In Good Standing
163,03M246,3.0,M.S. M246 CROSSROADS SCHOOL,Johanna Barbara Dillenbeck,LLSO,ESMS,Middle School,,,,,,,,,,,,,
164,,,,,,,,,,,,,,,,,,C,Underdeveloped,In Good Standing
165,03M247,3.0,M.S. M247 DUAL LANGUAGE MIDDLE SCHOOL,Claudia Aguirre,ESO,ESMS,Middle School,2.95,A,78.8,15.0,A,17.1,B,45.2,A,1.5,A,Well Developed,In Need of Improvement - Year 1
166,03M250,3.0,M.S. 250 WEST SIDE COLLABORATIVE MIDDLE SCHOOL,Jeanne Rotunda,ESO,ESMS,Middle School,3.04,A,75.1,13.4,A,19.5,A,39.2,A,3.0,A,Well Developed,In Good Standing
167,03M256,3.0,M.S. 256 ACADEMIC & ATHLETIC EXCELLENCE,Cheryl Rosen,ESO,ESMS,Middle School,2.9,B,64.0,9.9,A,18.9,A,33.7,B,1.5,A,Proficient,Restructuring - Year 2
168,03M258,3.0,M.S. 258 COMMUNITY ACTION SCHOOL,John Curry,ESO,ESMS,Middle School,3.02,A,93.6,13.3,A,22.9,A,49.9,A,7.5,A,Well Developed,In Good Standing
169,03M299,3.0,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",Stephen Noonan,New Visions,HS,High School,2.04,,,,,,,,,,,,
170,,,,,,,,,,,,,,,,,2.0,,Proficient,In Good Standing
171,03M307,3.0,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",Lynnette Delgado,ESO,HS,High School,2.28,B,59.5,4.6,C,12.6,B,33.3,B,9.0,,Well Developed,In Good Standing
172,03M333,3.0,P.S. 333 MANHATTAN SCHOOL FOR CHILDREN,Susan Rappaport,CEI-PEA,ESMS,K-8,26.0,C,40.0,6.7,C,11.3,C,19.0,C,3.0,A,Proficient,In Good Standing
173,03M334,3.0,THE ANDERSON SCHOOL,Brian Culot,ESO,ESMS,K-8,7.83,A,69.7,15.0,A,25.0,A,29.7,B,0.0,A,Well Developed,In Good Standing
174,03M415,3.0,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,Herma Hall (I.A.),ESO,ESMS,Middle School,2.78,B,58.0,5.8,C,17.3,B,34.1,B,0.75,B,Well Developed,In Need of Improvement - Year 1
175,03M415,3.0,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,Herma Hall (I.A.),ESO,HS,High School,2.12,A,68.1,6.4,B,17.3,A,39.4,A,5.0,A,Well Developed,In Need of Improvement - Year 1
176,03M470,3.0,LOUIS D. BRANDEIS HIGH SCHOOL,Dr. Eloise Messineo,ESO,HS,High School,1.97,D,29.8,1.5,F,7.0,D,20.3,C,1.0,C,Well Developed,Restructuring - Year 1
177,03M479,3.0,BEACON HIGH SCHOOL,Ruth Lacey,ESO,HS,High School,3.35,A,78.4,12.0,A,12.6,B,49.8,A,4.0,B,Well Developed,In Good Standing
178,03M485,3.0,FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART AND PERFORMING ARTS,Kim Bruno,ESO,HS,High School,3.63,A,79.0,8.2,B,22.8,A,46.0,A,2.0,A,Outstanding,In Good Standing
179,03M492,3.0,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",Miriam Nightengale,LLSO,HS,High School,2.07,B,57.4,7.4,B,14.1,B,32.9,B,3.0,C,Well Developed,In Good Standing
180,03M494,3.0,HIGH SCHOOL OF ARTS AND TECHNOLOGY,Anne Geiger,ESO,HS,High School,2.28,A,67.0,6.5,B,15.1,B,37.4,A,8.0,B,Proficient,In Good Standing
181,03M505,3.0,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,Jean Mctavish,ESO,HS,Transfer School,1.9,B,49.6,9.6,A,12.2,B,25.3,B,2.5,B,Proficient,In Need of Improvement - Year 2
182,03M541,3.0,MANHATTAN / HUNTER SCIENCE HIGH SCHOOL,Susan Kreisman,CUNY,HS,High School,3.18,A,66.1,9.3,A,18.9,A,37.9,A,0.0,A,Well Developed,In Good Standing
183,03M860,3.0,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,Latasha Greer,New Visions,ESMS,Middle School,3.06,B,56.1,6.5,C,13.7,C,32.9,B,3.0,C,Proficient,In Good Standing
184,03M860,3.0,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,Latasha Greer,New Visions,HS,High School,2.42,B,43.9,5.9,B,16.3,A,21.7,C,0.0,B,Proficient,In Good Standing
185,03M862,3.0,MOTT HALL II,Ana De Los Santos,ESO,ESMS,Middle School,3.5,A,77.0,12.6,A,20.1,A,43.5,A,0.75,C,Well Developed,In Good Standing
186,04M007,4.0,P.S. 007 SAMUEL STERN,Racquel Jones,ICI,ESMS,K-8,61.63,B,61.4,8.7,B,14.7,B,29.0,B,9.0,F,Proficient,In Need of Improvement - Year 1
187,,,,,,,,,,,,,,,,,2.5,,,
188,,,,,,,,,,,,,,,,,,,,In Good Standing
189,04M012,4.0,TAG YOUNG SCHOLARS,Janette Cesar,CEI-PEA,ESMS,K-8,42.08,B,56.5,10.0,B,23.5,A,23.0,C,0.0,B,Well Developed,In Good Standing
190,04M013,4.0,J.H.S. 013 JACKIE ROBINSON,Jacob Michelman,CLSO,ESMS,Middle School,2.81,B,58.2,7.1,B,12.1,C,34.5,B,4.5,F,Well Developed,Restructuring - Year 3
191,04M037,4.0,RIVER EAST ELEMENTARY,Alison Mckenzie,ICI,ESMS,Elementary School,54.7,B,53.0,9.3,A,12.0,B,31.7,B,0.0,B,Well Developed,In Good Standing
192,04M038,4.0,P.S. 38 ROBERTO CLEMENTE,Norma Caraballo,LLSO,ESMS,Elementary School,60.34,C,45.4,4.3,D,12.5,B,27.1,B,1.5,C,Well Developed,In Good Standing
193,04M045,4.0,J.H.S. M045 JOHN S. ROBERTS,Maria Aviles,ESO,ESMS,Middle School,2.85,B,64.0,6.6,B,12.6,C,38.8,A,6.0,F,Proficient,Restructuring - Year 3
194,04M050,4.0,P.S. 050 VITO MARCANTONIO,Rebekah Mitchell,ESO,ESMS,K-8,64.68,B,56.4,7.0,C,11.2,C,32.9,B,5.25,C,Well Developed,Restructuring - Year 3
195,04M057,4.0,JAMES WELDON JOHNSON,Israel Soto,ESO,ESMS,K-8,63.61,A,74.6,13.7,A,23.8,A,32.6,B,4.5,B,Well Developed,In Good Standing
196,04M072,4.0,P.S. 072,Loren Bohlen,ESO,ESMS,Elementary School,66.69,A,72.1,9.7,A,18.3,A,41.8,A,2.25,C,Well Developed,In Good Standing
197,04M083,4.0,P.S. 083 LUIS MUNOZ RIVERA,Frances Castillo,ESO,ESMS,Elementary School,57.12,A,76.1,11.3,A,25.0,A,38.3,A,1.5,B,Well Developed,In Good Standing
198,04M096,4.0,P.S. 096 JOSEPH LANZETTA,Victor Lopez,ESO,ESMS,K-8,64.42,B,66.3,8.7,B,19.1,A,37.7,A,0.75,B,Well Developed,In Good Standing
199,04M101,4.0,P.S. 101 ANDREW DRAPER,Alexander Castillo,KLSO,ESMS,K-8,,,,,,,,,,,,,
200,,,,,,,,,,,,,,,,,,F,,In Need of Improvement - Year 1
201,04M102,4.0,P.S. 102 JACQUES CARTIER,Sandra Gittens,LLSO,ESMS,Elementary School,68.83,A,76.2,10.7,A,19.1,A,38.1,A,8.25,C,Well Developed,In Need of Improvement - Year 2
202,04M108,4.0,P.S. 108 ASSEMBLYMAN ANGELO DEL TORO EDUCATIONAL COMPLEX,Lourdes Arroyo,ESO,ESMS,K-8,61.95,A,77.3,11.7,A,22.4,A,36.4,A,6.75,A,Well Developed,In Good Standing
203,04M117,4.0,TITO PUENTE EDUCATION COMPLEX,Ralph Martinez,ICI,ESMS,Middle School,,,,,,,,,,,,,
204,,,,,,,,,,,,,,,,,,D,,Restructuring - Year 3
205,04M146,4.0,P.S. 146 ANN M. SHORT,Laura Silver,ICI,ESMS,Elementary School,70.44,B,51.2,7.5,B,14.2,B,27.2,B,2.25,C,Proficient,In Good Standing
206,04M155,4.0,P.S. 155 WILLIAM PACA,Alejandrin Hendrick,LLSO,ESMS,Elementary School,69.81,A,73.1,12.7,A,17.1,A,39.5,A,3.75,A,Well Developed,In Need of Improvement - Year 2
207,04M171,4.0,P.S. 171 PATRICK HENRY,Dimitres Pantelidis,ESO,ESMS,K-8,57.33,B,65.9,10.2,B,20.9,A,30.3,B,4.5,A,Well Developed,In Good Standing
208,04M182,4.0,THE BILINGUAL BICULTURAL SCHOOL,Andrea Hernandez,ESO,ESMS,Elementary School,64.4,A,86.5,10.5,A,25.0,A,45.0,A,6.0,A,Well Developed,In Good Standing
209,04M206,4.0,P.S. 206 JOSE CELSO BABOSA,Myrna Rodriguez,ICI,ESMS,Elementary School,66.82,B,55.0,7.9,B,15.1,B,26.0,B,6.0,D,Well Developed,In Good Standing
210,04M224,4.0,M.S. 224 MANHATTAN EAST SCHOOL FOR ARTS & ACADEMICS,Lillian Sarro,CEI-PEA,ESMS,Middle School,3.68,B,56.0,8.8,B,14.1,B,29.3,B,3.75,C,Well Developed,In Good Standing
211,04M435,4.0,MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS,Jose David Jimenez,ESO,HS,High School,3.05,B,63.7,7.0,B,14.0,B,37.7,A,5.0,A,Proficient,In Good Standing
212,04M495,4.0,PARK EAST HIGH SCHOOL,Kevin Mccarthy,ESO,HS,High School,2.11,A,68.0,10.7,A,17.7,A,34.6,B,5.0,B,Proficient,In Good Standing
213,04M497,4.0,CENTRAL PARK EAST I,Julie Zuckerman,ESO,ESMS,Elementary School,40.45,B,52.1,11.5,A,3.3,F,36.5,A,0.75,D,Proficient,In Good Standing
214,04M555,4.0,CENTRAL PARK EAST HIGH SCHOOL,Bennett Lieberman,CLSO,HS,High School,1.96,A,64.2,10.9,A,10.7,B,35.5,A,7.1,B,Proficient,Requiring Academic Progress - Year 4
215,04M610,4.0,YOUNG WOMEN'S LEADERSHIP SCHOOL,Althea Bradshaw-Tyson,New Visions,ESMS,Middle School,3.43,C,47.5,13.0,A,18.2,A,14.8,D,1.5,B,Well Developed,In Good Standing
216,04M610,4.0,YOUNG WOMEN'S LEADERSHIP SCHOOL,Althea Bradshaw-Tyson,New Visions,HS,High School,2.97,A,67.2,13.8,A,20.4,A,33.0,B,0.0,A,Well Developed,In Good Standing
217,04M635,4.0,ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HIGH SCHOOL,David Grodsky,ESO,ESMS,Middle School,2.98,,,,,,,,,,,,
218,,,,,,,,,,,,,,,,,,F,Underdeveloped with Proficient Features,In Good Standing
219,04M635,4.0,ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HIGH SCHOOL,David Grodsky,ESO,HS,High School,2.02,C,34.8,3.4,D,14.3,B,17.1,F,0.0,C,Underdeveloped with Proficient Features,In Good Standing
220,04M680,4.0,"HERITAGE SCHOOL, THE",Vivian Orlen,ESO,HS,High School,1.95,A,82.6,7.8,B,20.2,A,44.6,A,10.0,A,Proficient,In Good Standing
221,04M695,4.0,URBAN PEACE ACADEMY,Flora Greenaway,ICI,HS,High School,,,,,,,,,,,,,
222,,,,,,,,,,,,,,,,,2.0,,,
223,,,,,,,,,,,,,,,,,,,,Planning for Restructuring
224,04M825,4.0,ISAAC NEWTON MIDDLE SCHOOL FOR MATH & SCIENCE,Lisa Nelson,ESO,ESMS,Middle School,3.13,A,66.8,11.2,A,14.4,B,34.4,B,6.75,D,Proficient,In Good Standing
225,04M964,4.0,CENTRAL PARK EAST II,Naomi Smith,ESO,ESMS,Elementary School,53.21,C,34.7,12.8,A,2.0,F,19.9,C,0.0,B,Well Developed,In Good Standing
226,05M030,5.0,P.S. 030 HERNANDEZ/HUGHES,Karen Melendez Hutt,CLSO,ESMS,Elementary School,62.26,B,58.8,8.8,B,14.1,B,31.4,B,4.5,A,Well Developed,In Good Standing
227,05M046,5.0,P.S. 046 ARTHUR TAPPAN,George Young,ESO,ESMS,Elementary School,63.41,B,50.3,7.2,B,13.4,B,29.7,B,0.0,A,Well Developed,In Need of Improvement - Year 1
228,,,,,,,,,,,,,,,,,,F,,In Corrective Action
229,,,,,,,,,,,,,,,,,,F,,In Good Standing
230,05M092,5.0,P.S. 092 MARY MCLEOD BETHUNE,Rosa Davila,CLSO,ESMS,Elementary School,60.26,B,48.1,6.6,B,12.5,B,24.5,B,4.5,C,Well Developed,In Need of Improvement - Year 1
231,05M123,5.0,P.S. 123 MAHALIA JACKSON,Beverly Lewis,KLSO,ESMS,Elementary School,60.33,B,51.6,6.9,B,11.1,C,33.6,A,0.0,B,Well Developed,In Good Standing
232,05M125,5.0,P.S. 125 RALPH BUNCHE,Claudette Lustin,ESO,ESMS,Elementary School,60.46,B,56.3,6.0,C,10.6,C,38.2,A,1.5,C,Proficient,Restructuring - Year 3
233,05M129,5.0,P.S. 129 JOHN H. FINLEY,Odelphia Pierre,CLSO,ESMS,Elementary School,58.45,A,68.5,6.8,B,12.1,B,42.8,A,6.75,A,Well Developed,In Good Standing
234,05M133,5.0,P.S. 133 FRED R MOORE,Pamela Craig,CLSO,ESMS,Elementary School,61.15,B,49.0,7.7,B,8.5,C,32.0,B,0.75,C,Proficient,In Good Standing
235,05M154,5.0,P.S. 154 HARRIET TUBMAN,Elizabeth Jarrett,CLSO,ESMS,Elementary School,61.32,B,45.8,8.4,B,11.1,C,23.3,C,3.0,C,Proficient,In Good Standing
236,05M161,5.0,P.S. 161 PEDRO ALBIZU CAMPOS,Barbara D. Brown,ESO,ESMS,Elementary School,65.97,A,65.1,9.9,A,19.8,A,31.6,B,3.75,B,Well Developed,In Need of Improvement - Year 2
237,05M172,5.0,POWELL M.S. FOR LAW & SOCIAL JUSTICICE,Winston Riley,LLSO,ESMS,Middle School,,,,,,,,,,,,,
238,,,,,,,,,,,,,,,,,,,,Planning for Restructuring
239,05M175,5.0,P.S. 175 HENRY H GARNET,Cheryl Mcclendon,CLSO,ESMS,Elementary School,53.4,C,39.0,5.7,C,9.8,C,23.5,B,0.0,B,Well Developed,In Good Standing
240,05M194,5.0,P.S. 194 COUNTEE CULLEN,Daryle Young,ESO,ESMS,Elementary School,63.85,D,29.9,4.7,C,5.2,F,18.5,C,1.5,F,Proficient,In Good Standing
241,05M195,5.0,I.S. 195 ROBERTO CLEMENTE,Aura Rivera,CLSO,ESMS,Middle School,3.0,B,50.8,7.6,B,14.2,B,27.5,B,1.5,C,Well Developed,Restructuring - Year 4
242,05M197,5.0,P.S. 197 JOHN B. RUSSWURM,Renardo Wright,CLSO,ESMS,Elementary School,58.98,C,34.1,5.3,C,9.4,C,16.4,C,3.0,B,Well Developed,In Good Standing
243,05M200,5.0,P.S. 200- THE JAMES MCCUNE SMITH SCHOOL,Renee Y. Belton,CLSO,ESMS,Elementary School,56.94,B,52.0,5.3,C,6.1,D,35.3,A,5.25,B,Well Developed,In Need of Improvement - Year 2
244,05M283,5.0,MANHATTAN THEATRE LAB HIGH SCHOOL,Evelyn Collins,New Visions,HS,High School,2.17,F,27.8,5.8,B,6.4,D,15.6,F,0.0,,Proficient,In Good Standing
245,05M285,5.0,HARLEM RENAISSANCE HIGH SCHOOL,Mary Rice,ESO,HS,Transfer School,2.21,C,37.8,5.7,B,6.8,F,25.3,B,0.0,,Proficient,In Good Standing
246,05M286,5.0,I.S. M286 RENAISSANCE MILITARY LEADERSHIP ACADEMY,Qadir Ben Dixon,ESO,ESMS,Middle School,2.7,B,56.0,9.8,B,13.4,C,32.0,B,0.75,F,Proficient,Planning for Restructuring
247,05M302,5.0,KAPPA IV,Briony Carr,"Replications, Inc.",ESMS,Middle School,3.18,B,59.2,10.3,A,16.7,B,24.7,C,7.5,A,Underdeveloped with Proficient Features,In Good Standing
248,05M304,5.0,MOTT HALL HIGH SCHOOL,Blaine Walton,ESO,HS,High School,2.6,B,51.1,3.6,C,16.3,A,29.2,B,2.0,,Proficient,In Good Standing
249,,,,,,,,,,,,,,,,,0.0,,Well Developed,In Good Standing
250,05M317,5.0,KAPPA II,Leah Susan Dyer,ESO,ESMS,Middle School,3.08,C,40.1,4.9,D,12.3,C,21.4,C,1.5,B,Underdeveloped,In Good Standing
251,05M344,5.0,ACADEMY OF COLLABORATIVE EDUCATION,Yvonne El-Amin,ESO,ESMS,Middle School,2.94,C,43.4,0.9,F,15.1,B,26.6,B,0.75,,Underdeveloped,In Good Standing
252,05M362,5.0,COLUMBIA SECONDARY SCHOOL,Jose Maldonado-Rivera,ESO,ESMS,Middle School,3.82,,,,,,,,,,,,
253,,,,,,,,,,,,,,,,,,,,In Good Standing
254,05M367,5.0,ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL,Crystal Simmons,ESO,ESMS,Middle School,3.11,,,,,,,,,,,,
255,,,,,,,,,,,,,,,,,,,,In Good Standing
256,05M367,5.0,ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL,Crystal Simmons,ESO,HS,High School,2.51,,,,,,,,,,,,
257,,,,,,,,,,,,,,,,,2.0,,,
258,,,,,,,,,,,,,,,,,,,,In Good Standing
259,05M369,5.0,URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS,Fia Davis,ESO,HS,High School,2.28,,,,,,,,,,,,
260,,,,,,,,,,,,,,,,,4.0,,Proficient,In Good Standing
261,05M469,5.0,CHOIR ACADEMY OF HARLEM,Dr. A. Ellen Parris,ICI,ESMS,Middle School,2.85,B,55.9,5.6,C,15.1,B,32.2,B,3.0,C,Underdeveloped with Proficient Features,In Need of Improvement - Year 1
262,05M469,5.0,CHOIR ACADEMY OF HARLEM,Dr. A. Ellen Parris,ICI,HS,High School,2.36,C,34.3,3.5,D,11.2,B,19.6,C,0.0,D,Underdeveloped with Proficient Features,In Need of Improvement - Year 1
263,05M499,5.0,FREDERICK DOUGLASS ACADEMY,Gregory Hodge,LLSO,ESMS,Middle School,3.47,C,41.3,4.5,D,15.6,B,19.7,C,1.5,A,Well Developed,In Good Standing
264,05M499,5.0,FREDERICK DOUGLASS ACADEMY,Gregory Hodge,LLSO,HS,High School,3.07,B,46.4,4.6,C,10.3,B,26.5,B,5.0,B,Well Developed,In Good Standing
265,05M670,5.0,THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE,Sandye Johnson,New Visions,ESMS,Middle School,3.33,F,24.1,8.8,B,12.1,C,3.2,F,0.0,C,Well Developed,In Good Standing
266,05M670,5.0,THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE,Sandye Johnson,New Visions,HS,High School,2.5,B,61.3,9.2,A,13.6,B,35.5,A,3.0,B,Well Developed,In Good Standing
267,05M685,5.0,BREAD  &  ROSES INTEGRATED ARTS HIGH SCHOOL,Larry Wilson,ESO,HS,High School,1.91,B,46.0,8.1,B,12.1,B,24.8,B,1.0,B,Well Developed,In Need of Improvement - Year 1
268,06M004,6.0,P.S. 004 DUKE ELLINGTON,Delois White,Fordham,ESMS,Elementary School,66.69,B,49.2,7.7,B,13.3,B,25.9,B,2.25,B,Well Developed,Restructuring - Year 3
269,06M005,6.0,P.S. 005 ELLEN LURIE,Wanda Soto,ICI,ESMS,Elementary School,67.13,A,63.3,10.6,A,16.9,A,35.0,A,0.75,B,Well Developed,Planning for Restructuring
270,06M008,6.0,P.S. 008 LUIS BELLIARD,Mrs. Rafaela Landin,LLSO,ESMS,Elementary School,67.7,A,66.2,11.3,A,14.1,B,40.0,A,0.75,C,Well Developed,Restructuring - Year 2
271,06M018,6.0,P.S. 018 PARK TERRACE,Aurea Porrata-Doria,LLSO,ESMS,K-8,63.84,B,59.9,11.8,A,10.8,C,34.3,B,3.0,B,Well Developed,In Good Standing
272,06M028,6.0,P.S. 028 WRIGHT BROTHERS,Elsa Nunez,LLSO,ESMS,Elementary School,66.09,A,76.8,9.5,A,16.8,A,42.2,A,8.25,C,Well Developed,Restructuring - Year 2
273,06M048,6.0,P.S. 048 P.O. MICHAEL J. BUCZEK,Tracy Walsh,LLSO,ESMS,Elementary School,66.47,A,67.0,10.7,A,14.7,B,39.3,A,2.25,B,Well Developed,Restructuring - Year 3
274,06M052,6.0,J.H.S. 052 INWOOD,Dr.Salvador A. Fernandez,LLSO,ESMS,Middle School,3.03,B,57.1,10.4,A,15.6,B,28.8,B,2.25,B,Well Developed,Restructuring - Year 1
275,06M098,6.0,P.S. 098 SHORAC KAPPOCK,Maritza Rodriguez,ICI,ESMS,Elementary School,68.81,B,47.5,5.6,C,14.8,B,27.1,B,0.0,C,Proficient,In Good Standing
276,06M115,6.0,P.S. 115 ALEXANDER HUMBOLDT,Sarah Carvajal,LLSO,ESMS,Elementary School,66.89,B,58.1,8.6,B,12.4,B,34.8,A,2.25,B,Well Developed,Restructuring - Year 4
277,06M128,6.0,P.S. 128 AUDUBON,Rosa Argelia Arredondo,ICI,ESMS,Elementary School,65.75,A,61.1,11.8,A,15.6,B,29.9,B,3.75,B,Well Developed,Planning for Restructuring
278,06M132,6.0,P.S. 132 JUAN PABLO DUARTE,Xiomara Nova,ICI,ESMS,Elementary School,68.56,B,54.1,9.7,A,14.0,B,30.4,B,0.0,B,Well Developed,Restructuring - Year 1
279,06M143,6.0,J.H.S. 143 ELEANOR ROOSEVELT,Ourania Pappas,LLSO,ESMS,Middle School,2.89,B,59.6,10.6,A,14.5,B,32.2,B,2.25,C,Well Developed,Restructuring - Year 3
280,06M152,6.0,P.S. 152 DYCKMAN VALLEY,Julie Pietri,LLSO,ESMS,Elementary School,64.54,A,66.7,7.2,B,15.1,B,40.6,A,3.75,B,Well Developed,In Need of Improvement - Year 2
281,06M153,6.0,P.S. 153 ADAM CLAYTON POWELL,Monica George-Fields,ESO,ESMS,Elementary School,64.88,A,80.3,10.8,A,18.7,A,39.5,A,11.25,A,Outstanding,In Good Standing
282,06M173,6.0,P.S. 173,Dawn Boursiquot,ICI,ESMS,Elementary School,62.2,C,44.9,4.3,D,10.9,C,28.2,B,1.5,B,Proficient,In Need of Improvement - Year 2
283,06M187,6.0,P.S. 187 HUDSON CLIFFS,Ms. Cynthia Chory,ESO,ESMS,K-8,43.7,B,53.1,11.6,A,15.0,B,26.5,B,0.0,B,Well Developed,In Good Standing
284,06M189,6.0,P.S. 189,Theresa Luger,LLSO,ESMS,Elementary School,61.42,B,51.9,11.0,A,13.8,B,26.3,B,0.75,C,Well Developed,Restructuring - Year 3
285,06M192,6.0,P.S. 192 JACOB H. SCHIFF,Elizabeth Pacheco,Fordham,ESMS,Elementary School,68.17,A,74.3,7.9,B,8.4,C,49.0,A,9.0,B,Proficient,Restructuring - Year 4
286,06M210,6.0,P.S. 210 - 21ST CENTURY ACADEMY,Evelyn Linares,New Visions,ESMS,K-8,65.59,A,69.9,13.4,A,14.6,B,41.9,A,0.0,C,Proficient,In Good Standing
287,06M218,6.0,I.S. 218 SALOME URENA,June Barnett,ICI,ESMS,Middle School,2.88,B,56.0,8.0,B,12.8,C,34.4,B,0.75,C,Proficient,Restructuring - Year 4
288,06M223,6.0,THE MOTT HALL SCHOOL,Cynthia Arndt,LLSO,ESMS,K-8,46.01,A,71.3,11.7,A,25.0,A,34.6,B,0.0,A,Well Developed,In Good Standing
