,school_dbn,community_school_district,city_council_district,school_level,full_time_health_teachers,f_status_health_teachers,itinerant_health_teachers,sum_of_f_status_and_itinerant,total_part_time_and_full
527,03M087,3,6,Elementary,0,0,0,0,0
528,02M089,2,1,Elementary,0,0,0,0,0
529,05M092,5,9,Elementary,0,0,0,0,0
530,75M094,75,1,K-12 All Grades,1,0,0,0,1
531,04M096,4,8,K-8,0,0,0,0,0
532,06M098,6,10,Elementary,0,0,0,0,0
533,04M102,4,8,Elementary,0,0,0,0,0
534,06M103,6,10,Elementary,0,0,0,0,0
535,02M104,2,2,Junior High-Intermediate-Middle,0,0,0,0,0
536,04M108,4,8,K-8,0,0,0,0,0
537,01M110,1,1,Elementary,0,0,0,0,0
538,02M111,2,3,Elementary,0,0,0,0,0
539,04M112,4,8,Early Childhood,0,0,0,0,0
540,02M114,2,5,Junior High-Intermediate-Middle,0,0,0,0,0
541,06M115,6,10,Elementary,0,0,0,0,0
542,02M116,2,2,Elementary,0,0,0,0,0
543,05M123,5,9,K-8,0,0,0,0,0
544,02M124,2,1,Elementary,0,0,0,0,0
545,05M125,5,7,Elementary,0,0,0,0,0
546,02M126,2,1,K-8,0,0,0,0,0
547,06M128,6,10,Elementary,0,0,0,0,0
548,05M129,5,9,K-8,0,0,0,0,0
549,02M130,2,1,Elementary,0,0,0,0,0
550,02M131,2,1,Junior High-Intermediate-Middle,0,0,0,0,0
551,06M132,6,10,Elementary,0,0,0,0,0
552,05M133,5,9,Elementary,0,0,0,0,0
553,01M134,1,1,Elementary,0,0,0,0,0
554,02M135,2,1,High School,0,0,0,0,0
555,75M138,75,9,K-12 All Grades,0,0,0,0,0
556,02M139,2,3,High School,0,0,0,0,0
557,01M140,1,1,K-8,0,0,0,0,0
558,01M142,1,1,Elementary,0,0,0,0,0
559,06M143,6,10,Junior High-Intermediate-Middle,0,0,0,0,0
560,03M145,3,7,Elementary,0,0,0,0,0
561,04M146,4,8,Elementary,0,0,0,0,0
562,05M148,5,9,Secondary School,0,0,0,0,0
563,03M149,3,9,K-8,0,0,0,0,0
564,02M150,2,1,Elementary,0,0,0,0,0
565,02M151,2,5,Elementary,0,0,0,0,0
566,06M152,6,10,Elementary,0,0,0,0,0
567,06M153,6,7,Elementary,0,0,0,0,0
568,05M154,5,9,Elementary,0,0,0,0,0
569,04M155,4,8,Elementary,0,0,0,0,0
570,05M157,5,9,High School,0,0,0,0,0
571,02M158,2,5,Elementary,0,0,0,0,0
572,05M161,5,9,K-8,0,0,0,0,0
573,03M163,3,7,Elementary,0,0,0,0,0
574,03M165,3,7,K-8,0,0,0,0,0
575,03M166,3,6,Elementary,0,0,0,0,0
576,02M167,2,4,Junior High-Intermediate-Middle,0,0,0,0,0
577,75M169,75,4,K-12 All Grades,0,0,0,0,0
578,04M171,4,8,K-8,0,0,0,0,0
579,06M173,6,10,Elementary,0,0,0,0,0
580,05M175,5,9,Elementary,0,0,0,0,0
581,02M177,2,5,Junior High-Intermediate-Middle,0,0,0,0,0
582,06M178,6,10,Elementary,0,0,0,0,0
583,03M180,3,9,K-8,0,0,0,0,0
584,04M182,4,8,Elementary,0,0,0,0,0
585,02M183,2,5,Elementary,0,0,0,0,0
586,01M184,1,1,K-8,0,0,0,0,0
587,03M185,3,9,Early Childhood,0,0,0,0,0
588,06M187,6,10,K-8,0,0,0,0,0
589,01M188,1,2,K-8,0,0,0,0,0
590,06M189,6,10,Elementary,0,0,0,0,0
591,03M191,3,6,K-8,0,0,0,0,0
592,06M192,6,7,Elementary,0,0,0,0,0
593,05M194,5,9,Elementary,0,0,0,0,0
594,05M197,5,9,Elementary,0,0,0,0,0
595,02M198,2,5,Elementary,0,0,0,0,0
596,03M199,3,6,Elementary,0,0,0,0,0
597,05M200,5,9,Elementary,0,0,0,0,0
598,04M206,4,8,K-8,0,0,0,0,0
599,03M208,3,9,Elementary,0,0,0,0,0
600,06M209,6,7,Junior High-Intermediate-Middle,0,0,0,0,0
601,06M210,6,7,K-8,1,0,0,0,1
602,06M211,6,10,High School,0,0,0,0,0
603,02M212,2,3,Elementary,0,0,0,0,0
604,02M217,2,5,K-8,0,0,0,0,0
605,06M218,6,10,Junior High-Intermediate-Middle,0,0,0,0,0
606,06M223,6,9,Junior High-Intermediate-Middle,0,0,0,0,0
607,04M224,4,8,Junior High-Intermediate-Middle,0,0,0,0,0
608,02M225,2,5,K-8,0,0,0,0,0
609,75M226,75,2,K-12 All Grades,0,0,0,0,0
610,02M234,2,1,Elementary,0,0,0,0,0
611,03M241,3,9,Elementary,0,0,0,0,0
612,03M242,3,9,Elementary,0,0,0,0,0
613,03M243,3,6,Junior High-Intermediate-Middle,0,0,0,0,0
614,03M245,3,6,Junior High-Intermediate-Middle,0,0,0,0,0
615,03M247,3,6,Junior High-Intermediate-Middle,0,0,0,0,0
616,03M250,3,6,Junior High-Intermediate-Middle,0,0,0,0,0
617,02M255,2,2,Junior High-Intermediate-Middle,0,0,0,0,0
618,03M256,3,6,Junior High-Intermediate-Middle,0,0,0,0,0
619,03M258,3,6,Junior High-Intermediate-Middle,0,0,0,0,0
620,02M260,2,2,Secondary School,0,0,0,0,0
621,02M267,2,4,Elementary,0,0,0,0,0
622,02M276,2,1,K-8,0,0,0,0,0
623,06M278,6,10,K-8,0,0,0,0,0
624,02M280,2,1,High School,0,0,0,0,0
625,02M281,2,4,Elementary,0,0,0,0,0
626,02M282,2,1,High School,0,0,0,0,0
627,05M285,5,9,High School,0,0,0,0,0
628,05M286,5,7,Junior High-Intermediate-Middle,0,0,0,0,0
629,02M288,2,3,High School,0,0,0,0,0
630,02M289,2,1,Junior High-Intermediate-Middle,0,0,0,0,0
631,02M290,2,5,Elementary,0,0,0,0,0
632,03M291,3,6,Secondary School,0,0,0,0,0
633,01M292,1,1,Secondary School,0,0,0,0,0
634,06M293,6,10,Secondary School,0,0,0,0,0
635,02M294,2,1,High School,0,0,0,0,0
636,02M296,2,3,High School,0,0,0,0,0
637,02M298,2,1,High School,0,0,0,0,0
638,03M299,3,6,High School,0,0,0,0,0
639,02M300,2,3,High School,0,0,0,0,0
640,01M301,1,2,Junior High-Intermediate-Middle,0,0,0,0,0
641,05M302,5,9,Junior High-Intermediate-Middle,0,0,0,0,0
642,02M303,2,3,High School,0,0,0,0,0
643,05M304,5,9,High School,0,0,0,0,0
644,02M305,2,1,High School,0,0,0,0,0
645,03M307,3,6,High School,1,0,0,0,1
646,02M308,2,1,High School,0,0,0,0,0
647,06M311,6,10,K-8,0,0,0,0,0
648,02M312,2,3,Junior High-Intermediate-Middle,0,0,0,0,0
649,02M313,2,3,High School,0,0,0,0,0
650,06M314,6,10,Elementary,0,0,0,0,0
651,01M315,1,2,Elementary,0,0,0,0,0
652,02M316,2,1,High School,0,0,0,0,0
653,05M318,5,9,Elementary,0,0,0,0,0
654,06M319,6,10,Junior High-Intermediate-Middle,0,0,0,0,0
655,06M322,6,10,Junior High-Intermediate-Middle,0,0,0,0,0
656,06M324,6,10,Junior High-Intermediate-Middle,0,0,0,0,0
657,06M325,6,7,Elementary,0,0,0,0,0
658,06M328,6,10,Junior High-Intermediate-Middle,1,0,0,0,1
659,01M332,1,1,Junior High-Intermediate-Middle,0,0,0,0,0
660,03M333,3,6,K-8,0,0,0,0,0
661,03M334,3,6,K-8,0,0,0,0,0
662,02M340,2,3,Elementary,0,0,0,0,0
663,02M343,2,1,Elementary,0,0,0,0,0
664,06M346,6,7,Secondary School,0,0,0,0,0
665,02M347,2,2,K-8,0,0,0,0,0
666,06M348,6,10,K-12 All Grades,0,0,0,0,0
667,06M349,6,10,Junior High-Intermediate-Middle,0,0,0,0,0
668,01M361,1,2,Elementary,0,0,0,0,0
669,05M362,5,7,Secondary School,0,0,0,0,0
670,01M363,1,2,Elementary,0,0,0,0,0
671,01M364,1,2,Elementary,0,0,0,0,0
672,06M366,6,10,K-8,1,0,0,0,1
673,05M367,5,7,High School,0,0,0,0,0
674,06M368,6,7,Elementary,0,0,0,0,0
675,05M369,5,7,High School,0,0,0,0,0
676,04M372,4,8,Secondary School,0,0,0,0,0
677,02M374,2,2,High School,0,0,0,0,0
678,04M375,4,8,Elementary,0,0,0,0,0
679,02M376,2,3,High School,0,0,0,0,0
680,04M377,4,8,Junior High-Intermediate-Middle,0,0,0,0,0
681,01M378,1,1,Junior High-Intermediate-Middle,0,0,0,0,0
682,02M392,2,3,High School,0,0,0,0,0
683,02M393,2,3,High School,0,0,0,0,0
684,02M394,2,1,High School,0,0,0,0,0
685,02M397,2,1,K-8,0,0,0,0,0
686,02M399,2,2,High School,0,0,0,0,0
687,02M400,2,3,High School,1,0,0,0,1
688,03M402,3,6,High School,0,0,0,0,0
689,03M403,3,6,High School,0,0,0,0,0
690,03M404,3,6,High School,0,0,0,0,0
691,04M406,4,8,Junior High-Intermediate-Middle,0,0,0,0,0
692,02M407,2,2,Secondary School,0,0,0,0,0
693,02M408,2,3,Secondary School,0,0,0,0,0
694,04M409,4,8,High School,1,0,0,0,1
695,02M411,2,2,High School,0,0,0,0,0
696,02M412,2,3,High School,0,0,0,0,0
697,02M413,2,2,Secondary School,0,0,0,0,0
698,02M414,2,3,High School,0,0,0,0,0
699,03M415,3,9,Secondary School,0,0,0,0,0
700,02M416,2,5,High School,0,0,0,0,0
701,03M417,3,6,High School,0,0,0,0,0
702,02M418,2,1,High School,1,0,0,0,1
703,02M419,2,3,High School,0,0,0,0,0
704,02M420,2,2,High School,1,0,0,0,1
705,03M421,3,7,Junior High-Intermediate-Middle,0,0,0,0,0
706,02M422,2,3,Secondary School,1,0,0,0,1
707,06M423,6,10,High School,0,0,0,0,0
708,02M425,2,1,High School,0,0,0,0,0
709,02M427,2,2,High School,0,0,0,0,0
710,02M432,2,2,High School,0,0,0,0,0
711,04M435,4,8,High School,0,0,0,0,0
712,02M437,2,3,High School,0,0,0,0,0
713,02M438,2,2,High School,0,0,0,0,0
714,02M439,2,3,High School,0,0,0,0,0
715,02M442,2,2,K-8,0,0,0,0,0
716,01M448,1,1,High School,0,0,0,0,0
717,02M449,2,5,High School,0,0,0,0,0
718,01M450,1,2,Secondary School,0,0,0,0,0
719,03M452,3,6,Elementary,0,0,0,0,0
720,01M458,1,1,High School,0,0,0,0,0
721,02M459,2,5,High School,0,0,0,0,0
722,06M462,6,10,High School,0,0,0,0,0
723,06M463,6,10,High School,0,0,0,0,0
724,06M467,6,10,High School,0,0,0,0,0
725,06M468,6,10,High School,1,0,0,0,1
726,02M475,2,1,High School,3,0,0,0,3
727,03M479,3,3,High School,0,0,0,0,0
728,03M485,3,6,High School,1,1,0,1,2
729,02M489,2,1,High School,0,0,0,0,0
730,03M492,3,6,High School,0,0,0,0,0
731,03M494,3,6,High School,0,0,0,0,0
732,04M495,4,8,High School,0,0,0,0,0
733,04M497,4,8,Elementary,0,0,0,0,0
734,05M499,5,9,Secondary School,0,0,0,0,0
735,02M500,2,2,High School,0,0,0,0,0
736,03M505,3,7,High School,0,0,0,0,0
737,02M507,2,3,High School,0,0,0,0,0
738,01M509,1,1,High School,0,0,0,0,0
739,06M513,6,10,Elementary,0,0,0,0,0
740,05M514,5,7,Junior High-Intermediate-Middle,0,0,0,0,0
741,01M515,1,1,High School,0,0,0,0,0
742,05M517,5,7,Elementary,0,0,0,0,0
743,02M519,2,5,High School,0,0,0,0,0
744,02M520,2,1,High School,1,0,0,0,1
745,02M527,2,5,Elementary,0,0,0,0,0
746,06M528,6,10,Junior High-Intermediate-Middle,0,0,0,0,0
747,02M529,2,4,High School,0,0,0,0,0
748,02M531,2,4,High School,0,0,0,0,0
749,02M533,2,2,High School,0,0,0,0,0
750,02M534,2,3,High School,0,0,0,0,0
751,01M539,1,2,K-12 All Grades,1,0,0,0,1
752,06M540,6,9,High School,0,0,0,0,0
753,03M541,3,6,High School,0,0,0,0,0
754,02M542,2,3,High School,0,0,0,0,0
755,02M543,2,1,High School,0,0,0,0,0
756,02M544,2,3,High School,0,0,0,0,0
757,02M545,2,1,High School,0,0,0,0,0
758,02M546,2,2,High School,0,0,0,0,0
759,02M550,2,3,High School,0,0,0,0,0
760,02M551,2,1,High School,0,0,0,0,0
761,06M552,6,10,High School,0,0,0,0,0
762,04M555,4,8,High School,0,0,0,0,0
763,02M560,2,3,High School,0,0,0,0,0
764,02M565,2,5,High School,0,0,0,0,0
765,02M570,2,3,High School,0,0,0,0,0
766,02M575,2,2,High School,0,0,0,0,0
767,02M580,2,1,High School,0,0,0,0,0
768,02M586,2,2,High School,0,0,0,0,0
769,02M600,2,3,High School,1,0,0,0,1
770,02M605,2,3,High School,0,0,0,0,0
771,04M610,4,8,Secondary School,0,0,0,0,0
772,02M615,2,3,High School,0,0,0,0,0
773,02M630,2,4,High School,1,0,0,0,1
774,01M650,1,1,High School,0,0,0,0,0
775,02M655,2,5,Secondary School,0,0,0,0,0
776,05M670,5,9,Secondary School,0,0,0,0,0
777,04M680,4,8,High School,0,0,0,0,0
778,05M692,5,9,High School,0,0,0,0,0
779,01M696,1,2,High School,0,0,0,0,0
780,75M721,75,3,Secondary School,0,0,0,0,0
781,75M751,75,2,High School,0,0,0,0,0
782,75M811,75,6,K-8,0,0,0,0,0
783,04M825,4,8,Junior High-Intermediate-Middle,0,0,0,0,0
784,01M839,1,2,Junior High-Intermediate-Middle,0,0,0,0,0
785,03M859,3,6,K-12 All Grades,0,0,0,0,0
786,03M860,3,9,Secondary School,2,0,0,0,2
787,03M862,3,7,Junior High-Intermediate-Middle,0,0,0,0,0
788,02M896,2,1,Junior High-Intermediate-Middle,0,0,0,0,0
789,02M933,2,3,Junior High-Intermediate-Middle,0,0,0,0,0
790,04M964,4,8,K-8,0,0,0,0,0
791,30Q002,30,22,Elementary,0,0,0,0,0
792,75Q004,75,23,K-8,0,0,0,0,0
793,24Q005,24,25,Junior High-Intermediate-Middle,0,0,0,0,0
794,24Q007,24,25,Elementary,0,0,0,0,0
795,28Q008,28,27,Junior High-Intermediate-Middle,1,0,0,0,1
796,75Q009,75,30,K-8,0,0,0,0,0
797,30Q010,30,22,Junior High-Intermediate-Middle,0,0,0,0,0
798,30Q011,30,26,Elementary,0,0,0,0,0
799,24Q012,24,26,Elementary,0,0,0,0,0
800,24Q013,24,25,Elementary,0,0,0,0,0
801,24Q014,24,21,Elementary,0,0,0,0,0
802,29Q015,29,27,Elementary,0,0,0,0,0
803,24Q016,24,21,Elementary,0,0,0,0,0
804,30Q017,30,22,Elementary,0,0,0,0,0
805,26Q018,26,23,Elementary,0,0,0,0,0
806,24Q019,24,21,Elementary,0,0,0,0,0
807,25Q020,25,20,Elementary,0,0,0,0,0
808,25Q021,25,19,Elementary,0,0,0,0,0
809,25Q022,25,20,Elementary,1,0,0,0,1
810,75Q023,75,23,K-12 All Grades,1,0,0,0,1
811,25Q024,25,20,Elementary,0,0,0,0,0
812,25Q025,25,19,Junior High-Intermediate-Middle,0,0,0,0,0
813,26Q026,26,23,Elementary,0,0,0,0,0
814,24Q028,24,21,Early Childhood,0,0,0,0,0
815,25Q029,25,19,Elementary,0,0,0,0,0
816,26Q031,26,19,Elementary,0,0,0,0,0
817,25Q032,25,19,Elementary,0,0,0,0,0
818,29Q033,29,23,Elementary,0,0,0,0,0
819,29Q034,29,27,Elementary,0,0,0,0,0
820,29Q035,29,23,Elementary,0,0,0,0,0
821,29Q036,29,27,Elementary,0,0,0,0,0
822,29Q037,29,27,Elementary,0,0,0,0,0
823,29Q038,29,31,Elementary,0,0,0,0,0
824,28Q040,28,28,Elementary,0,0,0,0,0
825,26Q041,26,19,Elementary,0,0,0,0,0
826,27Q042,27,31,K-8,0,0,0,0,0
827,27Q043,27,31,K-8,2,0,0,0,2
828,27Q045,27,28,Elementary,0,0,0,0,0
829,26Q046,26,23,Elementary,0,0,0,0,0
830,27Q047,27,32,K-8,0,0,0,0,0
831,28Q048,28,28,Elementary,0,0,0,0,0
832,24Q049,24,30,K-8,0,0,0,0,0
833,28Q050,28,28,Elementary,0,0,0,0,0
834,27Q051,27,29,Early Childhood,0,0,0,0,0
835,29Q052,29,31,Elementary,0,0,0,0,0
836,27Q053,27,31,Junior High-Intermediate-Middle,0,0,0,0,0
837,28Q054,28,29,Elementary,0,0,0,0,0
838,28Q055,28,28,Elementary,0,0,0,0,0
839,27Q056,27,32,Elementary,0,0,0,0,0
840,24Q058,24,30,Elementary,0,0,0,0,0
841,29Q059,29,27,Junior High-Intermediate-Middle,0,0,0,0,0
842,27Q060,27,32,Elementary,0,0,0,0,0
843,24Q061,24,21,Junior High-Intermediate-Middle,2,0,0,0,2
844,27Q062,27,28,Elementary,0,0,0,0,0
845,27Q063,27,32,Elementary,0,0,0,0,0
846,27Q064,27,32,Elementary,0,0,0,0,0
847,27Q065,27,32,Elementary,0,0,0,0,0
848,27Q066,27,32,Elementary,0,0,0,0,0
849,26Q067,26,19,Junior High-Intermediate-Middle,0,0,0,0,0
850,24Q068,24,30,Elementary,0,0,0,0,0
851,30Q069,30,25,Elementary,0,0,0,0,0
852,30Q070,30,22,Elementary,0,0,0,0,0
853,24Q071,24,30,Elementary,0,0,0,0,0
854,28Q072,28,28,Junior High-Intermediate-Middle,0,0,0,0,0
855,24Q073,24,30,Junior High-Intermediate-Middle,1,0,0,0,1
856,26Q074,26,23,Junior High-Intermediate-Middle,1,0,0,0,1
857,75Q075,75,34,K-8,0,0,0,0,0
858,30Q076,30,26,Elementary,0,0,0,0,0
859,24Q077,24,34,Junior High-Intermediate-Middle,0,0,0,0,0
860,30Q078,30,26,K-8,0,0,0,0,0
861,25Q079,25,19,Elementary,0,0,0,0,0
862,28Q080,28,28,Elementary,0,0,0,0,0
863,24Q081,24,34,Elementary,0,0,0,0,0
864,28Q082,28,24,Elementary,0,0,0,0,0
865,30Q084,30,22,Elementary,0,0,0,0,0
866,30Q085,30,22,Elementary,0,0,0,0,0
867,28Q086,28,24,Elementary,0,0,0,0,0
868,24Q087,24,30,K-8,0,0,0,0,0
869,24Q088,24,30,Elementary,0,0,0,0,0
870,24Q089,24,25,Elementary,0,0,0,0,0
871,27Q090,27,32,Elementary,0,0,0,0,0
872,24Q091,24,30,Elementary,0,0,0,0,0
873,30Q092,30,21,Elementary,0,0,0,0,0
874,24Q093,24,30,Junior High-Intermediate-Middle,0,0,0,0,0
875,26Q094,26,19,Elementary,0,0,0,0,0
876,29Q095,29,27,Elementary,0,0,0,0,0
877,27Q096,27,28,Elementary,0,0,0,0,0
878,27Q097,27,32,Elementary,0,0,0,0,0
879,26Q098,26,19,Elementary,0,0,0,0,0
880,28Q099,28,29,Elementary,0,0,0,0,0
881,27Q100,27,28,Elementary,0,0,0,0,0
882,28Q101,28,29,Elementary,0,0,0,0,0
883,24Q102,24,25,K-8,0,0,0,0,0
884,27Q104,27,31,Elementary,0,0,0,0,0
885,27Q105,27,31,K-8,0,0,0,0,0
886,27Q106,27,31,Elementary,0,0,0,0,0
887,25Q107,25,19,Elementary,0,0,0,0,0
888,27Q108,27,28,Elementary,0,0,0,0,0
889,29Q109,29,23,Junior High-Intermediate-Middle,1,0,0,0,1
890,24Q110,24,21,Elementary,0,0,0,0,0
891,30Q111,30,26,K-8,0,0,0,0,0
892,30Q112,30,26,Elementary,0,0,0,0,0
893,24Q113,24,30,K-8,0,0,0,0,0
894,27Q114,27,32,K-8,0,0,0,0,0
895,26Q115,26,23,Elementary,0,0,0,0,0
896,29Q116,29,27,K-8,0,0,0,0,0
897,28Q117,28,24,Elementary,0,0,0,0,0
898,29Q118,29,27,Elementary,0,0,0,0,0
899,24Q119,24,30,K-8,0,0,0,0,0
900,25Q120,25,20,Elementary,0,0,0,0,0
901,28Q121,28,28,Elementary,0,0,0,0,0
902,30Q122,30,22,K-8,0,0,0,0,0
903,27Q123,27,28,Elementary,0,0,0,0,0
904,27Q124,27,28,K-8,0,0,0,0,0
905,24Q125,24,26,Junior High-Intermediate-Middle,0,0,0,0,0
906,30Q126,30,22,Junior High-Intermediate-Middle,0,0,0,0,0
907,30Q127,30,21,K-8,0,0,0,0,0
908,24Q128,24,30,K-8,0,0,0,0,0
909,25Q129,25,19,Elementary,0,0,0,0,0
910,25Q130,25,19,Early Childhood,0,0,0,0,0
911,29Q131,29,24,Elementary,0,0,0,0,0
912,29Q132,29,31,Elementary,0,0,0,0,0
913,26Q133,26,23,Elementary,0,0,0,0,0
914,29Q134,29,27,Elementary,0,0,0,0,0
915,29Q135,29,23,Elementary,0,0,0,0,0
916,29Q136,29,27,Elementary,0,0,0,0,0
917,27Q137,27,32,Junior High-Intermediate-Middle,1,0,0,0,1
918,29Q138,29,31,K-8,0,0,0,0,0
919,28Q139,28,29,Elementary,0,0,0,0,0
920,28Q140,28,27,Elementary,1,0,0,0,1
921,30Q141,30,22,Junior High-Intermediate-Middle,0,0,0,0,0
922,24Q143,24,21,Elementary,0,0,0,0,0
923,28Q144,28,29,Elementary,0,0,0,0,0
924,30Q145,30,25,Junior High-Intermediate-Middle,0,0,0,0,0
925,27Q146,27,32,K-8,0,0,0,0,0
926,29Q147,29,27,K-8,0,0,0,0,0
927,30Q148,30,25,Elementary,0,0,0,0,0
928,30Q149,30,25,Elementary,0,0,0,0,0
929,30Q150,30,26,Elementary,0,0,0,0,0
930,30Q151,30,22,Elementary,0,0,0,0,0
931,30Q152,30,26,Elementary,0,0,0,0,0
932,24Q153,24,30,Elementary,0,0,0,0,0
933,25Q154,25,24,Elementary,0,0,0,0,0
934,27Q155,27,28,Elementary,0,0,0,0,0
935,29Q156,29,31,Elementary,0,0,0,0,0
936,28Q157,28,29,Junior High-Intermediate-Middle,1,0,0,0,1
937,26Q158,26,19,Junior High-Intermediate-Middle,0,0,0,0,0
938,26Q159,26,19,Elementary,0,0,0,0,0
939,28Q160,28,28,Elementary,0,0,0,0,0
940,28Q161,28,28,Elementary,0,0,0,0,0
941,26Q162,26,20,Elementary,0,0,0,0,0
942,25Q163,25,20,Elementary,0,0,0,0,0
943,25Q164,25,24,K-8,0,0,0,0,0
944,25Q165,25,24,Elementary,0,0,0,0,0
945,30Q166,30,26,Elementary,0,0,0,0,0
946,28Q167,28,29,Secondary School,0,0,0,0,0
947,25Q169,25,19,Elementary,0,0,0,0,0
948,30Q171,30,22,Elementary,1,0,0,0,1
949,26Q172,26,23,Junior High-Intermediate-Middle,0,0,0,0,0
950,26Q173,26,24,Elementary,0,0,0,0,0
951,28Q174,28,29,Elementary,0,0,0,0,0
952,28Q175,28,29,Elementary,0,0,0,0,0
953,29Q176,29,27,Elementary,0,0,0,0,0
954,75Q177,75,20,K-12 All Grades,0,0,0,0,0
955,26Q178,26,23,K-8,0,0,0,0,0
956,29Q181,29,31,Elementary,0,0,0,0,0
957,28Q182,28,24,Elementary,0,0,0,0,0
958,27Q183,27,31,K-8,1,0,0,0,1
959,25Q184,25,19,Elementary,0,0,0,0,0
960,25Q185,25,19,Junior High-Intermediate-Middle,0,0,0,0,0
961,26Q186,26,23,Elementary,0,0,0,0,0
962,26Q188,26,23,Elementary,0,0,0,0,0
963,25Q189,25,20,Junior High-Intermediate-Middle,0,0,0,0,0
964,28Q190,28,29,Junior High-Intermediate-Middle,0,0,0,0,0
965,26Q191,26,23,Elementary,0,0,0,0,0
966,29Q192,29,27,Junior High-Intermediate-Middle,1,0,0,0,1
967,25Q193,25,19,Elementary,0,0,0,0,0
968,25Q194,25,19,Junior High-Intermediate-Middle,0,0,0,0,0
969,29Q195,29,31,Elementary,0,0,0,0,0
970,28Q196,28,29,Elementary,0,0,0,0,0
971,27Q197,27,31,Elementary,0,0,0,0,0
972,24Q199,24,26,Elementary,0,0,0,0,0
973,25Q200,25,24,K-8,0,0,0,0,0
974,25Q201,25,24,Elementary,0,0,0,0,0
975,27Q202,27,32,Junior High-Intermediate-Middle,0,0,0,0,0
976,26Q203,26,23,Elementary,0,0,0,0,0
977,30Q204,30,26,Junior High-Intermediate-Middle,0,0,0,0,0
978,26Q205,26,23,Elementary,0,0,0,0,0
979,28Q206,28,29,Elementary,0,0,0,0,0
980,27Q207,27,32,K-8,0,0,0,0,0
981,29Q208,29,23,K-8,0,0,0,0,0
982,25Q209,25,19,Elementary,0,0,0,0,0
983,27Q210,27,32,Junior High-Intermediate-Middle,1,0,0,0,1
984,24Q211,24,25,Elementary,0,0,0,0,0
985,30Q212,30,25,Elementary,0,0,0,0,0
986,26Q213,26,23,Elementary,0,0,0,0,0
987,25Q214,25,20,Elementary,0,0,0,0,0
988,26Q216,26,24,Junior High-Intermediate-Middle,1,0,0,0,1
989,28Q217,28,24,Junior High-Intermediate-Middle,2,0,0,0,2
990,25Q219,25,24,K-8,0,0,0,0,0
991,28Q220,28,29,Elementary,0,0,0,0,0
992,26Q221,26,23,Elementary,0,0,0,0,0
993,30Q222,30,25,Early Childhood,0,0,0,0,0
994,27Q223,27,28,Elementary,0,0,0,0,0
995,75Q224,75,23,K-8,0,0,0,0,0
996,27Q226,27,28,Junior High-Intermediate-Middle,0,0,0,0,0
997,30Q227,30,21,Junior High-Intermediate-Middle,0,0,0,0,0
998,30Q228,30,21,Early Childhood,0,0,0,0,0
999,24Q229,24,30,Elementary,0,0,0,0,0
