,prop_id,ampsdistrict,inspection_id,season,round,date,begininspection,endinspection,inspection_year,inspector,overall_condition,cleanliness,inspectiontype,comments,closed,inspector2
947,Q329,08,5305,Winter,3,2002-01-08,09:57 AM,10:26 AM,2001,39,A,A,PIP,,,
948,MZ62,12,13628,Fall,4,2000-10-18,10:02 AM,10:04 AM,2000,42,A,A,PIP,,,
949,QZ160,11,1444,Spring,4,2000-04-19,01:08 PM,01:11 PM,2000,35,A,A,PIP,,,
950,XZ404,09,22498,Summer,5,2003-08-11,10:44 AM,10:50 AM,2003,1,A,A,PIP,,,
951,X102,06,17258,Summer,1,2003-06-05,11:54 AM,12:17 PM,2003,42,A,A,PIP,Concrete adv should have Safety Surface.  Man pulling off branches of small dying tree during inspection.,,
952,QZ75,09,10703,Spring,5,2001-05-07,03:20 PM,03:21 PM,2001,39,A,A,PIP,no buinesses in vicinity,,
953,X211,02,49705,Spring,2,2007-03-19,10:41 AM,11:01 AM,2007,2,A,A,PIP,N rating due to snow covered. School using MPPA for parking. No photos due to camera failure.,,
954,MZ258,05,17781,Summer,3,2003-06-30,01:07 PM,01:10 PM,2003,1,A,A,PIP,,,
955,M081-02,08,52784,Summer,6,2007-08-20,01:10 PM,01:40 PM,2007,1,A,A,PIP,,,
956,Q408,10,11172,Spring,2,1999-03-12,03:33 PM,04:01 PM,1999,32,A,A,PIP,,,
957,M208C,11,10194,Summer,2,2002-06-24,11:12 AM,11:20 AM,2002,44,A,A,PIP,,,
958,Q009-01,07,46243,Fall,2,2006-09-13,10:00 AM,10:50 AM,2006,12,A,A,PIP,,,
959,X148A2,04,35325,Spring,1,2005-02-28,01:04 PM,01:17 PM,2005,7,N,N,PIP,All features; OC and C changed to N due to wrong site rated.  LG,,
960,M229,07,1988,Fall,4,1999-10-19,01:35 PM,02:05 PM,1999,25,A,A,PIP,,,
961,X118-02,09,48927,Winter,5,1907-02-08,01:03 PM,01:04 PM,1907,1,N,N,SNR,,,
962,RZ220,01,41885,Winter,4,2006-01-20,10:43 AM,10:50 AM,2005,3,A,A,PIP,,,
963,X038-01,08,11278,Spring,2,2002-03-22,12:20 PM,12:50 PM,2002,6,A,A,PIP,,,
964,QZ79,07,9365,Fall,6,2001-11-16,11:47 AM,11:57 AM,2001,4,A,A,PIP,,,
965,X136,07,50686,Spring,5,2007-05-10,12:20 PM,12:00 AM,2007,7,U,A,PIP,Inspection Time: 12:30 PM to 1:30 PM,,
966,Q370,08,14689,Summer,5,2000-08-02,11:30 AM,12:02 PM,2000,41,A,A,PIP,,,
967,Q066G,01,38092,Summer,2,1905-07-15,04:00 PM,04:11 PM,1905,2,A,A,WEPIP,,,
968,B223OB,01,52565,Summer,6,2007-08-13,11:18 AM,11:50 AM,2007,15,U,U,PIP,,,
969,QZ101,11,14368,Summer,4,1999-07-22,01:46 PM,01:59 PM,1999,31,A,A,PIP,,,
970,Q162-ZN01A,14,51332,Summer,1,2007-06-07,04:40 PM,04:43 PM,2007,11,U,U,PIP,Actual inspection time : 10:49 to 11:41 AM.,,
971,X175,07,1113,Winter,3,2003-01-08,11:54 AM,12:10 PM,2002,4,U,U,PIP,,,
972,XZ266,11,29019,Spring,3,2004-03-31,10:42 AM,10:47 AM,2004,5,A,A,PIP,,,
973,B163,05,32398,Fall,1,2004-09-03,10:28 AM,11:01 AM,2004,7,U,A,PIP,Worker present.  Graffiti changed from U/S to U; Cleanliness changed from U to A following successful appeal.  LG,,
974,Q354,08,34418,Winter,3,2005-01-10,01:02 PM,01:15 PM,2004,4,A,A,PIP,,,
975,M010-ZN03,13,36856,Spring,6,2005-05-20,01:13 PM,02:13 PM,2005,5,A,A,PIP,,,
976,B090,01,14644,Summer,4,2000-07-24,11:51 AM,12:17 PM,2000,41,A,A,PIP,Site locked.,,
977,B155,05,26513,Winter,1,2003-12-02,12:11 PM,12:21 PM,2003,5,A,A,PIP,,,
978,RZ058A,02,15968,Fall,3,2000-10-03,04:01 PM,04:15 PM,2000,41,A,A,PIP,"Previously deleted, restored 9/18/02, BD.",,
979,B057-03,18,42761,Spring,1,2006-03-06,11:09 AM,11:34 AM,2006,3,A,A,PIP,,,
980,MZ11,10,7494,Fall,5,1999-11-05,09:40 AM,09:43 AM,1999,32,A,A,PIP,,,
981,X039-ZN22,15,42248,Winter,5,2006-02-07,11:06 AM,11:35 AM,2005,1,A,A,PIP,,,
982,B182,16,41989,Winter,4,2006-01-24,01:43 PM,02:13 PM,2005,4,A,A,PIP,End of the inspection time was 1:50pm,,
983,M259,03,2864,Summer,1,2002-06-06,12:41 PM,12:48 PM,2002,45,N,N,PIP,Locked.,,
984,XZ282,07,47709,Winter,2,2006-12-18,10:58 AM,11:05 AM,2006,3,A,A,PIP,,,
985,QZ693,15,39019,Summer,6,2005-08-24,12:52 PM,12:53 PM,2005,7,A,A,PIP,,,
986,Q402,12,9157,Summer,1,2002-06-10,02:05 PM,02:28 PM,2002,8,U,U,PIP,,,
987,BZ221,03,16632,Spring,5,2003-05-05,11:40 AM,11:43 AM,2003,44,A,A,PIP,,,
988,QZ347,11,40429,Fall,6,2005-11-09,11:36 AM,11:41 AM,2005,1,A,A,PIP,,,
989,QZ512,12,13494,Spring,1,2003-03-12,01:08 PM,01:14 PM,2003,44,A,A,PIP,,,
990,QT18,06,36594,Spring,5,2005-05-06,12:31 PM,12:39 PM,2005,3,A,A,PIP,,,
991,X046-01,12,16285,Spring,1,2002-03-06,11:21 AM,11:43 AM,2002,45,A,A,PIP,,,
992,Q354,08,40722,Winter,1,2005-11-29,01:25 PM,01:56 PM,2005,7,A,A,PIP,,,
993,M258,11,9416,Spring,2,2002-03-21,12:23 PM,12:51 PM,2002,4,A,A,PIP,HBCT  and  BBCT area locked. SEE PHOTO.,,
994,XZ69,12,8918,Spring,5,2000-05-10,11:32 AM,11:41 AM,2000,39,U,A,PIP,,,
995,X219,04,7884,Winter,2,2002-01-03,11:01 AM,11:37 AM,2001,6,A,A,PIP,,,
996,Q294,08,10387,Spring,2,1999-03-18,12:22 PM,01:11 PM,1999,31,A,A,PIP,,,
997,X151,09,49012,Winter,5,1907-02-09,09:46 AM,09:57 AM,1907,13,N,N,SNR,,,
998,Q445,07,5244,Winter,2,2001-12-19,09:57 AM,11:02 AM,2001,45,U,U,PIP,,,
999,Q058,04,2069,Spring,5,2000-05-05,11:24 AM,11:28 AM,2000,40,A,A,PIP,,,
