,clientid,resp,qrep,qkey,qcell,sc1,sc2,sc3,sc4,sc4b,sc4d,sc4d1,sc6,sc6a,sc7,mp1,ph1,bc1a,bc1,bc2,bc3,pph1,el1,el3,el4,el7,el8,el9,el10,el11,el12_1,el12mns,el13a,el13b,el13c,el13d,el13e,el14,el15,el17a,el17b,el17c,el17d,el17e,el17f,cp1,ih1,ih2,ih3,ih5,bf1_1,bf1wks,bf1a_1,bf2,mh1,mh2,mh4,cc1,sd2,d1,d1yob,d2,fixd2,d3,d4_1,d5,d6,d7,st1,st2,st3,st4,st5,es1a,es1b,es2,es3,es4,fulladra,qc1,lang,samp_weight,pop_weight,stratum,odate,fdate,el12wks,cp2,cp3,cp4,cp5,cp6a,cp6b,cp6c,cp7,cp8,cp9,cp10_1,cp10wks,bf1mns,d4_2,de1,de2_1,de3,bf1amns,el16,sd1_1,sd1mns,pph2a,pph2b,pph2c,ih5a_1,bf1awks,mh3,sd1wks,cp10mns,ih4_1,mh3a,de2_2,sc4b1,sc4b2,selchild,de2_3,ih4_2,ih4_3,ih5a_2
773,3932,665,12,203932,1,1,1.0,2.0,1,1,1,2,1,1,1,2,3,12,1,1,2,1,1,2.0,1.0,1.0,6.0,1.0,40.0,3.0,2.0,,77.0,77.0,77.0,77.0,77.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1,2,1,1,2,5,,3.0,,5,2,2,3.0,1.0,1,1973.0,1,11233.0,2,2,58,3.0,6,4,4,4,1,4,4,4,2,77,4,1.0,1,1,0.776919664500028,79.19464455932739,1,9-Mar-16,11-Mar-16,15.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,1.0,777.0,,,,,,2.0,2.0,58.0,1.0,,,,,,,,,,,,,,,,,,,,,
774,3936,792,14,203936,1,1,1.0,2.0,1,1,1,1,1,2,1,0,1,6,1,2,2,1,1,3.0,1.0,1.0,8.0,1.0,40.0,1.0,3.0,3.0,2.0,0.0,6.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1,1,1,1,2,4,,3.0,1.0,5,2,2,3.0,1.0,1,1984.0,1,10304.0,1,1,22,3.0,6,4,4,4,4,4,4,4,2,12,3,1.0,1,1,0.3674689852790728,37.4576381645336,1,14-Mar-16,18-Mar-16,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,40.0,2.0,3.0,,7.0,,2.0,1.0,31.0,7.0,,,,,,,,,,,1.0,,,,,,,,,,
775,3938,675,13,203938,1,1,1.0,2.0,1,1,1,2,1,2,1,1,3,10,1,1,2,1,1,3.0,3.0,1.0,77.0,1.0,40.0,1.0,3.0,6.0,24.0,0.0,24.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1,1,1,1,2,4,,3.0,5.0,5,2,2,5.0,2.0,1,1975.0,1,11211.0,2,1,34,3.0,6,4,4,4,4,2,4,4,2,11,4,1.0,2,1,0.9481998789104407,96.6539473934334,1,9-Mar-16,11-Mar-16,,1.0,1.0,1.0,4.0,2.0,2.0,3.0,1.0,40.0,2.0,1.0,,10.0,,2.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,
776,3939,1164,22,203939,1,1,1.0,2.0,1,1,1,1,1,2,1,0,1,10,1,1,3,1,1,4.0,1.0,2.0,1.0,2.0,25.0,2.0,2.0,,,,,,,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1,1,1,1,1,4,,3.0,3.0,4,2,2,5.0,2.0,1,1981.0,1,11375.0,2,1,1,,6,4,4,4,4,4,4,4,2,12,3,,2,1,0.608974341491052,62.07528104102016,1,22-Mar-16,22-Mar-16,13.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,40.0,1.0,2.0,12.0,12.0,,2.0,1.0,1.0,5.0,,,,,,,5.0,,,,,,,,,,,,,,
777,3945,1200,21,203945,0,1,,,1,1,1,2,1,2,1,2,1,5,1,2,3,1,1,2.0,1.0,1.0,9.0,1.0,45.0,1.0,3.0,3.0,0.0,0.0,12.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1,1,1,1,2,1,,,,5,2,1,1.0,1.0,1,1979.0,1,10312.0,2,1,1,,6,4,4,4,4,4,4,4,2,99,5,,99,1,0.6335969860437893,64.5851693506687,1,22-Mar-16,22-Mar-16,,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,40.0,4.0,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
778,3949,1396,17,203949,1,1,1.0,2.0,1,1,1,1,1,2,1,0,1,10,1,2,3,1,1,2.0,1.0,1.0,7.0,2.0,40.0,2.0,3.0,4.0,,,,,,1.0,2.0,,,,,,,1,1,1,1,2,4,,3.0,5.0,3,2,1,,,1,1976.0,1,11226.0,2,3,2,2.0,6,4,4,2,2,4,4,4,2,12,3,1.0,2,1,1.0681565986343924,108.88163349165401,1,25-Mar-16,25-Mar-16,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,40.0,2.0,2.0,2.0,6.0,,2.0,1.0,1.0,12.0,8.0,,,,,,,,,,,,,,,,,,,,
779,3952,259,9,203952,1,1,1.0,2.0,1,1,1,2,1,2,1,2,3,12,1,2,3,1,1,2.0,1.0,1.0,3.0,2.0,25.0,4.0,,,,,,,,,2.0,,,,,,,1,1,1,1,2,4,,3.0,5.0,5,2,3,,,1,1989.0,1,10453.0,1,8,26,3.0,5,4,4,4,4,4,1,2,2,1,4,1.0,1,2,0.7738938940885529,78.88621522846589,1,26-Feb-16,3-Mar-16,,1.0,1.0,2.0,3.0,4.0,2.0,2.0,77.0,777.0,,,,8.0,,1.0,8.0,77.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,
780,3958,1049,17,203958,0,1,,,1,1,1,1,1,2,1,1,3,10,1,1,3,1,2,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,4,,3.0,3.0,5,2,1,,,1,1976.0,1,11369.0,1,1,30,3.0,3,4,4,4,4,4,4,4,2,5,4,1.0,1,2,1.137624960554215,115.9628318210842,2,20-Mar-16,31-Mar-16,,1.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,777.0,,,,12.0,,1.0,8.0,28.0,4.0,,,,,,,,,,,,,,,,,,,,,
781,4477,637,15,204477,1,1,1.0,2.0,1,1,1,1,1,1,1,2,3,12,1,1,2,2,1,4.0,1.0,2.0,77.0,1.0,25.0,4.0,,,,,,,,,2.0,,,,,,,2,1,1,1,2,5,,3.0,,5,2,3,,,1,1981.0,1,10468.0,1,8,56,3.0,4,4,4,4,4,4,3,4,1,1,4,1.0,2,2,0.7738938940885529,78.88621522846589,1,9-Mar-16,9-Mar-16,,,,,,,,,,,,,,,,,,,3.0,4.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
782,3996,1189,23,203996,1,1,1.0,2.0,1,1,1,1,1,2,1,5,1,12,2,1,2,1,1,1.0,1.0,1.0,7.0,1.0,36.0,1.0,2.0,,3.0,3.0,3.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2,1,1,1,2,4,,3.0,3.0,5,2,3,7.0,1.0,1,1982.0,1,10469.0,1,8,1,,6,4,4,4,4,4,4,4,2,5,8,1.0,2,1,0.6939509216114916,70.73729638959058,1,22-Mar-16,22-Mar-16,9.0,,,,,,,,,,,,,12.0,,,,,6.0,,,,,,,,,,,,,,,,,,,,,
783,3962,1350,14,203962,1,1,1.0,2.0,1,1,1,1,1,2,1,1,3,9,1,2,3,2,1,1.0,1.0,2.0,1.0,1.0,25.0,1.0,3.0,2.0,8.0,77.0,8.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1,3,1,1,2,4,,1.0,1.0,5,2,3,1.0,1.0,1,1987.0,1,11368.0,1,1,26,1.0,4,4,4,4,3,4,3,77,2,77,4,1.0,1,2,0.34894021479301846,35.56892371976699,1,24-Mar-16,24-Mar-16,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,777.0,,,,1.0,,1.0,1.0,26.0,,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,
784,3963,1204,23,203963,1,1,1.0,2.0,1,1,1,2,1,2,1,0,1,8,1,1,2,1,1,2.0,1.0,1.0,77.0,1.0,40.0,3.0,2.0,,0.0,6.0,0.0,4.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1,1,1,1,2,4,,1.0,3.0,3,2,2,7.0,1.0,1,1980.0,1,10023.0,2,3,2,3.0,6,4,1,4,4,4,4,4,1,12,4,1.0,2,1,1.217399590356335,124.09459079271028,1,22-Mar-16,26-Mar-16,10.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,2.0,60.0,2.0,2.0,4.0,12.0,,2.0,3.0,45.0,,,,,,,,,,,,,,,,,,,,,,
785,3966,778,8,203966,0,1,,,1,1,1,2,1,2,1,3,2,3,1,1,2,1,1,1.0,1.0,2.0,3.0,1.0,40.0,1.0,2.0,,6.0,0.0,4.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1,1,1,1,2,1,,,,5,2,1,6.0,1.0,1,1984.0,1,11238.0,2,2,1,,6,4,4,4,4,4,4,4,2,11,3,1.0,2,1,2.590429523509026,264.053228080286,2,13-Mar-16,13-Mar-16,6.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,40.0,4.0,,,,,2.0,2.0,1.0,,,2.0,7.0,,,,,,,,,,,,,,,,,,
786,3968,496,10,203968,1,1,1.0,2.0,1,1,2,1,1,2,1,0,3,11,1,2,3,1,1,2.0,1.0,1.0,9.0,1.0,50.0,3.0,3.0,12.0,12.0,0.0,12.0,12.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,4,,3.0,1.0,1,1,3,1.0,1.0,1,1985.0,1,11423.0,2,3,45,3.0,6,4,4,4,2,3,4,4,2,12,2,1.0,1,1,1.167245406416207,118.9821667522432,1,5-Mar-16,5-Mar-16,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45.0,2.0,2.0,2.0,12.0,,2.0,3.0,2.0,7.0,,,,,,,5.0,,1.0,,,,3.0,,,,,,,,
787,3971,236,5,203971,0,1,,,1,1,2,2,1,2,1,2,1,8,1,1,2,1,1,2.0,1.0,1.0,8.0,1.0,40.0,3.0,2.0,,6.0,6.0,0.0,6.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1,1,1,1,2,3,7.0,2.0,2.0,5,2,2,2.0,1.0,1,1979.0,1,10314.0,1,1,1,,6,4,4,2,2,2,4,4,1,9,5,1.0,2,1,0.31388747326205674,31.995852354452882,1,26-Feb-16,26-Feb-16,12.0,1.0,1.0,1.0,4.0,1.0,2.0,4.0,1.0,45.0,1.0,2.0,2.0,,,2.0,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,
788,3972,646,15,203972,1,1,1.0,2.0,1,1,2,1,1,2,1,0,2,11,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,4,,3.0,7.0,5,2,2,,,1,1992.0,1,60659.0,2,1,1,,5,4,4,2,4,3,3,4,2,77,4,1.0,2,1,0.45703640112541266,46.587616444351085,1,9-Mar-16,9-Mar-16,,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,35.0,4.0,,,5.0,,2.0,1.0,99.0,6.0,,,,,,,,,,,,,,,,,,,,,
789,3979,738,14,203979,1,1,1.0,2.0,1,1,1,2,1,2,1,0,1,6,1,1,2,1,1,2.0,1.0,1.0,9.0,1.0,50.0,1.0,2.0,,2.0,12.0,12.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1,1,1,1,2,4,,3.0,1.0,5,2,1,5.0,1.0,1,1973.0,1,10025.0,2,1,17,3.0,6,4,4,4,4,4,4,4,2,12,3,,2,1,0.9396575253447523,95.78318985536781,1,11-Mar-16,11-Mar-16,14.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,80.0,1.0,2.0,2.0,5.0,,2.0,1.0,17.0,3.0,,,,,,,,,,,,,,,,,,,,,
790,3982,1264,25,203982,1,1,1.0,2.0,1,1,1,1,1,2,1,0,3,5,1,1,5,1,2,,,,,,,,,,,,,,,,,,,,,,,1,5,1,1,2,4,,3.0,1.0,1,2,5,,,1,1989.0,1,10461.0,1,8,26,1.0,5,1,4,1,4,3,2,2,1,1,2,1.0,2,2,1.1766528679498112,119.94110833449646,2,23-Mar-16,23-Mar-16,,1.0,1.0,2.0,4.0,5.0,5.0,5.0,2.0,777.0,,,,2.0,,1.0,8.0,26.0,2.0,,,,,,,,,,,,,,,,,,,,,
791,3984,1490,22,203984,0,1,,,1,1,2,1,1,2,1,2,1,10,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,4,,3.0,3.0,5,2,3,,,1,1984.0,1,11235.0,2,1,1,,4,4,4,4,4,3,3,4,2,1,5,1.0,2,1,1.87337091957397,190.9604697660932,2,29-Mar-16,29-Mar-16,,1.0,1.0,1.0,2.0,5.0,6.0,6.0,1.0,60.0,1.0,1.0,,14.0,,2.0,1.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,
792,3987,446,6,203987,1,1,1.0,2.0,1,1,1,1,1,2,1,0,2,12,1,2,3,1,1,2.0,1.0,2.0,1.0,1.0,20.0,1.0,3.0,3.0,12.0,0.0,4.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1,1,1,1,2,1,,,,5,2,1,3.0,1.0,1,1977.0,1,11214.0,1,1,28,1.0,6,4,4,4,4,4,4,3,2,2,2,1.0,2,2,0.41687400637225663,42.49369692800775,1,2-Mar-16,9-Mar-16,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,80.0,1.0,3.0,,,,1.0,1.0,28.0,,,,,,,,,,,,1.0,,,,,,,,,,
793,3989,204,4,203989,1,1,1.0,2.0,1,1,1,1,1,2,1,0,3,4,1,2,3,1,1,2.0,1.0,2.0,2.0,1.0,30.0,2.0,3.0,6.0,,,,,,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1,2,1,2,2,4,,3.0,7.0,3,1,3,2.0,2.0,1,1980.0,1,11228.0,2,3,21,3.0,6,4,4,4,2,4,4,4,2,12,3,,2,1,0.9473386428773506,96.56615803162578,1,26-Feb-16,26-Feb-16,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,40.0,1.0,2.0,2.0,17.0,,2.0,3.0,21.0,6.0,,,,,,,,,2.0,,,6.0,,,,,,,,,
794,3991,132,8,203991,0,1,,,1,1,1,1,1,2,1,2,2,2,1,1,2,1,1,1.0,1.0,1.0,7.0,1.0,40.0,77.0,,,,,,,,,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1,1,1,1,2,4,,3.0,7.0,5,2,2,1.0,1.0,1,1984.0,1,10467.0,1,2,1,,6,4,1,4,4,3,4,4,2,1,5,1.0,2,1,1.0173897126688836,103.70675419186222,1,25-Feb-16,25-Feb-16,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,,,,2.0,,1.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,
795,3993,344,5,203993,1,1,1.0,2.0,1,1,2,1,1,2,1,2,4,2,1,1,4,1,1,2.0,1.0,1.0,7.0,1.0,40.0,1.0,2.0,,4.0,6.0,6.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1,4,1,1,2,4,,3.0,1.0,5,2,4,5.0,2.0,1,1985.0,1,10033.0,1,77,26,3.0,5,4,4,2,2,4,3,4,1,2,3,,2,2,0.2681273283160866,27.33133093792839,1,29-Feb-16,6-Mar-16,6.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,777.0,,,,1.0,,1.0,77.0,26.0,6.0,,,,,,,,,,,,,,,,,,,,,
796,3998,713,8,203998,0,1,,,1,1,2,2,1,2,1,2,1,8,1,1,2,1,1,2.0,1.0,1.0,77.0,1.0,777.0,2.0,2.0,,,,,,,1.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1,1,1,1,2,4,,3.0,7.0,5,2,1,3.0,1.0,1,1988.0,1,11219.0,2,1,99,,6,4,4,4,2,4,3,4,2,1,5,1.0,2,1,0.5814438289564207,59.26898168429154,1,10-Mar-16,13-Mar-16,6.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,2.0,666.0,,,,18.0,,2.0,1.0,1.0,8.0,,,,,,,,,,,,,,,,,,,,,
797,4001,173,8,204001,1,1,1.0,2.0,1,1,1,1,1,2,1,4,1,3,1,1,2,1,1,2.0,3.0,2.0,1.0,2.0,20.0,2.0,2.0,,,,,,,1.0,2.0,,,,,,,1,1,1,1,2,4,,3.0,3.0,5,2,1,,,1,1981.0,1,11213.0,2,1,31,3.0,5,4,4,4,4,4,3,4,2,77,7,1.0,2,1,0.5906219125218088,60.204541818638866,1,25-Feb-16,25-Feb-16,6.0,1.0,1.0,1.0,3.0,3.0,6.0,3.0,1.0,22.0,4.0,,,14.0,,2.0,1.0,1.0,6.0,10.0,,,,,,,,,,,,,,,,,,,,
798,4002,227,10,204002,1,1,1.0,2.0,1,1,1,1,1,1,1,2,2,9,1,1,2,1,1,4.0,1.0,2.0,1.0,1.0,20.0,2.0,3.0,12.0,,,,,,3.0,2.0,,,,,,,1,2,1,1,2,4,,1.0,3.0,5,2,2,,,1,1977.0,1,11237.0,1,8,28,3.0,4,4,4,4,4,4,1,4,2,5,5,,1,2,1.4338887482318046,146.162228789657,2,26-Feb-16,26-Feb-16,,1.0,1.0,1.0,1.0,2.0,2.0,6.0,1.0,40.0,2.0,1.0,,12.0,,1.0,8.0,28.0,,2.0,,,,,,,,,,,,,,,,,,,,
799,4007,744,14,204007,0,1,,,1,1,1,1,1,2,1,0,3,5,1,1,2,2,1,3.0,1.0,1.0,1.0,1.0,45.0,2.0,3.0,4.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2,1,1,1,2,4,,3.0,4.0,3,1,3,5.0,1.0,1,1973.0,1,11374.0,2,1,1,,6,4,4,4,4,4,4,4,2,12,3,1.0,2,1,0.6390256167949944,65.13853220455164,1,12-Mar-16,12-Mar-16,,,,,,,,,,,,,,22.0,,,,,6.0,,,,2.0,2.0,2.0,,,2.0,,,,,,,,,,,,
800,4008,1246,20,204008,1,1,1.0,2.0,1,1,1,2,1,2,1,0,2,12,1,2,2,1,1,2.0,1.0,2.0,77.0,1.0,30.0,2.0,3.0,2.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,1,1,2,4,,3.0,5.0,5,2,3,2.0,1.0,1,1985.0,1,11223.0,2,3,21,3.0,6,4,4,4,4,4,4,4,2,5,2,1.0,2,1,1.1410221922871127,116.30912574549612,1,23-Mar-16,24-Mar-16,,,,,,,,,,,,,,2.0,,,,,6.0,,,,,,,,,,,,,,,,,,,,,
801,4012,1130,16,204012,1,1,1.0,2.0,1,1,1,2,1,2,1,2,3,10,1,1,2,1,1,2.0,1.0,2.0,2.0,1.0,20.0,2.0,2.0,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2,2,1,1,2,4,,3.0,7.0,5,2,2,7.0,5.0,1,1986.0,1,11367.0,2,1,67,3.0,5,4,4,4,4,4,77,4,1,2,5,1.0,2,1,0.4735889694166648,48.27488840085807,1,21-Mar-16,21-Mar-16,2.0,,,,,,,,,,,,,3.0,,,,,6.0,,,,,,,,,,,,,,,,,,,,,
802,4013,708,11,204013,1,1,1.0,2.0,1,1,1,1,1,2,1,2,2,8,1,1,2,1,1,3.0,1.0,1.0,9.0,1.0,40.0,3.0,2.0,,2.0,0.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1,1,1,1,2,4,,3.0,3.0,3,1,4,5.0,2.0,1,1982.0,1,10025.0,1,1,1,,6,4,4,4,1,2,4,4,1,11,5,1.0,1,1,0.7209580353731216,73.4902435379962,1,10-Mar-16,10-Mar-16,6.0,1.0,1.0,1.0,3.0,1.0,5.0,3.0,1.0,25.0,4.0,,,12.0,,2.0,1.0,1.0,5.0,,,,,,,,,1.0,,,,1.0,,,,,,,,
803,4015,725,12,204015,1,1,1.0,2.0,1,1,1,2,1,2,1,1,1,8,1,1,2,1,1,3.0,1.0,1.0,9.0,1.0,30.0,2.0,3.0,5.0,,,,,,1.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1,1,1,1,2,4,,3.0,3.0,5,2,1,6.0,1.0,1,1976.0,1,11230.0,2,2,12,2.0,6,4,1,4,1,2,4,4,2,8,4,1.0,2,1,0.6453357697925803,65.7817522781231,1,11-Mar-16,11-Mar-16,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,4.0,,,14.0,,2.0,2.0,12.0,6.0,,2.0,3.0,,,,,,,,,,,,,,,,,,
804,4018,147,1,204018,1,1,1.0,2.0,1,1,1,2,1,2,1,0,2,8,1,2,3,2,1,1.0,1.0,2.0,4.0,1.0,30.0,2.0,77.0,,,,,,,,2.0,,,,,,,1,1,1,1,2,4,,3.0,7.0,5,2,1,,,1,1994.0,1,11213.0,2,2,1,,4,4,2,1,4,4,2,2,2,1,2,1.0,2,1,0.7332172262073745,74.73987371865125,1,25-Feb-16,25-Feb-16,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,2.0,3.0,,2.0,,2.0,2.0,1.0,4.0,7.0,,,2.0,2.0,2.0,,,,,3.0,,,,,,,,,,
805,4025,377,10,204025,1,1,1.0,2.0,1,1,2,1,1,1,1,2,3,6,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,2,3,2.0,3.0,2.0,5,2,1,,,1,1988.0,1,10312.0,2,1,1,,4,4,4,4,4,4,4,4,2,99,99,,2,1,1.6094857187848886,164.0615564860352,2,29-Feb-16,5-Mar-16,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,6.0,,,,,,,,,
806,4031,532,6,204031,1,1,1.0,2.0,1,1,1,2,1,2,1,3,2,5,1,1,2,1,1,2.0,1.0,2.0,77.0,1.0,30.0,2.0,3.0,3.0,,,,,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1,3,1,1,2,4,,3.0,77.0,5,2,3,6.0,1.0,1,1974.0,1,11233.0,2,2,5,3.0,4,4,4,4,3,4,3,4,2,1,3,1.0,2,1,0.9672605061590673,98.59687620448909,1,7-Mar-16,7-Mar-16,,1.0,1.0,1.0,3.0,2.0,6.0,6.0,77.0,777.0,,,,6.0,,2.0,2.0,5.0,6.0,,2.0,7.0,,,,,,,,,,,,,,,,,,
807,4045,56,3,204045,0,1,,,1,1,1,2,1,2,1,2,3,8,1,1,2,2,1,2.0,1.0,2.0,5.0,1.0,10.0,2.0,2.0,,,,,,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1,1,1,1,2,5,,3.0,,4,2,1,6.0,2.0,1,1988.0,1,11219.0,2,1,1,,4,4,4,4,4,4,3,4,2,1,5,1.0,1,1,0.571795585552812,58.28549620711241,1,24-Feb-16,24-Feb-16,6.0,1.0,1.0,1.0,4.0,5.0,6.0,3.0,1.0,40.0,4.0,,,,,2.0,1.0,1.0,7.0,,1.0,,2.0,2.0,2.0,,,,6.0,,,,,,,,,,,
808,4046,471,7,204046,1,1,1.0,2.0,1,1,1,2,1,2,1,2,1,10,1,1,2,2,1,4.0,1.0,2.0,1.0,1.0,12.0,77.0,,,,,,,,,2.0,,,,,,,1,1,1,3,2,5,,3.0,,5,2,1,,,1,1978.0,1,10454.0,2,8,1,,4,3,4,4,4,3,3,3,1,1,3,1.0,1,1,3.653037328316086,372.36924999719463,2,4-Mar-16,4-Mar-16,,1.0,1.0,2.0,4.0,6.0,6.0,6.0,77.0,999.0,,,,,,2.0,2.0,77.0,6.0,10.0,,,2.0,2.0,2.0,,,,,,6.0,,,,,,,,,
809,4055,491,9,204055,1,1,1.0,2.0,1,1,1,1,1,2,1,0,2,1,1,1,2,1,1,2.0,1.0,1.0,1.0,1.0,20.0,4.0,,,,,,,,,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1,1,1,1,2,4,,3.0,7.0,5,2,2,2.0,1.0,1,1993.0,1,10027.0,1,8,1,,4,4,4,4,4,4,1,4,1,1,3,1.0,2,1,1.006835631546474,102.63093291801482,1,5-Mar-16,5-Mar-16,,1.0,1.0,1.0,4.0,3.0,2.0,3.0,2.0,40.0,4.0,,,3.0,,1.0,8.0,1.0,8.0,,,,,,,,,,,,,,,,,,,,,
810,4069,1451,19,204069,0,1,,,1,1,1,1,1,2,1,3,1,2,1,1,2,1,1,3.0,1.0,1.0,9.0,1.0,35.0,3.0,2.0,,2.0,5.0,0.0,4.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1,1,1,1,2,4,,3.0,5.0,5,2,1,6.0,1.0,1,1984.0,1,11219.0,2,1,1,,6,4,4,4,4,4,4,4,2,11,6,1.0,2,1,0.5814438289564207,59.26898168429154,1,28-Mar-16,28-Mar-16,6.0,1.0,1.0,1.0,1.0,2.0,6.0,3.0,2.0,0.0,,,,12.0,,2.0,1.0,1.0,6.0,,1.0,,,,,,,,6.0,,,,,,,,,,,
811,4071,1068,20,204071,1,1,1.0,2.0,1,1,1,2,1,2,1,1,2,11,1,1,2,1,1,3.0,1.0,1.0,9.0,1.0,40.0,1.0,2.0,,4.0,24.0,24.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1,2,1,1,2,5,,3.0,,4,2,4,5.0,2.0,1,1980.0,1,11101.0,2,1,60,3.0,6,4,4,4,4,4,4,4,2,12,4,1.0,1,1,0.5516628170349926,56.23327958856412,1,20-Mar-16,20-Mar-16,24.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,40.0,1.0,1.0,,,,2.0,1.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,
812,4082,445,3,204082,1,1,1.0,2.0,1,1,1,2,1,2,1,1,2,10,1,1,3,1,2,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,2,4,,3.0,7.0,3,2,3,,,1,1990.0,1,10453.0,2,2,5,1.0,5,4,3,4,77,3,1,3,1,77,4,1.0,2,1,1.2918351590845765,131.68211711925528,2,2-Mar-16,2-Mar-16,,1.0,1.0,2.0,2.0,1.0,6.0,1.0,2.0,0.0,,,,12.0,,2.0,2.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,
813,4101,453,10,204101,1,1,1.0,2.0,1,1,1,1,1,2,1,0,1,5,1,1,2,1,1,2.0,1.0,1.0,6.0,1.0,40.0,2.0,3.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1,1,1,1,2,4,,3.0,5.0,3,2,3,2.0,1.0,1,1976.0,1,11219.0,2,3,43,3.0,6,4,4,2,2,2,4,4,1,5,4,1.0,2,1,1.5228814825084933,155.23362739293535,1,3-Mar-16,3-Mar-16,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,40.0,4.0,,,13.0,,2.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,
